,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.1666374,-2.2930083,"('unfriendly', 'friendly')",2.1385982,2.0366175,-0.0140196,-0.1281954,0.1141758
86,-2.008544,-2.2046525,"('uninfluential', 'influential')",0.052190416,-0.11395095,-0.9781768,-1.1593018,0.181125
53,-1.7953637,-1.6825962,"('uncreative', 'creative')",0.8841256,0.96652657,-0.455619,-0.3580348,-0.0975842
9,-1.6845554,-1.7415453,"('unaffectionate', 'caring')",1.3556283,1.4082419,-0.1644636,-0.1666517,0.0021881
0,-1.6667744,-1.6745487,"('unsociable', 'sociable')",-0.4589908,-0.47741356,-1.0628827,-1.0759811,0.0130984
69,1.6281412,1.4952414,"('lazy', 'industrious')",-0.18452051,-0.22556746,0.7218103,0.634837,0.0869733
57,-1.421289,-1.4576921,"('unimaginative', 'imaginative')",-2.3865871,-2.2759721,-1.9039381,-1.8668321,-0.037106
8,-1.3780352,-1.4058837,"('unaffectionate', 'affectionate')",1.3047674,1.3150438,-0.0366339,-0.0454199,0.008786
11,-1.371798,-1.0907427,"('unhelpful', 'helpful')",1.328778,1.6214467,-0.02151,0.265352,-0.286862
19,-1.3690183,-1.4411509,"('inhospitable', 'hospitable')",0.17315364,0.14266688,-0.5979323,-0.649242,0.0513097
46,-1.3126436,-1.174398,"('uncompetitive', 'competitive')",-1.0344703,-1.0448703,-1.173557,-1.1096342,-0.0639228
12,-1.2901578,-1.2564732,"('unsupportive', 'supportive')",-1.7966752,-1.6070089,-1.5434165,-1.431741,-0.1116755
28,-1.2741628,-1.1843733,"('disloyal', 'loyal')",0.8911501,0.9193999,-0.1915063,-0.1324867,-0.0590196
23,-1.2603298,-1.2033889,"('insincere', 'sincere')",5.381462,5.3928947,2.0605662,2.0947528,-0.0341866
5,-1.1271689,-1.0781027,"('distant', 'outgoing')",-0.013349917,0.1880518,-0.5702594,-0.4450254,-0.125234
43,-1.059818,-0.9832843,"('irresponsible', 'responsible')",0.41420457,0.52690625,-0.3228067,-0.228189,-0.0946177
35,1.0238574,1.0021542,"('corrupt', 'incorrupt')",0.14058982,0.08876739,0.5822236,0.5454608,0.0367628
71,-1.0204405,-1.0354892,"('diffident', 'self-confident')",0.6110553,0.5802624,-0.2046926,-0.2276134,0.0229208
