,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
56,0.6440474,0.14410582,"('impractical', 'practical')",-0.6237068,-0.56544626,0.0101703,-0.2106702,0.2208405
55,0.6387051,-0.13673893,"('incompetent', 'clever')",0.34698534,0.29171365,0.4928452,0.0774874,0.4153578
13,-0.6181221,-0.90367776,"('impolite', 'polite')",-0.82340413,-0.76090753,-0.7207631,-0.8322927,0.1115296
84,0.61288875,0.8007913,"('inferior', 'superior')",1.0088382,1.1674157,0.8108635,0.9841036,-0.1732401
26,0.5949781,1.2923617,"('hardhearted', 'benevolent')",1.2381418,1.4726036,0.9165599,1.3824826,-0.4659227
0,-0.58774793,-0.7635907,"('unsociable', 'sociable')",-0.33153132,-0.23524483,-0.4596396,-0.4994178,0.0397782
27,0.571546,0.60389113,"('hardhearted', 'softhearted')",1.065334,1.06386,0.81844,0.8338756,-0.0154356
82,-0.5614094,-0.6299609,"('poor', 'rich')",6.4674854,6.43265,2.953038,2.9013445,0.0516935
51,-0.55963135,-0.7030671,"('uneducated', 'educated')",0.40707967,0.4866655,-0.0762758,-0.1082008,0.031925
63,0.5305917,0.25535092,"('unperceptive', 'insightful')",0.64439464,0.582634,0.5874932,0.4189925,0.1685007
35,-0.514895,0.16820894,"('corrupt', 'incorrupt')",-0.42925072,-0.39339173,-0.4720729,-0.1125914,-0.3594815
30,0.5101085,0.23622915,"('intolerant', 'tolerant')",0.46243733,0.53985983,0.4862729,0.3880445,0.0982284
4,-0.50613695,-0.13468575,"('disliked', 'liked')",-7.0865564,-7.1024127,-3.7963467,-3.6185493,-0.1777974
47,-0.48097605,-0.44196403,"('stupid', 'smart')",5.4598484,5.413828,2.4894361,2.4859319,0.0035042
32,0.4401046,0.5770709,"('unkind', 'kind')",0.73382795,0.8593743,0.5869663,0.7182226,-0.1312563
43,0.43992028,-0.028651908,"('irresponsible', 'responsible')",0.18701413,0.252514,0.3134672,0.111931,0.2015362
54,0.43420804,0.5586319,"('incapable', 'capable')",0.7902142,0.7923411,0.6122111,0.6754865,-0.0632754
65,-0.43300825,-0.8273318,"('insecure', 'secure')",-0.32914117,-0.3871982,-0.3810747,-0.607265,0.2261903
19,-0.42774755,0.17984478,"('inhospitable', 'hospitable')",-0.6656197,-0.48533705,-0.5466836,-0.1527461,-0.3939375
8,0.4113775,0.99256855,"('unaffectionate', 'affectionate')",0.3863393,0.5296362,0.3988584,0.7611024,-0.362244
41,0.40072995,0.47815278,"('unforgiving', 'forgiving')",-0.29634967,-0.15413386,0.0521901,0.1620095,-0.1098194
20,0.39120507,0.25862855,"('rough', 'thoughtful')",1.0272409,1.1779052,0.709223,0.7182668,-0.0090438
46,0.33430853,-0.45686144,"('uncompetitive', 'competitive')",-0.77414274,-0.9007579,-0.2199171,-0.6788096,0.4588925
23,0.32661766,0.015940605,"('insincere', 'sincere')",5.869589,6.0479555,3.0981033,3.0319481,0.0661552
81,-0.3197304,-1.0198028,"('submissive', 'aggressive')",-0.49043143,-0.6377014,-0.4050809,-0.8287521,0.4236712
53,0.31686127,0.63550514,"('uncreative', 'creative')",0.37807405,0.57695335,0.3474677,0.6062292,-0.2587615
85,0.31290144,1.4015257,"('insignificant', 'prestigious')",-0.39150864,-0.27538282,-0.0393036,0.5630715,-0.6023751
5,0.3092348,1.0297904,"('distant', 'outgoing')",-0.4276577,-0.3398985,-0.0592114,0.344946,-0.4041574
15,-0.30716878,-0.017470066,"('boring', 'funny')",-0.30434573,-0.34326503,-0.3057573,-0.1803675,-0.1253898
70,-0.30429,-1.0343443,"('lethargic', 'energetic')",0.103381485,-0.033284556,-0.1004543,-0.5338144,0.4333601
73,0.29912072,0.51499325,"('helpless', 'self-reliant')",-3.303335,-3.376114,-1.5021071,-1.4305604,-0.0715467
59,-0.29425737,0.2788396,"('foolish', 'wise')",0.35998815,0.33133918,0.0328654,0.3050894,-0.272224
42,-0.27684578,-0.6449107,"('unreliable', 'reliable')",-3.2823074,-3.523106,-1.7795765,-2.0840085,0.304432
68,0.24642031,0.021788206,"('dependent', 'independent')",-0.37592903,-0.5562459,-0.0647544,-0.2672289,0.2024745
11,-0.22140847,-0.49781227,"('unhelpful', 'helpful')",1.878666,1.9691522,0.8286288,0.73567,0.0929588
87,-0.2040799,-0.45219532,"('unsuccessful', 'successful')",0.99797636,0.85184985,0.3969482,0.1998273,0.1971209
7,0.19366124,-0.28662318,"('insensitive', 'sensitive')",0.16143619,0.2111713,0.1775487,-0.0377259,0.2152746
76,-0.19036154,-0.9842142,"('anxious', 'daring')",-0.3608301,-0.5180745,-0.2755958,-0.7511443,0.4755485
21,0.1896405,-0.3135188,"('immoral', 'moral')",-0.4964636,-0.66707444,-0.1534115,-0.4902966,0.3368851
6,0.18466517,1.0221423,"('distant', 'open')",-0.5743478,-0.46331334,-0.1948413,0.2794145,-0.4742558
31,-0.18390831,0.59359235,"('evil', 'good')",-1.0471796,-0.8998014,-0.615544,-0.1531045,-0.4624395
29,0.15803823,0.004674932,"('unfair', 'fair')",-0.33054695,-0.24741618,-0.0862544,-0.1213706,0.0351162
80,-0.15323639,-0.9538217,"('dominated', 'dominating')",-0.6390457,-0.7455862,-0.3961411,-0.849704,0.4535629
49,0.13862859,0.04329863,"('unable', 'able')",-0.1261308,-0.09975165,0.0062489,-0.0282265,0.0344754
78,-0.13699299,-0.23765212,"('nonresilient', 'resilient')",0.3167452,0.18950248,0.0898761,-0.0240748,0.1139509
38,0.13661847,0.11095643,"('untruthful', 'truthful')",0.04378674,0.115944155,0.0902026,0.1134503,-0.0232477
28,-0.12976377,-0.15944692,"('disloyal', 'loyal')",1.0228444,1.127496,0.4465403,0.4840245,-0.0374842
45,-0.12010675,-0.5433445,"('incompetent', 'competent')",-0.24771133,-0.2629739,-0.183909,-0.4031592,0.2192502
58,0.11406358,-0.11617017,"('undiscriminating', 'discriminating')",0.14666393,0.08169894,0.1303638,-0.0172356,0.1475994
69,-0.09003955,0.55406046,"('lazy', 'industrious')",-0.36219662,-0.46921244,-0.2261181,0.042424,-0.2685421
3,-0.07132104,-0.63847774,"('repellent', 'pleasant')",0.8440209,0.7434312,0.3863499,0.0524767,0.3338732
22,0.06350606,-0.25894868,"('untrustworthy', 'trustworthy')",-1.1074277,-1.1998854,-0.5219609,-0.729417,0.2074561
67,-0.056415256,-0.115545206,"('doubtful', 'determined')",-0.61958313,-0.51805705,-0.3379992,-0.3168011,-0.0211981
34,0.052739657,-0.060003214,"('mean', 'honorable')",5.6833954,5.61956,2.8680675,2.7797782,0.0882893
36,-0.048596334,0.8900454,"('hostile', 'amicable')",-0.36161047,-0.30609545,-0.2051034,0.291975,-0.4970784
40,-0.044171073,-0.01774301,"('stingy', 'generous')",-1.9728255,-1.9669888,-1.0084983,-0.9923659,-0.0161324
10,-0.036696613,-0.42005765,"('unsympathetic', 'sympathetic')",-0.5692209,-0.5140306,-0.3029588,-0.4670441,0.1640853
14,-0.017428216,-0.5630676,"('antisocial', 'social')",-0.54319614,-0.5455201,-0.2803122,-0.5542939,0.2739817
88,0.014061717,0.14900175,"('low', 'eminent')",-0.2619791,-0.28049114,-0.1239587,-0.0657447,-0.058214
18,0.003130138,0.14876918,"('disagreeable', 'welcoming')",-0.51762545,-0.4995955,-0.2572477,-0.1754132,-0.0818345
74,-0.000868652,-0.04670918,"('undedicated', 'dedicated')",-0.740619,-0.7134076,-0.3707438,-0.3800584,0.0093146
