,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
71,1.8199463,1.9989841,"('diffident', 'self-confident')",0.4822528,0.49565768,1.1510996,1.2473209,-0.0962213
9,1.7714491,2.139999,"('unaffectionate', 'caring')",1.2651445,1.3575526,1.5182967,1.7487757,-0.230479
33,1.6043324,1.8160031,"('wrong', 'right')",-0.406595,-0.41367492,0.5988687,0.7011641,-0.1022954
62,1.5078168,0.7458988,"('incompetent', 'brilliant')",0.67686546,0.71984214,1.0923412,0.7328705,0.3594707
61,1.4100235,1.4347404,"('illogical', 'logical')",0.46056357,0.67666894,0.9352935,1.0557047,-0.1204112
50,-1.392848,-1.3052142,"('clumsy', 'skillful')",0.31899628,0.18496734,-0.5369259,-0.5601234,0.0231975
39,1.3779378,1.472058,"('exploitative', 'cooperative')",-0.058462784,0.033254024,0.6597375,0.752656,-0.0929185
57,-1.3288473,-1.5030903,"('unimaginative', 'imaginative')",-3.4651036,-3.4343486,-2.3969755,-2.4687195,0.071744
64,-1.3087937,-1.3451421,"('shy', 'confident')",-6.4827504,-6.676429,-3.895772,-4.0107856,0.1150136
44,-1.2945608,-1.406636,"('prejudiced', 'unprejudiced')",-1.4373602,-1.5826725,-1.3659605,-1.4946542,0.1286937
83,1.2535123,1.2269529,"('powerless', 'powerful')",-0.61525714,-0.6125184,0.3191276,0.3072172,0.0119104
48,1.1833355,0.79451066,"('unintelligent', 'intelligent')",1.0800142,1.1663775,1.1316749,0.9804441,0.1512308
75,-1.1344898,-0.97841114,"('meek', 'impulsive')",-0.5171577,-0.55567366,-0.8258237,-0.7670424,-0.0587813
60,1.1102562,0.3689144,"('inefficient', 'efficient')",0.22555919,0.25637013,0.6679077,0.3126423,0.3552654
37,1.0617701,0.6655525,"('fake', 'genuine')",0.22504786,0.14566271,0.643409,0.4056076,0.2378014
16,-1.0490159,-0.7460773,"('unpopular', 'popular')",0.4481399,0.33521855,-0.300438,-0.2054294,-0.0950086
79,-1.0239882,-0.39938852,"('wavering', 'unwavering')",-0.55314106,-0.5658312,-0.7885647,-0.4826099,-0.3059548
17,-1.0165006,-0.78361803,"('nasty', 'nice')",-0.8719756,-0.70024544,-0.9442381,-0.7419317,-0.2023064
24,1.0092229,0.78622997,"('dishonest', 'honest')",0.5979267,0.6675649,0.8035748,0.7268975,0.0766773
86,1.0054041,0.72803485,"('uninfluential', 'influential')",-0.42043227,-0.41065848,0.2924859,0.1586882,0.1337977
72,1.0022979,0.6809614,"('unambitious', 'ambitious')",-0.3173734,-0.33567587,0.3424622,0.1726428,0.1698194
25,0.9252981,1.2881006,"('egoistic', 'altruistic')",1.185631,1.3351189,1.0554645,1.3116097,-0.2561452
66,-0.90235144,-0.75748396,"('inactive', 'active')",0.59147877,0.4252007,-0.1554363,-0.1661416,0.0107053
1,0.8614078,1.490613,"('unfriendly', 'friendly')",1.2044721,1.4847242,1.0329399,1.4876685,-0.4547286
12,0.85734284,0.71433127,"('unsupportive', 'supportive')",-1.904398,-1.8972541,-0.5235276,-0.5914614,0.0679338
77,0.7242559,0.23911189,"('unmotivated', 'motivated')",-0.7477173,-0.8476691,-0.0117307,-0.3042786,0.2925479
52,-0.6985946,-0.14646575,"('irrational', 'rational')",-0.1321514,-0.023660667,-0.415373,-0.0850632,-0.3303098
2,0.6840409,0.79995877,"('unlikable', 'likable')",0.45202726,0.53458166,0.5680341,0.6672702,-0.0992361
