,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,male-female
26,2.8824685,3.0145907,"('hardhearted', 'benevolent')",2.0856662,2.1120303,2.3570178,2.687025,2.4417175,2.6045488,-0.1628313
71,2.139314,2.4197488,"('diffident', 'self-confident')",0.37947768,0.5295477,0.94260734,1.0547941,1.1537997,1.3346968,-0.1808971
44,-1.8872534,-1.8555542,"('prejudiced', 'unprejudiced')",-0.7771878,-0.8773145,-1.4593095,-1.5937922,-1.3745836,-1.4422204,0.0676368
61,1.4218247,1.6102009,"('illogical', 'logical')",0.2423515,0.44902888,0.7335958,0.9240195,0.7992574,0.9944165,-0.1951591
58,1.3451809,1.2972846,"('undiscriminating', 'discriminating')",1.0201999,1.1035954,0.6571423,0.7940826,1.0075076,1.0649875,-0.0574799
77,-1.3430239,-1.472338,"('unmotivated', 'motivated')",-1.4436175,-1.347375,-1.462298,-1.4740516,-1.4163132,-1.4312549,0.0149417
74,1.2395521,1.2169168,"('undedicated', 'dedicated')",0.5774531,0.6065238,0.31875598,0.419248,0.7119204,0.7475629,-0.0356425
16,-1.184976,-1.1088431,"('unpopular', 'popular')",0.03493046,0.24909244,0.24630554,0.4029538,-0.3012467,-0.1522656,-0.1489811
14,1.1667684,0.99737525,"('antisocial', 'social')",0.17499429,0.03285501,-0.31530955,-0.21639346,0.3421511,0.2712789,0.0708722
1,1.1021134,1.3984227,"('unfriendly', 'friendly')",-0.070158534,0.24834338,2.5782864,2.816498,1.2034138,1.4877547,-0.2843409
39,1.0825999,1.3844519,"('exploitative', 'cooperative')",0.37720513,0.4653044,0.0015536062,0.07420619,0.4871196,0.6413208,-0.1542012
12,1.0771285,0.92403126,"('unsupportive', 'supportive')",-0.0026811836,-0.03999461,-1.5886245,-1.5563588,-0.1713924,-0.2241074,0.052715
13,-1.0234778,-1.0110977,"('impolite', 'polite')",-1.7193676,-1.8639293,-0.8211107,-0.9629552,-1.1879854,-1.2793274,0.091342
87,1.0094888,1.1743952,"('unsuccessful', 'successful')",2.1862972,2.2478025,1.5031359,1.5850749,1.5663074,1.6690909,-0.1027835
75,-0.98749185,-0.90544236,"('meek', 'impulsive')",0.63746196,0.46315858,-0.46086377,-0.67949325,-0.2702979,-0.3739257,0.1036278
56,0.9549883,0.6132258,"('impractical', 'practical')",-1.5347357,-1.7853584,-0.46900594,-0.6600841,-0.3495844,-0.6107389,0.2611545
76,-0.842192,-1.0940168,"('anxious', 'daring')",-1.1692078,-1.4607893,-0.8056884,-0.9818491,-0.9390294,-1.1788851,0.2398557
43,0.8418039,0.74672985,"('irresponsible', 'responsible')",-1.1869395,-1.3184545,0.56118494,0.45724347,0.0720165,-0.0381604,0.1101769
63,0.8355854,0.69381344,"('unperceptive', 'insightful')",0.18458955,0.09016818,0.94154817,0.8111561,0.6539077,0.5317126,0.1221951
5,0.81666434,1.0756056,"('distant', 'outgoing')",0.91008526,0.91136634,1.0893794,1.1204509,0.9387097,1.0358076,-0.0970979
21,-0.81406915,-0.86618143,"('immoral', 'moral')",-1.6907365,-1.6725793,-1.9721627,-1.971151,-1.4923228,-1.5033038,0.010981
82,0.78176004,0.42852238,"('poor', 'rich')",-0.6239408,-0.8551663,6.0357504,5.6068845,2.0645232,1.7267469,0.3377763
37,-0.7697245,-0.91266173,"('fake', 'genuine')",-1.4373422,-1.4902012,0.56097287,0.4940075,-0.5486979,-0.6362852,0.0875873
50,-0.73332375,-0.7741383,"('clumsy', 'skillful')",-0.03606829,-0.10209168,-0.0019044876,0.045665935,-0.2570988,-0.2768547,0.0197559
54,-0.67704666,-0.41270807,"('incapable', 'capable')",-0.6032013,-0.5488334,1.5455991,1.3235751,0.0884504,0.1206779,-0.0322275
86,0.65522355,0.72733074,"('uninfluential', 'influential')",-0.9291423,-0.828944,-0.18593755,-0.036720745,-0.1532854,-0.0461113,-0.1071741
85,-0.6276855,-0.41446662,"('insignificant', 'prestigious')",1.0478092,1.284774,1.1633464,1.3964438,0.5278234,0.7555838,-0.2277604
66,-0.6149998,-0.3636617,"('inactive', 'active')",0.9600403,1.15747,1.3206373,1.5398301,0.5552259,0.7778795,-0.2226536
7,0.60671216,0.48606104,"('insensitive', 'sensitive')",-1.1865038,-1.1867437,0.41944298,0.44912788,-0.0534495,-0.0838516,0.0304021
9,0.5923516,0.79975903,"('unaffectionate', 'caring')",-0.14801347,0.07858579,1.7082376,1.7278559,0.7175252,0.8687336,-0.1512084
72,0.5851757,0.31185305,"('unambitious', 'ambitious')",-0.9979702,-1.1184379,0.29655054,0.19815737,-0.038748,-0.2028092,0.1640612
64,-0.5810498,-0.4484132,"('shy', 'confident')",0.37501392,0.32489908,-6.714319,-6.5804734,-2.3067851,-2.2346625,-0.0721226
48,0.5623425,0.48308507,"('unintelligent', 'intelligent')",-1.4428395,-1.3445599,-0.4947942,-0.49070406,-0.4584304,-0.4507263,-0.0077041
80,-0.5598366,-0.6441629,"('dominated', 'dominating')",-0.29544413,-0.2896124,-0.6620106,-0.6336909,-0.5057638,-0.5224888,0.016725
28,-0.5513506,-0.4085054,"('disloyal', 'loyal')",-0.8559911,-0.6836989,0.7457553,0.91136074,-0.2205288,-0.0602812,-0.1602476
52,-0.52136815,-0.29560608,"('irrational', 'rational')",-0.06303421,0.06338637,0.5365157,0.75628203,-0.0159622,0.1746874,-0.1906496
20,0.49073762,0.486679,"('rough', 'thoughtful')",-0.18025854,-0.03444649,0.82785714,0.8868973,0.3794454,0.4463766,-0.0669312
18,-0.4784016,-0.31396157,"('disagreeable', 'welcoming')",-0.43095928,-0.41573662,-0.74068844,-0.5206398,-0.5500164,-0.4167793,-0.1332371
51,-0.44828844,-0.6287095,"('uneducated', 'educated')",-0.08179429,-0.19400297,0.0060954317,0.0034176782,-0.1746624,-0.2730983,0.0984359
8,0.4440228,0.5595763,"('unaffectionate', 'affectionate')",0.09755648,0.17960714,1.5952151,1.6010538,0.7122648,0.780079,-0.0678142
65,-0.41942003,-0.46847618,"('insecure', 'secure')",-1.2877294,-1.327559,-0.72478527,-0.808903,-0.8106449,-0.8683127,0.0576678
49,-0.41656142,-0.46664238,"('unable', 'able')",-1.3052354,-1.4081477,-0.32029888,-0.5409093,-0.6806986,-0.8052332,0.1245346
25,-0.38177934,-0.12735544,"('egoistic', 'altruistic')",0.6540824,0.91648316,1.6469036,1.8823411,0.6397356,0.8904896,-0.250754
81,-0.37907127,-0.4372165,"('submissive', 'aggressive')",-1.4028479,-1.5529025,-1.770668,-1.931546,-1.1841957,-1.3072217,0.123026
67,0.37640873,0.29175016,"('doubtful', 'determined')",-0.089521945,-0.20441909,-0.637545,-0.7761253,-0.1168861,-0.2295981,0.112712
53,0.36493462,0.4400544,"('uncreative', 'creative')",-0.6937633,-0.450525,1.2019522,1.3401293,0.2910412,0.4432195,-0.1521783
45,0.3566997,0.035601795,"('incompetent', 'competent')",-0.43262404,-0.68390125,0.14724572,0.14316075,0.0237738,-0.1683796,0.1921534
2,-0.3542687,-0.42040467,"('unlikable', 'likable')",0.6375662,0.5719774,0.1279595,0.03805314,0.1370857,0.0632086,0.0738771
24,0.35321867,0.39576083,"('dishonest', 'honest')",-1.2391686,-1.3619716,0.36150575,0.3775711,-0.1748147,-0.1962132,0.0213985
88,0.34127778,0.3878559,"('low', 'eminent')",-1.2474725,-1.1950005,0.16770253,0.13437106,-0.2461641,-0.2242579,-0.0219062
55,-0.33436802,-0.53717285,"('incompetent', 'clever')",-1.5664579,-1.5340221,-0.9162959,-0.9283818,-0.9390406,-0.9998589,0.0608183
79,-0.32165298,-0.38940203,"('wavering', 'unwavering')",-0.061046477,-0.12775676,0.6174105,0.60476506,0.078237,0.0292021,0.0490349
31,0.3176186,0.44061738,"('evil', 'good')",1.3148915,1.4339066,0.4062588,0.65103626,0.6795896,0.8418534,-0.1622638
46,-0.31532833,-0.54848135,"('uncompetitive', 'competitive')",-0.9983787,-0.9328943,-1.6124324,-1.5102189,-0.9753798,-0.9971982,0.0218184
32,-0.31503642,-0.35202426,"('unkind', 'kind')",-1.2010703,-1.2468557,0.5854978,0.48566633,-0.310203,-0.3710713,0.0608683
62,-0.30345678,-0.6331958,"('incompetent', 'brilliant')",-0.7012581,-0.89248294,-0.2517578,-0.57105255,-0.4188243,-0.6989104,0.2800861
73,0.29517505,0.35210833,"('helpless', 'self-reliant')",1.7519872,1.7589633,-2.9562917,-2.870829,-0.3030431,-0.2532525,-0.0497906
22,-0.2857116,-0.24288878,"('untrustworthy', 'trustworthy')",0.16457628,0.04720929,-1.1230346,-1.1356716,-0.4147233,-0.4437837,0.0290604
36,0.2716896,0.5311144,"('hostile', 'amicable')",0.8168521,1.1763245,1.6515912,2.0077248,0.9133776,1.2383879,-0.3250103
83,-0.25867558,-0.2909178,"('powerless', 'powerful')",-0.3135957,-0.29986528,-0.8005177,-0.7988211,-0.4575963,-0.4632014,0.0056051
57,-0.25441384,-0.2750865,"('unimaginative', 'imaginative')",-0.8108445,-0.6766885,-2.481872,-2.3211496,-1.1823768,-1.0909748,-0.091402
33,0.24527377,0.514499,"('wrong', 'right')",0.5954727,0.7552935,0.3705252,0.53431815,0.4037572,0.6013703,-0.1976131
11,-0.24272478,-0.31021762,"('unhelpful', 'helpful')",-1.1067256,-1.2752554,0.96968615,0.7716853,-0.1265881,-0.2712626,0.1446745
27,0.23300171,0.5547914,"('hardhearted', 'softhearted')",-0.3914888,-0.13495873,0.85658836,1.0687747,0.2327004,0.4962025,-0.2635021
40,0.2273915,0.2183677,"('stingy', 'generous')",0.782125,0.8599201,-2.1243176,-1.6540885,-0.3716004,-0.1919336,-0.1796668
23,-0.20698966,-0.45042637,"('insincere', 'sincere')",-2.1990628,-2.2605176,5.4178367,5.141531,1.003928,0.8101957,0.1937323
70,-0.20170656,-0.4160422,"('lethargic', 'energetic')",-0.6734738,-0.88187534,-0.060635686,-0.2719521,-0.3119387,-0.5232899,0.2113512
38,-0.20008418,-0.25397336,"('untruthful', 'truthful')",-0.8651341,-0.9897107,0.3704865,0.22913936,-0.2315773,-0.3381816,0.1066043
47,0.16628522,-0.014457826,"('stupid', 'smart')",-0.9312948,-1.1062387,5.4118032,5.1092105,1.5489313,1.3295046,0.2194267
41,0.16570437,0.10489121,"('unforgiving', 'forgiving')",-0.10780755,-0.14440157,0.18977484,0.37886706,0.0825572,0.1131189,-0.0305617
0,-0.16088577,-0.15969782,"('unsociable', 'sociable')",-1.0634023,-0.81468534,-1.0698602,-0.8960898,-0.7647161,-0.623491,-0.1412251
35,0.16007599,0.4652891,"('corrupt', 'incorrupt')",0.9044146,1.0675772,0.43015912,0.5996791,0.4982165,0.7108485,-0.212632
19,-0.139101,-0.037464,"('inhospitable', 'hospitable')",-0.19227585,-0.23212287,0.30248427,0.28688958,-0.0096309,0.0057676,-0.0153985
69,-0.13224739,0.209338,"('lazy', 'industrious')",1.7170957,1.8542336,0.109360695,0.3548765,0.5647364,0.8061494,-0.241413
29,-0.13193324,-0.106283374,"('unfair', 'fair')",0.46038246,0.44398022,-0.12424581,-0.057669856,0.0680678,0.0933423,-0.0252745
68,0.12097327,0.3350533,"('dependent', 'independent')",-1.6528026,-1.4967777,-1.0575944,-1.0294302,-0.8631412,-0.7303848,-0.1327564
60,0.114001915,-0.2341776,"('inefficient', 'efficient')",-2.6630998,-2.8307152,-1.0536553,-1.3016099,-1.2009177,-1.4555009,0.2545832
10,-0.10824303,-0.32976422,"('unsympathetic', 'sympathetic')",-2.7913814,-2.774287,-1.2151004,-1.2660453,-1.3715749,-1.4566987,0.0851238
4,-0.09938775,-0.059675314,"('disliked', 'liked')",1.3105754,1.2309672,-6.0381217,-5.6266913,-1.608978,-1.4851332,-0.1238448
6,0.09102683,0.20582327,"('distant', 'open')",0.04152782,0.12230761,1.1288915,1.2110883,0.420482,0.513073,-0.092591
15,0.09030708,-0.07989504,"('boring', 'funny')",-0.5381507,-0.65030205,0.20517641,0.20146322,-0.0808891,-0.1762446,0.0953555
34,-0.0734994,-0.17486814,"('mean', 'honorable')",-0.59478474,-0.7317678,5.0285773,4.7270603,1.4534311,1.2734749,0.1799562
78,0.05979532,0.03406278,"('nonresilient', 'resilient')",0.17299414,0.41820082,0.49436584,0.66564256,0.2423851,0.3726354,-0.1302503
84,-0.038168885,-0.07668521,"('inferior', 'superior')",0.7752559,0.82528114,0.73360765,0.86005306,0.4902316,0.5362163,-0.0459847
3,0.032826725,-0.10478306,"('repellent', 'pleasant')",-0.035418484,0.07710089,-0.20754005,-0.326036,-0.0700439,-0.1179061,0.0478622
17,-0.022594988,-0.033938535,"('nasty', 'nice')",-0.13052584,-0.17914248,-0.89245874,-0.8307399,-0.3485265,-0.3479403,-0.0005862
59,-0.018888395,0.14855957,"('foolish', 'wise')",0.50618654,0.53491724,0.8133623,0.85221916,0.4335535,0.5118987,-0.0783452
30,0.017564863,-0.16043493,"('intolerant', 'tolerant')",-0.7125664,-0.8571975,-0.28365424,-0.38120306,-0.3262186,-0.4662785,0.1400599
42,0.002831649,-0.06555754,"('unreliable', 'reliable')",0.27105513,0.12718007,-2.9652221,-2.8628983,-0.8971118,-0.9337586,0.0366468
