,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,male-female
85,-3.0553515,-2.9658504,"('insignificant', 'prestigious')",1.1318135,1.3652377,1.7527715,1.2740158,0.34354123,-0.17205644,-0.045963846,-0.016431276,0.0253622,-0.1030169,0.1283791
80,2.5808918,2.4079494,"('dominated', 'dominating')",-0.11005533,-0.26817754,-0.6990509,-0.52914435,-0.2802467,-0.14444607,-0.97141474,-1.1532044,0.1040249,0.0625954,0.0414295
31,-2.5496817,-2.3873322,"('evil', 'good')",0.9129529,1.1246521,0.37271732,0.0050451085,-0.69806606,-1.1818523,-1.9448198,-1.8226066,-0.7813794,-0.8524188,0.0710394
4,-2.2217216,-2.114688,"('disliked', 'liked')",0.65394485,0.76852435,0.13051984,-0.09732871,-1.1759117,-1.3643818,-6.369588,-6.5352945,-1.7965513,-1.8686337,0.0720824
79,-2.193898,-2.461022,"('wavering', 'unwavering')",2.2031634,2.2425885,0.5664216,0.19835234,-0.5086743,-1.0066477,0.13535096,-0.0578292,0.0404727,-0.2169116,0.2573843
46,2.1818585,1.871572,"('uncompetitive', 'competitive')",-0.61562395,-0.8005006,-2.4145496,-1.8295166,0.18244177,0.67362696,0.28404522,0.008036222,-0.0763656,-0.0153564,-0.0610092
37,2.0732713,1.7529217,"('fake', 'genuine')",0.92155796,0.8502001,1.1450249,1.0296277,0.049852,-0.0077703893,0.5673063,0.44293872,0.9514025,0.8135836,0.1378189
36,-2.0576472,-2.055522,"('hostile', 'amicable')",0.9946463,0.99442357,1.377285,0.8138039,-0.19331828,-0.7907691,-0.52319145,-0.51873547,-0.0804451,-0.3113598,0.2309147
16,-1.92963,-1.9373186,"('unpopular', 'popular')",-0.29022282,-0.29768544,-0.6590264,-0.6018637,-0.83488655,-1.0478351,0.28446653,0.3733902,-0.6858599,-0.7022625,0.0164026
55,1.8680013,1.6144577,"('incompetent', 'clever')",-2.6061718,-2.7798104,-1.2616236,-0.8402617,0.45647556,1.0357584,0.04575462,0.13526377,-0.2995128,-0.1669184,-0.1325944
52,-1.7920889,-1.9178051,"('irrational', 'rational')",0.13801281,0.14441535,1.0931057,0.6350595,-0.12785181,-0.8106874,-0.604218,-0.5698983,-0.2586081,-0.5037832,0.2451751
18,-1.688851,-1.6761303,"('disagreeable', 'welcoming')",0.70931405,0.61583424,-0.745755,-0.6599838,-0.63240063,-0.5499061,-0.9474754,-0.71581304,-0.6610336,-0.5971998,-0.0638338
23,1.6298374,1.3165568,"('insincere', 'sincere')",-1.3458165,-1.4314457,-0.67687315,-0.57561696,0.85189855,1.1706401,5.944811,5.918015,1.2807714,1.2796299,0.0011415
74,1.6081641,1.4364994,"('undedicated', 'dedicated')",0.20512295,0.27418107,-0.5849459,-0.45683706,0.43073648,0.59842443,0.24289455,0.21897721,0.3803944,0.414249,-0.0338546
59,-1.5892556,-1.3181579,"('foolish', 'wise')",0.96941316,1.3152034,0.89226013,0.5844255,0.0030962583,-0.31818584,0.0082876235,0.13534595,0.0567603,0.0797262,-0.0229659
50,-1.5493555,-1.5698534,"('clumsy', 'skillful')",1.1809709,1.3488221,-0.33489504,-0.2782321,-0.970206,-1.0489686,0.43643636,0.44115233,-0.2474099,-0.2214159,-0.025994
69,-1.4860241,-1.1465248,"('lazy', 'industrious')",2.1535487,2.1589642,2.5591855,2.2870197,0.1513649,-0.22427091,-1.0733831,-0.73681855,0.4609384,0.4676739,-0.0067355
8,-1.4364227,-1.9083482,"('unaffectionate', 'affectionate')",-0.9310288,-0.9193866,0.6387965,0.07391356,0.6303433,0.18505566,0.017913422,-0.08525881,-0.2160796,-0.5308049,0.3147253
21,1.3854241,1.2985408,"('immoral', 'moral')",0.2874987,0.10530229,-1.1385443,-0.71483487,0.66346574,1.2001705,-0.8694514,-0.75835174,0.0656786,0.2261654,-0.1604868
76,1.2876759,0.90024614,"('anxious', 'daring')",-0.752912,-0.94065,-1.3429313,-1.0685192,0.4329475,0.7411307,0.8859613,0.97006476,0.1021483,0.1204545,-0.0183062
65,1.2631711,0.9906837,"('insecure', 'secure')",-1.3720477,-1.5117424,-1.7367003,-1.4319525,0.018379662,0.53624064,0.101177216,0.14351608,-0.345204,-0.2546509,-0.0905531
13,1.2405361,1.2905326,"('impolite', 'polite')",-1.7512684,-1.6938902,-1.8610405,-1.7254353,-0.66288733,-0.1477465,0.22956277,0.105268754,-0.5610195,-0.4342541,-0.1267654
6,-1.2202837,-1.2544689,"('distant', 'open')",2.064653,2.050304,0.96231437,0.6616109,-0.05500691,-0.6151025,0.21246143,0.3259659,0.3928276,0.2336618,0.1591658
7,1.2054578,1.3731999,"('insensitive', 'sensitive')",-0.6146733,-0.63875157,-0.6205798,-0.30781752,0.1272624,0.5130344,0.8167274,0.8375368,0.1828389,0.3554404,-0.1726015
56,1.1862926,1.220292,"('impractical', 'practical')",-1.249379,-1.217509,-0.4659853,-0.17034322,1.2168204,1.7102661,0.59794366,0.44285968,0.2571385,0.3971131,-0.1399746
62,1.1826582,1.0869609,"('incompetent', 'brilliant')",-2.4437091,-2.381308,-0.892774,-0.5975292,1.0023333,1.3121104,0.54540896,0.6041206,-0.1212165,0.0048709,-0.1260874
20,1.1609948,0.9240937,"('rough', 'thoughtful')",0.27730554,0.005692601,0.4704277,0.6144799,-0.04200983,0.17915288,1.2691896,1.219964,0.6271816,0.5886766,0.038505
11,1.1395574,1.0231435,"('unhelpful', 'helpful')",-1.9321584,-1.8416593,-0.48340526,-0.3554567,0.3710774,0.60678595,2.4426615,2.268807,0.3075465,0.3403241,-0.0327776
5,-1.113497,-1.0275942,"('distant', 'outgoing')",0.63175005,0.68214387,0.7081132,0.36282519,-0.2133597,-0.7304676,-0.45570892,-0.3678209,-0.0885405,-0.2161827,0.1276422
70,1.0981208,0.9776507,"('lethargic', 'energetic')",-2.1553946,-2.2242918,-1.6637383,-1.2443825,-0.41170466,-0.07582852,1.1863414,1.0472947,-0.3892751,-0.3039115,-0.0853636
27,1.055817,0.69149345,"('hardhearted', 'softhearted')",-0.15107499,-0.3356851,-0.5582326,-0.7451928,-0.7540143,-0.7523524,1.1408924,1.1823978,0.1466775,0.0081322,0.1385453
19,-1.0372438,-0.9342321,"('inhospitable', 'hospitable')",1.0364974,1.1545299,1.9277523,1.686046,-0.55340135,-0.8631392,0.092263274,0.03126102,0.2931735,0.2148931,0.0782804
43,1.0146743,1.0436218,"('irresponsible', 'responsible')",-1.8745927,-1.8898599,-1.4206834,-0.9817317,-0.5045603,0.0823465,0.8128052,0.8596857,-0.3944714,-0.1771875,-0.2172839
81,0.95543194,1.0371836,"('submissive', 'aggressive')",-2.4277244,-2.3637478,-1.7421802,-1.0622523,0.12721874,0.76761365,-0.33176026,-0.36760983,-0.6838028,-0.3977625,-0.2860403
63,0.9493908,0.90587187,"('unperceptive', 'insightful')",-1.0111246,-0.89648736,-0.5407448,-0.20298749,0.100978315,0.4561587,1.7200991,1.5406177,0.2437198,0.3606347,-0.1169149
68,0.93371385,1.064524,"('dependent', 'independent')",0.95286506,0.85953677,-0.7795297,-0.62010026,-1.2619764,-0.99240285,-0.08535872,-0.1667901,-0.0480572,0.0289535,-0.0770107
35,-0.9225556,-0.83982027,"('corrupt', 'incorrupt')",3.2059934,3.2111864,2.5183926,2.0237825,-1.0539943,-1.6824697,-0.80624264,-0.73384476,0.5883187,0.3957667,0.192552
41,-0.9045532,-0.9617805,"('unforgiving', 'forgiving')",-1.3190514,-1.2926899,-1.3126217,-1.1826673,0.124088585,0.29578304,-0.57801193,-0.51863253,-0.7980299,-0.7319974,-0.0660325
48,0.89267254,0.6699806,"('unintelligent', 'intelligent')",-1.3842638,-1.4050057,0.27044937,0.27200532,1.1545465,1.2895178,0.8444088,0.74359155,0.3555627,0.3140179,0.0415448
38,-0.87432027,-0.7565889,"('untruthful', 'truthful')",-1.1977625,-1.0680593,-0.66555136,-0.5940647,0.06504623,-0.054249465,0.032637868,0.054194003,-0.52799,-0.4837537,-0.0442363
1,-0.7536188,-0.905816,"('unfriendly', 'friendly')",-1.369373,-1.4049128,-0.11339588,-0.42141363,1.2258521,0.880662,1.4912518,1.4405015,0.0961432,-0.0821958,0.178339
28,-0.74981457,-1.0108763,"('disloyal', 'loyal')",-1.0722169,-1.0893497,-0.7945508,-0.82600605,0.18499054,0.24715516,0.79623634,0.8104691,-0.3270711,-0.3737215,0.0466504
72,0.7345791,0.4980131,"('unambitious', 'ambitious')",-0.96276194,-0.87782234,-1.0047785,-0.8356457,0.6878414,0.8444654,-0.67851484,-0.808588,-0.244727,-0.2359155,-0.0088115
86,0.73304653,0.46330264,"('uninfluential', 'influential')",-1.7147857,-1.7876563,-1.2891904,-1.1792495,1.108904,1.1494228,0.05419097,-0.101509534,-0.2215669,-0.291138,0.0695711
26,-0.70314544,-0.7876374,"('hardhearted', 'benevolent')",-0.9684509,-0.9583342,0.9671224,0.47693348,1.4639146,1.2617575,0.93717486,0.99624884,0.3393231,0.1977936,0.1415295
54,-0.6910454,-0.7146338,"('incapable', 'capable')",0.65293956,0.72013456,0.549118,0.48425302,0.6114136,0.60295695,1.3866694,1.3683693,0.501819,0.492216,0.009603
25,-0.65928876,-0.7283765,"('egoistic', 'altruistic')",0.41057515,0.299879,0.8417403,0.44950885,0.80066,0.61815745,0.903332,0.92201686,0.4594038,0.3122371,0.1471667
29,-0.65702736,-0.59640324,"('unfair', 'fair')",0.04532148,-0.092715636,0.6905651,0.49040735,-0.040759765,-0.21252151,-0.67798686,-0.6992334,-0.1279775,-0.2220933,0.0941158
77,-0.5896578,-0.29681236,"('unmotivated', 'motivated')",-0.05275952,-0.18601532,-0.89413655,-0.4532377,0.108508,0.5298848,-0.9265452,-0.8911348,-0.4709182,-0.2594631,-0.2114551
34,0.5805467,0.30116972,"('mean', 'honorable')",0.15787904,0.054930955,0.7972598,0.68486893,1.3188236,1.2942412,6.538298,6.5294404,1.8785614,1.7729301,0.1056313
60,0.57812345,0.7209982,"('inefficient', 'efficient')",-2.456383,-2.4684665,-2.1464229,-1.402352,1.266274,2.0524673,0.70933825,0.8675148,-0.4098141,-0.0459676,-0.3638465
17,-0.5629793,-0.53171736,"('nasty', 'nice')",-1.8947344,-1.8140659,-0.32448003,-0.5019984,-0.6262545,-0.8158114,-0.9052359,-0.8260466,-0.8627368,-0.897928,0.0351912
22,0.5428178,0.2629262,"('untrustworthy', 'trustworthy')",-0.29539987,-0.51703113,-1.4749095,-1.3655452,0.36324334,0.45523426,-1.0686013,-1.2226561,-0.3865699,-0.4774144,0.0908445
14,-0.52501094,-0.40874803,"('antisocial', 'social')",-2.884429,-3.0386107,-1.8048848,-1.4019817,0.48349547,1.0477294,-1.3029996,-1.010616,-1.2067657,-0.9624454,-0.2443203
73,-0.5209824,-0.2675677,"('helpless', 'self-reliant')",0.970235,0.9734294,0.7889851,0.5449251,-0.23902985,-0.52733463,-3.0551736,-3.276568,-0.4111932,-0.5106232,0.09943
64,-0.5051474,-0.43828756,"('shy', 'confident')",-0.56593645,-0.39293718,-1.8000284,-1.3603079,-1.3297435,-0.96586937,-6.204905,-6.2092137,-2.0811522,-1.8733231,-0.2078291
30,0.5001969,0.4414731,"('intolerant', 'tolerant')",-2.1129882,-2.0071878,-1.0248584,-0.7011031,0.26458222,0.5368895,0.8708849,1.1112431,-0.3004365,-0.123737,-0.1766995
15,0.4888166,0.38746607,"('boring', 'funny')",1.3187438,1.4688131,2.383906,2.0634434,1.981114,1.6347464,0.57478887,0.5002118,1.3494739,1.2109362,0.1385377
58,-0.4803362,-0.8602604,"('undiscriminating', 'discriminating')",-0.8942435,-1.0407643,-0.81254613,-0.8861126,0.44844642,0.25515878,0.500378,0.3158228,-0.2476603,-0.4432312,0.1955709
42,-0.47777528,-0.39886698,"('unreliable', 'reliable')",-0.31102896,-0.27861702,-0.1555291,0.12889269,-0.2998016,-0.017953783,-2.464762,-2.427412,-0.7417794,-0.5987914,-0.142988
3,0.45372862,0.35748917,"('repellent', 'pleasant')",-0.9859326,-1.0614402,-1.7916386,-1.5511383,-0.20093381,0.018947948,-0.0202038,0.016352851,-0.5089961,-0.4439577,-0.0650384
88,-0.40570238,-0.45263243,"('low', 'eminent')",-0.08504463,0.22396632,-0.41199496,-0.20166622,-0.00025421754,0.09124122,0.5460027,0.55399114,-0.0713987,0.04298,-0.1143787
47,0.4043415,0.18029317,"('stupid', 'smart')",-1.2798747,-1.2066659,-0.8010653,-0.6500764,0.5574188,0.7076235,5.1076713,5.337899,0.7976983,0.8738148,-0.0761165
87,0.38080367,0.2888561,"('unsuccessful', 'successful')",0.09830202,0.06427784,-1.001015,-0.8245982,-0.011668,0.10308786,0.9678653,0.81627846,0.0868576,0.0895804,-0.0027228
32,0.3697202,0.33885923,"('unkind', 'kind')",-0.7772418,-0.5947841,-0.6336729,-0.4884647,0.18451783,0.5824615,0.8838494,0.97339034,0.0054345,0.1622925,-0.156858
71,0.363644,0.59957904,"('diffident', 'self-confident')",-0.83132744,-0.5532189,1.1867673,1.0637026,0.4055986,0.61735374,0.3656622,0.38609585,0.298069,0.4227025,-0.1246335
