,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,male-female
83,-0.34004375,-0.52245593,"('powerless', 'powerful')",0.005286893,0.031743996,0.4909547,0.60236675,0.78967726,0.8231164,-0.48171103,-0.6652445,0.0928328,0.0539053,0.0389275
75,-0.32276717,-0.11703564,"('meek', 'impulsive')",1.1529114,1.3859079,0.8098458,0.7404285,0.021830391,-0.2555703,-0.46816304,-0.50674546,0.2387315,0.249397,-0.0106655
66,-0.28878522,-0.6503756,"('inactive', 'active')",1.0525428,0.9018171,0.5651593,0.22725897,-0.5860789,-0.9124287,0.7289845,0.6694427,0.2943645,0.0471429,0.2472216
49,-0.25411633,-0.33336046,"('unable', 'able')",0.814021,0.8966897,0.71128994,1.0012547,0.10609847,0.46908808,-0.1731127,0.15482713,0.2408361,0.4376998,-0.1968637
40,-0.2322905,-0.6604726,"('stingy', 'generous')",0.17942187,-0.024151284,-0.9094731,-1.1373973,-0.23867108,-0.5049247,-1.627768,-2.0098515,-0.5657562,-0.8673594,0.3016032
61,0.22837259,0.19684042,"('illogical', 'logical')",-0.7759431,-0.9931617,-1.120024,-1.0820136,0.3029431,0.353167,0.14303558,0.14069575,-0.2443232,-0.2768944,0.0325712
84,0.21947592,0.46261567,"('inferior', 'superior')",1.5600914,1.6884956,0.051757596,0.07970188,-0.14831524,-0.02802467,1.2485619,1.2190148,0.5863143,0.6843607,-0.0980464
67,0.21826625,0.7101154,"('doubtful', 'determined')",0.26252747,0.46624523,0.6640831,0.80755377,-0.5052664,-0.34328747,-0.5830575,-0.4467527,0.0113106,0.2387748,-0.2274642
57,-0.21611084,-0.4629184,"('unimaginative', 'imaginative')",-1.3406345,-1.5262719,-1.584338,-1.3956274,-0.08808753,0.059013054,-2.296903,-2.5208862,-1.1052147,-1.1693381,0.0641234
53,0.19175729,0.05622963,"('uncreative', 'creative')",0.1589252,0.0876373,-0.1454443,-0.14579962,0.5009849,0.46914077,0.9923739,0.92286277,0.3397194,0.2780142,0.0617052
10,0.18305486,-0.23815608,"('unsympathetic', 'sympathetic')",-2.4541924,-2.6550057,-2.4940155,-2.0985265,-0.35932314,-0.01642999,0.2778206,0.13602866,-0.9693311,-0.9744179,0.0050868
24,0.18016146,-0.048319817,"('dishonest', 'honest')",-2.4407575,-2.5396101,-0.999832,-0.9708951,0.3222044,0.2849352,0.8712275,0.6976307,-0.4133992,-0.5152518,0.1018526
45,0.17965384,-0.02734595,"('incompetent', 'competent')",-3.6049361,-3.4849646,-1.524246,-1.292571,-0.57460564,-0.293239,-0.384654,-0.33449015,-1.1817575,-1.0865222,-0.0952353
39,-0.17669874,0.037600804,"('exploitative', 'cooperative')",-1.1703864,-1.0607637,-0.13775438,-0.09216411,0.2980438,0.5289975,-0.065387204,0.08702539,-0.2504366,-0.0998608,-0.1505758
82,0.15950967,-0.07932685,"('poor', 'rich')",-1.8645874,-1.7150478,-1.1791093,-0.998468,0.1805636,0.4110533,6.441397,6.559626,0.7475547,0.8355674,-0.0880127
78,0.15508668,-0.0020382814,"('nonresilient', 'resilient')",0.015152965,-0.12823863,-0.33654425,-0.20304787,0.81607985,1.1368287,0.9086246,0.8452483,0.31168,0.3297504,-0.0180704
33,-0.15209296,0.018901087,"('wrong', 'right')",2.895006,2.6355624,0.43997633,0.24968669,0.69521755,0.29575852,-0.95734197,-0.99295086,0.584153,0.4413916,0.1427614
44,-0.10691217,0.014757302,"('prejudiced', 'unprejudiced')",1.2171615,1.1514959,-0.29730314,-0.24088693,-1.187579,-1.2446986,-1.4196131,-1.3401312,-0.3588492,-0.3318927,-0.0269565
0,-0.09849334,-0.32855904,"('unsociable', 'sociable')",-3.2020466,-3.4358966,-1.7740986,-1.6819365,0.16928673,0.5029369,-0.4434936,-0.46936715,-1.0697691,-1.0825644,0.0127953
51,0.09173857,-0.028831033,"('uneducated', 'educated')",-0.16011381,-0.20106407,-0.37846166,-0.29678637,-0.26829538,-0.10540517,0.98130524,0.8608627,0.0532346,0.0457552,0.0074794
2,0.08239165,0.098642536,"('unlikable', 'likable')",0.50515866,0.6044237,0.38180318,0.37249917,0.7344442,0.8074768,0.32540292,0.37556767,0.4058401,0.451722,-0.0458819
12,-0.065717965,0.056955222,"('unsupportive', 'supportive')",-1.4009674,-1.2301588,-0.48828813,-0.41983098,0.46981418,0.64656985,-1.634177,-1.6938893,-0.6238672,-0.5280708,-0.0957964
9,-0.04733429,-0.40615967,"('unaffectionate', 'caring')",-1.0670664,-1.0955844,0.6806538,0.23991844,1.4244281,1.0746632,0.8971198,0.77099144,0.3775602,0.1167658,0.2607944
