,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,male-female
1,-0.99613404,-0.49277753,"('unfriendly', 'friendly')",-1.8389391,-1.4718237,-0.4595062,-0.045547344,1.5715492,1.9067943,2.1048133,2.279469,0.0763566,0.435223,-0.3588664
6,-0.963996,-0.27058756,"('distant', 'open')",2.2414296,2.4414957,0.89863485,1.1340488,-0.04827393,0.16674404,0.2805839,0.3681519,0.4816757,0.7679706,-0.2862949
36,-0.92394096,-0.34374008,"('hostile', 'amicable')",1.742793,2.0377789,1.6471819,1.8877968,0.25802743,0.41101098,0.31892002,0.29779002,0.6085963,0.8581273,-0.249531
55,0.91342324,-0.062223,"('incompetent', 'clever')",-3.054843,-3.4656322,-1.6201254,-1.9008762,0.37034386,0.087689884,0.07457694,0.055052526,-0.6633249,-1.0571978,0.3938729
57,-0.9076669,-1.1543925,"('unimaginative', 'imaginative')",-1.9942259,-2.1465836,-1.9645929,-1.8516918,-0.042343777,0.10075868,-2.5722647,-2.397503,-1.4962188,-1.4898825,-0.0063363
46,0.8896171,-0.26960054,"('uncompetitive', 'competitive')",-1.5648384,-2.059937,-2.8374867,-3.189875,-0.08144504,-0.37121093,-0.45083845,-0.5539032,-0.8089983,-1.2889053,0.479907
45,-0.77878195,-1.103934,"('incompetent', 'competent')",-4.0570846,-4.1603355,-2.204219,-2.2119625,-0.99414295,-1.0529261,-0.6695029,-0.69247913,-1.7407463,-1.8443275,0.1035812
68,0.75516003,0.73941416,"('dependent', 'independent')",0.9255004,0.73432124,-0.8950785,-0.9325021,-1.3468958,-1.3074203,-0.3974607,-0.36525694,-0.1917549,-0.2262888,0.0345339
44,0.75230455,0.76213396,"('prejudiced', 'unprejudiced')",1.9905794,1.9443527,0.3697306,0.089946344,-0.9835705,-1.2059066,-1.2078532,-1.28522,0.1842382,0.0610613,0.1231769
21,0.7441141,-0.09582933,"('immoral', 'moral')",-0.07554637,-0.53099865,-1.4989297,-1.8119957,0.6691351,0.40758535,-0.6148704,-0.70639545,-0.1552195,-0.5475267,0.3923072
5,-0.73137796,-0.14227727,"('distant', 'outgoing')",0.84909284,1.0695528,0.91571295,1.0596874,0.02030506,0.09985417,-0.3360531,-0.16008694,0.1435359,0.385346,-0.2418101
54,-0.70409065,-0.4824164,"('incapable', 'capable')",0.40409178,0.37829363,0.6922494,0.61509854,0.7855629,0.7723941,1.2770039,1.403565,0.4909635,0.537387,-0.0464235
0,-0.69563955,-1.3493679,"('unsociable', 'sociable')",-3.6595469,-4.023445,-1.9148754,-2.2041028,0.4214154,0.15218875,-0.18811053,-0.27620405,-1.2073514,-1.5401862,0.3328348
20,0.6893277,0.3258731,"('rough', 'thoughtful')",0.022287816,-0.1107593,-0.0022897534,0.018449862,-0.16273843,-0.10142329,1.3602443,1.5602674,0.3813663,0.3384816,0.0428847
19,-0.6846026,-0.20841159,"('inhospitable', 'hospitable')",0.9213816,1.1351228,1.7969072,1.9319668,-0.5025397,-0.35536045,-0.12292378,0.108922884,0.2816446,0.5224481,-0.2408035
49,-0.67469186,-0.70645976,"('unable', 'able')",0.19527563,0.09661496,0.5269541,0.5711924,0.18906993,0.2462591,-0.018061597,0.023487868,0.0437092,0.0462189,-0.0025097
76,0.64349234,-0.07045543,"('anxious', 'daring')",-1.3091238,-1.6767877,-1.4808754,-1.8425446,0.33686516,0.005881019,0.5086955,0.40713766,-0.2601892,-0.6353538,0.3751646
7,0.639922,0.17535108,"('insensitive', 'sensitive')",-1.4136182,-1.6840019,-0.8967081,-0.98361707,0.14967957,0.14468268,0.72320384,0.7325458,-0.1595042,-0.3230079,0.1635037
86,-0.6369653,-1.2510943,"('uninfluential', 'influential')",-2.488359,-2.6469975,-2.1009586,-2.1176822,0.7106557,0.63774925,-0.29260385,-0.1930787,-0.9616463,-1.1142206,0.1525743
13,0.6160831,0.043970376,"('impolite', 'polite')",-2.4101691,-2.59174,-2.144253,-2.3558857,-0.5410235,-0.75109106,-0.26528534,-0.35987523,-0.9489296,-1.2029243,0.2539947
77,-0.60207987,-1.0040263,"('unmotivated', 'motivated')",-0.3901942,-0.5870422,-0.9704505,-1.1288171,0.122254126,0.1528831,-1.114556,-1.0182663,-0.5910053,-0.7170538,0.1260485
56,0.59599036,0.04175978,"('impractical', 'practical')",-1.7736315,-2.0948822,-0.93045396,-1.0740533,1.1056677,0.868192,0.13427286,0.105400324,-0.1736309,-0.4307167,0.2570858
67,0.592532,0.7101069,"('doubtful', 'determined')",0.2060071,0.059354432,0.57276297,0.54507333,-0.32710665,-0.47546557,-0.672472,-0.73126554,0.0743447,0.0215607,0.052784
23,0.58697563,0.065864176,"('insincere', 'sincere')",-2.3041153,-2.5004728,-1.1500267,-1.2915864,0.87522066,0.7183585,5.8852873,5.878258,0.7786683,0.5740843,0.204584
15,0.58121496,0.84185165,"('boring', 'funny')",1.429777,1.5721252,2.3834546,2.467552,1.8748673,1.954861,0.68744636,0.82231987,1.3913521,1.531742,-0.1403899
9,-0.578248,-0.34871176,"('unaffectionate', 'caring')",-1.4457777,-1.3372823,0.46071756,0.5735187,1.2844306,1.3690791,1.1306435,1.3039289,0.1703532,0.3121065,-0.1417533
24,-0.5755174,-0.6603619,"('dishonest', 'honest')",-3.0783439,-3.2019053,-1.4501245,-1.4880286,-0.08380452,-0.19276845,0.57399,0.5718182,-0.9227601,-0.9942492,0.0714891
12,-0.57252604,-0.7989838,"('unsupportive', 'supportive')",-1.6747135,-1.7360572,-0.7886148,-0.8359679,0.34391037,0.24485004,-1.6303208,-1.5833055,-0.8644529,-0.9418928,0.0774399
65,0.5640103,-0.2272945,"('insecure', 'secure')",-1.6583942,-1.9271412,-1.8755504,-2.1900883,-0.14209442,-0.31183478,0.16802359,0.17977032,-0.5888011,-0.8953176,0.3065165
17,-0.52380383,-0.609949,"('nasty', 'nice')",-1.9564083,-1.8460892,-0.35067382,-0.14437945,-0.9095163,-0.7131374,-0.65398264,-0.54627323,-0.8788771,-0.7719656,-0.1069115
88,-0.52336013,-0.56833684,"('low', 'eminent')",-0.25408843,-0.3339149,0.050397605,-0.056866735,0.27232465,0.21587002,0.7048786,0.59732574,0.0500305,-0.0291845,0.079215
26,-0.50276864,0.0034673102,"('hardhearted', 'benevolent')",-1.0213267,-0.8710937,0.34443912,0.7322743,1.3265136,1.5524831,1.4964927,1.6400908,0.32867,0.6114444,-0.2827744
83,-0.49613416,-0.49455965,"('powerless', 'powerful')",-0.07118492,-0.26429927,0.1827338,0.048665196,0.49990988,0.4189428,-0.9857956,-0.9228498,-0.1740942,-0.2428201,0.0687259
27,0.494404,0.48284963,"('hardhearted', 'softhearted')",-0.3905593,-0.2490136,-0.45377475,-0.287284,-0.65715134,-0.48394945,1.2733506,1.30994,0.0532538,0.1545085,-0.1012547
2,0.46513832,0.3203085,"('unlikable', 'likable')",0.7174816,0.7407999,0.577124,0.32716337,0.9500706,0.58796215,0.7914727,0.73874676,0.7002574,0.5429961,0.1572613
40,-0.46494442,-0.37349093,"('stingy', 'generous')",0.015682705,0.14811951,-1.5246662,-1.3338282,-0.47183362,-0.39879116,-1.804232,-1.6323993,-0.8499988,-0.718078,-0.1319208
82,-0.4168181,-0.82554257,"('poor', 'rich')",-2.081061,-2.241555,-1.337616,-1.3563205,0.35669693,0.2400814,5.9841413,5.923059,0.5010686,0.3479445,0.1531241
42,-0.38652608,-0.5254167,"('unreliable', 'reliable')",-0.117909074,-0.29923525,-0.3827771,-0.5851253,-0.35467163,-0.38430434,-2.7537866,-2.6425748,-0.7991341,-0.8873313,0.0881972
87,0.382206,0.204404,"('unsuccessful', 'successful')",0.14963958,0.012452826,-0.42920858,-0.66106224,0.083109215,-0.07567358,0.98969525,0.973189,0.2350883,0.090662,0.1444263
64,-0.37825954,-0.5900105,"('shy', 'confident')",-0.18663125,-0.30537006,-1.3006325,-1.645401,-1.3022974,-1.4828417,-6.057517,-6.071987,-1.8450676,-2.0191221,0.1740545
43,0.37704816,-0.13962556,"('irresponsible', 'responsible')",-2.4157228,-2.6037693,-1.5720495,-1.7018106,-0.27052534,-0.43961203,0.7758511,0.85846823,-0.6210797,-0.8052699,0.1841902
14,-0.36347744,-1.0362405,"('antisocial', 'social')",-2.935931,-3.3921456,-1.7693286,-1.9331654,0.5485487,0.1740178,-0.84755456,-0.81880957,-1.0735486,-1.4012687,0.3277201
29,-0.36105636,-0.18389598,"('unfair', 'fair')",0.2128677,0.3186128,0.36689296,0.44449818,-0.52090627,-0.5099099,-0.2971857,-0.24714808,-0.1198775,-0.0355686,-0.0843089
60,-0.34949535,-0.85434514,"('inefficient', 'efficient')",-3.3266926,-3.6592426,-2.6146386,-2.7448642,0.9349926,0.829636,0.28764117,0.45240706,-1.0136386,-1.1952819,0.1816433
51,-0.3183357,-0.61918646,"('uneducated', 'educated')",-0.63362044,-0.9139122,-1.0622689,-1.2408131,-0.70151526,-0.86529934,0.6987758,0.6198243,-0.4033929,-0.6038774,0.2004845
39,0.31728867,0.3377513,"('exploitative', 'cooperative')",-1.317242,-1.3506668,-0.36629862,-0.23994124,0.1242456,0.086350895,0.099113174,0.31281257,-0.2285786,-0.1707386,-0.05784
84,0.28149694,0.29555595,"('inferior', 'superior')",1.1223917,1.0758951,-0.096853465,-0.08099285,-0.27378735,-0.20768677,1.0321428,1.079841,0.4130781,0.4325225,-0.0194444
71,0.27947706,0.5660158,"('diffident', 'self-confident')",-0.84613585,-0.60346633,1.0830775,1.2337132,0.5916057,0.71839255,0.47618055,0.56659037,0.316841,0.4962491,-0.1794081
69,-0.25690573,0.3558606,"('lazy', 'industrious')",2.9839103,3.0801268,2.9278796,3.0133467,0.4482416,0.4609854,-0.7980552,-0.6994443,1.0610142,1.242175,-0.1811608
48,-0.22922513,-0.41795376,"('unintelligent', 'intelligent')",-2.2791872,-2.282913,-0.5079975,-0.30491364,0.6998508,0.9039181,0.68578535,0.7759026,-0.3261548,-0.2651919,-0.0609629
33,0.22057155,0.4890548,"('wrong', 'right')",2.827589,2.869296,0.7279717,0.79070705,0.74408627,0.79617834,-0.6372469,-0.529826,0.7765943,0.883082,-0.1064877
70,0.2197191,-0.18694234,"('lethargic', 'energetic')",-2.653532,-2.9480412,-1.8980325,-2.146503,-0.49904293,-0.68471515,0.50497705,0.49983057,-0.8651822,-1.0932742,0.228092
62,0.185812,-0.33134818,"('incompetent', 'brilliant')",-3.055946,-3.3715584,-1.531044,-1.7129364,0.58991337,0.36623365,0.0043405406,0.05454158,-0.7613849,-0.9990135,0.2376286
72,0.1843881,-0.012699131,"('unambitious', 'ambitious')",-1.302795,-1.369814,-1.0997186,-1.1307521,0.48444468,0.53712785,-0.8118717,-0.6680928,-0.5091105,-0.528846,0.0197355
11,0.16948608,-0.46048802,"('unhelpful', 'helpful')",-2.4562144,-2.6006017,-1.124132,-1.2850276,0.20759588,0.012859716,1.8165187,1.836626,-0.2773492,-0.4993263,0.2219771
75,0.13957521,0.602914,"('meek', 'impulsive')",1.8758273,2.0663886,1.0750399,1.1872387,0.23353346,0.30993864,-0.54451406,-0.5955488,0.5558924,0.7141861,-0.1582937
34,0.12696844,0.04432694,"('mean', 'honorable')",-0.19284023,-0.18682894,0.30198666,0.41072416,1.3073734,1.391843,6.1113787,6.174061,1.5309734,1.5668252,-0.0358518
63,0.12626413,-0.16069265,"('unperceptive', 'insightful')",-1.5519998,-1.6853744,-0.8166962,-0.97120225,0.014618765,0.03994648,1.1604038,1.1865474,-0.2134818,-0.3181551,0.1046733
53,-0.123731285,-0.2120734,"('uncreative', 'creative')",-0.49281433,-0.4527883,-0.42405385,-0.18476766,0.85182375,1.0469393,0.9300008,1.0892603,0.148245,0.2573141,-0.1090691
3,0.11476074,-0.04998643,"('repellent', 'pleasant')",-1.161835,-1.3141922,-1.8102854,-1.857198,-0.33420932,-0.36730728,0.13775179,0.10873717,-0.6107634,-0.6959893,0.0852259
78,-0.113408536,-0.5609661,"('nonresilient', 'resilient')",0.027622778,-0.057203542,-0.42398512,-0.53573847,1.1814303,1.1086996,0.5621897,0.6371623,0.2467698,0.1183908,0.128379
22,0.11282738,-0.3508682,"('untrustworthy', 'trustworthy')",-0.6171825,-0.79028594,-1.6672058,-1.8518752,0.14605895,0.08295612,-0.97378016,-0.9387285,-0.5998564,-0.7697604,0.169904
73,0.087140545,0.46420333,"('helpless', 'self-reliant')",1.2992076,1.5128264,0.62571573,0.7444953,-0.41535935,-0.28394124,-3.2362149,-3.0407023,-0.3279021,-0.1206237,-0.2072784
81,0.07826226,-0.55360055,"('submissive', 'aggressive')",-2.9979377,-3.4098668,-2.192109,-2.552007,-0.091979556,-0.349954,-0.8828123,-1.0128484,-1.2173153,-1.5756554,0.3583401
32,0.05651353,-0.29054382,"('unkind', 'kind')",-1.2004696,-1.4262804,-0.92987895,-1.0401824,0.34482726,0.2710094,0.9431122,0.8701482,-0.1571791,-0.3231698,0.1659907
47,-0.051577628,-0.24465084,"('stupid', 'smart')",-1.4775187,-1.5599064,-0.7868418,-0.9268504,0.892152,0.7937634,5.1228,5.0839286,0.7398027,0.6292569,0.1105458
61,-0.04701104,-0.29979286,"('illogical', 'logical')",-1.2392411,-1.4027095,-1.0423771,-1.1428226,0.41732788,0.23612502,0.39331007,0.38344318,-0.3035983,-0.4451514,0.1415531
30,-0.04500735,-0.46205035,"('intolerant', 'tolerant')",-2.5501516,-2.7136586,-1.4122972,-1.3434142,-0.12715185,-0.11082429,0.92516685,0.96714383,-0.6418883,-0.7325607,0.0906724
35,0.02922373,0.75813985,"('corrupt', 'incorrupt')",3.7397997,4.006393,2.7613442,3.1081777,-1.0735782,-0.740097,-0.49395117,-0.45348147,0.9925676,1.3358264,-0.3432588
25,-0.028143153,0.075228825,"('egoistic', 'altruistic')",0.6324127,0.67583084,1.0160909,1.0508108,1.1695644,1.2102307,1.4580601,1.4661156,0.849597,0.8956433,-0.0460463
66,-0.02792311,0.10234894,"('inactive', 'active')",1.4949719,1.3459656,0.77454966,0.5938345,-0.37366983,-0.50878775,0.79870594,0.7431204,0.5333269,0.4552963,0.0780306
