,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
82,-2.1337438,-2.0610645,"('poor', 'rich')",0.15372673,0.22431827,6.709728,6.70987,1.5765702,1.6243745,-0.0478043
9,1.8630241,1.6588322,"('unaffectionate', 'caring')",0.3571794,0.25689507,0.82263136,0.81272775,1.0142783,0.909485,0.1047933
74,1.7229606,1.3874923,"('undedicated', 'dedicated')",-0.08570481,-0.43149066,-0.21059223,-0.39807868,0.4755545,0.1859743,0.2895802
16,-1.6166996,-1.6187361,"('unpopular', 'popular')",-0.15708616,-0.16470441,-0.088697195,-0.28977695,-0.6208276,-0.6910725,0.0702449
26,1.5871849,1.2366098,"('hardhearted', 'benevolent')",0.7055348,0.5433553,0.8517522,0.5925071,1.0481574,0.7908241,0.2573333
0,-1.4481759,-1.9418949,"('unsociable', 'sociable')",0.33036187,0.14365615,0.13446444,0.13026263,-0.3277832,-0.555992,0.2282088
85,1.4458804,1.5530877,"('insignificant', 'prestigious')",0.064746425,-0.01241187,-1.6994574,-1.7820363,-0.0629435,-0.0804535,0.01751
72,1.4104438,1.6619747,"('unambitious', 'ambitious')",0.58041614,0.9866109,0.026414778,0.29275438,0.672425,0.9804467,-0.3080217
71,1.2770292,1.2052218,"('diffident', 'self-confident')",1.3254827,1.3509691,0.07187751,0.19429573,0.8914631,0.9168289,-0.0253658
47,-1.2720336,-1.256202,"('stupid', 'smart')",0.5418989,0.7507413,5.0414367,5.086209,1.4371007,1.526916,-0.0898153
34,-1.1863403,-1.1974173,"('mean', 'honorable')",0.23483601,0.27157864,5.1286936,5.1892304,1.3923965,1.4211307,-0.0287342
73,1.1202451,1.1529682,"('helpless', 'self-reliant')",0.6451089,0.67855495,-3.530961,-3.4985046,-0.5885357,-0.5556605,-0.0328752
33,1.0994283,1.0474352,"('wrong', 'right')",1.1000905,0.96101534,-0.78400415,-0.8936977,0.4718382,0.3715843,0.1002539
25,1.07014,1.0585296,"('egoistic', 'altruistic')",1.5050396,1.5278434,1.1697061,1.1522906,1.2482952,1.2462211,0.0020741
12,1.0199424,0.82870036,"('unsupportive', 'supportive')",1.0615547,0.9454394,-1.7908328,-1.8160862,0.0968881,-0.0139821,0.1108702
51,-1.0144051,-1.2516108,"('uneducated', 'educated')",0.120999806,-0.07373223,0.9285361,0.82486236,0.0117103,-0.1668269,0.1785372
49,-0.97708154,-0.7895128,"('unable', 'able')",-0.5790959,-0.33217996,-0.39562038,-0.10187474,-0.6505992,-0.4078558,-0.2427434
40,0.94595855,0.64054954,"('stingy', 'generous')",0.26547647,0.15147644,-2.400684,-2.5482764,-0.3964163,-0.5854168,0.1890005
44,-0.9356749,-0.47564948,"('prejudiced', 'unprejudiced')",-0.83463556,-0.35452098,-1.4039127,-1.0970477,-1.0580743,-0.6424061,-0.4156682
55,-0.9200692,-1.0734047,"('incompetent', 'clever')",0.84448045,0.7185149,0.9139123,0.8251052,0.2794412,0.1567385,0.1227027
39,0.9180075,1.0567731,"('exploitative', 'cooperative')",-0.848566,-0.58144337,0.040090498,0.0626808,0.0365107,0.1793368,-0.1428261
84,0.89672714,0.8984712,"('inferior', 'superior')",0.7140962,0.6940685,0.4720124,0.40986642,0.6942786,0.6674687,0.0268099
22,-0.88815904,-1.0063967,"('untrustworthy', 'trustworthy')",-0.28436112,-0.33454937,-0.52533376,-0.5597859,-0.5659513,-0.6335773,0.067626
14,-0.8361839,-1.1385163,"('antisocial', 'social')",0.6007526,0.5248702,0.09954803,0.1022529,-0.0452944,-0.1704644,0.12517
56,-0.80940217,-0.9947287,"('impractical', 'practical')",0.15166293,0.0044661053,-0.51204276,-0.42151558,-0.3899273,-0.4705927,0.0806654
45,-0.7879349,-1.3801236,"('incompetent', 'competent')",0.122137226,-0.32871482,0.09978691,-0.17256543,-0.1886702,-0.6271346,0.4384644
58,-0.7676842,-0.9425663,"('undiscriminating', 'discriminating')",0.7018259,0.37193543,-0.11274709,-0.3192767,-0.0595351,-0.2966358,0.2371007
19,-0.7336733,-0.7869295,"('inhospitable', 'hospitable')",-1.6904639,-1.8384017,-0.90004164,-0.83639425,-1.1080596,-1.1539085,0.0458489
13,-0.71661484,-1.0854001,"('impolite', 'polite')",-0.13336077,-0.1423825,-0.42968225,-0.4792851,-0.4265526,-0.5690226,0.14247
50,-0.70048195,-0.5387887,"('clumsy', 'skillful')",-0.5291245,-0.4929738,0.23527281,0.25956878,-0.3314445,-0.2573979,-0.0740466
18,0.6988929,0.66650504,"('disagreeable', 'welcoming')",-0.57222503,-0.46163502,-0.94792825,-0.8822871,-0.2737535,-0.2258057,-0.0479478
24,0.68945396,0.408093,"('dishonest', 'honest')",0.4315239,0.42498228,0.13514948,0.14399707,0.4187091,0.3256908,0.0930183
17,-0.6727939,-0.6663459,"('nasty', 'nice')",-1.6331637,-1.6417496,-0.6152737,-0.64233196,-0.9737438,-0.9834758,0.009732
27,0.6725118,0.54822177,"('hardhearted', 'softhearted')",-0.010823138,-0.113740645,0.87701637,0.68437207,0.5129017,0.3729511,0.1399506
70,-0.65488493,-0.70298815,"('lethargic', 'energetic')",-0.10162986,-0.059883017,1.0245756,1.1875596,0.0893536,0.1415628,-0.0522092
46,-0.6521822,-0.790113,"('uncompetitive', 'competitive')",0.7486627,0.6243441,-0.11468445,-0.21646889,-0.006068,-0.1274126,0.1213446
65,-0.6382388,-0.7295752,"('insecure', 'secure')",0.10155544,0.21500728,0.6451904,0.81291074,0.036169,0.0994476,-0.0632786
1,0.6084323,0.25659212,"('unfriendly', 'friendly')",0.90511453,0.6819531,0.3817056,0.1780861,0.6317508,0.3722104,0.2595404
78,-0.60687464,-0.5660874,"('nonresilient', 'resilient')",1.1019909,0.8913498,0.6648832,0.5686975,0.3866665,0.2979866,0.0886799
61,0.5791243,0.51052773,"('illogical', 'logical')",0.34951565,0.36551684,0.5821993,0.44297668,0.5036131,0.4396737,0.0639394
21,-0.56257,-0.650027,"('immoral', 'moral')",0.7873823,0.70185214,0.33486217,0.46339393,0.1865582,0.1717397,0.0148185
10,-0.5591,-0.7100535,"('unsympathetic', 'sympathetic')",-0.4947558,-0.48403096,0.17986101,0.31906873,-0.2913316,-0.2916719,0.0003403
20,-0.5411589,-0.51795775,"('rough', 'thoughtful')",-0.46780658,-0.5759238,0.26957005,0.16189046,-0.2464651,-0.3106637,0.0641986
83,0.53725386,0.40578935,"('powerless', 'powerful')",0.89594024,0.72332823,-0.63779706,-0.59025764,0.2651324,0.17962,0.0855124
81,-0.51930404,-0.4828511,"('submissive', 'aggressive')",0.97500753,1.165564,-0.036143556,0.14760439,0.1398533,0.2767724,-0.1369191
62,0.5141793,0.5374585,"('incompetent', 'brilliant')",1.3362485,1.5434813,0.9165767,1.0109388,0.9223348,1.0306261,-0.1082913
2,0.5101077,0.50596106,"('unlikable', 'likable')",1.7375646,1.8456117,0.37918222,0.4832802,0.8756181,0.944951,-0.0693329
11,-0.5063783,-0.5001632,"('unhelpful', 'helpful')",0.3525168,0.37362236,2.0134754,1.850825,0.6198713,0.5747614,0.0451099
57,-0.50558317,-0.6763748,"('unimaginative', 'imaginative')",0.23396434,-0.054077283,-2.633538,-2.7440853,-0.9683856,-1.1581791,0.1897935
63,0.47829098,0.36411256,"('unperceptive', 'insightful')",1.2957813,1.1062429,0.66618985,0.5420671,0.8134207,0.6708075,0.1426132
8,0.40439668,0.3568278,"('unaffectionate', 'affectionate')",-0.4920892,-0.5757735,-0.03656669,0.030251026,-0.0414197,-0.0628982,0.0214785
31,-0.40259278,-0.5726063,"('evil', 'good')",-1.010224,-1.2790316,-1.9422503,-1.9680697,-1.1183557,-1.2732359,0.1548802
30,-0.3870142,-0.6774199,"('intolerant', 'tolerant')",-0.21259806,-0.19575357,0.07829277,0.09490315,-0.1737731,-0.2594234,0.0856503
88,0.35597366,0.3224547,"('low', 'eminent')",-0.22622311,-0.16717483,-0.47370565,-0.4605843,-0.1146517,-0.1017682,-0.0128835
35,-0.32516792,-0.2565359,"('corrupt', 'incorrupt')",-1.5955262,-1.6453772,-1.697971,-1.5799189,-1.2062217,-1.1606107,-0.045611
87,-0.3159642,-0.26601386,"('unsuccessful', 'successful')",1.2612005,1.2923523,1.3480686,1.1352731,0.764435,0.7205372,0.0438978
28,0.31566155,-0.077135734,"('disloyal', 'loyal')",-0.17281765,-0.55288106,1.2566242,1.0146196,0.4664894,0.1282009,0.3382885
59,0.31168005,0.46740443,"('foolish', 'wise')",0.37906763,0.4691636,-0.7739145,-0.7200627,-0.0277223,0.0721684,-0.0998907
37,-0.3100077,-0.39238024,"('fake', 'genuine')",-0.4523725,-0.626506,-0.116996884,-0.1254049,-0.2931257,-0.3814304,0.0883047
60,0.2985153,0.12664688,"('inefficient', 'efficient')",1.15553,1.2165619,0.48741516,0.6925812,0.6471535,0.6785967,-0.0314432
53,0.29534408,0.37661883,"('uncreative', 'creative')",0.4485669,0.39305097,0.038175587,-0.06266164,0.2606955,0.2356694,0.0250261
29,-0.28807184,-0.44604158,"('unfair', 'fair')",-0.35760444,-0.46612376,-0.48914775,-0.59859246,-0.3782747,-0.5035859,0.1253112
76,0.28660423,0.64358455,"('anxious', 'daring')",0.20447335,0.5145097,0.41776428,0.7084017,0.3029473,0.6221653,-0.319218
32,0.28592896,0.19172597,"('unkind', 'kind')",-0.09866675,0.08743909,0.8313446,0.79966724,0.3395356,0.3596108,-0.0200752
67,0.2677719,0.42097905,"('doubtful', 'determined')",-0.4035135,-0.3602097,-0.9022327,-0.79766685,-0.3459915,-0.2456325,-0.100359
42,0.25067264,0.5202504,"('unreliable', 'reliable')",0.051159844,0.13640997,-2.4713862,-2.138909,-0.7231846,-0.4940829,-0.2291017
4,0.23957503,-0.020697758,"('disliked', 'liked')",-0.057946548,-0.4356054,-7.5935845,-7.838152,-2.4706519,-2.7648185,0.2941666
52,0.22970478,0.21575767,"('irrational', 'rational')",-1.0289187,-1.1189108,-0.6363616,-0.8230145,-0.4785252,-0.5753892,0.096864
43,-0.22870776,-0.2230777,"('irresponsible', 'responsible')",-0.26749164,-0.008341096,0.20605105,0.39312685,-0.0967161,0.0539027,-0.1506188
54,0.2263686,0.5381858,"('incapable', 'capable')",-0.041980777,0.36172163,0.712822,1.0016927,0.29907,0.6338667,-0.3347967
7,0.22603747,0.21902116,"('insensitive', 'sensitive')",0.84272975,0.97268873,0.76119757,0.7659453,0.6099883,0.6525517,-0.0425634
64,-0.21063057,-0.10763108,"('shy', 'confident')",0.5325786,0.70200497,-6.122675,-5.9567213,-1.9335756,-1.7874492,-0.1461264
68,-0.20649086,-0.40216792,"('dependent', 'independent')",-1.0815663,-1.2536042,-0.9482521,-1.0265279,-0.7454364,-0.8941,0.1486636
36,-0.20534194,-0.40709782,"('hostile', 'amicable')",-1.1103061,-1.4341029,-1.1964635,-1.3225163,-0.8373706,-1.0545723,0.2172017
3,-0.19977327,-0.16377471,"('repellent', 'pleasant')",-0.0334092,0.051646575,1.4190643,1.515231,0.395294,0.467701,-0.072407
48,-0.1501329,-0.2620925,"('unintelligent', 'intelligent')",1.1077677,1.0828469,0.6149027,0.57179177,0.5241791,0.4641821,0.059997
79,0.14953756,0.0723623,"('wavering', 'unwavering')",-1.212973,-1.4543536,-0.7017822,-0.6070291,-0.5884059,-0.6630068,0.0746009
86,-0.1495167,-0.7228529,"('uninfluential', 'influential')",0.6604442,0.30524108,0.25709298,0.15772462,0.2560068,-0.0866291,0.3426359
75,0.119593516,0.15018629,"('meek', 'impulsive')",-0.31252134,-0.23382637,-0.702128,-0.74988484,-0.2983519,-0.2778416,-0.0205103
41,0.105730236,-0.3426416,"('unforgiving', 'forgiving')",-0.1867902,-0.46392727,-0.6774084,-0.8760429,-0.2528228,-0.5608706,0.3080478
6,0.0981716,0.20919082,"('distant', 'open')",-0.55830693,-0.6606358,-1.2075307,-1.0384747,-0.5558887,-0.4966399,-0.0592488
77,0.08467251,-0.0009767599,"('unmotivated', 'motivated')",0.7492876,0.6370159,-0.7889735,-0.7535821,0.0149955,-0.039181,0.0541765
66,-0.06940032,-0.016914248,"('inactive', 'active')",-0.45001122,-0.46159625,0.46471792,0.3586889,-0.0182312,-0.0399405,0.0217093
69,0.06932221,0.14122097,"('lazy', 'industrious')",0.74428004,0.7741988,-1.7498999,-1.7689042,-0.3120992,-0.2844948,-0.0276044
80,0.06703171,-0.10328748,"('dominated', 'dominating')",0.7023765,0.7088287,0.4178919,0.32911256,0.3957667,0.3115513,0.0842154
38,-0.031861972,-0.1106351,"('untruthful', 'truthful')",0.12643483,0.092863664,-0.70038766,-0.84618104,-0.2019383,-0.2879842,0.0860459
5,-0.029189851,0.16452836,"('distant', 'outgoing')",-0.6820376,-0.72166497,-1.3561591,-1.2142744,-0.6891289,-0.5904703,-0.0986586
15,0.02653978,-0.0920261,"('boring', 'funny')",0.32540128,0.2084293,-0.26981002,-0.17096053,0.027377,-0.0181858,0.0455628
23,-0.0050609745,-0.15004042,"('insincere', 'sincere')",0.122397795,0.13331579,6.1921887,6.0808907,2.1031752,2.0213887,0.0817865
