,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
62,1.0624368,1.0127895,"('incompetent', 'brilliant')",1.6924906,1.6896373,0.9439697,0.85256624,1.2329657,1.1849977,0.047968
42,1.036735,1.2662511,"('unreliable', 'reliable')",1.4917912,1.6570241,-2.672384,-2.5656486,-0.0479526,0.1192089,-0.1671615
23,-1.0194974,-0.9992419,"('insincere', 'sincere')",0.6211794,0.7461387,6.2235303,6.0236216,1.9417375,1.9235061,0.0182314
10,-1.013328,-0.8959778,"('unsympathetic', 'sympathetic')",0.5796946,0.76372355,-0.023994789,0.024740815,-0.1525427,-0.0358378,-0.1167049
6,-0.94670665,-0.945669,"('distant', 'open')",-2.121225,-2.1647031,0.049581897,0.06431368,-1.0061165,-1.0153528,0.0092363
60,0.9381267,1.0247648,"('inefficient', 'efficient')",2.612231,2.8001485,0.5587838,0.52152944,1.3697139,1.4488142,-0.0791003
28,-0.90294766,-0.74285746,"('disloyal', 'loyal')",0.28043708,0.418997,1.0099912,0.86760527,0.1291602,0.1812483,-0.0520881
14,0.8332189,1.0509717,"('antisocial', 'social')",2.2799392,2.551807,-0.48900393,-0.33903757,0.874718,1.0879137,-0.2131957
24,-0.83151335,-0.65808433,"('dishonest', 'honest')",-0.008484468,0.17783456,0.8998604,0.8486673,0.0199542,0.1228059,-0.1028517
76,0.77959806,0.7038365,"('anxious', 'daring')",0.9217482,1.0976162,0.31551787,0.32957643,0.672288,0.710343,-0.038055
57,-0.77324617,-0.7349184,"('unimaginative', 'imaginative')",-0.10996969,-0.15245564,-2.5009665,-2.5974193,-1.1280608,-1.1615977,0.0335369
44,0.76114845,0.69558996,"('prejudiced', 'unprejudiced')",-0.2645206,-0.2056208,-1.4854112,-1.4094542,-0.3295944,-0.306495,-0.0230994
20,0.75216395,0.73270404,"('rough', 'thoughtful')",1.2097175,1.3425826,1.0712433,1.0173268,1.0110416,1.0308712,-0.0198296
36,-0.7301742,-0.75996935,"('hostile', 'amicable')",-1.9804541,-2.1040967,-0.24198842,-0.22245844,-0.9842056,-1.0288415,0.0446359
5,-0.702635,-0.742253,"('distant', 'outgoing')",-1.6873204,-1.7966387,-0.2532049,-0.27001208,-0.8810534,-0.9363013,0.0552479
31,-0.69375044,-0.57261616,"('evil', 'good')",-1.7439398,-1.8194776,-1.436016,-1.3850156,-1.2912354,-1.2590364,-0.032199
87,0.68167603,0.40672883,"('unsuccessful', 'successful')",1.4033806,1.1940974,0.7760145,0.7776734,0.9536904,0.7928332,0.1608572
68,-0.659238,-0.61266375,"('dependent', 'independent')",-0.05462459,-0.15080006,-0.45664284,-0.59873575,-0.3901685,-0.4540665,0.063898
82,-0.65032524,-0.8308328,"('poor', 'rich')",0.07057062,0.064555146,6.541377,6.3551497,1.9872074,1.8629573,0.1242501
46,-0.6376592,-0.66117394,"('uncompetitive', 'competitive')",1.6229849,1.6021652,-0.55748063,-0.5845353,0.142615,0.1188187,0.0237963
59,0.6349845,0.5099898,"('foolish', 'wise')",-1.4323055,-1.5228369,0.47494817,0.58204615,-0.1074576,-0.1436003,0.0361427
38,-0.62433165,-0.6632537,"('untruthful', 'truthful')",-0.76686,-0.8187851,0.35413787,0.28433198,-0.3456846,-0.3992356,0.053551
78,-0.5940951,-0.722108,"('nonresilient', 'resilient')",0.7471819,0.56841624,-0.017825132,-0.12949829,0.0450872,-0.0943967,0.1394839
88,-0.5738004,-0.74159104,"('low', 'eminent')",-0.75965303,-0.75349563,0.30156863,0.09986013,-0.3439616,-0.4650755,0.1211139
48,-0.5718586,-0.6219581,"('unintelligent', 'intelligent')",0.23426543,0.18573606,0.832248,0.7301256,0.1648849,0.0979679,0.066917
45,-0.5571137,-0.4192109,"('incompetent', 'competent')",0.69481134,0.7572061,-0.1901406,-0.19332798,-0.017481,0.0482224,-0.0657034
49,-0.5569323,-0.43844193,"('unable', 'able')",-0.9046981,-0.74282867,0.010240724,0.0288852,-0.4837966,-0.3841285,-0.0996681
81,0.55126363,0.55622727,"('submissive', 'aggressive')",2.397649,2.3334346,-0.27326876,-0.38485104,0.8918813,0.8349369,0.0569444
0,-0.51588225,-0.5060128,"('unsociable', 'sociable')",0.9858756,0.9881488,-0.15801652,-0.2440376,0.1039923,0.0793661,0.0246262
30,0.51544034,0.6196844,"('intolerant', 'tolerant')",1.3063947,1.4299418,1.2519412,1.3103313,1.0245921,1.1199858,-0.0953937
80,0.49631056,0.4825385,"('dominated', 'dominating')",1.3588048,1.334763,-1.1126735,-1.1766124,0.2474806,0.213563,0.0339176
61,0.48823592,0.5887662,"('illogical', 'logical')",0.031548534,0.009006746,0.18257686,0.17522395,0.2341204,0.2576656,-0.0235452
33,0.45950985,0.5749513,"('wrong', 'right')",-0.55538243,-0.60761654,-0.6437614,-0.60271645,-0.2465447,-0.2117939,-0.0347508
83,0.45403746,0.4457544,"('powerless', 'powerful')",0.1983397,0.21625145,-0.90516406,-0.888863,-0.0842623,-0.0756191,-0.0086432
75,0.44006273,0.37133726,"('meek', 'impulsive')",-1.3578591,-1.4630008,-0.49001718,-0.509017,-0.4692712,-0.5335602,0.064289
56,0.43196428,0.52140313,"('impractical', 'practical')",1.9594445,2.0237331,0.5523311,0.49553415,0.9812466,1.0135568,-0.0323102
47,0.40556186,0.3097691,"('stupid', 'smart')",0.5914494,0.60032547,5.640406,5.659817,2.2124724,2.1899707,0.0225017
15,0.39419085,0.3892252,"('boring', 'funny')",-0.9178151,-0.8045507,0.30923042,0.34494877,-0.0714646,-0.0234589,-0.0480057
84,0.38454357,0.32395712,"('inferior', 'superior')",0.23932722,0.12561907,0.37595046,0.49112213,0.3332737,0.3135661,0.0197076
25,-0.38188577,-0.49583247,"('egoistic', 'altruistic')",-0.36841983,-0.55063266,1.389058,1.3364538,0.2129175,0.0966629,0.1162546
51,-0.3510862,-0.49603695,"('uneducated', 'educated')",0.836614,0.76503074,0.8668376,0.70979786,0.4507885,0.3262639,0.1245246
72,0.3425506,0.25672388,"('unambitious', 'ambitious')",0.922676,0.7668081,-0.48558956,-0.5939072,0.259879,0.1432082,0.1166708
40,-0.340017,-0.2958759,"('stingy', 'generous')",0.43326008,0.24325037,-1.522598,-1.6695899,-0.4764516,-0.5740718,0.0976202
65,0.33872035,0.4288582,"('insecure', 'secure')",1.5022503,1.5830847,0.049185842,0.13379288,0.6300522,0.7152452,-0.085193
66,-0.3360313,-0.4392125,"('inactive', 'active')",0.52218455,0.36470893,0.54473805,0.538777,0.2436304,0.1547578,0.0888726
21,0.315911,0.5180976,"('immoral', 'moral')",0.9952512,1.1413251,-0.58188266,-0.6113007,0.2430932,0.349374,-0.1062808
35,-0.30476817,-0.27995032,"('corrupt', 'incorrupt')",-2.2032132,-2.2223322,-0.63616717,-0.6434432,-1.0480494,-1.0485752,0.0005258
7,-0.28422263,-0.1820076,"('insensitive', 'sensitive')",0.42204258,0.5734799,0.75925875,0.719213,0.2990262,0.3702284,-0.0712022
55,-0.26563352,-0.13631025,"('incompetent', 'clever')",1.561013,1.6733142,0.30066314,0.37528485,0.5320142,0.6374296,-0.1054154
26,0.26275185,0.16103631,"('hardhearted', 'benevolent')",0.7860344,0.86338073,1.3598107,1.5273366,0.8028657,0.8505845,-0.0477188
43,-0.24626961,-0.13214374,"('irresponsible', 'responsible')",1.2847681,1.4233513,0.8607611,0.87646544,0.6330865,0.7225577,-0.0894712
74,-0.23125286,-0.27238637,"('undedicated', 'dedicated')",1.3737869,1.3667308,0.20476109,0.102482766,0.4490983,0.3989424,0.0501559
17,0.22853054,0.31974813,"('nasty', 'nice')",-1.0311608,-0.8756622,-0.58443063,-0.48710963,-0.4623536,-0.3476746,-0.114679
64,0.22745086,0.47950023,"('shy', 'confident')",1.2972298,1.4042095,-6.4001093,-6.090254,-1.6251429,-1.4021813,-0.2229616
58,0.2269204,0.15272225,"('undiscriminating', 'discriminating')",0.81529695,0.7328852,-0.06636493,-0.1490328,0.3252841,0.2455249,0.0797592
4,-0.21690626,-0.15853143,"('disliked', 'liked')",-0.3965591,-0.48559314,-6.3610287,-6.342306,-2.3248313,-2.3288102,0.0039789
41,-0.20822473,-0.014526524,"('unforgiving', 'forgiving')",0.5701906,0.6466707,0.20172516,0.26877505,0.187897,0.3003064,-0.1124094
29,0.20492837,0.18570156,"('unfair', 'fair')",-0.18994755,-0.240942,-0.6767714,-0.7535848,-0.2205969,-0.2696084,0.0490115
13,-0.2007425,-0.08794288,"('impolite', 'polite')",0.46359435,0.5952671,0.1694668,0.110287465,0.1441062,0.2058706,-0.0617644
85,0.19784704,-0.016713101,"('insignificant', 'prestigious')",-1.141766,-1.2601153,0.045677323,-0.030827925,-0.2994139,-0.4358854,0.1364715
54,-0.1854923,-0.25166672,"('incapable', 'capable')",-0.47640723,-0.48293465,0.9904813,0.9908983,0.1095273,0.0854323,0.024095
34,-0.14465201,-0.21156123,"('mean', 'honorable')",0.2808958,0.25306728,6.0608788,6.0145736,2.0657075,2.0186933,0.0470142
70,0.14237405,0.10692434,"('lethargic', 'energetic')",1.2305299,1.3348131,1.017041,0.97840786,0.7966483,0.8067151,-0.0100668
3,-0.14047754,-0.052204765,"('repellent', 'pleasant')",0.8753461,0.92274654,0.27849525,0.21448629,0.3377879,0.361676,-0.0238881
16,-0.13011362,-0.2634213,"('unpopular', 'popular')",-0.66484433,-0.74940354,0.39327684,0.42825177,-0.1338937,-0.1948577,0.060964
52,0.128158,-0.026323617,"('irrational', 'rational')",-1.3160601,-1.5098003,-0.2264075,-0.18161654,-0.4714365,-0.5725802,0.1011437
71,-0.1275666,-0.03464008,"('diffident', 'self-confident')",0.15741004,0.26789182,0.46621668,0.5085691,0.1653534,0.2472736,-0.0819202
22,0.12086719,0.26074904,"('untrustworthy', 'trustworthy')",0.58764046,0.6897764,-0.8588469,-0.72647357,-0.0501131,0.074684,-0.1247971
27,-0.116514444,-0.1544784,"('hardhearted', 'softhearted')",-0.28550613,-0.27422723,1.1421094,0.9902069,0.2466963,0.1871671,0.0595292
37,-0.09933538,-0.099930346,"('fake', 'genuine')",0.114350155,0.15223293,0.5754014,0.4056549,0.1968054,0.1526525,0.0441529
32,-0.09378579,-0.10882568,"('unkind', 'kind')",1.1259506,1.2139004,1.3005586,1.1892109,0.7775745,0.7647619,0.0128126
50,0.056365367,0.054600075,"('clumsy', 'skillful')",-0.52042395,-0.3649094,0.39374727,0.40007812,-0.0234371,0.0299229,-0.05336
11,0.05037079,0.031434707,"('unhelpful', 'helpful')",0.28848192,0.41549826,2.3616984,2.3088264,0.9001837,0.9185865,-0.0184028
12,-0.046921838,0.13218772,"('unsupportive', 'supportive')",1.2232878,1.2641523,-1.4302318,-1.3834629,-0.0846219,0.0042924,-0.0889143
63,0.006224542,-0.037374426,"('unperceptive', 'insightful')",1.5767194,1.4810505,1.4612057,1.294285,1.0147165,0.9126538,0.1020627
77,0.0049688667,0.13128796,"('unmotivated', 'motivated')",0.9414756,1.0139418,-1.085425,-1.0577512,-0.0463269,0.0291595,-0.0754864
