,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.9198571,-1.7862663,"('uninfluential', 'influential')",0.21682763,0.22414309,-0.11483438,-0.062140193,-0.6059546,-0.5414212,-0.0645334
8,-1.5282458,-1.7532142,"('unaffectionate', 'affectionate')",-0.67423314,-0.79847795,0.6871795,0.6663665,-0.5050998,-0.6284419,0.1233421
1,-1.4492731,-1.4981108,"('unfriendly', 'friendly')",-0.6422415,-0.72445685,1.6996967,1.5102929,-0.130606,-0.2374249,0.1068189
79,-1.389173,-1.434608,"('wavering', 'unwavering')",-2.3435407,-2.397442,-0.3787677,-0.48184663,-1.3704937,-1.4379656,0.0674719
53,-1.3602482,-1.2349075,"('uncreative', 'creative')",-0.3823147,-0.31751662,1.0155674,1.0427222,-0.2423318,-0.1699007,-0.0724311
2,1.3141935,1.3272089,"('unlikable', 'likable')",1.617361,1.686391,0.86512935,0.9286132,1.2655613,1.314071,-0.0485097
73,1.3095891,1.3911041,"('helpless', 'self-reliant')",-0.23466255,-0.25302732,-3.237037,-3.258699,-0.7207034,-0.7068741,-0.0138293
39,1.2386498,1.4557458,"('exploitative', 'cooperative')",1.7477406,1.9828783,-0.056117836,0.098929465,0.9767576,1.1791845,-0.2024269
67,1.1733465,1.176321,"('doubtful', 'determined')",1.2222556,1.2092205,-0.44404656,-0.376743,0.6505186,0.6695995,-0.0190809
18,-1.140116,-0.93828034,"('disagreeable', 'welcoming')",-0.9658264,-0.79344434,-0.43454245,-0.3343276,-0.8468282,-0.6886841,-0.1581441
19,-1.099014,-0.9522046,"('inhospitable', 'hospitable')",-1.9902484,-1.8467604,-0.25352922,-0.21357638,-1.1142639,-1.0041804,-0.1100835
9,-1.0842634,-1.1254792,"('unaffectionate', 'caring')",-0.09824707,-0.18633017,1.401187,1.3667707,0.0728921,0.0183204,0.0545717
69,1.0840838,1.0729307,"('lazy', 'industrious')",0.35863572,0.3102137,-0.84084827,-0.6370341,0.2006237,0.2487034,-0.0480797
