,cameron_male,cameron_female,tuple,international_male,international_female,corp_male,corp_female,average_male,average_female,male-female
12,2.9284306,3.059948,"('unsupportive', 'supportive')",0.13626868,0.25380495,-1.8163146,-1.8471676,0.4161282,0.4888618,-0.0727336
39,2.4222426,2.6206157,"('exploitative', 'cooperative')",0.44290468,0.6326815,-0.09296703,0.13925438,0.9240601,1.1308506,-0.2067905
9,2.2488317,2.5850368,"('unaffectionate', 'caring')",0.10770381,0.3612181,1.0295006,1.0474316,1.1286788,1.3312287,-0.2025499
74,2.1331706,1.9689763,"('undedicated', 'dedicated')",0.42683715,0.4175062,-0.43706727,-0.4710002,0.7076468,0.6384941,0.0691527
2,1.8818141,1.6743574,"('unlikable', 'likable')",1.3292106,1.3138238,0.80010056,0.7560894,1.3370419,1.2480902,0.0889517
16,-1.760882,-1.5474187,"('unpopular', 'popular')",0.4031393,0.26733857,0.30819052,0.2518072,-0.3498507,-0.3427576,-0.0070931
43,1.6923351,1.828569,"('irresponsible', 'responsible')",-0.13610333,0.037519705,0.13272953,0.3320657,0.5629871,0.7327181,-0.169731
62,1.6454966,1.6888716,"('incompetent', 'brilliant')",0.68077403,0.8675155,0.76756513,0.9203258,1.0312786,1.1589043,-0.1276257
38,1.6259557,1.6552526,"('untruthful', 'truthful')",-0.07880865,-0.03659527,0.36600253,0.38113344,0.6377165,0.6665969,-0.0288804
44,-1.5854696,-1.5901704,"('prejudiced', 'unprejudiced')",0.044419788,0.03413073,-1.6246521,-1.3070418,-1.055234,-0.9543605,-0.1008735
73,1.5849966,1.5865366,"('helpless', 'self-reliant')",0.7447905,0.6568168,-3.1758995,-3.325776,-0.2820375,-0.3608076,0.0787701
56,1.4906095,1.4987473,"('impractical', 'practical')",0.9500174,1.2367053,-0.32836443,-0.16588646,0.7040875,0.8565221,-0.1524346
84,1.4864343,1.6186209,"('inferior', 'superior')",0.4580842,0.48025113,1.0521165,1.0794755,0.9988783,1.0594492,-0.0605709
30,1.463433,1.4438046,"('intolerant', 'tolerant')",0.16729163,0.29068953,0.41726303,0.5698147,0.6826626,0.768103,-0.0854404
24,1.3929273,1.5107074,"('dishonest', 'honest')",-0.2464309,-0.057271495,0.6690872,0.7977777,0.6051945,0.7504045,-0.14521
55,1.2933909,1.1659882,"('incompetent', 'clever')",-1.0462605,-1.0554727,0.039847314,0.050682146,0.0956592,0.0537325,0.0419267
0,1.2556596,1.1508027,"('unsociable', 'sociable')",-0.34865344,-0.37133858,-0.4255467,-0.5586571,0.1604865,0.0736023,0.0868842
28,1.19042,1.4966292,"('disloyal', 'loyal')",-0.5831834,-0.24882874,0.90376234,1.1212734,0.5036663,0.7896913,-0.286025
33,1.1756145,1.0804914,"('wrong', 'right')",1.0396372,0.91485137,-0.3814866,-0.49950048,0.611255,0.4986141,0.1126409
7,1.128309,1.3072648,"('insensitive', 'sensitive')",-0.2962381,-0.04962764,0.38046616,0.41458127,0.404179,0.5574061,-0.1532271
35,-1.1279662,-1.0938962,"('corrupt', 'incorrupt')",-0.34083372,-0.42636347,-0.75370866,-0.7236749,-0.7408361,-0.7479782,0.0071421
21,1.0944221,0.9069121,"('immoral', 'moral')",-0.03376353,-0.006004462,-0.81100774,-0.7500331,0.0832169,0.0502915,0.0329254
63,1.0934505,1.0735008,"('unperceptive', 'insightful')",0.6646455,0.590887,0.62442297,0.61442894,0.794173,0.7596056,0.0345674
59,0.9983591,1.1221558,"('foolish', 'wise')",0.119859636,0.20085767,-0.0017320551,0.0595842,0.3721622,0.4608659,-0.0887037
46,0.9661663,0.89926577,"('uncompetitive', 'competitive')",0.18871567,0.2785111,-0.83049905,-0.6937017,0.1081276,0.1613584,-0.0532308
14,0.9632096,0.8358687,"('antisocial', 'social')",0.46605203,0.44823545,-0.17025842,-0.24366158,0.4196678,0.3468142,0.0728536
6,-0.9621589,-0.7654519,"('distant', 'open')",0.14559853,0.28502503,-0.59619516,-0.66681385,-0.4709185,-0.3824136,-0.0885049
42,0.96135956,1.1228253,"('unreliable', 'reliable')",0.15190037,0.28451192,-2.9807944,-2.9048905,-0.6225115,-0.4991844,-0.1233271
23,0.9574282,1.1627775,"('insincere', 'sincere')",-0.2633227,0.0072735697,5.6229405,6.03964,2.1056821,2.4032303,-0.2975482
80,0.9528809,0.48175845,"('dominated', 'dominating')",0.014451345,-0.08991042,-0.4207014,-0.48671773,0.1822103,-0.0316232,0.2138335
61,0.94775313,0.9802792,"('illogical', 'logical')",-0.5328238,-0.5327488,0.43581852,0.39290974,0.2835826,0.2801467,0.0034359
8,0.94732445,1.1636662,"('unaffectionate', 'affectionate')",-0.44076902,-0.2908109,0.17775732,0.030535638,0.2281043,0.3011303,-0.073026
87,0.9419034,0.5650104,"('unsuccessful', 'successful')",1.2409632,0.98378,1.0523448,0.8448341,1.0784038,0.7978748,0.280529
41,0.9333254,0.99277174,"('unforgiving', 'forgiving')",-0.13529457,-0.13073692,-0.059953384,-0.1467904,0.2460258,0.2384148,0.007611
70,0.9248057,0.7677141,"('lethargic', 'energetic')",0.0073037297,0.074952036,-0.08667983,0.129759,0.2818099,0.3241417,-0.0423318
31,-0.92406464,-0.70761263,"('evil', 'good')",-0.19120036,-0.43013725,-0.8354255,-1.1172774,-0.6502302,-0.7516758,0.1014456
71,0.88449794,0.93788636,"('diffident', 'self-confident')",0.9129695,0.9217158,0.35758358,0.3689621,0.7183503,0.7428548,-0.0245045
51,0.8642307,0.6259759,"('uneducated', 'educated')",0.30286133,0.38192362,0.18648228,0.25476074,0.4511915,0.4208868,0.0303047
36,-0.8164523,-0.68227774,"('hostile', 'amicable')",0.4609911,0.26682198,-0.3228106,-0.52630395,-0.2260906,-0.3139199,0.0878293
58,0.78320485,0.5449096,"('undiscriminating', 'discriminating')",0.19510958,-0.073749974,0.25830746,0.086920306,0.4122073,0.1860267,0.2261806
72,0.77398455,0.86079735,"('unambitious', 'ambitious')",-0.5703948,-0.34641466,-0.27233204,-0.37402973,-0.0229141,0.0467843,-0.0696984
11,0.7727952,0.87122494,"('unhelpful', 'helpful')",0.1341913,0.16213754,1.9657649,2.2044148,0.9575837,1.0792591,-0.1216754
85,0.77067274,0.7368212,"('insignificant', 'prestigious')",-0.3518151,-0.5814019,-0.58982176,-0.72323525,-0.056988,-0.189272,0.132284
47,-0.69949794,-0.76692027,"('stupid', 'smart')",-0.48850662,-0.4154638,5.031184,5.1730075,1.2810599,1.3302078,-0.0491479
5,-0.69767237,-0.6088838,"('distant', 'outgoing')",0.46917126,0.5499384,-0.30653846,-0.3452536,-0.1783465,-0.134733,-0.0436135
17,-0.6864904,-0.6135151,"('nasty', 'nice')",-1.3405735,-1.2864784,-0.69695765,-0.7161514,-0.9080071,-0.8720483,-0.0359588
45,0.6487386,0.6062291,"('incompetent', 'competent')",-0.34290138,-0.38239262,-0.21560502,-0.22015682,0.0300774,0.0012266,0.0288508
54,0.6479831,0.8146622,"('incapable', 'capable')",0.2109242,0.45142728,0.61469716,0.7308847,0.4912015,0.665658,-0.1744565
64,0.60289747,0.504832,"('shy', 'confident')",0.098509714,0.14275184,-5.738813,-5.8767247,-1.6791353,-1.7430469,0.0639116
22,0.5806629,0.37995034,"('untrustworthy', 'trustworthy')",-0.24228704,-0.41899464,-1.199216,-1.2269329,-0.2869467,-0.4219924,0.1350457
77,0.5739801,0.74999094,"('unmotivated', 'motivated')",-0.048590843,0.14134595,-0.72660637,-0.6396657,-0.0670724,0.0838904,-0.1509628
86,0.56208813,0.3905299,"('uninfluential', 'influential')",-0.47693053,-0.3865595,-0.52545065,-0.6665582,-0.1467643,-0.2208626,0.0740983
52,-0.5545033,-0.59714794,"('irrational', 'rational')",-0.61238194,-0.6456348,-0.08889686,-0.1270837,-0.418594,-0.4566221,0.0380281
83,0.54598534,0.28912872,"('powerless', 'powerful')",0.058679074,-0.007493913,-0.66464883,-0.89940536,-0.0199948,-0.2059235,0.1859287
76,0.53570074,0.472822,"('anxious', 'daring')",0.25517523,0.48112583,-0.08270677,0.014134578,0.2360564,0.3226941,-0.0866377
88,-0.5257455,-0.6478202,"('low', 'eminent')",-0.37809873,-0.37170905,-0.5770055,-0.45038983,-0.4936166,-0.489973,-0.0036436
37,0.52194506,0.23731863,"('fake', 'genuine')",-0.7368956,-0.66942763,-0.16782586,-0.24525093,-0.1275921,-0.2257866,0.0981945
34,-0.5191613,-0.5387405,"('mean', 'honorable')",0.35342178,0.36307794,5.3597307,5.63868,1.7313304,1.8210058,-0.0896754
13,0.47395146,0.46454448,"('impolite', 'polite')",0.6578139,0.7447866,-0.57618314,-0.3670186,0.1851941,0.2807708,-0.0955767
32,0.4728594,0.5626749,"('unkind', 'kind')",-0.7874954,-0.6266836,0.43520612,0.41155055,0.0401901,0.1158473,-0.0756572
26,0.46761385,0.4274485,"('hardhearted', 'benevolent')",1.2450669,1.306705,1.2735306,1.1877953,0.9954038,0.973983,0.0214208
27,0.45444748,0.4884426,"('hardhearted', 'softhearted')",-0.48090133,-0.33849004,0.64536697,0.48422098,0.2063044,0.2113912,-0.0050868
78,0.45392862,0.5635806,"('nonresilient', 'resilient')",0.4349525,0.4644163,0.44980252,0.41855344,0.4462279,0.4821835,-0.0359556
10,0.43013534,0.46426705,"('unsympathetic', 'sympathetic')",-1.4044338,-1.2139965,-0.68016905,-0.6314023,-0.5514892,-0.4603773,-0.0911119
29,-0.39785933,-0.27838653,"('unfair', 'fair')",-0.49255785,-0.5776571,-0.40503415,-0.43217647,-0.4318171,-0.4294067,-0.0024104
4,-0.3764411,-0.44458464,"('disliked', 'liked')",0.2445215,-0.005949975,-6.2699995,-6.7548018,-2.133973,-2.4017789,0.2678059
82,-0.3285579,-0.068384975,"('poor', 'rich')",-0.8972239,-0.67201847,5.838362,6.258285,1.5375268,1.8392938,-0.301767
18,-0.3271294,-0.13127656,"('disagreeable', 'welcoming')",0.83023244,1.0909806,-0.65515465,-0.58035576,-0.0506839,0.1264494,-0.1771333
68,-0.29695487,-0.50103,"('dependent', 'independent')",0.032278642,-0.009003088,-1.0230461,-0.928699,-0.4292408,-0.4795774,0.0503366
48,0.27080268,0.6770676,"('unintelligent', 'intelligent')",-0.57235146,-0.33582702,0.46111995,0.61981153,0.0531904,0.3203507,-0.2671603
69,0.26962936,0.069784164,"('lazy', 'industrious')",2.0468452,1.75947,-0.2504112,-0.4695173,0.6886877,0.4532456,0.2354421
1,0.24160948,0.49960718,"('unfriendly', 'friendly')",0.08810026,0.20642316,1.2722819,1.106854,0.5339972,0.6042948,-0.0702976
53,-0.22273707,-0.036988877,"('uncreative', 'creative')",-0.63359654,-0.27199298,0.42617464,0.5028285,-0.1433863,0.0646155,-0.2080018
79,0.18928383,0.103602484,"('wavering', 'unwavering')",-0.4418964,-0.5575934,-0.24645427,-0.31444132,-0.1663556,-0.2561441,0.0897885
66,0.17923431,-0.21454218,"('inactive', 'active')",1.0687413,0.74936545,0.5480386,0.30420077,0.5986714,0.2796747,0.3189967
49,-0.17779724,0.09167753,"('unable', 'able')",-0.482299,-0.21289438,-0.46174318,-0.2710875,-0.3739465,-0.1307681,-0.2431784
50,-0.17270502,-0.010420369,"('clumsy', 'skillful')",-0.3952551,-0.29617077,-0.08182679,0.041227803,-0.2165956,-0.0884544,-0.1281412
15,-0.17076468,-0.22078186,"('boring', 'funny')",0.32474518,0.19995694,-0.0038421247,-0.1474168,0.0500461,-0.0560806,0.1061267
40,0.1469911,0.2764179,"('stingy', 'generous')",-0.29930505,-0.28283322,-1.7359083,-2.0098376,-0.6294074,-0.6720843,0.0426769
25,-0.12268262,0.03031929,"('egoistic', 'altruistic')",0.23310338,0.43218625,1.0341555,1.0522197,0.3815254,0.5049084,-0.123383
19,0.121521965,0.24842173,"('inhospitable', 'hospitable')",-0.83730656,-0.71315455,-0.76072186,-0.6987607,-0.4921688,-0.3878312,-0.1043376
67,-0.10759926,-0.3155476,"('doubtful', 'determined')",0.30853626,0.25575086,-0.37945846,-0.48997667,-0.0595072,-0.1832578,0.1237506
60,-0.07162968,0.1779814,"('inefficient', 'efficient')",0.030025061,0.40519506,-0.11317954,0.13280031,-0.0515947,0.2386589,-0.2902536
81,-0.07034773,-0.17829275,"('submissive', 'aggressive')",0.21147346,0.31623456,-0.2259336,-0.22018865,-0.0282693,-0.0274156,-0.0008537
75,0.049885146,-0.184337,"('meek', 'impulsive')",0.42737168,0.20419997,-0.454909,-0.6094456,0.0074493,-0.1965275,0.2039768
20,0.040148236,-0.01040905,"('rough', 'thoughtful')",-0.33726656,-0.2629932,0.49809754,0.53547734,0.0669931,0.0873584,-0.0203653
3,-0.014595744,0.08241155,"('repellent', 'pleasant')",-0.5063966,-0.38944677,0.5974688,0.7310773,0.0254922,0.1413474,-0.1158552
65,-0.008980524,0.16329701,"('insecure', 'secure')",-0.56952626,-0.5352337,-0.3318484,-0.13154733,-0.3034517,-0.167828,-0.1356237
57,-0.008738397,-0.13404429,"('unimaginative', 'imaginative')",-0.8227544,-0.81589925,-3.1163864,-3.237572,-1.3159598,-1.3958384,0.0798786
