,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
81,0.7901969,0.18860525,"('submissive', 'aggressive')",2.2463474,1.8448385,-0.5848323,-0.9515103,0.8172374,0.3606445,0.4565929
45,-0.781757,-1.1223515,"('incompetent', 'competent')",0.8600902,0.3162948,-0.22900453,-0.48212382,-0.0502238,-0.4293935,0.3791697
25,-0.7727568,-0.5231508,"('egoistic', 'altruistic')",-0.17289738,-0.21438797,1.4230515,1.7496018,0.1591324,0.3373543,-0.1782219
72,-0.7627851,-0.6283591,"('unambitious', 'ambitious')",0.3035833,0.47023016,-1.2246786,-0.980582,-0.5612935,-0.3795703,-0.1817232
6,-0.75501096,-0.14517689,"('distant', 'open')",-2.4303045,-1.8647248,0.43551517,0.58333224,-0.9166001,-0.4755231,-0.441077
0,-0.751588,-1.0634302,"('unsociable', 'sociable')",1.1450986,0.5607895,-0.3664789,-0.6551246,0.0090106,-0.3859218,0.3949324
23,-0.73824483,-0.9786811,"('insincere', 'sincere')",0.5614708,0.36655745,6.0186152,5.530218,1.9472804,1.6393649,0.3079155
36,-0.72844493,-0.41507694,"('hostile', 'amicable')",-1.9137543,-1.6906549,0.33201793,0.4359581,-0.7700605,-0.5565912,-0.2134693
59,0.6965398,0.82242435,"('foolish', 'wise')",-1.2599989,-1.0755463,0.5793341,0.8743394,0.0052917,0.2070725,-0.2017808
30,0.67802215,0.4164465,"('intolerant', 'tolerant')",1.0859518,0.892683,1.3752189,1.0020657,1.0463976,0.7703984,0.2759992
60,0.6739385,0.62481654,"('inefficient', 'efficient')",1.9163085,1.919649,-0.12073924,-0.19345854,0.8231693,0.783669,0.0395003
3,-0.6645515,-0.60767645,"('repellent', 'pleasant')",0.9286624,1.1067413,0.13890302,0.043277293,0.134338,0.1807807,-0.0464427
12,-0.658574,-0.5455329,"('unsupportive', 'supportive')",0.89083123,0.9415015,-1.8929201,-1.483265,-0.5535543,-0.3624322,-0.1911221
17,0.65064496,0.43305016,"('nasty', 'nice')",-0.34757203,-0.5952738,0.047569968,-0.18583395,0.116881,-0.1160192,0.2329002
63,-0.64974666,-0.63968164,"('unperceptive', 'insightful')",1.3143119,1.3176072,0.84458005,0.9961133,0.5030484,0.558013,-0.0549646
27,-0.6440522,-0.44279477,"('hardhearted', 'softhearted')",-0.67831504,-0.23926786,1.0805782,1.5441206,-0.0805963,0.2873526,-0.3679489
58,-0.55421245,-0.9855405,"('undiscriminating', 'discriminating')",1.0803839,0.64574915,0.20406538,-0.10681323,0.2434123,-0.1488682,0.3922805
18,-0.55004466,-0.6317151,"('disagreeable', 'welcoming')",-0.6217492,-0.48385555,-0.41615105,-0.26599443,-0.529315,-0.4605217,-0.0687933
41,-0.5354866,-0.51273245,"('unforgiving', 'forgiving')",0.8187553,0.678777,0.039092213,-0.024767984,0.1074537,0.0470922,0.0603615
65,-0.5112915,-0.7103172,"('insecure', 'secure')",1.1993117,1.1126806,-0.57580346,-0.65256083,0.0374056,-0.0833992,0.1208048
43,-0.50482124,-0.6638944,"('irresponsible', 'responsible')",0.9420747,0.76861507,0.59889334,0.26512828,0.3453823,0.123283,0.2220993
50,0.4905792,0.24258958,"('clumsy', 'skillful')",-0.28713846,-0.34739912,0.19296293,0.4670997,0.1321346,0.1207634,0.0113712
13,-0.47469333,-0.35032594,"('impolite', 'polite')",0.14156207,0.33001837,-0.46498734,-0.501575,-0.2660395,-0.1739608,-0.0920787
74,-0.46615118,-0.85249203,"('undedicated', 'dedicated')",1.1252961,0.8581301,0.08301906,-0.024690352,0.247388,-0.0063508,0.2537388
49,-0.45473254,-0.45542395,"('unable', 'able')",-0.62055826,-0.7712836,-0.030609,-0.10315749,-0.3686333,-0.4432884,0.0746551
47,0.44948834,0.108567715,"('stupid', 'smart')",0.99111414,0.80985993,5.7778974,5.4987283,2.4061667,2.1390519,0.2671148
80,0.43113118,0.05123451,"('dominated', 'dominating')",1.5860338,0.99482733,-1.4404248,-1.6911324,0.1922467,-0.2150235,0.4072702
71,0.41869348,0.59575063,"('diffident', 'self-confident')",0.073477834,0.15673095,0.6084558,0.7181301,0.3668757,0.4902039,-0.1233282
66,-0.410974,-0.77559376,"('inactive', 'active')",0.39026642,0.46517712,0.60626173,0.8955657,0.1951847,0.1950497,0.000135
2,0.39728376,-0.056734085,"('unlikable', 'likable')",1.6186744,1.4153454,0.73537356,0.76544714,0.9171105,0.7080195,0.209091
84,0.38116086,0.49621576,"('inferior', 'superior')",-0.04994891,0.33594978,0.57226735,0.8122622,0.3011598,0.5481426,-0.2469828
14,0.36033764,-0.12427743,"('antisocial', 'social')",2.4176152,2.0149093,-0.47574946,-1.1432211,0.7674011,0.2491369,0.5182642
16,-0.35443,-0.6339495,"('unpopular', 'popular')",-0.22704309,-0.46109018,0.69740534,0.5355152,0.0386441,-0.1865082,0.2251523
22,-0.35174155,-0.47903487,"('untrustworthy', 'trustworthy')",0.831673,0.8323509,-1.1815886,-1.1656079,-0.2338857,-0.270764,0.0368783
77,-0.32174197,-0.105967194,"('unmotivated', 'motivated')",0.3426645,0.6334461,-1.1304936,-1.1120596,-0.369857,-0.1948602,-0.1749968
83,0.31046408,0.368854,"('powerless', 'powerful')",0.031507045,-0.13785021,-1.2895557,-1.1192,-0.3158615,-0.2960654,-0.0197961
51,-0.30907547,-0.69562423,"('uneducated', 'educated')",0.9456958,0.8502431,0.34288967,0.34966475,0.3265033,0.1680945,0.1584088
7,-0.30727094,-0.6534032,"('insensitive', 'sensitive')",0.19251117,0.16666776,0.41752574,0.54683834,0.100922,0.0200343,0.0808877
11,0.30343747,-0.088178754,"('unhelpful', 'helpful')",0.5325655,0.012611806,2.1954026,1.8206156,1.0104685,0.5816829,0.4287856
32,-0.2945389,-0.55074227,"('unkind', 'kind')",0.9084518,0.84371674,0.8528606,0.89801943,0.4889245,0.396998,0.0919265
54,-0.29118633,-0.6355849,"('incapable', 'capable')",-0.06014615,-0.27368936,1.2404065,0.9949436,0.296358,0.0285565,0.2678015
35,0.28986546,0.3531476,"('corrupt', 'incorrupt')",-1.7911339,-1.6856474,0.042130996,0.050144564,-0.4863791,-0.4274517,-0.0589274
26,0.28280556,0.22840796,"('hardhearted', 'benevolent')",1.339108,1.1694659,1.9068018,1.8650331,1.1762385,1.0876357,0.0886028
85,0.27090782,0.20022689,"('insignificant', 'prestigious')",-0.6476433,-1.0207187,0.71397364,0.81978303,0.1124127,-0.0002363,0.112649
20,0.26565683,0.21597587,"('rough', 'thoughtful')",1.5530151,1.7091955,1.1004181,1.2663677,0.97303,1.0638463,-0.0908163
21,-0.2641804,-0.37489295,"('immoral', 'moral')",0.76998943,0.7557519,-0.7930178,-0.967269,-0.0957362,-0.19547,0.0997338
4,0.2584313,0.21358721,"('disliked', 'liked')",-0.3081372,-0.5458861,-6.252995,-6.125007,-2.1009003,-2.1524353,0.051535
79,-0.24088047,-0.4845235,"('wavering', 'unwavering')",-1.9450705,-2.2403612,0.11258614,-0.008472249,-0.6911216,-0.911119,0.2199974
15,0.23579176,-0.09258841,"('boring', 'funny')",-0.75810045,-1.0887249,0.9839003,0.5439639,0.1538639,-0.2124498,0.3663137
76,-0.20014802,-0.91153044,"('anxious', 'daring')",1.2185577,0.64261,0.31905848,-0.13594374,0.4458227,-0.1349547,0.5807774
52,0.18535763,0.5596451,"('irrational', 'rational')",-1.2868351,-1.3054824,0.1861963,0.30343786,-0.3050937,-0.1474665,-0.1576272
68,-0.17593306,-0.12555864,"('dependent', 'independent')",-0.12694308,0.15232413,-0.6664766,-0.4243825,-0.3231176,-0.132539,-0.1905786
5,-0.16516307,0.29272515,"('distant', 'outgoing')",-1.9933172,-1.5171272,0.003866963,0.14135024,-0.7182045,-0.3610172,-0.3571873
70,0.16024885,-0.52075213,"('lethargic', 'energetic')",1.0603654,0.5926077,0.57260376,0.22263965,0.5977394,0.0981651,0.4995743
62,0.12691267,-0.21802697,"('incompetent', 'brilliant')",1.4481846,0.8363989,0.41190687,0.15064621,0.6623347,0.2563394,0.4059953
29,-0.10863456,-0.20604512,"('unfair', 'fair')",-0.23954412,-0.31726193,-0.6748431,-0.58713305,-0.3410072,-0.3701467,0.0291395
38,-0.079269305,-0.01362274,"('untruthful', 'truthful')",-1.1539952,-1.0136509,0.106816106,0.12904337,-0.3754828,-0.2994101,-0.0760727
34,-0.07217865,-0.08807545,"('mean', 'honorable')",0.08677649,0.21314904,5.996475,5.9305983,2.003691,2.0185572,-0.0148662
33,0.036025815,0.4266712,"('wrong', 'right')",-0.9448001,-0.31778294,-0.51766783,-0.18091644,-0.4754807,-0.0240094,-0.4514713
61,0.026946817,0.052602824,"('illogical', 'logical')",-0.12740733,-0.31492117,0.17904183,-0.017824972,0.0261938,-0.0933811,0.1195749
