,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
45,-1.0145383,-1.1795299,"('incompetent', 'competent')",0.12570986,-0.19545838,0.5017157,0.44164732,-0.49603605,-0.32400733,-0.2207872,-0.3143371,0.0935499
0,-1.0079792,-0.9435328,"('unsociable', 'sociable')",0.29990026,0.13599327,0.74689716,0.7384445,-0.4522847,-0.3490076,-0.1033666,-0.1045257,0.0011591
7,-1.0044887,-1.0104421,"('insensitive', 'sensitive')",0.6185858,0.23949274,0.10172147,0.031076346,0.781254,0.71906877,0.1242681,-0.0052011,0.1294692
23,-0.9999994,-1.0603602,"('insincere', 'sincere')",0.8919748,0.5784613,-0.07674558,-0.123947345,5.5268116,5.5208645,1.3355104,1.2287545,0.1067559
36,-0.93058807,-0.76987267,"('hostile', 'amicable')",-1.0029303,-0.4503759,-1.2372856,-1.130127,-0.041212156,0.04496581,-0.803004,-0.5763525,-0.2266515
31,-0.9161541,-0.8091591,"('evil', 'good')",-1.6770602,-1.1929035,-1.2274032,-1.065323,-1.5895905,-1.3617145,-1.3525519,-1.107275,-0.2452769
35,0.8334081,0.91498584,"('corrupt', 'incorrupt')",-0.2611979,0.13500758,-0.6377031,-0.5685951,-0.42920828,-0.3793531,-0.1236753,0.0255113,-0.1491866
73,0.82937217,0.7740618,"('helpless', 'self-reliant')",1.3021741,1.1918834,-0.20887595,-0.29550385,-3.112618,-3.1381955,-0.2974869,-0.3669385,0.0694516
66,-0.8292394,-0.73365825,"('inactive', 'active')",-0.66746986,-0.6195901,-0.5208628,-0.5208682,0.68392867,0.5701308,-0.3334109,-0.3259964,-0.0074145
74,-0.70941544,-0.65969616,"('undedicated', 'dedicated')",0.5972571,0.55247706,-0.089302815,-0.013503657,0.22553775,0.53150994,0.0060191,0.1026968,-0.0966777
18,-0.69870967,-0.5986606,"('disagreeable', 'welcoming')",0.36394304,0.6030426,-0.10366612,-0.034475878,-0.40691665,-0.28352976,-0.2113374,-0.0784059,-0.1329315
24,-0.6803107,-0.5999365,"('dishonest', 'honest')",-0.20855632,-0.37806103,-0.41127977,-0.45119387,0.45933735,0.6662475,-0.2102024,-0.190736,-0.0194664
38,-0.6779102,-0.78713167,"('untruthful', 'truthful')",-0.18342063,-0.4536748,0.05635686,0.04291112,0.22826965,0.14057,-0.1441761,-0.2643313,0.1201552
43,-0.6722524,-0.6702414,"('irresponsible', 'responsible')",0.6318184,0.19621447,0.49137092,0.46197176,0.64215267,0.62657917,0.2732724,0.153631,0.1196414
2,0.67030877,0.8668228,"('unlikable', 'likable')",1.1180606,1.2624062,0.50356144,0.5655462,0.50431013,0.71144056,0.6990603,0.851554,-0.1524937
84,0.65477705,0.6096875,"('inferior', 'superior')",1.9354297,1.8030183,1.2063934,1.1475399,1.0328914,1.0184659,1.2073728,1.1446779,0.0626949
61,-0.64360404,-0.48671076,"('illogical', 'logical')",-0.6343722,-0.6222521,0.81079954,0.88438773,-0.097027406,0.012849012,-0.141051,-0.0529315,-0.0881195
27,-0.64267564,-0.65025294,"('hardhearted', 'softhearted')",-1.1590335,-1.0713718,-1.0126591,-1.1010827,1.2900887,1.2566564,-0.3810699,-0.3915128,0.0104429
88,-0.6394691,-0.51541764,"('low', 'eminent')",-1.4508548,-1.14505,0.045218565,-0.007312985,0.39721978,0.59082335,-0.4119714,-0.2692393,-0.1427321
70,-0.6383411,-0.76693255,"('lethargic', 'energetic')",-0.16657197,-0.62478036,0.060037468,-0.067434244,0.72516125,0.6934129,-0.0049286,-0.1914335,0.1865049
77,-0.6069615,-0.6816487,"('unmotivated', 'motivated')",0.061967462,-0.19155939,1.164816,0.95324564,-1.0944954,-1.0640084,-0.1186683,-0.2459927,0.1273244
52,-0.56020254,-0.42360815,"('irrational', 'rational')",-0.54946864,-0.18357229,-0.42818362,-0.44243386,-0.25479868,-0.12847939,-0.4481633,-0.2945234,-0.1536399
46,-0.52559537,-0.635048,"('uncompetitive', 'competitive')",0.3101884,-0.20805126,-0.016355954,-0.06768313,-0.29156122,-0.23572484,-0.130831,-0.2866268,0.1557958
26,-0.49523753,-0.33335635,"('hardhearted', 'benevolent')",1.3097589,1.8172492,1.1131574,1.1604742,1.6067195,1.8273267,0.8835996,1.1179234,-0.2343238
81,0.49328667,0.52678084,"('submissive', 'aggressive')",-0.3619302,-0.5913021,1.016049,0.89484906,-0.4187694,-0.35523427,0.182159,0.1187734,0.0633856
51,-0.4768868,-0.5027974,"('uneducated', 'educated')",-0.3585616,-0.36427188,0.5749765,0.58821577,0.61476845,0.72702056,0.0885741,0.1120418,-0.0234677
85,-0.47614536,-0.20516588,"('insignificant', 'prestigious')",-0.24857447,0.37013483,0.3309837,0.4204438,0.52473253,0.6857884,0.0327491,0.3178003,-0.2850512
37,-0.47522566,-0.5747969,"('fake', 'genuine')",0.7703804,0.2866579,-0.24368814,-0.42111742,0.19894183,0.245974,0.0626021,-0.1158206,0.1784227
4,-0.46084988,-0.5885089,"('disliked', 'liked')",-0.9743539,-0.5964481,-0.37647533,-0.2783787,-5.7934594,-5.7159853,-1.9012847,-1.7948303,-0.1064544
39,0.46067187,0.7044116,"('exploitative', 'cooperative')",2.2461824,2.2214417,1.2535214,1.390475,0.26444396,0.37213612,1.0562049,1.172116,-0.1159111
80,0.4446923,0.22479954,"('dominated', 'dominating')",0.25059456,-0.24261504,0.49371994,0.35559058,-1.3283689,-1.278035,-0.0348405,-0.235065,0.2002245
55,-0.4354697,-0.53740406,"('incompetent', 'clever')",0.3147482,0.05536245,1.7945374,1.7480129,-0.054765753,0.20053917,0.4047626,0.3666276,0.038135
25,-0.42387432,-0.12910348,"('egoistic', 'altruistic')",0.4575187,0.837253,0.44081372,0.61629075,1.225298,1.3884742,0.424939,0.6782286,-0.2532896
50,-0.35884595,-0.29428768,"('clumsy', 'skillful')",0.88092726,0.8007209,0.017679624,0.08901326,0.25363392,0.27384982,0.1983487,0.2173241,-0.0189754
32,-0.35472614,-0.21052669,"('unkind', 'kind')",-0.015512672,0.14432363,0.6498299,0.7137756,1.0598506,1.2267046,0.3348604,0.4685693,-0.1337089
75,0.3338176,0.28857446,"('meek', 'impulsive')",-0.5031167,-0.47370696,-0.7632171,-0.82167554,-0.54111236,-0.60979,-0.3684071,-0.4041495,0.0357424
16,-0.32866842,-0.23336895,"('unpopular', 'popular')",-0.67116964,-0.42530268,0.1860134,0.21359347,0.36552373,0.48442444,-0.1120752,0.0098366,-0.1219118
13,0.32719195,0.33787227,"('impolite', 'polite')",0.8718199,0.55458444,0.67317355,0.6485565,0.084438875,-0.02064043,0.4891561,0.3800932,0.1090629
60,0.32249147,0.28448322,"('inefficient', 'efficient')",0.64158505,0.25702867,1.1706486,1.114564,0.3845506,0.40346533,0.6298189,0.5148853,0.1149336
11,-0.3168338,-0.41005483,"('unhelpful', 'helpful')",-0.2500953,-0.5151226,0.44938755,0.36053443,2.2945507,2.1953561,0.5442523,0.4076783,0.136574
20,-0.30876982,-0.16458772,"('rough', 'thoughtful')",0.6861438,0.84667534,2.1374154,2.2166839,1.1970847,1.381113,0.9279685,1.0699711,-0.1420026
56,0.30360073,0.19284901,"('impractical', 'practical')",0.9573266,0.5840469,0.84120554,0.8331735,-0.022970434,-0.020982217,0.5197906,0.3972718,0.1225188
40,-0.27463853,-0.29326236,"('stingy', 'generous')",-0.09517834,-0.007166378,0.021245236,0.058450922,-1.4424216,-1.3296704,-0.4477483,-0.3929121,-0.0548362
33,0.26071382,0.29333332,"('wrong', 'right')",1.0147274,1.138672,0.0812133,0.08505233,-0.8506072,-0.91742915,0.1265118,0.1499071,-0.0233953
64,0.23842502,0.2529375,"('shy', 'confident')",0.7044414,0.6134663,0.24753436,0.16522738,-6.019505,-5.888708,-1.2072761,-1.2142692,0.0069931
49,-0.23783909,-0.25022313,"('unable', 'able')",-0.56378025,-0.46312606,-0.28212646,-0.22571792,-0.24274793,-0.18256491,-0.3316234,-0.280408,-0.0512154
47,0.22280696,0.38143423,"('stupid', 'smart')",-0.12350847,-0.0078176595,0.5248847,0.5392115,4.8470902,4.8795066,1.3678184,1.4480836,-0.0802652
30,0.21408445,0.22521792,"('intolerant', 'tolerant')",0.4305306,0.3165984,0.5800392,0.5593514,1.1824245,1.2968093,0.6017697,0.5994942,0.0022755
14,0.20636335,0.30961898,"('antisocial', 'social')",0.4782214,0.4390209,1.1223958,1.2703102,-0.60800207,-0.26479954,0.2997446,0.4385376,-0.138793
29,-0.19901739,-0.26496,"('unfair', 'fair')",0.26361498,0.049689822,-0.1502745,-0.14768119,-0.5747124,-0.5700106,-0.1650973,-0.2332405,0.0681432
48,-0.19153085,-0.18169309,"('unintelligent', 'intelligent')",-0.23703021,-0.26031584,2.0191665,1.8877921,0.6569421,0.6804523,0.5618869,0.5315589,0.030328
65,-0.17466496,-0.0012191571,"('insecure', 'secure')",0.6673825,0.4325386,0.28056484,0.3503484,-0.187844,-0.13106146,0.1463596,0.1626516,-0.016292
62,0.16804656,0.004712023,"('incompetent', 'brilliant')",0.67196316,0.4205218,1.2854011,1.2433536,0.025226451,0.14177562,0.5376593,0.4525908,0.0850685
15,0.15121661,0.25086677,"('boring', 'funny')",-0.36388755,-0.037619807,0.2745701,0.38102204,0.1905987,0.3251322,0.0631245,0.2298503,-0.1667258
68,-0.14886755,-0.10143843,"('dependent', 'independent')",-0.45368552,-0.6001964,-0.087824,-0.111148566,-0.57716346,-0.6175974,-0.3168851,-0.3575952,0.0407101
21,-0.12346327,-0.01531991,"('immoral', 'moral')",-0.52269965,-0.7178944,0.97009903,1.0016745,-0.8715445,-0.63282883,-0.1369021,-0.0910921,-0.04581
72,-0.11794991,-0.06792689,"('unambitious', 'ambitious')",0.17076507,0.27179325,-0.008136235,0.010003151,-1.3238976,-1.1085688,-0.3198047,-0.2236748,-0.0961299
58,-0.092969716,-0.1457428,"('undiscriminating', 'discriminating')",-0.54522586,-0.6597915,0.18542016,0.26241487,0.16712317,0.23980238,-0.0714131,-0.0758293,0.0044162
59,0.072173275,0.18453696,"('foolish', 'wise')",0.6917574,0.8444857,-0.16019785,-0.037207127,0.03363165,0.056698453,0.1593411,0.2621285,-0.1027874
22,-0.065004654,-0.07447885,"('untrustworthy', 'trustworthy')",-0.349825,-0.5161531,0.60294944,0.6027389,-0.94859916,-0.7138706,-0.1901198,-0.1754409,-0.0146789
87,0.06033349,0.087672986,"('unsuccessful', 'successful')",0.07633382,-0.02255669,0.22573863,0.15342546,0.47460243,0.57409716,0.2092521,0.1981597,0.0110924
17,0.04000041,0.1497406,"('nasty', 'nice')",-0.13382858,0.027970033,-0.5667648,-0.33391005,-0.7467968,-0.5752255,-0.3518474,-0.1828562,-0.1689912
42,-0.028120216,-0.08941917,"('unreliable', 'reliable')",-0.16853586,-0.27028465,-0.18338212,-0.15409394,-2.9694147,-2.7822232,-0.8373632,-0.8240052,-0.013358
71,-0.015827782,0.12673317,"('diffident', 'self-confident')",1.2240337,1.4766722,1.5166852,1.6202497,0.50177413,0.4638062,0.8066663,0.9218653,-0.115199
41,0.013587734,0.17187119,"('unforgiving', 'forgiving')",0.36762068,0.58120656,0.5793715,0.5669194,0.0076111183,0.21077327,0.2420478,0.3826926,-0.1406448
76,-0.012044184,-0.10205621,"('anxious', 'daring')",-0.7931586,-1.1037087,0.031408697,-0.053112037,0.3012762,0.34766802,-0.1181295,-0.2278022,0.1096727
34,-0.010959422,0.06824255,"('mean', 'honorable')",-0.7587981,-0.78932345,0.41697112,0.43996212,6.0977507,5.979055,1.436241,1.424484,0.011757
83,0.009772565,0.03783978,"('powerless', 'powerful')",-0.16988616,-0.043994233,-0.27028996,-0.19999,-1.31936,-1.2119744,-0.4374409,-0.3545297,-0.0829112
