,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
59,0.2878844,0.33065936,"('foolish', 'wise')",1.9533201,1.8963286,-0.15591128,-0.006381478,0.43707353,0.48062995,0.6305917,0.6753091,-0.0447174
26,-0.27635157,-0.3131653,"('hardhearted', 'benevolent')",1.8055719,1.7330132,1.7528579,1.9128704,1.6504388,1.660561,1.2331293,1.2483199,-0.0151906
41,-0.26056793,-0.2566566,"('unforgiving', 'forgiving')",0.6332173,0.65133035,0.046695687,0.100635484,0.4104882,0.33664322,0.2074583,0.2079881,-0.0005298
20,-0.24435714,-0.18597662,"('rough', 'thoughtful')",-0.5281781,-0.51339424,-0.36079624,-0.3727797,0.8402785,0.7922547,-0.0732632,-0.069974,-0.0032892
62,0.23135935,0.3328934,"('incompetent', 'brilliant')",-0.33762679,-0.24093346,0.07285655,0.15271805,-0.12041663,-0.015161164,-0.0384569,0.0573792,-0.0958361
61,-0.22643179,-0.36780405,"('illogical', 'logical')",-0.23720843,-0.37157515,-0.20045504,-0.5257607,0.225822,0.13189813,-0.1095683,-0.2833104,0.1737421
33,0.2237975,-0.042764634,"('wrong', 'right')",0.9880146,0.7256311,0.65550673,0.42250776,-0.4686119,-0.6999747,0.3496767,0.1013499,0.2483268
47,0.21877147,0.22204714,"('stupid', 'smart')",1.190215,1.1111252,-0.10009563,0.08402975,5.1649714,5.1050496,1.6184655,1.6305629,-0.0120974
24,0.17964926,0.13872936,"('dishonest', 'honest')",0.4841337,0.44828972,-0.80827147,-0.89659077,0.7514793,0.82802546,0.1517477,0.1296134,0.0221343
19,-0.16707355,-0.019053902,"('inhospitable', 'hospitable')",0.5630443,0.5687059,-0.36442715,-0.34569103,0.3954788,0.3900929,0.1067556,0.1485135,-0.0417579
63,0.15961939,0.15162274,"('unperceptive', 'insightful')",0.36058226,0.43623713,1.1851004,1.0757818,1.4119295,1.4196857,0.7793079,0.7708318,0.0084761
77,-0.15763135,-0.27256706,"('unmotivated', 'motivated')",-0.43683782,-0.50643224,0.4200915,0.20175669,-1.4412198,-1.5201355,-0.4038994,-0.5243446,0.1204452
21,-0.13895623,-0.1931202,"('immoral', 'moral')",0.5448319,0.51726407,-0.17064601,-0.24530141,-0.74523985,-0.7190558,-0.1275026,-0.1600533,0.0325507
65,-0.12987955,-0.2708711,"('insecure', 'secure')",-1.1975988,-1.4858314,0.14532262,-0.06897724,-0.32764316,-0.34186038,-0.3774498,-0.541885,0.1644352
13,0.12486261,0.032155126,"('impolite', 'polite')",-0.037823223,-0.14695936,-0.14914668,-0.27065158,-0.006487608,-0.10459176,-0.0171487,-0.1225119,0.1053632
3,0.094013855,-0.074143924,"('repellent', 'pleasant')",-1.0058544,-1.0508155,0.24022536,0.0033530453,0.37913907,0.24641922,-0.073119,-0.2187968,0.1456778
71,0.087557405,-0.016713697,"('diffident', 'self-confident')",2.6907842,2.5302293,1.208081,1.224975,0.95743996,0.94841456,1.2359656,1.1717262,0.0642394
66,-0.061768286,-0.3009889,"('inactive', 'active')",-0.17200671,-0.4214246,1.029693,0.772851,1.2793915,1.067577,0.5188274,0.2795036,0.2393238
64,-0.053062573,-0.38233018,"('shy', 'confident')",-0.3307817,-0.5992792,0.76526994,0.3880849,-6.5272765,-6.6232023,-1.5364627,-1.8041817,0.267719
44,0.04923833,0.014202809,"('prejudiced', 'unprejudiced')",-0.6647422,-0.72843856,-0.41173998,-0.28695348,-1.6172854,-1.5583621,-0.6611323,-0.6398878,-0.0212445
11,0.03822214,0.13892558,"('unhelpful', 'helpful')",-0.24514598,-0.3058698,-0.8875939,-0.7067559,1.9777926,2.1061182,0.2208187,0.3081045,-0.0872858
23,0.033579845,0.06691066,"('insincere', 'sincere')",-0.0999203,-0.034523927,-0.49606842,-0.393622,5.781814,5.8831797,1.3048513,1.3804861,-0.0756348
79,-0.03171843,-0.0024711266,"('wavering', 'unwavering')",0.5645677,0.71436405,-0.63282967,-0.5697738,0.05065643,0.100118384,-0.012331,0.0605594,-0.0728904
81,-0.031180117,-0.06649547,"('submissive', 'aggressive')",-0.27553308,-0.59135514,0.3131448,0.099202015,-0.8926156,-0.9371233,-0.221546,-0.373943,0.152397
14,-0.026867788,-0.04482185,"('antisocial', 'social')",-0.03955756,-0.20789932,1.00374,1.110126,-0.8004164,-0.7340794,0.0342246,0.0308314,0.0033932
