,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.1277769,-2.0515459,"('unfriendly', 'friendly')",1.1839756,1.2110091,-0.06495321,-0.08421232,1.8681831,1.9311395,0.2148572,0.2515976,-0.0367404
53,-1.8190466,-1.9002335,"('uncreative', 'creative')",-1.005025,-1.0894767,-0.22031412,-0.41073892,1.0731397,0.9575519,-0.4928115,-0.6107243,0.1179128
8,-1.5509423,-1.5120351,"('unaffectionate', 'affectionate')",0.29702407,0.40036967,-0.44381925,-0.35343623,0.8411618,0.84446526,-0.2141439,-0.1551591,-0.0589848
57,-1.5306109,-1.7301856,"('unimaginative', 'imaginative')",-0.44088167,-0.68212116,-0.61077493,-0.926956,-2.2649953,-2.4464936,-1.2118157,-1.446439,0.2346233
0,-1.2780513,-1.3983171,"('unsociable', 'sociable')",-0.25369552,-0.37167898,-0.8879183,-1.035284,-0.60189384,-0.6534656,-0.7553898,-0.8646865,0.1092967
73,1.1983938,1.0232329,"('helpless', 'self-reliant')",0.96376276,0.7241129,0.5214644,0.3466308,-2.9922533,-2.9571757,-0.0771581,-0.2157997,0.1386416
5,-1.125891,-1.0502363,"('distant', 'outgoing')",0.63842005,0.78684145,-0.5791012,-0.5057241,-0.3508739,-0.26552337,-0.3543615,-0.2586606,-0.0957009
36,-1.0540788,-1.1084386,"('hostile', 'amicable')",0.06641638,0.12940148,-0.5618645,-0.63389844,0.18267004,0.13008776,-0.3417142,-0.370712,0.0289978
58,-0.9915661,-1.2702353,"('undiscriminating', 'discriminating')",-0.7801487,-1.0663854,0.6682053,0.35636923,0.3734561,0.27669793,-0.1825133,-0.4258884,0.2433751
80,0.9861665,0.8466375,"('dominated', 'dominating')",-0.6959208,-0.86380786,0.72996336,0.6093298,-0.9715284,-1.0293431,0.0121702,-0.1092959,0.1214661
28,-0.98317164,-1.1496729,"('disloyal', 'loyal')",-0.15596774,-0.20495154,-0.20412654,-0.32932928,1.315465,1.2235497,-0.0069503,-0.115101,0.1081507
6,-0.9600126,-0.8606566,"('distant', 'open')",0.71991473,0.8851685,-0.67736036,-0.6738619,0.33059525,0.3810317,-0.1467157,-0.0670796,-0.0796361
2,0.9408706,0.9884986,"('unlikable', 'likable')",1.4612037,1.2989662,1.6892483,1.8011756,0.90548736,0.8477792,1.2492026,1.2341049,0.0150977
50,0.9001597,0.861431,"('clumsy', 'skillful')",0.86497337,0.70538455,0.3698754,0.44415066,0.6281669,0.52308476,0.6907939,0.6335127,0.0572812
16,-0.8899353,-0.90163696,"('unpopular', 'popular')",-0.12139026,-0.105318144,-0.8718455,-0.81951815,0.32319176,0.25745332,-0.3899948,-0.392255,0.0022602
31,-0.88137484,-0.8560091,"('evil', 'good')",0.004372675,0.2672744,-0.826758,-0.751738,-0.9127659,-0.82464623,-0.6541315,-0.5412797,-0.1128518
86,-0.87955296,-0.9890589,"('uninfluential', 'influential')",-0.07882592,-0.033471383,-0.33800915,-0.48748565,-0.03364752,-0.0804451,-0.3325089,-0.3976153,0.0651064
25,-0.8727128,-0.7354076,"('egoistic', 'altruistic')",0.37844425,0.48554456,1.1577731,1.3175015,1.6890851,1.6969044,0.5881474,0.6911358,-0.1029884
9,-0.8233807,-0.8859445,"('unaffectionate', 'caring')",1.1371063,1.1529328,0.10845386,0.08799831,1.4407239,1.4697853,0.4657258,0.456193,0.0095328
10,-0.7571225,-1.0117129,"('unsympathetic', 'sympathetic')",-0.82529,-0.98173213,-0.90163755,-1.2076415,0.030083477,-0.14769246,-0.6134917,-0.8371947,0.223703
4,-0.75707495,-0.7454927,"('disliked', 'liked')",0.90485203,0.9205356,0.5130761,0.5327352,-5.63091,-5.5705423,-1.2425141,-1.2156911,-0.026823
29,-0.73123413,-0.7789679,"('unfair', 'fair')",0.007217534,0.07334087,-0.4672017,-0.5432547,-0.41382927,-0.49700588,-0.4012619,-0.4364719,0.03521
18,-0.7215958,-0.7355988,"('disagreeable', 'welcoming')",-0.2075676,-0.16609527,0.26226738,0.38520157,-0.086922355,-0.048447087,-0.1884546,-0.1412349,-0.0472197
42,0.7207952,0.5559467,"('unreliable', 'reliable')",1.2466648,0.8869954,1.2676715,1.1272373,-2.2479885,-2.2917018,0.2467857,0.0696194,0.1771663
39,0.71966785,0.55053926,"('exploitative', 'cooperative')",0.02217731,0.008393418,-0.18300946,-0.1847917,-0.025382888,0.062891394,0.1333632,0.1092581,0.0241051
12,0.71200454,0.5382563,"('unsupportive', 'supportive')",2.3372862,2.4911118,0.33489513,0.2729612,-1.0934477,-1.0741305,0.5726845,0.5570496,0.0156349
52,-0.6811881,-0.8162351,"('irrational', 'rational')",0.32914203,0.13191152,-0.5423975,-0.71141195,-0.08201502,-0.23857066,-0.2441147,-0.4085765,0.1644618
17,-0.67105395,-0.71608204,"('nasty', 'nice')",-0.3866076,-0.3074516,-0.9020508,-0.92117083,-0.5657174,-0.52975416,-0.6313574,-0.6186147,-0.0127427
82,-0.6598551,-0.3856937,"('poor', 'rich')",-0.19641764,-0.17306665,0.40715516,0.5558613,5.9556704,5.996488,1.3766382,1.4983972,-0.121759
34,0.6335868,0.69015956,"('mean', 'honorable')",0.63761663,0.80192554,-0.107395686,-0.012705974,6.171149,6.219782,1.8337392,1.9247903,-0.0910511
37,0.6215512,0.50755274,"('fake', 'genuine')",0.2543404,0.17834738,0.12613085,0.12672192,0.9847229,0.9369717,0.4966863,0.4373984,0.0592879
56,0.6192693,0.7960238,"('impractical', 'practical')",0.48892432,0.66700697,-0.2947975,-0.17148907,-0.46229583,-0.29646364,0.0877751,0.2487695,-0.1609944
68,-0.5705412,-0.6704937,"('dependent', 'independent')",-1.2748748,-1.2111557,-0.70787865,-0.9424633,-0.2973288,-0.4648889,-0.7126558,-0.8222504,0.1095946
76,0.541573,0.50796306,"('anxious', 'daring')",-1.069896,-1.1478978,0.28097886,0.24941759,0.016099216,0.19239286,-0.0578112,-0.0495311,-0.0082801
32,0.49794352,0.42649505,"('unkind', 'kind')",1.5686461,1.5346067,0.4635684,0.5913104,1.4891869,1.536395,1.0048362,1.0222018,-0.0173656
78,-0.49403864,-0.57623047,"('nonresilient', 'resilient')",0.8939068,1.1000457,0.29608306,0.36942407,0.31248978,0.2915958,0.2521102,0.2962088,-0.0440986
83,-0.4929875,-0.64725655,"('powerless', 'powerful')",0.16693449,0.1290888,0.12609008,0.18316704,-0.9241286,-0.9209526,-0.2810229,-0.3139883,0.0329654
69,0.4701327,0.42733094,"('lazy', 'industrious')",0.7012931,0.8194984,0.5704513,0.6132136,-0.63112456,-0.70427537,0.2776881,0.2889419,-0.0112538
60,0.46941093,0.43574086,"('inefficient', 'efficient')",-0.5244153,-0.4437286,-0.09249525,-0.12173809,-0.3516898,-0.27695253,-0.1247974,-0.1016696,-0.0231278
70,0.45282897,0.35675427,"('lethargic', 'energetic')",-0.017432425,-0.26114172,0.8060804,0.56281567,1.07486,1.0193169,0.5790843,0.4194363,0.159648
49,-0.45210555,-0.27154252,"('unable', 'able')",-0.63688207,-0.21600011,-0.79650533,-0.57151246,-0.07239429,0.060873315,-0.4894718,-0.2495454,-0.2399264
46,-0.44529384,-0.5880892,"('uncompetitive', 'competitive')",-0.4442444,-0.5145964,0.21652393,-0.007416522,-0.4331777,-0.5101028,-0.276548,-0.4050512,0.1285032
30,0.43126637,0.31885254,"('intolerant', 'tolerant')",0.09302341,-0.04225682,0.8510406,0.90128624,1.0289339,1.0854709,0.6010661,0.5658382,0.0352279
48,-0.42917347,-0.46767473,"('unintelligent', 'intelligent')",0.08972256,0.19628617,-0.60877913,-0.79450494,0.5124538,0.3971207,-0.1089441,-0.1671932,0.0582491
35,-0.42308688,-0.35802692,"('corrupt', 'incorrupt')",-0.6898895,-0.64820564,-0.7594307,-0.7593292,-0.17709728,-0.21534514,-0.5123761,-0.4952267,-0.0171494
15,-0.4151639,-0.22553913,"('boring', 'funny')",0.36492229,0.47346908,-0.8237549,-0.65081966,0.4496039,0.52324927,-0.1060982,0.0300899,-0.1361881
27,-0.39843485,-0.3295256,"('hardhearted', 'softhearted')",0.6405219,0.84799176,0.27753043,0.38993222,1.8228023,1.7890413,0.5856049,0.6743599,-0.088755
84,-0.3863307,-0.46846974,"('inferior', 'superior')",0.7772319,0.5795485,0.0908345,-0.044143472,0.7017187,0.6045212,0.2958636,0.1678641,0.1279995
75,-0.3813452,-0.3717998,"('meek', 'impulsive')",0.5260593,0.40469408,0.18212155,0.03165725,-0.3663494,-0.47845587,-0.0098784,-0.1034761,0.0935977
40,-0.3792176,-0.63422906,"('stingy', 'generous')",0.6729599,0.54313034,0.60300064,0.3018287,-0.72969586,-0.98335934,0.0417618,-0.1931573,0.2349191
67,0.3747288,0.33962336,"('doubtful', 'determined')",-0.2655996,-0.38853282,0.46495315,0.46689686,-0.7689053,-0.7978059,-0.0487057,-0.0949546,0.0462489
45,-0.36301893,-0.3243162,"('incompetent', 'competent')",0.18176463,0.29063085,-0.11719462,-0.25416374,-0.3654641,-0.45777556,-0.1659783,-0.1864062,0.0204279
38,-0.3578754,-0.30866843,"('untruthful', 'truthful')",0.56061375,0.66736305,-0.5550834,-0.558588,0.31578332,0.33640355,-0.0091404,0.0341275,-0.0432679
22,-0.35692585,-0.32266232,"('untrustworthy', 'trustworthy')",0.030242573,-0.076725535,0.03377001,-0.037820406,-0.9032865,-0.94212204,-0.2990499,-0.3448326,0.0457827
51,0.35413814,0.1323195,"('uneducated', 'educated')",0.38037732,0.04580282,0.82996243,0.56760395,0.94601387,0.84071434,0.627623,0.3966101,0.2310129
43,0.34160903,0.29544014,"('irresponsible', 'responsible')",0.72354424,0.7977055,-0.9788251,-0.97448784,0.43543607,0.46164903,0.1304411,0.1450767,-0.0146356
54,-0.33775115,-0.3172524,"('incapable', 'capable')",0.39481953,0.289766,0.40696338,0.36314607,1.204007,1.1919004,0.4170097,0.38189,0.0351197
72,-0.3256866,-0.41599518,"('unambitious', 'ambitious')",0.34544754,0.15829608,-0.41131887,-0.42976284,-1.142529,-1.1166672,-0.3835217,-0.4510323,0.0675106
55,-0.3207572,-0.3905877,"('incompetent', 'clever')",-1.208967,-1.2128115,-0.34983572,-0.48655623,-0.0392328,-0.087000124,-0.4796982,-0.5442389,0.0645407
7,0.32014668,0.081345305,"('insensitive', 'sensitive')",-0.12985736,-0.23668206,0.4085669,0.23352085,1.2746545,1.1036367,0.4683777,0.2954552,0.1729225
87,0.30103338,0.19262502,"('unsuccessful', 'successful')",-0.058736272,-0.31775063,0.5117765,0.439136,0.6917333,0.6191858,0.3614517,0.233299,0.1281527
74,0.30099142,0.36703312,"('undedicated', 'dedicated')",0.85528046,0.95460975,0.011167321,0.042832986,0.40097636,0.4718748,0.3921039,0.4590877,-0.0669838
85,-0.2986366,-0.3865125,"('insignificant', 'prestigious')",1.8226714,1.7798885,0.6384725,0.63441825,0.79616535,0.76490057,0.7396681,0.6981738,0.0414943
88,-0.2960487,-0.1897858,"('low', 'eminent')",-0.34215727,-0.3892574,-0.15408424,-0.021357104,0.25598657,0.39425758,-0.1340759,-0.0515357,-0.0825402
