,globe_male,globe_female,tuple,life_male,life_female,inc_male,inc_female,average_male,average_female,male-female
8,-1.3772672,-0.24012056,"('unaffectionate', 'affectionate')",0.16790837,0.18786389,0.96065515,0.84186935,-0.0829013,0.2632042,-0.3461055
26,1.3357573,1.3019564,"('hardhearted', 'benevolent')",1.9545052,1.5230328,1.9564795,1.7114755,1.7489141,1.5121549,0.2367592
44,-1.3151888,-0.9789114,"('prejudiced', 'unprejudiced')",-0.79619735,-0.8820174,-1.1394523,-1.2493956,-1.0836128,-1.0367748,-0.046838
34,1.1667888,0.5503534,"('mean', 'honorable')",0.77599823,0.635088,5.658916,5.85974,2.5339011,2.3483938,0.1855073
87,1.1380649,0.8018956,"('unsuccessful', 'successful')",0.34426856,0.28949365,0.54045326,0.5075183,0.6742622,0.5329692,0.141293
42,1.082091,1.1867706,"('unreliable', 'reliable')",0.93789625,0.7504137,-2.212991,-2.346637,-0.0643346,-0.1364842,0.0721496
32,1.0735322,0.7959073,"('unkind', 'kind')",1.0949521,1.0676546,0.81486326,0.93122333,0.9944491,0.9315951,0.062854
71,1.0056255,1.4025992,"('diffident', 'self-confident')",1.7529963,1.7334383,0.7287901,0.7003436,1.1624706,1.2787937,-0.1163231
84,0.91500634,1.1043929,"('inferior', 'superior')",-0.23841925,-0.18975665,0.76274544,0.9245528,0.4797775,0.613063,-0.1332855
47,0.88185114,0.057952583,"('stupid', 'smart')",0.79321986,0.7806006,5.313599,5.4737406,2.3295568,2.104098,0.2254588
83,0.830344,0.73369896,"('powerless', 'powerful')",0.49386254,0.49154952,-0.999608,-0.8147646,0.1081995,0.1368279,-0.0286284
1,-0.8254484,-0.47340506,"('unfriendly', 'friendly')",0.960504,0.7036618,2.207016,2.0007563,0.7806905,0.743671,0.0370195
54,-0.79351145,-0.50703454,"('incapable', 'capable')",-0.045938425,-0.10164529,1.045623,1.0461166,0.0687244,0.1458123,-0.0770879
66,-0.77587104,-0.36567515,"('inactive', 'active')",-0.11652354,-0.2638983,1.2380046,1.169821,0.1152033,0.1800825,-0.0648792
28,0.74135876,0.3951472,"('disloyal', 'loyal')",0.7179317,0.44070086,0.9359927,0.90084726,0.7984277,0.5788984,0.2195293
82,0.678636,-0.28594846,"('poor', 'rich')",0.42401144,0.28465286,5.835547,5.832762,2.3127314,1.9438221,0.3689093
41,0.5853836,0.41744828,"('unforgiving', 'forgiving')",-0.037714634,-0.0065506585,-0.2292897,-0.09354392,0.1061264,0.1057846,0.0003418
61,0.4724873,0.12996885,"('illogical', 'logical')",-0.37022614,-0.4925092,0.025255412,0.094196126,0.0425055,-0.0894481,0.1319536
20,0.46798354,-0.13954055,"('rough', 'thoughtful')",-0.36899838,-0.5321927,0.9518454,0.9777535,0.3502769,0.1020068,0.2482701
88,0.4655289,0.20240176,"('low', 'eminent')",-0.42673376,-0.72790235,0.31537402,0.31042856,0.1180564,-0.0716907,0.1897471
29,-0.3534086,0.14982343,"('unfair', 'fair')",0.019110031,-0.08116296,-0.43102053,-0.44757187,-0.2551064,-0.1263038,-0.1288026
67,-0.350322,0.022937387,"('doubtful', 'determined')",0.44199568,0.7437757,-0.5598298,-0.3579497,-0.156052,0.1362545,-0.2923065
49,0.3331694,0.094771214,"('unable', 'able')",-0.53684336,-0.65115243,-0.4324052,-0.32538503,-0.2120264,-0.2939221,0.0818957
64,0.31399995,0.28693044,"('shy', 'confident')",-0.5985292,-0.49824467,-6.634015,-6.6787715,-2.3061814,-2.2966952,-0.0094862
73,-0.3120075,0.41705376,"('helpless', 'self-reliant')",1.2114079,1.1636239,-2.7536728,-2.765602,-0.6180908,-0.3949748,-0.223116
78,-0.30861244,-0.5899674,"('nonresilient', 'resilient')",0.3173747,0.3890856,0.28445238,0.4079523,0.0977382,0.0690235,0.0287147
15,0.28870738,0.51807064,"('boring', 'funny')",-0.016878463,-0.17953339,0.48691186,0.3445125,0.2529136,0.2276832,0.0252304
17,-0.28383017,-0.30379027,"('nasty', 'nice')",0.25439644,0.4414202,-0.29730523,-0.32883745,-0.108913,-0.0637358,-0.0451772
18,0.255655,0.5624912,"('disagreeable', 'welcoming')",-0.66545516,-0.7565579,-0.54490006,-0.29069325,-0.3182334,-0.1615867,-0.1566467
53,0.22871763,0.053209417,"('uncreative', 'creative')",-1.0335188,-1.1387644,0.86001015,0.86096144,0.018403,-0.0748645,0.0932675
58,0.22159645,0.12999977,"('undiscriminating', 'discriminating')",-0.7356465,-1.0968223,0.08781778,0.03507677,-0.1420774,-0.3105819,0.1685045
40,0.19924136,0.3810398,"('stingy', 'generous')",-0.66848296,-0.5170438,-1.5764056,-1.437712,-0.6818824,-0.524572,-0.1573104
37,0.15559407,0.02453709,"('fake', 'genuine')",1.1330023,0.99907434,0.5788736,0.6675165,0.62249,0.5637093,0.0587807
38,-0.14983745,-0.008889588,"('untruthful', 'truthful')",0.24573821,0.21612096,0.04344669,0.30652988,0.0464491,0.1712538,-0.1248047
2,-0.14220981,-0.21743163,"('unlikable', 'likable')",0.6681955,0.6856086,0.53173745,0.7146704,0.3525743,0.3942825,-0.0417082
77,0.09809373,-0.5383339,"('unmotivated', 'motivated')",-0.5265447,-0.47593164,-1.2072686,-1.2089348,-0.5452398,-0.7410668,0.195827
9,0.09679929,0.7825981,"('unaffectionate', 'caring')",1.0654753,1.0440551,1.3319776,1.2343097,0.8314174,1.020321,-0.1889036
27,-0.03488098,0.09733187,"('hardhearted', 'softhearted')",-0.16192734,-0.2523058,1.6951815,1.6906893,0.4994577,0.5119051,-0.0124474
68,0.03014522,-0.11305924,"('dependent', 'independent')",-1.1723537,-1.1723585,-0.9313601,-0.56420404,-0.6911896,-0.6165406,-0.074649
