,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,male-female
5,0.8707856,0.71772015,"('distant', 'outgoing')",0.31084234,0.30290806,0.590814,0.5103141,0.0804999
75,-0.8038512,-1.2103353,"('meek', 'impulsive')",-0.85029984,-1.1715288,-0.8270755,-1.190932,0.3638565
46,-0.7776655,-0.46861362,"('uncompetitive', 'competitive')",0.5286765,0.61920816,-0.1244945,0.0752973,-0.1997918
44,-0.75780225,-0.7373244,"('prejudiced', 'unprejudiced')",-1.7599946,-1.6381686,-1.2588985,-1.1877465,-0.071152
26,0.74779266,0.72499686,"('hardhearted', 'benevolent')",2.7742052,2.6479251,1.760999,1.686461,0.074538
15,0.7421352,0.6076504,"('boring', 'funny')",1.0919402,1.1113733,0.9170377,0.8595119,0.0575258
12,0.7230415,0.8400381,"('unsupportive', 'supportive')",0.77014256,0.84336895,0.746592,0.8417035,-0.0951115
66,-0.72248244,-1.2087061,"('inactive', 'active')",0.5534294,0.5103363,-0.0845265,-0.3491849,0.2646584
56,-0.72089607,-0.29185027,"('impractical', 'practical')",-0.3621231,0.007938544,-0.5415096,-0.1419559,-0.3995537
87,0.70719457,0.63277614,"('unsuccessful', 'successful')",2.3144076,2.3233492,1.5108011,1.4780626,0.0327385
51,-0.6867101,-0.92630744,"('uneducated', 'educated')",0.33727133,0.081525214,-0.1747194,-0.4223911,0.2476717
25,0.6859987,0.7927431,"('egoistic', 'altruistic')",0.6664205,0.56102574,0.6762096,0.6768844,-0.0006748
72,-0.67696136,-0.6270159,"('unambitious', 'ambitious')",-1.0829179,-1.1056339,-0.8799397,-0.8663249,-0.0136148
52,0.6676691,0.406565,"('irrational', 'rational')",0.53530854,0.36831567,0.6014888,0.3874403,0.2140485
50,0.6515285,0.5064912,"('clumsy', 'skillful')",1.5089748,1.3770405,1.0802517,0.9417658,0.1384859
79,0.6452884,0.48245293,"('wavering', 'unwavering')",0.44385213,0.20342134,0.5445703,0.3429371,0.2016332
3,-0.63158923,-0.69237226,"('repellent', 'pleasant')",-0.70090586,-0.7143921,-0.6662475,-0.7033822,0.0371347
74,0.61140156,0.80252767,"('undedicated', 'dedicated')",0.7710182,0.9191335,0.6912099,0.8608305,-0.1696206
31,0.6085616,0.5068465,"('evil', 'good')",0.19598418,0.050718825,0.4022729,0.2787827,0.1234902
29,0.57245535,0.53536105,"('unfair', 'fair')",-1.0451541,-0.8377981,-0.2363494,-0.1512185,-0.0851309
77,-0.56778705,-0.2790149,"('unmotivated', 'motivated')",-0.15680102,-0.06916213,-0.362294,-0.1740885,-0.1882055
42,-0.5674702,-0.24840891,"('unreliable', 'reliable')",0.2664088,0.47767377,-0.1505307,0.1146324,-0.2651631
28,-0.5660653,-0.40652418,"('disloyal', 'loyal')",0.09911704,0.2902194,-0.2334741,-0.0581524,-0.1753217
34,-0.5612574,-0.40745845,"('mean', 'honorable')",0.07635897,0.120053865,-0.2424492,-0.1437023,-0.0987469
30,-0.5489422,-0.5330097,"('intolerant', 'tolerant')",-0.067284524,-0.1216561,-0.3081134,-0.3273329,0.0192195
23,-0.53851485,-0.2353934,"('insincere', 'sincere')",-0.506626,-0.2917918,-0.5225704,-0.2635926,-0.2589778
47,-0.5151211,-0.23099802,"('stupid', 'smart')",0.23481889,0.34803143,-0.1401511,0.0585167,-0.1986678
88,-0.50633395,-0.31278545,"('low', 'eminent')",0.52500343,0.16421929,0.0093347,-0.0742831,0.0836178
7,-0.50010645,-0.14124118,"('insensitive', 'sensitive')",-0.50721383,-0.20280571,-0.5036601,-0.1720234,-0.3316367
24,-0.49423528,0.024294479,"('dishonest', 'honest')",-0.2219734,0.07710499,-0.3581043,0.0506997,-0.408804
39,0.4709603,0.7867802,"('exploitative', 'cooperative')",-0.4560048,-0.00018384866,0.0074777,0.3932982,-0.3858205
2,0.4319052,0.48440632,"('unlikable', 'likable')",1.0993533,1.0711734,0.7656293,0.7777899,-0.0121606
78,0.43085015,0.52181655,"('nonresilient', 'resilient')",0.88219094,0.80446273,0.6565205,0.6631396,-0.0066191
1,0.42260584,0.4445482,"('unfriendly', 'friendly')",0.8989669,0.78367275,0.6607864,0.6141105,0.0466759
41,-0.40380037,-0.38221103,"('unforgiving', 'forgiving')",0.28070703,0.35784107,-0.0615467,-0.012185,-0.0493617
65,-0.40268958,0.0012306273,"('insecure', 'secure')",-0.09539024,0.1927682,-0.2490399,0.0969994,-0.3460393
9,0.3944702,0.407781,"('unaffectionate', 'caring')",0.5784123,0.68570083,0.4864413,0.5467409,-0.0602996
63,0.39037699,0.6978956,"('unperceptive', 'insightful')",1.0035182,1.1515363,0.6969476,0.924716,-0.2277684
48,-0.37917528,-0.18089588,"('unintelligent', 'intelligent')",0.074980155,0.07287339,-0.1520976,-0.0540112,-0.0980864
58,-0.34436482,-0.681753,"('undiscriminating', 'discriminating')",0.14750466,0.21773827,-0.0984301,-0.2320074,0.1335773
61,0.31807,0.45701528,"('illogical', 'logical')",0.5136125,0.71667546,0.4158413,0.5868454,-0.1710041
83,-0.31020883,-0.36002937,"('powerless', 'powerful')",0.1676532,-0.0029559918,-0.0712778,-0.1814927,0.1102149
4,0.2852721,0.1988118,"('disliked', 'liked')",0.3173365,0.18932551,0.3013043,0.1940687,0.1072356
40,0.27894056,0.02390181,"('stingy', 'generous')",-0.29287708,-0.5760335,-0.0069683,-0.2760658,0.2690975
54,-0.27648148,-0.30028227,"('incapable', 'capable')",0.31601498,0.1905193,0.0197667,-0.0548815,0.0746482
8,0.2745768,0.18842305,"('unaffectionate', 'affectionate')",0.742166,0.55952096,0.5083714,0.373972,0.1343994
32,-0.23316625,0.3218121,"('unkind', 'kind')",0.49184546,0.7022431,0.1293396,0.5120276,-0.382688
37,-0.21661262,0.06528111,"('fake', 'genuine')",-0.37809572,-0.20214784,-0.2973542,-0.0684334,-0.2289208
53,-0.21297821,-0.17358011,"('uncreative', 'creative')",-0.39756244,-0.29307553,-0.3052703,-0.2333278,-0.0719425
17,0.16565424,0.02766689,"('nasty', 'nice')",-0.010611683,0.0027040392,0.0775213,0.0151855,0.0623358
80,-0.15983616,0.05511035,"('dominated', 'dominating')",0.10362602,0.14806154,-0.0281051,0.1015859,-0.129691
16,-0.15212831,-0.20049135,"('unpopular', 'popular')",-0.01182992,-0.1811083,-0.0819791,-0.1907998,0.1088207
27,-0.14951244,-0.17072321,"('hardhearted', 'softhearted')",-0.6806714,-0.50899816,-0.4150919,-0.3398607,-0.0752312
11,-0.14459352,0.11082363,"('unhelpful', 'helpful')",-0.88907564,-0.59196395,-0.5168346,-0.2405702,-0.2762644
0,-0.14085262,-0.07721187,"('unsociable', 'sociable')",0.77800375,0.7881102,0.3185756,0.3554492,-0.0368736
38,0.039750732,0.3055579,"('untruthful', 'truthful')",-0.72591335,-0.761141,-0.3430813,-0.2277915,-0.1152898
