,dominion_male,dominion_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
84,1.9405234,1.481372,"('inferior', 'superior')",0.3394838,0.17791152,0.97256845,1.0278394,1.0841919,0.8957076,0.1884843
16,-1.7270082,-1.5613947,"('unpopular', 'popular')",-0.23500194,-0.32023948,0.34457424,0.27138966,-0.5391453,-0.5367482,-0.0023971
39,1.714749,1.407902,"('exploitative', 'cooperative')",-0.5177817,-0.38433117,-0.21426894,-0.17880604,0.3275661,0.2815882,0.0459779
31,-1.6223409,-0.63420135,"('evil', 'good')",-1.7507764,-1.3945528,-1.6839528,-1.6015745,-1.6856901,-1.2101096,-0.4755805
44,-1.2722383,-1.3340657,"('prejudiced', 'unprejudiced')",-0.24426943,-0.3429816,-1.3968,-1.1961836,-0.9711026,-0.9577436,-0.013359
6,-1.1639568,-0.042183593,"('distant', 'open')",-1.2609657,-0.9963675,-0.2325547,-0.099747255,-0.8858257,-0.3794328,-0.5063929
1,-1.1082113,-0.40758646,"('unfriendly', 'friendly')",0.109480605,0.26237905,1.0917364,1.1440367,0.0310019,0.3329431,-0.3019412
75,-1.0987257,-0.71341926,"('meek', 'impulsive')",-0.05921957,0.057233535,-0.30002853,-0.22543168,-0.4859913,-0.2938725,-0.1921188
36,-1.0804949,-0.3293639,"('hostile', 'amicable')",-1.4838157,-1.0433438,-0.5275027,-0.3496233,-1.0306044,-0.5741103,-0.4564941
0,-1.0802149,-1.2532185,"('unsociable', 'sociable')",-0.04640505,-0.2725517,-0.51432955,-0.6332252,-0.5469832,-0.7196651,0.1726819
72,1.0762613,0.78868484,"('unambitious', 'ambitious')",0.782124,0.71157026,-1.011513,-1.2736437,0.2822908,0.0755371,0.2067537
55,-1.0480117,-1.4627275,"('incompetent', 'clever')",0.15764023,-0.13902259,0.007997964,-0.21506353,-0.2941245,-0.6056046,0.3114801
81,-1.0384657,-1.4930146,"('submissive', 'aggressive')",2.0711794,1.6291709,0.070902236,-0.41209698,0.367872,-0.0919802,0.4598522
26,1.0340483,1.5985541,"('hardhearted', 'benevolent')",0.014638573,0.34466875,0.7203639,1.2066745,0.5896836,1.0499658,-0.4602822
60,-1.0065545,-1.4738586,"('inefficient', 'efficient')",2.1219397,1.8633419,0.4909699,0.15843223,0.5354517,0.1826385,0.3528132
17,-0.97081304,-0.8384824,"('nasty', 'nice')",-0.9437306,-0.8026757,-0.37536672,-0.237104,-0.7633034,-0.6260873,-0.1372161
59,0.9642735,1.2153585,"('foolish', 'wise')",0.45723864,0.4351221,0.40122554,0.33434013,0.6075792,0.6616069,-0.0540277
53,-0.9341848,-0.48988196,"('uncreative', 'creative')",0.3679575,0.59396744,0.5794133,0.47442228,0.0043953,0.1928359,-0.1884406
2,-0.92909515,-0.3673799,"('unlikable', 'likable')",0.88951766,0.9856373,0.1688681,0.44199228,0.0430969,0.3534166,-0.3103197
73,0.89061016,1.0016994,"('helpless', 'self-reliant')",0.99253106,1.2138883,-3.2404814,-3.1487205,-0.4524467,-0.3110443,-0.1414024
19,-0.8346997,-0.1684584,"('inhospitable', 'hospitable')",-1.448921,-1.074383,-0.41526887,-0.07275786,-0.8996298,-0.4385331,-0.4610967
80,0.7972282,0.1843156,"('dominated', 'dominating')",0.8345684,0.46798927,-0.6675921,-0.6325763,0.3214015,0.0065762,0.3148253
57,-0.7903966,-0.6618284,"('unimaginative', 'imaginative')",0.5315906,0.4625504,-2.7949271,-2.6494086,-1.017911,-0.9495622,-0.0683488
68,-0.78642374,-1.2208365,"('dependent', 'independent')",0.14663419,-0.1512356,0.015979916,-0.23415917,-0.2079366,-0.5354104,0.3274738
33,0.73902416,1.1738245,"('wrong', 'right')",0.7671194,0.9448759,-0.80588585,-0.7255665,0.2334192,0.464378,-0.2309588
11,-0.7347915,-0.9988221,"('unhelpful', 'helpful')",0.31067288,0.05747982,2.1711183,1.9580021,0.5823332,0.3388866,0.2434466
3,-0.7088196,-0.8945393,"('repellent', 'pleasant')",0.1434619,0.0017167442,0.30381727,0.25421932,-0.0871802,-0.2128677,0.1256875
78,-0.68981,-0.70788664,"('nonresilient', 'resilient')",0.54531085,0.17433946,0.39160624,0.18324421,0.082369,-0.1167676,0.1991366
15,-0.6771586,-0.25249732,"('boring', 'funny')",-0.39846176,-0.2951523,0.31999868,0.4214062,-0.2518739,-0.0420811,-0.2097928
25,-0.67568713,-0.24087924,"('egoistic', 'altruistic')",0.51289433,0.7785791,0.9272578,1.0973686,0.2548217,0.5450228,-0.2902011
28,0.67299366,0.6505991,"('disloyal', 'loyal')",-0.15859547,-0.24616747,0.7772475,0.75289047,0.4305486,0.3857741,0.0447745
56,0.66975206,0.2970365,"('impractical', 'practical')",1.1898391,1.0377737,0.1270716,-0.055570465,0.662221,0.4264133,0.2358077
52,-0.6678576,-0.16088876,"('irrational', 'rational')",-0.8413375,-0.5683745,-0.7583789,-0.69975054,-0.755858,-0.4763379,-0.2795201
74,0.6587272,0.74046296,"('undedicated', 'dedicated')",-0.664456,-0.682987,-0.57620853,-0.42869556,-0.1939791,-0.1237399,-0.0702392
7,0.6449507,0.49024838,"('insensitive', 'sensitive')",0.9089707,0.8748764,1.0897287,0.8458308,0.8812167,0.7369852,0.1442315
82,-0.62857115,-0.65806437,"('poor', 'rich')",-0.20421231,-0.32428077,6.220746,5.695694,1.7959874,1.5711163,0.2248711
46,-0.6195225,-1.2020118,"('uncompetitive', 'competitive')",0.45559552,0.17250194,-0.37269235,-0.38041833,-0.1788731,-0.4699761,0.291103
47,-0.61583906,-0.8015165,"('stupid', 'smart')",0.373071,0.2661601,5.6558533,5.046661,1.8043617,1.5037681,0.3005936
29,-0.5911989,-0.4699394,"('unfair', 'fair')",-0.37000614,-0.43336058,-0.43179566,-0.46480697,-0.4643336,-0.4560357,-0.0082979
30,0.5629447,0.3612612,"('intolerant', 'tolerant')",1.1429266,1.1062052,1.400604,1.3367544,1.0354918,0.9347402,0.1007516
18,-0.56186384,-0.012483083,"('disagreeable', 'welcoming')",-0.84524184,-0.7628759,-0.6203114,-0.5634483,-0.6758057,-0.4462691,-0.2295366
10,-0.5586588,-0.7263474,"('unsympathetic', 'sympathetic')",-0.55511695,-0.6293099,-0.22494482,-0.31719697,-0.4462402,-0.5576181,0.1113779
34,-0.5555199,-0.55932575,"('mean', 'honorable')",0.29801226,0.3192457,5.9976044,5.7762046,1.9133655,1.8453749,0.0679906
37,-0.5491534,-0.5723212,"('fake', 'genuine')",-0.10108679,0.012178883,0.42785576,0.33307612,-0.0741281,-0.0756887,0.0015606
77,-0.5468261,-0.71371627,"('unmotivated', 'motivated')",0.7744116,0.5660031,-0.896095,-0.9665935,-0.2228365,-0.3714356,0.1485991
21,-0.5094917,-0.75625855,"('immoral', 'moral')",1.3631945,1.1934131,-0.48975492,-0.64081377,0.121316,-0.0678864,0.1892024
