,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,male-female
14,4.0733547,3.3925912,"('antisocial', 'social')",0.009164126,0.29320812,2.0412595,1.8428997,0.1983598
60,3.5376058,3.1900077,"('inefficient', 'efficient')",0.84414357,0.8531264,2.1908746,2.0215671,0.1693075
56,3.237522,2.4831803,"('impractical', 'practical')",0.03222673,0.13524881,1.6348743,1.3092146,0.3256597
55,3.1782608,2.598572,"('incompetent', 'clever')",0.66525066,0.60829365,1.9217558,1.6034329,0.3183229
36,-2.9599624,-2.6602216,"('hostile', 'amicable')",-0.8914679,-0.8784276,-1.9257152,-1.7693245,-0.1563907
35,-2.8283339,-2.5402567,"('corrupt', 'incorrupt')",-1.084676,-0.90911937,-1.9565049,-1.7246881,-0.2318168
0,2.812615,2.1066654,"('unsociable', 'sociable')",0.65341306,0.44688234,1.733014,1.2767738,0.4562402
31,-2.7758589,-2.7625194,"('evil', 'good')",-1.6115001,-1.619925,-2.1936796,-2.1912222,-0.0024574
62,2.7545965,2.597075,"('incompetent', 'brilliant')",0.8941134,1.1192616,1.8243549,1.8581684,-0.0338135
70,2.5817552,1.9456558,"('lethargic', 'energetic')",1.0460076,0.88401026,1.8138814,1.4148331,0.3990483
85,-2.5611417,-2.077462,"('insignificant', 'prestigious')",-0.89478767,-0.58493793,-1.7279646,-1.3311999,-0.3967647
81,2.5290904,2.0635493,"('submissive', 'aggressive')",-0.16000949,-0.012322579,1.1845405,1.0256133,0.1589272
52,-2.509958,-2.1390939,"('irrational', 'rational')",-0.67372286,-0.5862776,-1.5918405,-1.3626857,-0.2291548
21,2.5059428,1.9860487,"('immoral', 'moral')",-0.16845207,0.005488584,1.1687454,0.9957687,0.1729767
6,-2.4513721,-1.9483472,"('distant', 'open')",-0.45271,-0.84999496,-1.452041,-1.3991711,-0.0528699
65,2.3843968,1.934051,"('insecure', 'secure')",0.44086522,-0.04602391,1.412631,0.9440135,0.4686175
13,2.3584218,1.8902344,"('impolite', 'polite')",-0.45080513,-0.43480128,0.9538083,0.7277166,0.2260917
