,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,male-female
8,-1.9504939,-1.896945,"('unaffectionate', 'affectionate')",-1.4264729,-1.543114,-3.0351043,-3.013032,0.63406694,0.6049057,-1.444501,-1.4620463,0.0175453
69,1.8268005,1.8843493,"('lazy', 'industrious')",1.357224,1.2770323,-1.0188994,-1.0813825,-0.4750749,-0.2547024,0.4225125,0.4563242,-0.0338117
73,1.7084097,1.7300199,"('helpless', 'self-reliant')",0.08228373,0.08287664,-0.9896765,-1.0655588,-3.3403254,-3.3318968,-0.6348271,-0.6461397,0.0113126
1,-1.6260661,-1.696308,"('unfriendly', 'friendly')",-0.8859693,-0.8810889,-0.49211615,-0.45369616,1.7405478,1.7855,-0.315901,-0.3113983,-0.0045027
64,1.6209842,1.5646487,"('shy', 'confident')",0.30149734,0.45574215,-0.4103499,-0.343669,-6.530563,-6.576678,-1.2546078,-1.2249889,-0.0296189
53,-1.6115395,-1.7324429,"('uncreative', 'creative')",-0.3568099,-0.24095264,-0.22942567,-0.091143034,0.8983148,0.9243301,-0.3248651,-0.2850521,-0.039813
48,-1.4032689,-1.4511353,"('unintelligent', 'intelligent')",-0.12265821,-0.20101377,0.28749198,0.29648486,0.5399478,0.3739903,-0.1746219,-0.2454185,0.0707966
9,-1.3852108,-1.3519399,"('unaffectionate', 'caring')",-0.22020835,-0.31759474,-0.63585025,-0.7189257,1.5514079,1.3876349,-0.1724654,-0.2502064,0.077741
56,1.3274734,1.3410892,"('impractical', 'practical')",1.5002818,1.6860884,2.4247684,2.6256812,-0.09708239,-0.15804066,1.2888602,1.3737046,-0.0848444
86,-1.3007102,-1.4422435,"('uninfluential', 'influential')",0.33913586,0.28394938,1.5376012,1.4348087,-0.1746981,-0.36971223,0.1003322,-0.0232994,0.1236316
28,-1.2609047,-1.1751909,"('disloyal', 'loyal')",-0.7815043,-0.56593955,0.32500732,0.3578763,0.8750178,0.9383956,-0.210596,-0.1112146,-0.0993814
44,1.2367988,1.421385,"('prejudiced', 'unprejudiced')",0.33643472,0.46799687,-1.2429057,-1.12541,-1.447227,-1.2271662,-0.2792248,-0.1157986,-0.1634262
55,-1.209653,-1.2700487,"('incompetent', 'clever')",-0.03436929,-0.03378272,2.1699634,2.2431808,-0.08125862,-0.19545083,0.2111706,0.1859746,0.025196
60,1.1803435,1.2263174,"('inefficient', 'efficient')",1.378372,1.536255,2.8910894,3.2130926,0.14857604,0.10730885,1.3995953,1.5207435,-0.1211482
10,-1.1408021,-1.1973042,"('unsympathetic', 'sympathetic')",-0.45367944,-0.2349756,1.7190299,1.7555957,-0.19646567,-0.30236065,-0.0179793,0.0052388,-0.0232181
67,1.1363989,1.3857033,"('doubtful', 'determined')",-0.06870061,0.25383654,-0.47964886,-0.31978208,-1.040988,-0.7557331,-0.1132346,0.1410062,-0.2542408
46,-1.0238497,-1.1811529,"('uncompetitive', 'competitive')",1.1405873,1.2119113,2.0365634,2.1476436,-0.5540099,-0.627397,0.3998228,0.3877512,0.0120716
16,-1.0140663,-1.010918,"('unpopular', 'popular')",-0.086191654,-0.29379302,-1.0088823,-1.1070509,0.42237577,0.39564908,-0.4216911,-0.5040282,0.0823371
0,-0.94982356,-1.0458747,"('unsociable', 'sociable')",0.0746565,0.13770285,0.77494746,0.7572892,-0.47317195,-0.584428,-0.1433479,-0.1838277,0.0404798
50,0.94914466,0.9082789,"('clumsy', 'skillful')",-0.23151521,-0.3142618,-0.78632283,-0.7661798,0.2970394,0.4127939,0.0570865,0.0601578,-0.0030713
31,-0.92648464,-0.8965818,"('evil', 'good')",-0.9251475,-1.1013584,-2.2068787,-2.2893994,-0.9744174,-0.9234325,-1.258232,-1.302693,0.044461
78,-0.89274704,-1.1562374,"('nonresilient', 'resilient')",0.66190886,0.4090475,-0.19180375,-0.25132564,0.50605893,0.52161086,0.0208542,-0.1192262,0.1400804
42,0.89138424,0.90666413,"('unreliable', 'reliable')",0.4075337,0.6708692,0.72781885,0.7484258,-3.1252244,-3.1129947,-0.2746219,-0.1967589,-0.077863
75,0.8752384,0.9022685,"('meek', 'impulsive')",-0.32886696,-0.40543592,-2.3651497,-2.3784006,-0.87303936,-0.8812397,-0.6729544,-0.6907019,0.0177475
82,-0.86833334,-1.0144873,"('poor', 'rich')",-0.308122,-0.34612614,0.7397821,0.791538,6.26893,6.2151885,1.4580642,1.4115283,0.0465359
81,0.8136014,0.8464629,"('submissive', 'aggressive')",0.66137886,0.8023674,1.8490913,1.896424,-0.97282135,-1.0536925,0.5878125,0.6228905,-0.035078
36,-0.7853996,-0.9152226,"('hostile', 'amicable')",-0.38669825,-0.487072,-3.7425091,-3.8247035,-0.33968377,-0.17715387,-1.3135726,-1.3510381,0.0374655
23,-0.7552336,-0.78658664,"('insincere', 'sincere')",0.40942675,0.34708592,2.771633,2.7623687,6.318617,6.0658875,2.1861107,2.0971889,0.0889218
3,-0.7299615,-0.8792306,"('repellent', 'pleasant')",0.38623446,0.2994318,1.8280332,1.6718205,0.58837706,0.39414436,0.5181708,0.3715415,0.1466293
41,-0.71739197,-0.48011103,"('unforgiving', 'forgiving')",0.012270834,0.09169802,0.75998735,0.79384017,-0.04114815,-0.08867921,0.0034295,0.079187,-0.0757575
40,-0.7017744,-0.7432928,"('stingy', 'generous')",0.2575969,0.19418731,0.098994784,-0.08446646,-0.9618779,-1.1382797,-0.3267651,-0.4429629,0.1161978
18,-0.69743913,-0.6269473,"('disagreeable', 'welcoming')",1.1471404,1.1052049,0.10185646,0.009032998,0.004530892,0.018038006,0.1390222,0.1263322,0.01269
4,0.66978437,0.5639653,"('disliked', 'liked')",-0.3448998,-0.415618,-2.161367,-2.4294212,-6.2458067,-6.2801456,-2.0205722,-2.1403048,0.1197326
66,-0.6621769,-0.6853413,"('inactive', 'active')",0.51218766,0.5066874,-0.67995226,-0.753026,0.380848,0.5071355,-0.1122734,-0.1061361,-0.0061373
72,-0.6380533,-0.5292079,"('unambitious', 'ambitious')",-0.23813868,-0.17825793,0.28330976,0.4202303,-1.1393772,-1.2586395,-0.4330649,-0.3864687,-0.0465962
35,0.62108725,0.7074542,"('corrupt', 'incorrupt')",-0.91310453,-0.9308839,-3.1833222,-3.1585233,-0.36892045,-0.22353439,-0.9610649,-0.9013718,-0.0596931
76,-0.61874574,-0.47851178,"('anxious', 'daring')",0.7287743,0.9556418,2.085678,2.1676164,0.36488038,0.3554025,0.6401467,0.7500372,-0.1098905
65,-0.6129786,-0.57940084,"('insecure', 'secure')",0.74558437,0.76769644,2.4102838,2.4484448,-0.106592,-0.19050871,0.6090744,0.611558,-0.0024836
59,0.6047975,0.54477304,"('foolish', 'wise')",-0.88019794,-0.84217954,-1.2806741,-1.208369,0.3625557,0.43628886,-0.2983797,-0.2673717,-0.031008
30,0.5763983,0.66129637,"('intolerant', 'tolerant')",0.39958394,0.4874811,1.9542785,2.1691751,1.2597642,1.2857229,1.0475062,1.1509188,-0.1034126
22,0.5742655,0.42084396,"('untrustworthy', 'trustworthy')",0.54904884,0.6046039,1.5644784,1.5417924,-0.46505943,-0.6480752,0.5556833,0.4797913,0.075892
19,-0.5713895,-0.6122745,"('inhospitable', 'hospitable')",-0.9834087,-1.0215993,-1.382111,-1.4079237,-0.28673303,-0.11453039,-0.8059106,-0.789082,-0.0168286
70,0.540209,0.50498646,"('lethargic', 'energetic')",0.49530476,0.6543027,1.8901503,1.9609303,1.0683705,0.9673113,0.9985086,1.0218827,-0.0233741
38,0.5332454,0.6036875,"('untruthful', 'truthful')",-0.07149687,0.0006796345,-0.51452875,-0.4443891,0.15582953,0.21449888,0.0257623,0.0936192,-0.0678569
47,0.5126897,0.5312914,"('stupid', 'smart')",-0.008431964,0.09575199,1.2726436,1.4630342,5.28336,5.430739,1.7650653,1.8802042,-0.1151389
25,-0.51199126,-0.5590042,"('egoistic', 'altruistic')",-0.008592602,-0.058385942,-1.047499,-1.1489837,1.1435696,1.2382386,-0.1061283,-0.1320338,0.0259055
88,0.5117513,0.47146863,"('low', 'eminent')",-0.42705858,-0.3860226,-0.4277099,-0.42914206,0.16492793,0.26636428,-0.0445223,-0.0193329,-0.0251894
51,-0.48421192,-0.7540651,"('uneducated', 'educated')",1.2829101,1.1852822,1.1985189,0.9685848,0.2595829,0.17932437,0.5642,0.3947816,0.1694184
80,0.47239232,0.37653995,"('dominated', 'dominating')",0.89469147,0.80141544,2.378954,2.3247833,-1.2099706,-1.371661,0.6340168,0.5327694,0.1012474
87,0.46356636,0.42826775,"('unsuccessful', 'successful')",1.7249937,1.7631274,1.3369012,1.2875863,0.69244516,0.68844056,1.0544766,1.0418556,0.012621
27,-0.4460146,-0.3907314,"('hardhearted', 'softhearted')",-0.7692685,-0.8489287,0.64601594,0.6555433,1.8537146,1.7991408,0.3211119,0.303756,0.0173559
24,-0.44155914,-0.33823368,"('dishonest', 'honest')",0.006368652,0.20292768,0.66605544,0.69361186,1.2071987,1.1026932,0.3595159,0.4152498,-0.0557339
43,-0.4401972,-0.29936555,"('irresponsible', 'responsible')",0.43506008,0.59828764,1.4266212,1.6028175,0.8694854,0.8184895,0.5727423,0.6800573,-0.107315
6,-0.4160628,-0.36280048,"('distant', 'open')",-0.5095742,-0.5118668,-2.4709702,-2.4159017,0.37147167,0.4752771,-0.7562839,-0.7038229,-0.052461
33,0.39104986,0.41316393,"('wrong', 'right')",0.10834458,0.12819676,-0.41580832,-0.3910531,-0.33841416,-0.32692143,-0.063707,-0.0441535,-0.0195535
85,-0.3803821,-0.3266006,"('insignificant', 'prestigious')",-1.7570009,-1.7433455,-4.1573396,-4.209571,0.21282384,0.45334336,-1.5204747,-1.4565434,-0.0639313
12,0.36364684,0.3360139,"('unsupportive', 'supportive')",0.706077,0.7483259,0.28655627,0.19819194,-1.4682534,-1.5797726,-0.0279933,-0.0743102,0.0463169
13,0.3488223,0.40177223,"('impolite', 'polite')",1.8308774,2.03168,2.274796,2.4119158,-0.007985335,-0.016786948,1.1116276,1.2071453,-0.0955177
57,-0.346968,-0.46554306,"('unimaginative', 'imaginative')",-0.13372566,-0.095833376,0.033002514,0.10361744,-2.5686932,-2.6724257,-0.7540961,-0.7825462,0.0284501
34,0.34530818,0.34276184,"('mean', 'honorable')",1.115817,0.994885,0.5929581,0.60832673,6.305908,6.422881,2.0899978,2.0922136,-0.0022158
54,-0.30305496,-0.42499784,"('incapable', 'capable')",-0.365751,-0.2911024,-0.44740805,-0.36705184,0.86691254,1.0034952,-0.0623254,-0.0199142,-0.0424112
49,-0.29976794,-0.25219902,"('unable', 'able')",-0.19656083,-0.13921109,-0.21305685,-0.11023622,-0.3608318,-0.28400162,-0.2675543,-0.196412,-0.0711423
21,0.29839364,0.2123582,"('immoral', 'moral')",0.85122144,0.86223614,1.9493887,1.8774899,-0.3365712,-0.356724,0.6906081,0.6488401,0.041768
