,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,male-female
45,-0.6271058,-0.5248723,"('incompetent', 'competent')",-1.2603617,-1.0419772,-2.467438,-2.512624,-1.208829,-1.3283917,-1.9252824,-1.9113555,-0.44079307,-0.65161043,-1.3216349,-1.3284718,0.0068369
7,0.62292594,0.86500627,"('insensitive', 'sensitive')",-0.032763895,0.2156058,-1.2658212,-1.1430737,-0.75755095,-0.7300394,-0.6943943,-0.6808642,0.6872007,0.44084197,-0.2400673,-0.1720872,-0.0679801
6,0.57353467,0.43600273,"('distant', 'open')",-1.3531456,-1.6405545,1.3958067,1.038469,0.25536835,0.040169116,3.1502576,3.1672122,-0.27178198,0.044130318,0.6250066,0.5142381,0.1107685
50,-0.5676953,-0.6902254,"('clumsy', 'skillful')",0.39477107,0.47025278,-0.41288397,-0.4929825,0.1674548,0.204813,0.5039177,0.39282683,0.2595041,0.17153919,0.0575114,0.0093706,0.0481408
31,-0.521035,-0.7720636,"('evil', 'good')",-0.13339524,-0.3543601,0.67051286,0.5973965,-0.61938345,-0.5791701,1.3710312,1.6042881,-1.3306301,-1.0837076,-0.0938166,-0.0979361,0.0041195
24,0.5143956,0.6174576,"('dishonest', 'honest')",0.10346575,0.15998006,-0.12698975,-0.3747695,-0.029401455,-0.41260067,0.08166096,-0.19269522,1.0408347,0.75986993,0.2639943,0.0928737,0.1711206
3,-0.49137774,-0.25838783,"('repellent', 'pleasant')",-0.6447835,-0.3016624,-1.5551025,-1.508742,-0.586704,-0.58589506,-2.028963,-2.1234634,0.80430204,0.68414915,-0.7504381,-0.6823335,-0.0681046
59,0.46153513,0.2594271,"('foolish', 'wise')",-0.22846888,-0.42794764,0.5920685,0.40088463,0.17980382,0.22518292,1.6618309,1.6248702,-0.037182752,0.04377986,0.4382644,0.3543662,0.0838982
11,0.4335426,0.58955264,"('unhelpful', 'helpful')",-0.34134424,-0.15405774,-1.2577882,-1.2246505,0.6778399,0.6682634,0.06722127,0.12095259,2.303205,2.22721,0.3137794,0.3712117,-0.0574323
70,0.42766848,0.31884438,"('lethargic', 'energetic')",1.046028,1.0432825,-0.64350265,-0.85189587,0.46083254,0.032490976,-1.5245999,-1.8767627,0.8177352,0.44791132,0.0973603,-0.1476883,0.2450486
21,0.4148333,0.70172566,"('immoral', 'moral')",0.23637427,0.5663109,-1.1881269,-0.8536467,-0.5206798,-0.40430757,-1.3214921,-1.3432438,-0.88908803,-1.1790899,-0.5446966,-0.4187086,-0.125988
78,0.41055036,0.42522162,"('nonresilient', 'resilient')",-0.7840546,-0.98454124,-2.0036569,-2.0887997,-0.7553435,-1.0228621,0.38589653,0.22937833,-0.1438092,-0.29099968,-0.4817362,-0.6221005,0.1403643
36,0.39392874,0.29432493,"('hostile', 'amicable')",-0.9816299,-1.019217,0.9216423,0.6936355,0.09900069,0.1931329,3.4927197,3.7317402,-0.4170518,0.054445,0.5847683,0.6580103,-0.073242
30,0.37195745,0.45858255,"('intolerant', 'tolerant')",0.024147777,0.16277725,-1.5108789,-1.3942099,-0.39585102,-0.24153605,-0.87755924,-0.9636852,0.013982195,-0.042623498,-0.3957003,-0.3367825,-0.0589178
28,0.32290536,0.5196675,"('disloyal', 'loyal')",-1.062241,-0.9134494,-0.9057904,-0.98476946,-0.787999,-0.8655377,0.2765629,0.16696583,1.6791693,1.6597093,-0.0795655,-0.069569,-0.0099965
64,-0.31786942,-0.33471096,"('shy', 'confident')",0.9629053,1.1105561,0.1271264,0.26337183,0.14275931,0.1776877,-1.1270722,-1.0570388,-6.165446,-6.7098837,-1.0629327,-1.0916696,0.0287369
16,-0.3177274,-0.34948355,"('unpopular', 'popular')",-0.6447721,-0.7831613,-0.4218899,-0.5455235,-1.0950187,-0.9700905,-0.78998685,-0.66577387,-0.3139257,-0.10968825,-0.5972201,-0.5706202,-0.0265999
86,-0.3123049,-0.3261351,"('uninfluential', 'influential')",-1.2219832,-1.2229826,-1.586837,-1.7570266,-0.33981782,-0.77656996,-1.115038,-1.4213648,-0.32240397,-0.6737018,-0.8163975,-1.0296301,0.2132326
25,0.30437464,0.23191507,"('egoistic', 'altruistic')",-0.3812943,-0.36025357,0.8494464,0.9088829,0.0928929,0.16101187,1.3208368,1.3814882,1.277797,1.4004725,0.5773422,0.6205862,-0.043244
58,0.26514313,0.122008435,"('undiscriminating', 'discriminating')",0.25869545,0.19161719,-0.7296642,-0.7811308,-0.19635722,-0.24719624,1.1038942,0.8744379,0.090207525,0.09174485,0.1319865,0.0419136,0.0900729
46,0.24862976,0.23252524,"('uncompetitive', 'competitive')",-0.47044262,-0.42802134,-2.2440345,-2.2220669,-0.16032529,-0.5261518,-1.9438018,-2.0816536,-0.67909455,-1.1609528,-0.8748449,-1.0310535,0.1562086
4,-0.24570234,-0.5295356,"('disliked', 'liked')",0.8536148,0.7967976,0.55607814,0.21688664,-0.73492205,-0.850303,-0.023544773,0.13078822,-7.154214,-7.5802326,-1.1247817,-1.3025998,0.1778181
67,0.22075051,0.12105279,"('doubtful', 'determined')",0.59087783,0.5715922,0.62377954,0.62253845,0.609327,0.66071045,-0.5484308,-0.5837373,-0.79410994,-0.9180427,0.1170324,0.079019,0.0380134
55,0.20567916,0.33459872,"('incompetent', 'clever')",-0.12061586,0.23500863,-1.1131723,-1.0375618,-0.13261798,-0.20339338,-1.9236301,-2.0663798,0.44312015,0.123729795,-0.4402061,-0.4356663,-0.0045398
17,0.20392027,0.24033332,"('nasty', 'nice')",-0.64580035,-0.5121406,-0.0069242567,-0.003247857,-0.5091454,-0.3356049,-0.0040902756,0.23631899,-1.0747483,-0.83857465,-0.3394647,-0.2021526,-0.1373121
20,-0.19665721,-0.030750345,"('rough', 'thoughtful')",-0.7918761,-0.5575037,-0.5438444,-0.30878422,-0.5799618,-0.15895681,0.12691906,0.217355,0.6669144,0.9635977,-0.219751,0.0208263,-0.2405773
88,-0.18900552,-0.05817329,"('low', 'eminent')",-0.06799335,0.12094557,-0.834542,-0.8191838,-0.5949819,-0.39405704,-0.12168676,-0.05713339,0.31976303,0.09641421,-0.2480744,-0.185198,-0.0628764
74,0.18823299,0.16340101,"('undedicated', 'dedicated')",0.42120013,0.49041378,-0.116705135,-0.24900344,1.1076095,0.8751182,1.7015994,1.4784558,0.23531377,0.0049666315,0.5895418,0.4605587,0.1289831
60,0.18566945,0.43803096,"('inefficient', 'efficient')",-0.44418466,-0.08323014,-1.5359278,-1.2066288,-0.17576458,-0.037404694,-2.0242968,-1.9527547,-0.07405239,-0.38069662,-0.6780928,-0.537114,-0.1409788
72,0.16761164,0.08956961,"('unambitious', 'ambitious')",-0.41857955,-0.22101569,0.25189614,0.3543,0.2991986,0.35578233,-0.020574741,-0.18132031,-0.56884825,-0.49980688,-0.048216,-0.0170818,-0.0311342
44,-0.15970427,-0.2566865,"('prejudiced', 'unprejudiced')",0.8741459,0.8606702,1.2982724,1.4932034,0.3790213,0.7748145,-1.4296306,-1.1038594,-1.4576113,-1.2734959,-0.0825845,0.0824411,-0.1650256
53,-0.14613819,-0.07774644,"('uncreative', 'creative')",-0.85910803,-0.70106614,-0.052001603,0.06825282,0.3566334,0.42993307,1.3211069,1.4334142,0.46946025,0.6134422,0.1816588,0.2943716,-0.1127128
52,0.13368878,0.06457151,"('irrational', 'rational')",-1.0883565,-1.2897979,1.0502974,0.78762305,0.030577362,0.0850791,1.9827048,1.9871237,0.009092045,0.29056776,0.3530006,0.3208612,0.0321394
75,-0.12793401,-0.5987384,"('meek', 'impulsive')",0.48880005,0.22341512,1.8244466,1.5013835,1.8897563,1.7017831,0.8710985,0.9399808,-0.7698647,-0.65113723,0.6960505,0.5194478,0.1766027
57,-0.106235094,-0.2787331,"('unimaginative', 'imaginative')",-0.5430501,-0.49289754,-0.4110188,-0.6374862,0.22089599,-0.16250104,-0.98781335,-1.1444695,-2.6793404,-3.0167782,-0.7510936,-0.9554776,0.204384
19,-0.104200415,-0.16237888,"('inhospitable', 'hospitable')",-1.1686511,-1.207066,-0.08709871,-0.26644692,0.20769605,0.15083092,1.2717803,1.3274573,-0.7862271,-0.63136685,-0.1111168,-0.1314951,0.0203783
49,-0.0919806,0.09050864,"('unable', 'able')",-1.3042555,-0.9314035,-1.1186789,-0.79950535,-0.85167336,-0.3933304,0.15225956,0.36243492,-1.0152673,-0.82656986,-0.7049327,-0.4163109,-0.2886218
77,0.08233896,0.15783218,"('unmotivated', 'motivated')",-1.1666918,-1.1174861,-2.1682866,-2.082367,-0.641531,-0.71017677,-0.75953186,-0.8122024,-1.4572232,-1.7838329,-1.0184876,-1.0580388,0.0395512
76,-0.08065548,0.007613914,"('anxious', 'daring')",0.83473456,0.9993481,-0.24924389,-0.20999268,0.25937587,0.22669666,-0.74502176,-0.93611044,-0.034214355,-0.25313187,-0.0025042,-0.027596,0.0250918
18,-0.050573956,-0.18046585,"('disagreeable', 'welcoming')",1.0262522,0.98980623,1.42075,1.5389187,0.44841748,0.8178836,0.50002897,0.65398616,-0.5970041,-0.596693,0.4579784,0.5372393,-0.0792609
51,0.03769606,-0.12515832,"('uneducated', 'educated')",1.0510827,1.1348804,-0.42935503,-0.670145,1.2552879,0.98265123,-0.556481,-0.7523116,0.8282267,0.468928,0.3644095,0.1731408,0.1912687
22,-0.028078187,-0.15141281,"('untrustworthy', 'trustworthy')",0.3965947,0.44421822,-0.84703225,-0.92852396,-0.508507,-0.4502327,-1.6869323,-1.8333131,-0.8257925,-0.7675095,-0.5832913,-0.6144623,0.031171
79,-0.027234722,-0.27403182,"('wavering', 'unwavering')",-0.31705987,-0.34691173,0.62200534,0.38947144,0.055027552,-0.13081156,1.9788705,1.9717427,-0.46042594,-0.3143702,0.3085305,0.2158482,0.0926823
29,-0.024794742,-0.092764534,"('unfair', 'fair')",-0.60193986,-0.7387772,-0.24089186,-0.6687465,-1.0710918,-1.345616,-0.80596626,-0.90145576,-0.33479995,-0.42838424,-0.5132475,-0.6959574,0.1827099
0,-0.01761537,0.1723912,"('unsociable', 'sociable')",-0.84144324,-0.73748726,-1.5275122,-1.6330192,-1.1889615,-1.4043814,-1.4599398,-1.6422613,-0.3487198,-0.5835185,-0.8973653,-0.9713794,0.0740141
27,0.016447224,0.07730846,"('hardhearted', 'softhearted')",-0.099725045,-0.16148971,-0.18443379,-0.3703357,-0.24167827,-0.52689224,1.0393958,0.7784055,0.9671085,0.815662,0.2495191,0.1021097,0.1474094
80,0.009739846,0.16987468,"('dominated', 'dominating')",0.33520216,0.5499151,-0.4461981,-0.12843725,0.16268307,0.44013575,-1.7293141,-1.7305582,-0.8476183,-1.0586618,-0.4192509,-0.2929553,-0.1262956
84,-0.0062266276,-0.093434595,"('inferior', 'superior')",-0.846197,-1.1696227,0.08523201,-0.102928825,-0.52183515,-0.8194464,-0.045531895,-0.32461283,0.8338524,0.67851025,-0.083451,-0.3052559,0.2218049
65,-0.0057455227,0.2591952,"('insecure', 'secure')",0.33851397,0.7398605,-0.85356164,-0.36752704,-0.9149427,-0.40523136,-1.9050282,-1.640123,-0.10578148,-0.16145998,-0.5744243,-0.2625476,-0.3118767
