,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
21,-0.7256822,-0.805335,"('immoral', 'moral')",-0.33933854,-0.36534783,-0.5325104,-0.5853414,0.052831
67,0.7218226,0.74230987,"('doubtful', 'determined')",-0.55000776,-0.6185491,0.0859074,0.0618804,0.024027
11,-0.69935304,-0.667652,"('unhelpful', 'helpful')",1.859766,1.7310858,0.5802065,0.5317169,0.0484896
43,-0.6735235,-0.8648111,"('irresponsible', 'responsible')",0.6203183,0.30762476,-0.0266026,-0.2785932,0.2519906
63,-0.6599613,-0.9064366,"('unperceptive', 'insightful')",0.9709478,0.8034006,0.1554933,-0.051518,0.2070113
73,0.65875155,0.72688097,"('helpless', 'self-reliant')",-3.6035812,-3.6015244,-1.4724149,-1.4373217,-0.0350932
55,-0.6473555,-0.68414795,"('incompetent', 'clever')",0.40740705,0.13206898,-0.1199742,-0.2760395,0.1560653
65,-0.64248806,-0.5149667,"('insecure', 'secure')",-0.018111713,-0.025063254,-0.3302999,-0.270015,-0.0602849
84,0.6220628,0.71281964,"('inferior', 'superior')",0.70332956,0.88960594,0.6626962,0.8012128,-0.1385166
0,-0.62057483,-0.95152056,"('unsociable', 'sociable')",0.036961414,-0.36077368,-0.2918067,-0.6561471,0.3643404
37,-0.6035855,-0.8257508,"('fake', 'genuine')",0.3664394,0.21841446,-0.118573,-0.3036682,0.1850952
19,-0.5886707,-0.6152806,"('inhospitable', 'hospitable')",-0.6102865,-0.4109816,-0.5994786,-0.5131311,-0.0863475
35,-0.5725162,-0.48093197,"('corrupt', 'incorrupt')",-0.8386309,-0.71096957,-0.7055736,-0.5959508,-0.1096228
48,-0.572176,-0.69188786,"('unintelligent', 'intelligent')",0.72284716,0.7407363,0.0753356,0.0244242,0.0509114
52,-0.5320935,-0.9366132,"('irrational', 'rational')",-0.46691865,-0.4625843,-0.4995061,-0.6995987,0.2000926
41,-0.52271825,-0.88455373,"('unforgiving', 'forgiving')",-0.034147736,-0.3555532,-0.278433,-0.6200535,0.3416205
7,-0.5215845,-0.7696018,"('insensitive', 'sensitive')",0.4692477,0.09570661,-0.0261684,-0.3369476,0.3107792
5,-0.51923776,-0.58872116,"('distant', 'outgoing')",-0.7677951,-0.5788272,-0.6435164,-0.5837742,-0.0597422
13,-0.51749045,-0.6319157,"('impolite', 'polite')",-0.5183541,-0.67195547,-0.5179223,-0.6519356,0.1340133
38,-0.50355804,-0.7068176,"('untruthful', 'truthful')",-0.20723632,-0.055426173,-0.3553972,-0.3811219,0.0257247
71,0.49134377,0.5886295,"('diffident', 'self-confident')",0.39414597,0.3005711,0.4427449,0.4446003,-0.0018554
46,-0.48455423,-0.5480534,"('uncompetitive', 'competitive')",-0.61531645,-0.6924613,-0.5499353,-0.6202574,0.0703221
58,-0.47564897,-0.8210367,"('undiscriminating', 'discriminating')",0.1178135,-0.19998452,-0.1789177,-0.5105106,0.3315929
2,0.45088828,0.32952812,"('unlikable', 'likable')",0.49238005,0.3996686,0.4716341,0.3645984,0.1070357
51,-0.4489472,-0.5205119,"('uneducated', 'educated')",0.56235886,0.38215142,0.0567058,-0.0691803,0.1258861
74,-0.44161987,-0.65939283,"('undedicated', 'dedicated')",-0.24161962,-0.5247919,-0.3416197,-0.5920924,0.2504727
54,-0.42456818,-0.39705163,"('incapable', 'capable')",0.6489727,1.1183517,0.1122023,0.36065,-0.2484477
39,0.4101072,0.52290034,"('exploitative', 'cooperative')",-0.0017014062,-0.059389114,0.2042029,0.2317556,-0.0275527
56,0.40794548,0.45114243,"('impractical', 'practical')",-0.35810417,-0.5257227,0.0249207,-0.0372901,0.0622108
36,-0.3823105,-0.64863276,"('hostile', 'amicable')",-0.69410664,-0.56383437,-0.5382086,-0.6062336,0.068025
33,0.37637797,0.11595003,"('wrong', 'right')",-0.96104896,-0.91147333,-0.2923355,-0.3977616,0.1054261
42,0.37433383,0.3553991,"('unreliable', 'reliable')",-2.8154283,-2.959873,-1.2205472,-1.3022369,0.0816897
77,-0.36794522,-0.12420971,"('unmotivated', 'motivated')",-1.2148645,-1.0955621,-0.7914048,-0.6098859,-0.1815189
61,-0.350997,-0.70771754,"('illogical', 'logical')",0.49803045,0.23126462,0.0735167,-0.2382265,0.3117432
88,-0.34328282,-0.6605163,"('low', 'eminent')",-0.37458304,-0.3891716,-0.3589329,-0.5248439,0.165911
64,-0.33630854,-0.45242321,"('shy', 'confident')",-6.6893787,-6.9863286,-3.5128436,-3.7193758,0.2065322
24,-0.32786208,-0.6995729,"('dishonest', 'honest')",0.7302785,0.58518034,0.2012082,-0.0571963,0.2584045
31,-0.31011754,-0.59818226,"('evil', 'good')",-1.1442236,-1.2498908,-0.7271706,-0.9240365,0.1968659
82,-0.30212554,-0.029490821,"('poor', 'rich')",7.061797,7.3751426,3.3798358,3.6728258,-0.29299
44,-0.3015403,-0.06983363,"('prejudiced', 'unprejudiced')",-1.300279,-1.256276,-0.8009096,-0.6630548,-0.1378548
69,0.2961733,0.3971593,"('lazy', 'industrious')",-1.2141286,-1.1966629,-0.4589776,-0.3997518,-0.0592258
25,-0.29442212,-0.21818408,"('egoistic', 'altruistic')",0.7989576,0.82956034,0.2522677,0.3056881,-0.0534204
47,0.2722821,0.21114972,"('stupid', 'smart')",5.722317,5.8219576,2.9972997,3.0165536,-0.0192539
16,-0.27026296,-0.24666692,"('unpopular', 'popular')",0.20980993,0.24672094,-0.0302265,2.7e-05,-0.0302535
23,-0.2698554,-0.3975969,"('insincere', 'sincere')",6.2718844,6.3932853,3.0010145,2.9978442,0.0031703
3,-0.25883555,-0.21546912,"('repellent', 'pleasant')",0.9552322,0.89462304,0.3481983,0.339577,0.0086213
49,-0.25824553,0.27024585,"('unable', 'able')",-0.42618647,0.03834123,-0.342216,0.1542935,-0.4965095
27,-0.2482833,-0.6200586,"('hardhearted', 'softhearted')",1.153345,0.9574394,0.4525309,0.1686904,0.2838405
87,0.22373098,0.21041074,"('unsuccessful', 'successful')",0.93575454,0.8048147,0.5797428,0.5076127,0.0721301
29,-0.2196196,-0.18887371,"('unfair', 'fair')",-0.36774874,-0.5576554,-0.2936842,-0.3732646,0.0795804
20,0.21635605,0.14069732,"('rough', 'thoughtful')",1.0838029,0.7973038,0.6500795,0.4690005,0.181079
50,-0.21565133,-0.08872259,"('clumsy', 'skillful')",0.26399302,0.40755388,0.0241708,0.1594156,-0.1352448
17,-0.17801099,-0.18774898,"('nasty', 'nice')",-0.8313543,-0.7108682,-0.5046827,-0.4493086,-0.0553741
26,-0.1710337,-0.660982,"('hardhearted', 'benevolent')",1.372745,1.0245246,0.6008556,0.1817713,0.4190843
59,-0.15817009,-0.16074026,"('foolish', 'wise')",-0.1777075,0.106542975,-0.1679388,-0.0270986,-0.1408402
72,-0.14812617,-0.06964228,"('unambitious', 'ambitious')",-0.100202635,0.04469127,-0.1241644,-0.0124755,-0.1116889
62,-0.14213185,-0.10140428,"('incompetent', 'brilliant')",0.7410642,0.7491484,0.2994662,0.3238721,-0.0244059
78,-0.13934153,0.0019949237,"('nonresilient', 'resilient')",0.1037129,0.18807676,-0.0178143,0.0950358,-0.1128501
60,-0.1270549,-0.034323208,"('inefficient', 'efficient')",0.41304684,0.4019948,0.142996,0.1838358,-0.0408398
34,0.11232385,0.13773789,"('mean', 'honorable')",5.7495728,5.9537973,2.9309483,3.0457675,-0.1148192
12,-0.11152248,-0.31848004,"('unsupportive', 'supportive')",-2.0676167,-2.303595,-1.0895696,-1.3110375,0.2214679
80,-0.10014287,-0.30242252,"('dominated', 'dominating')",-0.6972317,-1.0751932,-0.3986873,-0.6888078,0.2901205
75,0.090816684,0.27052787,"('meek', 'impulsive')",-0.6556486,-0.57816195,-0.282416,-0.153817,-0.128599
14,0.088338375,0.09299134,"('antisocial', 'social')",-0.18741126,-0.65782166,-0.0495364,-0.2824152,0.2328788
79,-0.081664056,-0.16132414,"('wavering', 'unwavering')",-0.6791042,-0.4415944,-0.3803841,-0.3014593,-0.0789248
4,-0.070310354,-0.1522482,"('disliked', 'liked')",-7.307538,-7.626157,-3.6889243,-3.8892026,0.2002783
66,-0.06976402,-0.34360114,"('inactive', 'active')",0.32249707,0.24974394,0.1263665,-0.0469286,0.1732951
81,0.067731306,0.1796509,"('submissive', 'aggressive')",-0.40627047,-0.38804567,-0.1692696,-0.1041974,-0.0650722
76,0.057727516,0.32053086,"('anxious', 'daring')",0.07913171,0.13197263,0.0684296,0.2262518,-0.1578222
30,0.04528267,0.028896488,"('intolerant', 'tolerant')",0.62261254,0.58798474,0.3339476,0.3084406,0.025507
32,0.030957602,-0.32019472,"('unkind', 'kind')",0.99847114,0.76854396,0.5147144,0.2241746,0.2905398
85,-0.028455526,-0.15667666,"('insignificant', 'prestigious')",-0.5750273,-0.61728644,-0.3017414,-0.3869815,0.0852401
15,0.016493047,0.03480667,"('boring', 'funny')",-0.4593879,-0.46236682,-0.2214474,-0.2137801,-0.0076673
40,0.003449846,-0.36651355,"('stingy', 'generous')",-1.9979625,-2.5028138,-0.9972563,-1.4346637,0.4374074
