,3m_male,3m_female,tuple,co_male,co_female,average_male,average_female,male-female
9,-1.1024328,-1.0660151,"('unaffectionate', 'caring')",1.1626766,1.1974066,0.0301219,0.0656958,-0.0355739
16,-1.0947134,-1.1068823,"('unpopular', 'popular')",-0.055395056,0.028086375,-0.5750542,-0.539398,-0.0356562
22,1.0753682,0.8865564,"('untrustworthy', 'trustworthy')",-0.43508452,-0.64518255,0.3201418,0.1206869,0.1994549
58,1.0133998,0.8246707,"('undiscriminating', 'discriminating')",0.39532328,0.1108951,0.7043616,0.4677829,0.2365787
5,-1.0072184,-1.0695176,"('distant', 'outgoing')",-0.6849162,-0.5763533,-0.8460673,-0.8229355,-0.0231318
64,0.99289834,0.8960692,"('shy', 'confident')",-6.7843537,-7.1839685,-2.8957276,-3.1439497,0.2482221
68,-0.9558263,-0.7889432,"('dependent', 'independent')",-1.6346947,-1.4411641,-1.2952604,-1.1150537,-0.1802067
88,-0.8796512,-0.8698367,"('low', 'eminent')",-0.46236846,-0.41859967,-0.6710098,-0.6442182,-0.0267916
79,-0.8632958,-1.1019075,"('wavering', 'unwavering')",-0.13165487,-0.042921126,-0.4974753,-0.5724143,0.074939
34,-0.84329426,-0.9713994,"('mean', 'honorable')",5.4198785,5.489687,2.2882922,2.2591438,0.0291484
23,0.8366866,0.8399303,"('insincere', 'sincere')",6.7445955,6.8196797,3.7906411,3.8298049,-0.0391638
18,-0.82067335,-0.7329275,"('disagreeable', 'welcoming')",-1.0310364,-0.6217246,-0.9258549,-0.6773261,-0.2485288
32,0.81030095,0.84504354,"('unkind', 'kind')",1.2111256,1.181913,1.0107133,1.0134783,-0.002765
61,0.8074554,0.8648119,"('illogical', 'logical')",0.23030417,0.13303599,0.5188798,0.498924,0.0199558
25,-0.80394053,-0.77376175,"('egoistic', 'altruistic')",1.3154792,1.474288,0.2557693,0.3502631,-0.0944938
35,-0.7979321,-0.73040324,"('corrupt', 'incorrupt')",-0.4970126,-0.26498932,-0.6474723,-0.4976963,-0.149776
13,0.7893966,0.7583745,"('impolite', 'polite')",-0.060365565,-0.23005527,0.3645155,0.2641596,0.1003559
43,0.7497469,0.8279312,"('irresponsible', 'responsible')",0.99903905,0.8693812,0.874393,0.8486562,0.0257368
75,-0.7277149,-1.0605395,"('meek', 'impulsive')",-0.7929042,-1.027147,-0.7603096,-1.0438433,0.2835337
1,-0.7271304,-0.81723,"('unfriendly', 'friendly')",1.4864928,1.6506212,0.3796812,0.4166956,-0.0370144
7,0.7226741,0.6136992,"('insensitive', 'sensitive')",0.8535529,0.8364086,0.7881135,0.7250539,0.0630596
53,-0.7005959,-0.7574663,"('uncreative', 'creative')",0.70326054,0.755816,0.0013323,-0.0008252,0.0021575
81,0.67613614,0.85755116,"('submissive', 'aggressive')",-0.6340061,-0.6929154,0.021065,0.0823179,-0.0612529
46,0.6652495,0.5353826,"('uncompetitive', 'competitive')",-0.22395717,-0.47190976,0.2206462,0.0317364,0.1889098
41,0.66307545,0.623038,"('unforgiving', 'forgiving')",-0.3359274,-0.4863137,0.163574,0.0683621,0.0952119
15,0.66296875,0.48753908,"('boring', 'funny')",0.43803778,0.14903924,0.5505033,0.3182892,0.2322141
39,0.646412,0.88398015,"('exploitative', 'cooperative')",0.69538474,0.78722054,0.6708984,0.8356004,-0.164702
86,-0.61481345,-0.5429795,"('uninfluential', 'influential')",-0.31559613,-0.4828272,-0.4652048,-0.5129033,0.0476985
67,0.6127405,0.8404865,"('doubtful', 'determined')",-0.3737287,-0.41088277,0.1195059,0.2148019,-0.095296
38,-0.57412297,-0.7954914,"('untruthful', 'truthful')",0.29462135,0.0262613,-0.1397508,-0.3846151,0.2448643
50,0.5672552,0.51030993,"('clumsy', 'skillful')",0.32659307,0.57180953,0.4469241,0.5410597,-0.0941356
20,0.53722507,0.4833388,"('rough', 'thoughtful')",-0.055861473,0.068644926,0.2406818,0.2759919,-0.0353101
26,0.53386337,0.42252213,"('hardhearted', 'benevolent')",1.7079971,1.6845801,1.1209302,1.0535511,0.0673791
12,0.5307375,0.4446363,"('unsupportive', 'supportive')",-1.6484151,-1.8129554,-0.5588388,-0.6841595,0.1253207
57,0.51341826,0.29675436,"('unimaginative', 'imaginative')",-2.7802079,-3.0298092,-1.1333948,-1.3665274,0.2331326
10,0.47378027,0.5574544,"('unsympathetic', 'sympathetic')",0.42794603,0.27416205,0.4508632,0.4158082,0.035055
72,0.45801213,0.4603951,"('unambitious', 'ambitious')",-0.18043119,-0.16365069,0.1387905,0.1483722,-0.0095817
47,0.45245278,0.55315447,"('stupid', 'smart')",5.2874584,5.518255,2.8699555,3.0357049,-0.1657494
48,-0.4361868,-0.32803994,"('unintelligent', 'intelligent')",-0.07698208,-0.01209569,-0.2565844,-0.1700678,-0.0865166
51,0.40447977,0.5708004,"('uneducated', 'educated')",0.04019313,0.17516802,0.2223365,0.3729842,-0.1506477
21,0.3920457,0.54323757,"('immoral', 'moral')",-0.6847274,-0.6361834,-0.1463408,-0.0464729,-0.0998679
37,0.36398497,0.36668414,"('fake', 'genuine')",0.43396592,0.47529107,0.3989754,0.4209876,-0.0220122
66,-0.35973486,-0.57810396,"('inactive', 'active')",0.3425175,0.19134106,-0.0086087,-0.1933815,0.1847728
0,0.3249097,0.33248654,"('unsociable', 'sociable')",0.21898091,-0.009026017,0.2719453,0.1617303,0.110215
49,-0.31539905,-0.23736742,"('unable', 'able')",-0.6675595,-0.5365808,-0.4914793,-0.3869741,-0.1045052
27,-0.31270692,-0.30723253,"('hardhearted', 'softhearted')",0.54515284,0.4875303,0.116223,0.0901489,0.0260741
84,0.3054942,0.349635,"('inferior', 'superior')",0.08594979,0.098135896,0.195722,0.2238854,-0.0281634
78,-0.27658308,-0.22870713,"('nonresilient', 'resilient')",0.30302858,0.2442216,0.0132228,0.0077572,0.0054656
4,-0.25392944,-0.46145254,"('disliked', 'liked')",-7.5486126,-7.8138213,-3.9012711,-4.1376371,0.236366
28,-0.23778659,-0.14517117,"('disloyal', 'loyal')",1.3363382,1.4093728,0.5492758,0.6321008,-0.082825
11,0.22872436,0.20437452,"('unhelpful', 'helpful')",2.408802,2.1485455,1.3187633,1.17646,0.1423033
73,0.2179249,0.20191026,"('helpless', 'self-reliant')",-3.5687182,-3.593472,-1.6753967,-1.6957809,0.0203842
82,0.20349397,0.22241837,"('poor', 'rich')",6.6197395,6.8083935,3.4116168,3.5154059,-0.1037891
24,-0.19393556,-0.164856,"('dishonest', 'honest')",1.2557821,1.3217163,0.5309233,0.5784302,-0.0475069
69,0.14794631,0.0024712086,"('lazy', 'industrious')",-1.4186604,-1.5138147,-0.635357,-0.7556717,0.1203147
83,0.124963894,0.093467765,"('powerless', 'powerful')",-1.1395943,-1.3622328,-0.5073152,-0.6343825,0.1270673
17,-0.111526966,-0.33916008,"('nasty', 'nice')",-0.3816044,-0.46049637,-0.2465657,-0.3998282,0.1532625
59,-0.10708757,-0.026258003,"('foolish', 'wise')",-0.20178792,0.084837824,-0.1544378,0.0292899,-0.1837277
3,0.10373826,0.17737088,"('repellent', 'pleasant')",0.41678745,0.48494995,0.2602628,0.3311604,-0.0708976
77,0.08370866,0.22305533,"('unmotivated', 'motivated')",-0.7188629,-0.78446466,-0.3175771,-0.2807047,-0.0368724
44,-0.082981065,-0.19190651,"('prejudiced', 'unprejudiced')",-1.305231,-1.2968735,-0.694106,-0.74439,0.050284
33,0.07473375,0.13088883,"('wrong', 'right')",-0.5815014,-0.530579,-0.2533838,-0.1998451,-0.0535387
40,-0.0692161,-0.10136555,"('stingy', 'generous')",-2.388767,-2.1506777,-1.2289915,-1.1260216,-0.1029699
71,-0.0672913,-0.25016588,"('diffident', 'self-confident')",0.7555839,0.66877437,0.3441463,0.2093042,0.1348421
29,0.062291153,0.1082635,"('unfair', 'fair')",-1.0433215,-1.0594159,-0.4905152,-0.4755762,-0.014939
54,0.005177602,0.039694272,"('incapable', 'capable')",1.2694882,1.426413,0.6373329,0.7330537,-0.0957208
