,simon_male,simon_female,tuple,property_male,property_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
36,-2.5940065,-2.3767118,"('hostile', 'amicable')",0.18247262,0.34086892,-0.75681686,-0.8123189,0.36321273,0.44094473,-0.7012845,-0.6018043,-0.0994802
12,2.2344418,2.231579,"('unsupportive', 'supportive')",1.1813824,1.2252618,1.5797217,1.4408088,-1.4920526,-1.5198135,0.8758733,0.8444591,0.0314142
56,2.1469612,2.1720705,"('impractical', 'practical')",0.30291742,0.5448445,0.5267222,0.7605125,-0.2869693,-0.216037,0.6724079,0.8153476,-0.1429397
35,-2.0372036,-1.7792464,"('corrupt', 'incorrupt')",-0.4421162,-0.46042573,-1.2503288,-1.3527064,-0.064897835,0.029924767,-0.9486366,-0.8906134,-0.0580232
39,2.0039124,1.599517,"('exploitative', 'cooperative')",0.05293179,-0.17054543,1.2253718,1.2420883,0.07714263,-0.064835794,0.8398397,0.651556,0.1882837
62,1.9801638,2.1517124,"('incompetent', 'brilliant')",-0.5467596,-0.22928298,0.55607605,0.79592776,0.17818454,0.20544821,0.5419162,0.7309513,-0.1890351
60,1.8947285,1.8917923,"('inefficient', 'efficient')",-0.55785215,-0.40917552,1.0355146,1.4031752,-0.19904386,-0.09358655,0.5433368,0.6980514,-0.1547146
43,1.7855709,1.8369943,"('irresponsible', 'responsible')",0.53766876,0.65043855,1.0237106,1.0247089,0.6268644,0.51963997,0.9934536,1.0079454,-0.0144918
30,1.7271881,1.8893175,"('intolerant', 'tolerant')",0.51509154,0.7935583,0.46554762,0.6166373,0.82119364,0.9355971,0.8822552,1.0587776,-0.1765224
69,-1.7222315,-2.2385573,"('lazy', 'industrious')",1.2419047,1.0145284,0.58170134,0.3694675,-0.4106061,-0.4755735,-0.0773079,-0.3325337,0.2552258
14,1.6519406,1.7557089,"('antisocial', 'social')",0.5884131,0.8739689,0.9668306,1.6200459,-1.1960317,-0.9052682,0.5027882,0.8361138,-0.3333256
75,-1.6371522,-1.3664078,"('meek', 'impulsive')",-0.24023853,-0.22743182,-0.9696742,-0.9874673,-0.48712188,-0.3590953,-0.8335467,-0.7351006,-0.0984461
16,-1.6311682,-1.4723337,"('unpopular', 'popular')",-0.50940984,-0.5554796,-0.39708304,-0.41142973,0.5512715,0.4812805,-0.4965974,-0.4894906,-0.0071068
7,1.5727229,1.5961906,"('insensitive', 'sensitive')",0.59658206,0.56027454,0.54320675,0.581881,0.90112525,0.82575566,0.9034092,0.8910254,0.0123838
31,-1.5493144,-1.4592965,"('evil', 'good')",-1.2029192,-0.9979182,-1.1896968,-1.3579869,-0.80896574,-0.7432903,-1.187724,-1.1396229,-0.0481011
21,1.5256625,1.220172,"('immoral', 'moral')",0.21343379,-0.0025130473,0.5058274,0.559529,-0.9745578,-1.0329347,0.3175914,0.1860633,0.1315281
70,1.5092745,1.5749507,"('lethargic', 'energetic')",-0.10481538,0.09478864,0.6621269,0.8745802,0.68221766,0.6337376,0.6872009,0.7945143,-0.1073134
24,1.3834223,1.3061416,"('dishonest', 'honest')",-0.6486594,-0.4247405,-0.34091124,-0.12699911,0.7356093,0.78163904,0.2823652,0.3840103,-0.1016451
23,1.3591689,1.7143666,"('insincere', 'sincere')",-0.112157784,0.079449765,0.5451723,0.7381293,6.13908,5.841579,1.9828159,2.0933812,-0.1105653
67,1.3180789,0.8996336,"('doubtful', 'determined')",0.69376093,0.6029123,0.9831921,0.9800708,-0.56776625,-0.5176244,0.6068164,0.4912481,0.1155683
5,-1.2904261,-1.260746,"('distant', 'outgoing')",0.37741256,0.7195414,-0.7903412,-0.81463486,0.1438722,0.23298016,-0.3898706,-0.2807148,-0.1091558
76,1.277355,1.3826842,"('anxious', 'daring')",0.27448896,0.32885516,0.93880814,1.0587449,0.13039353,0.22658263,0.6552614,0.7492167,-0.0939553
6,-1.2732631,-1.0094324,"('distant', 'open')",0.37076437,0.7270561,-1.1338334,-1.2437541,0.64326155,0.656908,-0.3482676,-0.2173056,-0.130962
42,1.2506188,1.250629,"('unreliable', 'reliable')",0.8386802,1.1014166,1.5051056,1.6163148,-2.7759311,-2.6473293,0.2046184,0.3302578,-0.1256394
55,1.2247428,1.3474132,"('incompetent', 'clever')",-1.2795569,-1.084142,0.26686013,0.37674156,-0.33358482,-0.40707445,-0.0303847,0.0582346,-0.0886193
4,-1.0967396,-0.6460456,"('disliked', 'liked')",0.19311959,0.46184424,-0.5608362,-0.50606537,-6.710729,-6.3740473,-2.0437963,-1.7660785,-0.2777178
9,1.086113,1.5734768,"('unaffectionate', 'caring')",0.98777634,1.3386799,0.45178756,0.5266936,1.6626129,1.6005993,1.0470724,1.2598624,-0.21279
2,1.073722,1.248583,"('unlikable', 'likable')",0.7932558,0.9855071,1.6115748,1.7660462,0.74084306,0.9424959,1.0548489,1.235658,-0.1808091
74,1.071978,1.174954,"('undedicated', 'dedicated')",-0.9613787,-0.6400592,0.7851974,0.6868257,-0.08591451,0.023271035,0.2024705,0.3112479,-0.1087774
78,-1.0630392,-1.0108612,"('nonresilient', 'resilient')",0.7349467,0.7989552,1.3524578,1.3027736,0.31856093,0.29388502,0.3357316,0.3461882,-0.0104566
10,1.062984,1.3806441,"('unsympathetic', 'sympathetic')",-0.7959827,-0.71667004,0.23594417,0.3153659,-0.19398578,-0.33245492,0.0772399,0.1617213,-0.0844814
81,1.0134534,0.8705661,"('submissive', 'aggressive')",-0.3474701,-0.61961627,1.2126195,1.342915,-1.0863316,-1.0496547,0.1980678,0.1360525,0.0620153
72,0.98269373,1.2577916,"('unambitious', 'ambitious')",0.8230975,0.83601016,0.77858895,0.84910566,-0.72782356,-0.6741415,0.4641392,0.5671915,-0.1030523
1,-0.96115893,-0.26040438,"('unfriendly', 'friendly')",-0.31413996,0.24107914,-0.3005913,-0.1074596,1.9099015,2.1075401,0.0835029,0.4951888,-0.4116859
46,0.92131764,1.0484093,"('uncompetitive', 'competitive')",-0.56393677,-0.46381092,1.0496192,1.3325745,-0.9677773,-0.85771066,0.1098057,0.2648656,-0.1550599
37,0.8966906,0.6851156,"('fake', 'genuine')",-0.26668608,-0.40169424,0.24275622,0.15703622,0.62189597,0.4734879,0.3736642,0.2284864,0.1451778
88,-0.8113468,-0.72715706,"('low', 'eminent')",-1.4695292,-1.2934215,-1.30859,-1.2739767,0.08846183,0.10980739,-0.8752511,-0.7961869,-0.0790642
58,-0.7887109,-0.3797774,"('undiscriminating', 'discriminating')",0.38747332,0.61791706,1.1735066,1.2817467,0.08187437,0.13268788,0.2135358,0.4131436,-0.1996078
83,0.7808954,0.5871692,"('powerless', 'powerful')",0.9486411,1.1031363,-0.32681814,-0.10319536,-1.2601689,-1.2522413,0.0356374,0.0837172,-0.0480798
84,0.70837414,0.5123282,"('inferior', 'superior')",-0.12228021,0.008140642,0.26089117,0.22704719,0.5114287,0.65305257,0.3396035,0.3501422,-0.0105387
63,0.6956698,0.6921072,"('unperceptive', 'insightful')",0.5179961,0.5065446,1.754839,1.7847776,1.1632639,1.0767862,1.0329422,1.0150539,0.0178883
51,0.685764,0.6665335,"('uneducated', 'educated')",-1.0723956,-1.1264797,0.12356771,0.12990227,0.19364068,0.1693029,-0.0173558,-0.0401853,0.0228295
73,0.6731508,0.6389267,"('helpless', 'self-reliant')",1.1522642,1.0165689,0.007837109,-0.12624621,-3.4077375,-3.3328183,-0.3936214,-0.4508922,0.0572708
33,-0.66715264,-0.95594215,"('wrong', 'right')",0.6109015,0.5315836,0.12321435,-0.05369714,-0.4293514,-0.44528916,-0.090597,-0.2308362,0.1402392
44,-0.65159243,-0.95333457,"('prejudiced', 'unprejudiced')",-0.48529932,-0.72030413,-0.4311099,-0.4395568,-1.3868171,-1.5375918,-0.7387047,-0.9126968,0.1739921
0,0.63804066,0.8357027,"('unsociable', 'sociable')",-0.5808026,-0.36896718,0.24105483,0.54929227,-0.628336,-0.5646881,-0.0825108,0.1128349,-0.1953457
13,0.6311834,0.65364116,"('impolite', 'polite')",-0.26884532,-0.23721376,0.14132987,0.47608095,-0.22146013,-0.10125598,0.070552,0.1978131,-0.1272611
15,-0.6249756,-0.5005371,"('boring', 'funny')",0.13146636,0.30039173,-0.98580205,-0.8338167,0.33383828,0.44079387,-0.2863683,-0.148292,-0.1380763
80,0.60418165,0.5422016,"('dominated', 'dominating')",-0.82509154,-1.0646201,1.0356587,1.0186073,-1.3888447,-1.664017,-0.143524,-0.2919571,0.1484331
11,0.5942509,0.7123098,"('unhelpful', 'helpful')",-0.5325602,-0.41501227,-0.019723266,0.2405065,2.0857413,2.1426334,0.5319272,0.6701094,-0.1381822
82,-0.5815839,-0.17925623,"('poor', 'rich')",-0.033971086,0.07332166,-0.15138295,0.09418691,6.3687625,6.2078395,1.4004562,1.5490229,-0.1485667
85,-0.57317966,-0.5352265,"('insignificant', 'prestigious')",1.5714213,1.6932274,-0.21270284,-0.35798258,0.48666397,0.4309045,0.3180507,0.3077307,0.01032
50,-0.56408733,-0.51605296,"('clumsy', 'skillful')",0.5875071,0.48875165,0.355898,0.32004088,0.604706,0.5623708,0.246006,0.2137776,0.0322284
65,0.55436444,0.7549587,"('insecure', 'secure')",-0.60719293,-0.52587885,0.71722937,1.0150185,-0.47367734,-0.2639369,0.0476809,0.2450404,-0.1973595
22,0.54075867,0.7300916,"('untrustworthy', 'trustworthy')",-1.5459429,-1.2660449,0.52566934,0.82269657,-1.1409856,-0.86586356,-0.4051251,-0.1447801,-0.260345
71,0.53712344,0.40554658,"('diffident', 'self-confident')",1.4219525,1.5885582,0.22546148,0.3688326,0.83367234,0.73337954,0.7545524,0.7740793,-0.0195269
54,0.50433683,0.5675354,"('incapable', 'capable')",0.29399198,0.31574804,0.18159652,0.082705624,1.0923499,0.99752307,0.5180688,0.490878,0.0271908
25,-0.47567654,-0.4258443,"('egoistic', 'altruistic')",0.14280011,0.25336888,0.07826157,-0.066656396,1.4410068,1.4855478,0.296598,0.311604,-0.015006
27,0.46739215,0.36519048,"('hardhearted', 'softhearted')",-0.40629816,-0.5046427,0.32007134,0.08849859,1.7501123,1.3855629,0.5328194,0.3336523,0.1991671
68,0.46300113,-0.11570875,"('dependent', 'independent')",-2.3476253,-2.606756,-0.52247924,-0.70592386,-0.66758287,-0.8470895,-0.7686715,-1.0688696,0.3001981
53,-0.4575571,-0.10028489,"('uncreative', 'creative')",0.8554861,1.032229,0.18120039,0.22635832,1.1507355,1.2465371,0.4324662,0.6012099,-0.1687437
3,0.43536583,0.47723228,"('repellent', 'pleasant')",-0.7823337,-0.83544207,0.8327183,0.9477905,0.2167249,0.13038684,0.1756188,0.1799919,-0.0043731
26,-0.4174273,0.24545887,"('hardhearted', 'benevolent')",1.123553,1.6067293,0.60386395,0.82693475,1.4954071,1.8086416,0.7013492,1.1219411,-0.4205919
87,0.401824,0.47536948,"('unsuccessful', 'successful')",0.82150626,0.63428295,1.3944657,1.5679861,0.66338027,0.78117025,0.820294,0.8647022,-0.0444082
20,0.38695702,0.23186497,"('rough', 'thoughtful')",-0.3192446,-0.48708054,0.44759345,0.26598877,1.1023195,0.9461405,0.4044063,0.2392284,0.1651779
45,0.35968095,0.7666088,"('incompetent', 'competent')",-1.0384536,-0.56349885,0.22258295,0.46789533,-0.40700993,-0.41102594,-0.2157999,0.0649948,-0.2807947
61,0.35712135,0.22267194,"('illogical', 'logical')",-0.6055453,-0.6954262,0.15611926,0.18029296,0.1594092,0.073610395,0.0167761,-0.0547127,0.0714888
32,0.3359867,0.60945415,"('unkind', 'kind')",-0.45333195,-0.3341292,0.40052074,0.5853067,1.2126435,1.1627862,0.3739547,0.5058545,-0.1318998
28,-0.2561019,0.2182437,"('disloyal', 'loyal')",0.30018228,0.6374328,0.05917338,0.20392022,0.97435296,0.96619976,0.2694017,0.5064491,-0.2370474
38,0.24810459,0.3065365,"('untruthful', 'truthful')",-0.08995907,0.026422948,-0.23068641,-0.19880226,0.20225644,0.13777,0.0324289,0.0679818,-0.0355529
66,-0.24437481,-0.17261207,"('inactive', 'active')",1.0716025,0.9824439,1.5713797,1.5254027,1.2045878,1.1965227,0.9007988,0.8829393,0.0178595
29,0.23435844,0.34183967,"('unfair', 'fair')",-0.863604,-0.6527997,-0.7140981,-0.6053604,-0.6036189,-0.5474579,-0.4867406,-0.3659446,-0.120796
8,0.23263454,0.8466523,"('unaffectionate', 'affectionate')",0.72591925,1.1295102,0.17765269,0.2702614,1.1326967,1.1195542,0.5672258,0.8414944,-0.2742686
48,0.2247595,0.41793767,"('unintelligent', 'intelligent')",-0.80313003,-0.8002108,-0.60841906,-0.72677106,0.33672205,0.3169103,-0.2125169,-0.1980335,-0.0144834
77,0.22085714,0.06461435,"('unmotivated', 'motivated')",0.32631978,0.10545164,0.5765879,0.5131927,-1.16383,-1.1934634,-0.0100163,-0.1275512,0.1175349
86,0.17120108,0.41032472,"('uninfluential', 'influential')",-1.5265068,-1.2398533,-0.102199614,-0.041234374,-0.45880672,-0.4579026,-0.479078,-0.3321664,-0.1469116
49,0.14558491,0.11420396,"('unable', 'able')",-1.3302805,-1.1341945,-1.118379,-1.1147058,-0.20504326,-0.31555986,-0.6270295,-0.6125641,-0.0144654
18,-0.14196138,0.026692182,"('disagreeable', 'welcoming')",-0.5129237,-0.29359484,-0.44237667,-0.46432924,-0.37915143,-0.282211,-0.3691033,-0.2533607,-0.1157426
41,-0.1241457,0.7740561,"('unforgiving', 'forgiving')",-0.8084902,-0.31351724,0.68820125,0.8066431,0.0024013817,0.017527375,-0.0605083,0.3211773,-0.3816856
47,0.09794474,0.27922958,"('stupid', 'smart')",0.2644847,0.42560622,0.8318266,1.0119761,5.865392,5.7657676,1.7649121,1.8706448,-0.1057327
64,-0.06529312,-0.2874712,"('shy', 'confident')",0.5116255,0.33640867,1.1930693,1.2661121,-6.938128,-6.582346,-1.3246815,-1.3168241,-0.0078574
17,0.052174937,0.35498637,"('nasty', 'nice')",0.14262421,0.23926322,-0.81193864,-0.6615756,-0.49935582,-0.41310978,-0.2791238,-0.1201089,-0.1590149
19,-0.041216828,-0.08761865,"('inhospitable', 'hospitable')",-0.7366585,-0.4832435,-1.4962745,-1.4854106,0.04057315,0.02191215,-0.5583942,-0.5085902,-0.049804
52,-0.037411068,-0.09547458,"('irrational', 'rational')",0.3335032,0.3482539,-0.7321814,-1.0682201,0.11192088,0.0035090176,-0.0810421,-0.2029829,0.1219408
57,-0.022167942,0.647987,"('unimaginative', 'imaginative')",-0.1305755,0.13505936,-0.39422,-0.31342477,-2.8629138,-2.6791408,-0.8524693,-0.5523798,-0.3000895
59,-0.016438516,0.013426874,"('foolish', 'wise')",0.9034565,0.78994447,-0.63307136,-0.80844605,0.7229303,0.6704736,0.2442192,0.1663497,0.0778695
34,-0.01566249,-0.26177573,"('mean', 'honorable')",0.021809675,0.20530751,0.17639978,0.30530304,6.193965,6.0905223,1.594128,1.5848392,0.0092888
40,-0.009485958,0.21968569,"('stingy', 'generous')",0.6745472,0.7921739,0.53272814,0.3609028,-1.6644402,-1.7817805,-0.1166627,-0.1022545,-0.0144082
79,-0.00835699,-0.027088894,"('wavering', 'unwavering')",0.2605559,0.46730492,-0.77420217,-0.848791,0.14648423,0.07129852,-0.0938798,-0.0843191,-0.0095607
