,teradata_male,teradata_female,tuple,corp_male,corp_female,de_male,de_female,average_male,average_female,male-female
59,0.5526399,0.36584827,"('foolish', 'wise')",-1.1008759,-1.078936,-0.2606198,-0.37996042,-0.2696186,-0.3643494,0.0947308
12,-0.5461605,-0.55229616,"('unsupportive', 'supportive')",0.53772247,0.49937883,-1.8587551,-2.0198598,-0.6223977,-0.6909257,0.068528
15,0.5390607,0.57874787,"('boring', 'funny')",0.3615528,0.290683,0.5376607,0.3663595,0.4794248,0.4119301,0.0674947
84,0.5071956,0.6902234,"('inferior', 'superior')",0.5064726,0.4448332,0.23474702,0.3599416,0.4161384,0.4983327,-0.0821943
78,-0.49958104,-0.63151276,"('nonresilient', 'resilient')",0.11782846,0.033147763,-0.1433949,-0.26917505,-0.1750492,-0.28918,0.1141308
30,-0.49787894,-0.3524777,"('intolerant', 'tolerant')",1.9702148,1.9468547,0.88047516,0.92810756,0.7842704,0.8408282,-0.0565578
63,-0.48678556,-0.32365167,"('unperceptive', 'insightful')",1.0104586,0.8472273,1.5885528,1.4397923,0.7040753,0.654456,0.0496193
21,-0.48272416,-0.21364959,"('immoral', 'moral')",2.0808883,2.244796,0.2751279,0.5712757,0.6244307,0.8674741,-0.2430434
80,-0.46288878,0.09220655,"('dominated', 'dominating')",0.51160276,0.89222896,-0.40102908,-0.12152618,-0.1174384,0.2876364,-0.4050748
14,-0.45066994,-0.27715245,"('antisocial', 'social')",2.6199853,2.5215538,0.19377653,0.4201575,0.7876973,0.8881862,-0.1004889
49,-0.38754183,-0.48650014,"('unable', 'able')",0.45721993,0.40448308,0.1765137,0.073463045,0.0820639,-0.0028513,0.0849152
20,-0.37734488,-0.1720261,"('rough', 'thoughtful')",0.92516583,0.95582175,0.08579887,0.10072337,0.2112066,0.2948397,-0.0836331
51,-0.3718873,-0.3498323,"('uneducated', 'educated')",0.77531266,0.85370725,1.2396057,1.2798445,0.547677,0.5945732,-0.0468962
32,-0.3564039,-0.2618435,"('unkind', 'kind')",1.6959172,1.8026806,1.5919884,1.4735062,0.9771673,1.0047811,-0.0276138
17,-0.34846982,-0.48877022,"('nasty', 'nice')",0.029232686,-0.18902841,-0.82173115,-0.7628958,-0.3803228,-0.4802315,0.0999087
72,0.31855476,0.23320265,"('unambitious', 'ambitious')",-0.38159496,-0.20543884,0.013318583,-0.2354973,-0.0165739,-0.0692445,0.0526706
40,-0.31626114,-0.06569904,"('stingy', 'generous')",0.22676122,0.2652599,-1.9762019,-1.7722025,-0.6885672,-0.5242139,-0.1643533
38,-0.3074818,-0.7681942,"('untruthful', 'truthful')",-0.6037209,-0.63333786,1.2901636,1.0374079,0.1263203,-0.1213747,0.247695
22,-0.3002512,-0.035539422,"('untrustworthy', 'trustworthy')",0.95900834,1.0528883,-0.75770426,-0.618813,-0.0329824,0.1328453,-0.1658277
26,0.2891655,0.3606741,"('hardhearted', 'benevolent')",2.054791,1.6383387,0.77617645,0.44449195,1.0400443,0.8145016,0.2255427
44,0.28429052,0.59779626,"('prejudiced', 'unprejudiced')",-0.13952011,-0.0074544735,-0.8851147,-0.6114644,-0.2467814,-0.0070409,-0.2397405
56,-0.28262988,-0.20000492,"('impractical', 'practical')",2.590915,2.568026,1.0404234,0.86043376,1.1162361,1.0761517,0.0400844
16,-0.26800686,-0.06100653,"('unpopular', 'popular')",-0.922843,-0.9667027,0.54786205,0.76313615,-0.2143292,-0.088191,-0.1261382
69,0.24477477,0.37871626,"('lazy', 'industrious')",-0.28706568,-0.15821476,-1.6139532,-1.5669533,-0.5520814,-0.4488173,-0.1032641
58,-0.24252799,0.09739753,"('undiscriminating', 'discriminating')",0.79568756,0.89656055,-0.6403036,-0.6188866,-0.029048,0.1250238,-0.1540718
88,-0.20977733,0.0054266956,"('low', 'eminent')",-0.027742703,0.1795035,0.13577525,0.008735634,-0.0339149,0.0645553,-0.0984702
36,-0.1920505,-0.15041198,"('hostile', 'amicable')",-2.0780857,-2.1113174,-1.3556529,-1.3504884,-1.2085964,-1.2040726,-0.0045238
46,-0.18916082,-0.10904853,"('uncompetitive', 'competitive')",1.128687,1.1672473,0.11917459,0.3416681,0.3529003,0.4666223,-0.113722
27,-0.15941012,-0.3010735,"('hardhearted', 'softhearted')",-0.22824618,-0.34121323,0.95565325,0.91514325,0.1893323,0.0909522,0.0983801
39,-0.1417057,0.120249845,"('exploitative', 'cooperative')",1.7939469,1.9516197,-0.14421451,0.09873282,0.5026755,0.7235341,-0.2208586
76,-0.13519996,0.35195717,"('anxious', 'daring')",0.68612,1.0751821,0.5883551,1.0358173,0.3797584,0.8209855,-0.4412271
25,-0.11848366,-0.4263034,"('egoistic', 'altruistic')",-0.30786747,-0.49676108,0.43415928,0.19086853,0.0026027,-0.2440653,0.246668
33,-0.10788169,-0.12656754,"('wrong', 'right')",-0.2772393,-0.27648646,-0.6701987,-0.75686216,-0.3517732,-0.3866387,0.0348655
64,-0.10672331,-0.012805897,"('shy', 'confident')",1.281404,1.2474805,-5.905816,-6.1440754,-1.5770451,-1.636467,0.0594219
18,-0.09693787,-0.20533814,"('disagreeable', 'welcoming')",-0.1983668,-0.30121526,-0.5624093,-0.63229704,-0.2859046,-0.3796168,0.0937122
82,-0.08547565,-0.41963834,"('poor', 'rich')",0.67439425,0.4693662,6.41749,6.5084515,2.3354696,2.1860598,0.1494098
37,-0.06699734,-0.049357507,"('fake', 'genuine')",0.047240674,0.39960688,-0.0077065453,0.3910305,-0.0091544,0.2470933,-0.2562477
68,0.06240328,0.08267318,"('dependent', 'independent')",0.058049746,0.026622955,-0.63317716,-0.40826958,-0.1709081,-0.0996578,-0.0712503
41,-0.060518786,-0.27963865,"('unforgiving', 'forgiving')",0.5873108,0.36847463,0.5091071,0.28068998,0.3452997,0.1231753,0.2221244
8,-0.058368437,-0.57854587,"('unaffectionate', 'affectionate')",-1.4367459,-1.440918,0.19591434,-0.3547467,-0.4330666,-0.7914035,0.3583369
52,0.03065053,-0.09643572,"('irrational', 'rational')",-2.1183527,-2.0888648,-0.016473852,-0.14942853,-0.7013919,-0.7782431,0.0768512
5,-0.028217318,-0.329661,"('distant', 'outgoing')",-1.864176,-2.0700593,-1.3968104,-1.5173997,-1.0964012,-1.3057067,0.2093055
6,0.02325526,-0.33347967,"('distant', 'open')",-2.8962605,-3.0600464,-1.082543,-1.137974,-1.3185161,-1.5105,0.1919839
83,0.012935632,0.473061,"('powerless', 'powerful')",-0.036227148,0.35359856,-0.9910671,-0.766927,-0.3381195,0.0199109,-0.3580304
71,-0.012131836,-0.26260108,"('diffident', 'self-confident')",0.49497572,0.13672888,0.03598149,-0.46393448,0.1729418,-0.1966022,0.369544
74,0.004460495,-0.042079177,"('undedicated', 'dedicated')",0.7648419,0.92071,0.25200236,0.13315716,0.3404349,0.3372627,0.0031722
