,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,male-female
81,-2.0059526,-2.1644506,"('submissive', 'aggressive')",-0.5164423,-0.53571314,-0.4836632,-0.60218817,-1.0020194,-1.100784,0.0987646
71,1.9941044,2.0674284,"('diffident', 'self-confident')",2.0534835,1.9517975,0.5170531,0.53033745,1.521547,1.5165211,0.0050259
69,1.9643446,1.9921199,"('lazy', 'industrious')",1.4374094,1.440231,-0.9325176,-0.7870451,0.8230788,0.8817685,-0.0586897
10,-1.8222393,-1.8459888,"('unsympathetic', 'sympathetic')",-0.5426598,-0.45303565,0.087740056,-0.04170581,-0.7590531,-0.7802434,0.0211903
1,1.7567322,1.9170364,"('unfriendly', 'friendly')",1.6215684,1.627064,1.312837,1.5701281,1.5637126,1.7047427,-0.1410301
70,-1.6442027,-1.6576334,"('lethargic', 'energetic')",-0.8100062,-0.75431037,0.7987383,0.70667166,-0.5518235,-0.5684241,0.0166006
33,1.577467,1.5891886,"('wrong', 'right')",0.78137636,0.68223304,-1.2043759,-1.0018932,0.3848225,0.4231762,-0.0383537
3,-1.5719227,-1.6211019,"('repellent', 'pleasant')",-0.2040889,-0.12589312,0.23697309,0.22970521,-0.5130128,-0.5057633,-0.0072495
57,-1.4140083,-1.4757404,"('unimaginative', 'imaginative')",-0.3721488,-0.33402306,-2.4301052,-2.2595367,-1.4054208,-1.3564334,-0.0489874
65,-1.3867366,-1.4078413,"('insecure', 'secure')",-0.8252248,-0.78371555,-0.26300836,-0.3611424,-0.82499,-0.8508998,0.0259098
77,-1.3696791,-1.495431,"('unmotivated', 'motivated')",-0.066111185,-0.1388588,-0.85001445,-0.9521258,-0.7619349,-0.8621385,0.1002036
26,1.2964002,1.5524762,"('hardhearted', 'benevolent')",1.6066693,1.7334061,1.4334065,1.5710523,1.4454919,1.6189782,-0.1734863
9,1.1597626,1.2542249,"('unaffectionate', 'caring')",0.76390356,0.81014127,0.6474191,0.81239396,0.8570285,0.95892,-0.1018915
82,-1.1535459,-1.1049694,"('poor', 'rich')",-1.1912373,-1.1503392,5.7031507,5.6872606,1.1194558,1.143984,-0.0245282
30,-1.1491446,-1.1732213,"('intolerant', 'tolerant')",-1.1546999,-1.1529138,0.7001163,0.68275505,-0.5345761,-0.5477934,0.0132173
36,1.1174691,1.0957372,"('hostile', 'amicable')",0.73166645,0.6718066,-0.1311404,0.054159865,0.5726651,0.6072346,-0.0345695
45,-1.1126618,-1.0777411,"('incompetent', 'competent')",0.46224934,0.48630905,-0.40495354,-0.481934,-0.3517887,-0.3577887,0.006
25,1.0995187,1.1335161,"('egoistic', 'altruistic')",0.6577765,0.54667866,1.0911087,1.259377,0.949468,0.9798573,-0.0303893
53,1.0513189,1.0727737,"('uncreative', 'creative')",0.2663438,0.2796857,0.7673055,0.91323185,0.6949894,0.7552304,-0.060241
55,-0.98852026,-1.0614154,"('incompetent', 'clever')",-0.25185972,-0.30243614,0.25201353,0.09688991,-0.3294555,-0.4223205,0.092865
60,-0.9713919,-1.0443721,"('inefficient', 'efficient')",0.5694959,0.6002,0.38945478,0.2450863,-0.0041471,-0.0663619,0.0622148
72,-0.9619398,-1.0312843,"('unambitious', 'ambitious')",-0.35050604,-0.47403687,-1.464928,-1.4141371,-0.9257913,-0.9731528,0.0473615
58,0.9610392,0.96750134,"('undiscriminating', 'discriminating')",1.4482453,1.4619337,0.28076896,0.27519763,0.8966845,0.9015443,-0.0048598
85,0.93824416,1.1286039,"('insignificant', 'prestigious')",0.6087153,0.58369225,0.38725322,0.6094325,0.6447376,0.7739096,-0.129172
5,0.8793628,0.969248,"('distant', 'outgoing')",0.65475684,0.55152535,-0.67544216,-0.53756577,0.2862258,0.3277359,-0.0415101
14,-0.85732687,-0.81479335,"('antisocial', 'social')",0.4096727,0.39493537,-0.97074705,-1.1060486,-0.4728004,-0.5086355,0.0358351
16,-0.8525535,-0.9076879,"('unpopular', 'popular')",-0.9021401,-0.9353231,0.22954889,0.24008365,-0.5083815,-0.5343091,0.0259276
35,0.8429149,0.8280255,"('corrupt', 'incorrupt')",0.3721516,0.24921575,-0.57361615,-0.4389851,0.2138168,0.2127521,0.0010647
51,-0.83591014,-0.9002661,"('uneducated', 'educated')",0.1566413,0.046150684,0.966439,0.9139383,0.0957234,0.019941,0.0757824
39,0.79579306,0.80515134,"('exploitative', 'cooperative')",1.5604587,1.6149065,0.08768148,0.08230305,0.8146444,0.8341203,-0.0194759
31,0.7808414,0.7551551,"('evil', 'good')",0.39637452,0.304514,-1.4835123,-1.3785415,-0.1020988,-0.1062908,0.004192
42,-0.7787675,-0.7877886,"('unreliable', 'reliable')",-0.2409749,-0.25890514,-3.1925347,-3.0793142,-1.4040925,-1.375336,-0.0287565
28,-0.7372923,-0.6841998,"('disloyal', 'loyal')",-0.20413819,-0.21794504,0.7536169,0.75435096,-0.0626045,-0.0492646,-0.0133399
21,-0.7148324,-0.7258697,"('immoral', 'moral')",0.37183663,0.38459072,-0.76829755,-0.8430852,-0.3704311,-0.3947881,0.024357
50,-0.70963204,-0.6966661,"('clumsy', 'skillful')",-0.34341577,-0.2949301,0.28648108,0.38179874,-0.2555222,-0.2032658,-0.0522564
76,-0.70160437,-0.69370013,"('anxious', 'daring')",0.4353438,0.46909916,0.70510346,0.5918468,0.146281,0.1224153,0.0238657
75,-0.690878,-0.72972924,"('meek', 'impulsive')",-0.3031477,-0.33268344,-0.4941796,-0.4148777,-0.4960684,-0.4924301,-0.0036383
13,-0.6837988,-0.75859195,"('impolite', 'polite')",-0.25950384,-0.32642832,-0.18098497,-0.34162503,-0.3747625,-0.4755484,0.1007859
0,-0.67760974,-0.68789554,"('unsociable', 'sociable')",0.30671155,0.27119687,-0.42263475,-0.50578445,-0.264511,-0.3074944,0.0429834
17,-0.66552013,-0.6589698,"('nasty', 'nice')",0.97383857,1.1209706,-0.5488514,-0.5236235,-0.0801776,-0.0205409,-0.0596367
46,-0.66175455,-0.7020403,"('uncompetitive', 'competitive')",0.6050854,0.67238957,0.33388287,0.23048083,0.0924046,0.0669434,0.0254612
8,0.657972,0.74863416,"('unaffectionate', 'affectionate')",0.29136872,0.30737847,-0.18441501,0.010764755,0.2549752,0.3555924,-0.1006172
29,0.6400792,0.5751323,"('unfair', 'fair')",0.25328195,0.2295112,-0.4339304,-0.41175008,0.1531436,0.1309645,0.0221791
87,0.63200414,0.7571366,"('unsuccessful', 'successful')",1.6051135,1.5943823,0.9336817,0.91634315,1.0569332,1.0892874,-0.0323542
64,-0.62122715,-0.7629191,"('shy', 'confident')",-0.51252186,-0.61574316,-6.2937956,-6.2928534,-2.4758482,-2.5571718,0.0813236
62,-0.61789596,-0.59774435,"('incompetent', 'brilliant')",0.09306119,0.05997464,0.07981364,0.0647033,-0.1483404,-0.1576888,0.0093484
18,-0.5912464,-0.49983674,"('disagreeable', 'welcoming')",-1.1796238,-1.2289671,-0.9894638,-0.9212743,-0.9201113,-0.8833594,-0.0367519
23,-0.5840421,-0.5350547,"('insincere', 'sincere')",-0.15607065,-0.09392591,5.6641045,5.6288853,1.6413306,1.6666349,-0.0253043
12,0.5352315,0.5873259,"('unsupportive', 'supportive')",0.7853269,0.7248395,-1.5349137,-1.5870873,-0.0714518,-0.0916406,0.0201888
11,-0.5330615,-0.5041516,"('unhelpful', 'helpful')",0.1660843,0.18802118,2.0423834,2.0356174,0.5584687,0.5731623,-0.0146936
61,0.5317442,0.47694716,"('illogical', 'logical')",0.9264922,0.87606096,0.27278942,0.24974364,0.5770086,0.5342506,0.042758
2,0.5058908,0.5503415,"('unlikable', 'likable')",0.9108151,0.9186876,0.21760757,0.32556927,0.5447712,0.5981994,-0.0534282
84,0.5004707,0.48881435,"('inferior', 'superior')",0.41320044,0.387987,1.2207816,1.2102551,0.7114843,0.6956855,0.0157988
43,-0.4849973,-0.48884705,"('irresponsible', 'responsible')",-0.25603914,-0.2578922,0.39599288,0.28818694,-0.1150145,-0.1528508,0.0378363
27,-0.47464818,-0.42725664,"('hardhearted', 'softhearted')",-0.60376716,-0.62114185,1.2600508,1.2295232,0.0605451,0.0603749,0.0001702
73,0.45275056,0.5458405,"('helpless', 'self-reliant')",-0.24963255,-0.21458471,-3.406,-3.2289908,-1.0676273,-0.9659117,-0.1017156
68,-0.43127754,-0.511227,"('dependent', 'independent')",-0.5645943,-0.6259554,-0.3410957,-0.3717955,-0.4456559,-0.5029927,0.0573368
38,-0.41539028,-0.46462572,"('untruthful', 'truthful')",0.13709521,0.061622165,-0.2424376,-0.18067966,-0.1735775,-0.1945611,0.0209836
7,-0.41277167,-0.46400583,"('insensitive', 'sensitive')",-0.27120638,-0.2530349,0.7278566,0.54732877,0.0146262,-0.0565706,0.0711968
22,-0.39168927,-0.37966627,"('untrustworthy', 'trustworthy')",0.3533519,0.31793976,-1.0838155,-1.0281746,-0.3740509,-0.3633004,-0.0107505
83,0.37451208,0.3684824,"('powerless', 'powerful')",0.65056396,0.62015027,-0.6886009,-0.7409109,0.1121584,0.0825739,0.0295845
54,0.36890224,0.4950777,"('incapable', 'capable')",1.0487956,1.0711296,1.0471567,1.2287362,0.8216182,0.9316478,-0.1100296
74,0.36057457,0.4425685,"('undedicated', 'dedicated')",1.102691,1.1386043,0.46430576,0.47221512,0.6425238,0.6844626,-0.0419388
19,0.3478773,0.49484822,"('inhospitable', 'hospitable')",-0.041641463,-0.06071063,-0.28814894,-0.20736788,0.006029,0.0755899,-0.0695609
41,-0.3448848,-0.29444322,"('unforgiving', 'forgiving')",0.9030932,0.9590339,-0.36859834,-0.3683682,0.0632034,0.0987408,-0.0355374
48,-0.3236092,-0.30309835,"('unintelligent', 'intelligent')",0.11407663,0.12729907,0.38563892,0.42163774,0.0587021,0.0819462,-0.0232441
4,-0.31352487,-0.35546815,"('disliked', 'liked')",0.6769062,0.6040407,-6.308403,-6.275172,-1.9816739,-2.0088666,0.0271927
52,0.3108977,0.3455608,"('irrational', 'rational')",-0.8803217,-0.8765377,-0.7351179,-0.42314452,-0.4348473,-0.3180405,-0.1168068
15,0.26775998,0.34212092,"('boring', 'funny')",-0.38475826,-0.41604766,-0.08657839,-0.027948234,-0.0678589,-0.0339583,-0.0339006
44,-0.26316684,-0.30499202,"('prejudiced', 'unprejudiced')",-0.23602778,-0.24865195,-1.5230927,-1.4296613,-0.6740958,-0.6611017,-0.0129941
24,0.25357425,0.29273224,"('dishonest', 'honest')",-0.18928878,-0.17337158,0.3097369,0.35361302,0.1246741,0.1576579,-0.0329838
66,0.2492291,0.28550968,"('inactive', 'active')",0.3179915,0.23277564,1.0536389,1.1105475,0.5402865,0.5429443,-0.0026578
49,-0.23125762,-0.23958781,"('unable', 'able')",0.2758567,0.21208517,-0.14004105,-0.13956419,-0.031814,-0.0556889,0.0238749
6,0.20935665,0.29542288,"('distant', 'open')",0.28981012,0.16170174,-0.051247872,0.10861352,0.1493063,0.1885794,-0.0392731
32,-0.20004249,-0.13403517,"('unkind', 'kind')",0.02415172,0.115817346,0.6870448,0.714535,0.1703847,0.2321057,-0.061721
63,0.1981829,0.20369029,"('unperceptive', 'insightful')",1.1940033,1.0826187,1.4493757,1.3334572,0.9471873,0.8732554,0.0739319
20,0.19679107,0.13738896,"('rough', 'thoughtful')",0.9648535,1.0000036,1.3399624,1.4191266,0.833869,0.852173,-0.018304
78,0.1943913,0.1775376,"('nonresilient', 'resilient')",0.9142483,0.8877855,1.296035,1.1945579,0.8015582,0.7532937,0.0482645
