,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
60,0.8182462,1.0554408,"('inefficient', 'efficient')",0.8191549,0.83477074,1.0120445,0.7837947,0.8831485,0.8913354,-0.0081869
12,0.80911386,0.91200554,"('unsupportive', 'supportive')",1.4565576,1.6061605,-1.7510484,-1.6769196,0.171541,0.2804155,-0.1088745
72,0.80646646,0.86025333,"('unambitious', 'ambitious')",1.4720899,1.223241,0.33349833,-0.13253593,0.8706849,0.6503194,0.2203655
4,-0.7773285,-0.8372985,"('disliked', 'liked')",-0.11910273,-0.1605584,-6.8614845,-5.897489,-2.5859718,-2.2984487,-0.2875231
82,-0.7632085,-0.8477052,"('poor', 'rich')",-0.04318679,-0.009802591,6.485773,5.6701155,1.8931259,1.6042026,0.2889233
80,0.75728875,0.7489668,"('dominated', 'dominating')",0.13116972,-0.07688217,-0.0748768,-0.3333108,0.2711939,0.1129246,0.1582693
67,0.72597593,0.65353304,"('doubtful', 'determined')",0.18622036,0.13860556,-0.659135,-0.62799835,0.0843538,0.0547134,0.0296404
25,-0.6985578,-0.6784697,"('egoistic', 'altruistic')",-0.1719943,-0.11597587,0.65251464,0.97791743,-0.0726791,0.0611573,-0.1338364
66,0.65864986,0.56315774,"('inactive', 'active')",1.7155231,1.729043,0.97869855,1.0632522,1.1176238,1.1184843,-0.0008605
49,-0.65312326,-0.7353769,"('unable', 'able')",-0.22730441,-0.35269144,0.12315072,-0.07632749,-0.2524257,-0.3881319,0.1357062
3,-0.641432,-0.23417318,"('repellent', 'pleasant')",0.013316277,0.21658134,0.46203846,0.5135329,-0.0553591,0.1653137,-0.2206728
65,0.6257154,0.84326035,"('insecure', 'secure')",0.024923865,0.18010537,0.79311556,0.6556814,0.4812516,0.5596824,-0.0784308
5,-0.6217438,-0.7921985,"('distant', 'outgoing')",0.6746318,0.70644355,-0.37258786,-0.22850898,-0.1065666,-0.1047546,-0.001812
84,0.5858786,0.5185198,"('inferior', 'superior')",0.46891922,0.36218712,0.4267463,0.40087238,0.4938481,0.4271931,0.066655
45,-0.5682027,-0.51685244,"('incompetent', 'competent')",-0.054311283,-0.11906863,0.745374,0.47015882,0.0409534,-0.0552541,0.0962075
40,0.55668586,0.6617975,"('stingy', 'generous')",0.8342339,0.9612807,-2.203522,-2.0218718,-0.2708674,-0.1329312,-0.1379362
35,-0.5501406,-0.57567465,"('corrupt', 'incorrupt')",-0.88058436,-0.8199835,-1.0246664,-0.6644142,-0.8184638,-0.6866908,-0.131773
88,0.5449786,0.5527466,"('low', 'eminent')",-0.28560475,-0.22483951,0.012800088,-0.030919762,0.0907247,0.0989958,-0.0082711
64,0.5424518,0.9106699,"('shy', 'confident')",0.5556361,0.8061459,-6.5339837,-5.7439923,-1.8119653,-1.3423921,-0.4695732
79,0.5415759,0.31270707,"('wavering', 'unwavering')",0.5101029,0.4681657,-0.062930234,-0.21827315,0.3295829,0.1875332,0.1420497
74,0.52853423,0.6706702,"('undedicated', 'dedicated')",0.8942473,1.040371,0.20437017,0.40308696,0.5423839,0.7047094,-0.1623255
11,0.5160043,0.6305714,"('unhelpful', 'helpful')",0.5001091,0.42819887,2.1191213,1.6304545,1.0450783,0.8964082,0.1486701
18,0.49768162,0.8711345,"('disagreeable', 'welcoming')",0.07128749,0.46229085,-1.157819,-0.85381514,-0.1962833,0.1598701,-0.3561534
6,-0.49061316,-0.56106806,"('distant', 'open')",0.16498345,0.29566908,0.16900383,0.3671293,-0.0522086,0.0339101,-0.0861187
10,0.48517132,0.84823394,"('unsympathetic', 'sympathetic')",-0.1893415,0.060274664,0.5890621,0.3815866,0.294964,0.4300317,-0.1350677
0,-0.4846225,-0.44284073,"('unsociable', 'sociable')",0.31181493,0.262335,-0.17794107,-0.39542472,-0.1169162,-0.1919768,0.0750606
59,-0.48277685,-0.49162892,"('foolish', 'wise')",0.30600798,0.4793068,0.048485048,0.26630586,-0.0427613,0.0846612,-0.1274225
8,-0.45141733,-0.46536615,"('unaffectionate', 'affectionate')",-0.48033667,-0.53565514,0.50969994,0.49516118,-0.1406847,-0.16862,0.0279353
28,0.44474557,0.6050678,"('disloyal', 'loyal')",0.00843548,-0.089886025,1.3122942,0.9092549,0.5884918,0.4748122,0.1136796
41,-0.43053493,-0.258623,"('unforgiving', 'forgiving')",0.31483436,0.55985826,-0.09065513,-0.01610856,-0.0687852,0.0950422,-0.1638274
62,0.4240157,0.59726614,"('incompetent', 'brilliant')",1.3451866,1.2640734,1.1711578,0.7408278,0.98012,0.8673891,0.1127309
57,-0.41359073,-0.30988392,"('unimaginative', 'imaginative')",0.78237957,0.9892549,-2.0136497,-1.5906012,-0.548287,-0.3037434,-0.2445436
38,0.39524034,0.38826606,"('untruthful', 'truthful')",0.9748067,0.8179635,0.6299029,0.5392726,0.66665,0.5818341,0.0848159
69,-0.38128665,-0.49829987,"('lazy', 'industrious')",1.4416834,1.4390384,-0.8404434,-0.42087758,0.0733178,0.173287,-0.0999692
26,0.38119242,0.22790821,"('hardhearted', 'benevolent')",1.1240371,1.2876393,1.7208337,1.9431467,1.0753544,1.1528981,-0.0775437
22,-0.3757696,-0.26670155,"('untrustworthy', 'trustworthy')",-0.6727007,-0.52423626,-0.35647509,-0.41964993,-0.4683151,-0.4035292,-0.0647859
27,0.35239625,0.33554295,"('hardhearted', 'softhearted')",0.20530453,0.23408403,0.86278635,0.67342687,0.4734957,0.4143513,0.0591444
21,0.3511245,0.6580651,"('immoral', 'moral')",-0.021669276,0.25780362,-0.672767,-0.59332526,-0.1144373,0.1075145,-0.2219518
15,0.3343597,0.092894785,"('boring', 'funny')",0.21397215,0.13208096,0.21981032,0.24918896,0.2560474,0.1580549,0.0979925
17,-0.31419846,-0.16107039,"('nasty', 'nice')",0.25744075,0.2891296,-0.42614704,-0.45327035,-0.1609683,-0.1084037,-0.0525646
46,-0.29536983,0.03547474,"('uncompetitive', 'competitive')",0.37220547,0.6535448,-0.3413859,-0.27270865,-0.0881834,0.1387703,-0.2269537
20,0.28317767,0.41155726,"('rough', 'thoughtful')",0.67456955,0.9475149,1.3094246,1.3913771,0.755724,0.9168164,-0.1610924
63,0.2656211,0.3326129,"('unperceptive', 'insightful')",0.88067466,0.8413918,1.3194313,0.92589104,0.821909,0.6999652,0.1219438
37,-0.24859373,-0.086689934,"('fake', 'genuine')",-1.6439875,-1.545782,0.1400497,0.1006638,-0.5841772,-0.5106027,-0.0735745
32,-0.24237442,-0.14561854,"('unkind', 'kind')",0.20141244,0.15019041,1.0158601,0.8002354,0.324966,0.2682691,0.0566969
71,0.23170875,0.18884757,"('diffident', 'self-confident')",1.078646,1.1285363,0.36494273,0.2251941,0.5584325,0.5141927,0.0442398
9,0.22704324,0.38357294,"('unaffectionate', 'caring')",0.70952344,0.65299624,1.0823894,0.81514746,0.6729854,0.6172388,0.0557466
87,0.21666886,0.24855149,"('unsuccessful', 'successful')",1.8405546,1.5985523,1.2587285,1.1495118,1.1053174,0.9988719,0.1064455
14,0.21618053,0.33345315,"('antisocial', 'social')",1.2620993,1.3029354,0.02429394,-0.07513486,0.5008579,0.5204179,-0.01956
2,0.21296787,0.5934076,"('unlikable', 'likable')",2.347595,2.6432645,0.5787664,0.9855625,1.0464431,1.4074116,-0.3609685
30,0.1592021,0.38298863,"('intolerant', 'tolerant')",0.53851223,0.7291119,1.100049,1.2335566,0.5992544,0.7818858,-0.1826314
75,-0.14807859,-0.32220963,"('meek', 'impulsive')",0.7847383,0.76450247,-0.8297387,-0.7739102,-0.0643596,-0.1105391,0.0461795
23,0.14780724,0.31697413,"('insincere', 'sincere')",0.6849396,0.62297374,6.450827,5.3574905,2.427858,2.0991462,0.3287118
13,-0.138312,0.16863796,"('impolite', 'polite')",0.17668109,0.22889611,0.25708312,-0.02622483,0.0984841,0.1237698,-0.0252857
58,0.11959088,-0.14031771,"('undiscriminating', 'discriminating')",1.1734318,1.0981572,0.39626282,0.26893422,0.5630952,0.4089246,0.1541706
7,0.10967261,0.4443825,"('insensitive', 'sensitive')",0.21744305,0.42007303,0.666157,0.4080938,0.3310909,0.4241831,-0.0930922
86,-0.08869138,-0.13241267,"('uninfluential', 'influential')",-0.5867419,-0.61772496,0.051385842,-0.22582933,-0.2080158,-0.3253223,0.1173065
61,0.069702156,0.2098538,"('illogical', 'logical')",1.1026348,1.0959857,0.57251567,0.53453326,0.5816175,0.6134576,-0.0318401
68,0.06349541,-0.0054197274,"('dependent', 'independent')",-1.55747,-1.7066805,-0.74951756,-0.83911425,-0.7478307,-0.8504048,0.1025741
54,0.058242362,0.04801791,"('incapable', 'capable')",1.3824539,1.426763,1.1844453,1.0910705,0.8750472,0.8552838,0.0197634
19,-0.046759862,0.009096712,"('inhospitable', 'hospitable')",-0.63281107,-0.51152563,-0.74035823,-0.7039304,-0.4733097,-0.4021198,-0.0711899
50,-0.04186678,0.28638324,"('clumsy', 'skillful')",0.7732217,1.0520273,-0.34215707,-0.29996502,0.1297326,0.3461485,-0.2164159
33,0.026573747,-0.07061756,"('wrong', 'right')",1.0988533,1.2441765,-0.6674265,-0.34408152,0.1526669,0.2764925,-0.1238256
83,0.017880268,0.15452345,"('powerless', 'powerful')",1.8337333,1.763128,-0.6480429,-0.7290181,0.4011902,0.3962111,0.0049791
55,0.009922085,0.24616992,"('incompetent', 'clever')",0.03800367,0.158324,0.99128664,0.9226059,0.3464041,0.4423666,-0.0959625
44,0.0012434772,0.07715388,"('prejudiced', 'unprejudiced')",-0.39640567,-0.20056884,-1.6238068,-1.1369399,-0.6729897,-0.4201183,-0.2528714
