,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
16,-2.2914493,-2.1414063,"('unpopular', 'popular')",-0.06361596,0.16881867,-0.28423434,-0.08770492,-0.8797665,-0.6867642,-0.1930023
36,-1.8698566,-1.8657821,"('hostile', 'amicable')",-0.79838645,-0.5432463,-0.1541579,0.19890034,-0.9408003,-0.7367094,-0.2040909
31,-1.6055562,-1.6339414,"('evil', 'good')",-0.84602135,-0.6693872,-1.3390305,-0.9193968,-1.2635361,-1.0742418,-0.1892943
53,-1.2732943,-1.1007466,"('uncreative', 'creative')",0.49090633,0.885756,0.56675375,0.6229728,-0.0718781,0.1359941,-0.2078722
73,1.2409209,1.4951601,"('helpless', 'self-reliant')",0.82992476,1.0145129,-3.618917,-3.063632,-0.5160238,-0.184653,-0.3313708
76,1.2349894,1.431212,"('anxious', 'daring')",1.4283117,1.5731344,0.822264,0.85995424,1.161855,1.2881002,-0.1262452
56,1.1916384,1.044932,"('impractical', 'practical')",1.4602789,1.1198411,0.7408316,0.34192964,1.1309163,0.8355676,0.2953487
51,1.1746385,1.0398482,"('uneducated', 'educated')",0.48640415,0.3288341,0.3099693,0.08155636,0.657004,0.4834129,0.1735911
81,1.1598289,1.2457162,"('submissive', 'aggressive')",1.5756221,1.4987417,0.059174985,-0.147718,0.931542,0.86558,0.065962
39,1.145438,1.637812,"('exploitative', 'cooperative')",0.26022667,0.5170184,0.009398635,0.20669071,0.4716878,0.7871737,-0.3154859
24,1.1277119,1.4199481,"('dishonest', 'honest')",-0.4990194,-0.35715562,0.7173283,0.5062573,0.4486736,0.5230166,-0.074343
47,-1.1093837,-1.0468189,"('stupid', 'smart')",0.23922218,0.5106546,6.4498525,5.7651987,1.859897,1.7430115,0.1168855
42,1.0696505,1.3517363,"('unreliable', 'reliable')",1.2010195,1.5614765,-2.8336067,-2.2932217,-0.1876456,0.2066637,-0.3943093
70,1.0273424,1.2173489,"('lethargic', 'energetic')",0.7547135,0.9490186,0.9008698,0.802259,0.8943086,0.9895422,-0.0952336
78,-0.9945802,-1.1787183,"('nonresilient', 'resilient')",0.9314636,0.82040006,0.46777734,0.30354446,0.1348869,-0.0182579,0.1531448
77,-0.99063486,-0.7054929,"('unmotivated', 'motivated')",1.3321109,1.5968472,-0.75025487,-0.73127455,-0.1362596,0.0533599,-0.1896195
1,-0.9863936,-1.088547,"('unfriendly', 'friendly')",-0.11810699,-0.079548605,1.6672645,1.5783098,0.187588,0.1367381,0.0508499
48,0.9858993,0.79074854,"('unintelligent', 'intelligent')",-0.0032965615,-0.15185004,0.7654024,0.3974755,0.5826684,0.345458,0.2372104
34,-0.9679682,-0.80032504,"('mean', 'honorable')",0.17636274,0.0896649,5.6941376,5.105886,1.6341774,1.4650753,0.1691021
52,-0.9512327,-0.9406625,"('irrational', 'rational')",-0.19062687,-0.10736011,-0.8690253,-0.7622194,-0.6702949,-0.603414,-0.0668809
43,0.9092242,1.182173,"('irresponsible', 'responsible')",0.7088857,0.9603621,1.1323931,1.1186888,0.9168344,1.0870747,-0.1702403
85,-0.84853834,-0.75671726,"('insignificant', 'prestigious')",0.80197763,1.14272,-0.80840135,-0.09020373,-0.2849874,0.0985997,-0.3835871
29,-0.8266819,-1.1175529,"('unfair', 'fair')",0.08461031,-0.2278202,-0.42570272,-0.5512993,-0.3892581,-0.6322241,0.242966
