,kimberly_male,kimberly_female,tuple,clark_male,clark_female,corp_male,corp_female,average_male,average_female,male-female
71,1.7524217,1.674645,"('diffident', 'self-confident')",0.88406944,0.9553507,0.22948822,0.18740648,0.9553265,0.939134,0.0161925
85,1.750009,1.8527712,"('insignificant', 'prestigious')",1.3218795,1.4366885,-0.13106331,-0.21329665,0.9802751,1.0253877,-0.0451126
26,1.6478057,1.5003893,"('hardhearted', 'benevolent')",1.4576098,1.3273762,1.7074798,1.5094979,1.6042984,1.4457544,0.158544
39,1.6246206,1.518384,"('exploitative', 'cooperative')",0.835487,0.7833902,0.37233725,0.34266245,0.9441483,0.8814789,0.0626694
65,-1.3882782,-1.5708652,"('insecure', 'secure')",-1.7242258,-1.9011027,-0.42120984,-0.34810868,-1.1779046,-1.2733588,0.0954542
3,-1.3683299,-1.3329006,"('repellent', 'pleasant')",-0.9088483,-0.9169832,0.77338934,0.88024193,-0.501263,-0.4565473,-0.0447157
69,1.3551333,1.2318883,"('lazy', 'industrious')",2.237619,2.2846453,-0.5137071,-0.53271246,1.0263484,0.9946071,0.0317413
44,-1.3013219,-1.3294245,"('prejudiced', 'unprejudiced')",-0.20581266,-0.10032771,-1.3508168,-1.1993239,-0.9526505,-0.8763587,-0.0762918
5,1.2841995,1.4987803,"('distant', 'outgoing')",0.8659531,1.1004479,-0.9578422,-0.8494149,0.3974369,0.5832711,-0.1858342
1,1.2693976,1.3110113,"('unfriendly', 'friendly')",0.19194172,0.21015568,0.77561796,0.6548294,0.7456524,0.7253321,0.0203203
74,1.2573351,1.1968155,"('undedicated', 'dedicated')",0.16476548,0.15446079,-0.05251368,-0.21476062,0.4565289,0.3788385,0.0776904
23,1.2303418,1.1813303,"('insincere', 'sincere')",-0.44456708,-0.45350832,5.503608,5.49296,2.096461,2.0735939,0.0228671
82,-1.2295657,-1.0641106,"('poor', 'rich')",-0.85026836,-0.69311786,5.8933725,6.1555314,1.2711795,1.466101,-0.1949215
12,1.185154,1.1414732,"('unsupportive', 'supportive')",0.31487903,0.42645797,-1.5393637,-1.6717522,-0.0131102,-0.034607,0.0214968
9,1.1836108,1.1861166,"('unaffectionate', 'caring')",-0.12876551,-0.05606714,0.8768239,0.9138963,0.6438897,0.6813153,-0.0374256
33,1.1700053,1.1545837,"('wrong', 'right')",1.1587951,1.2054082,-0.6620314,-0.7492965,0.5555897,0.5368985,0.0186912
21,-1.1460841,-1.2328318,"('immoral', 'moral')",-0.6434608,-0.6369135,-0.71628433,-0.6439578,-0.8352764,-0.837901,0.0026246
81,-1.13351,-1.2614751,"('submissive', 'aggressive')",-1.3533856,-1.3515866,-0.7731472,-0.7164623,-1.0866809,-1.1098413,0.0231604
