,cnx_male,cnx_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,male-female
1,-2.0532126,-1.898452,"('unfriendly', 'friendly')",-0.35834348,-0.40639007,0.5818584,0.5771085,-0.6098993,-0.5759112,-0.0339881
39,1.6031839,1.62614,"('exploitative', 'cooperative')",0.17087981,0.33744287,0.33427104,0.43958715,0.7027783,0.8010567,-0.0982784
6,-1.5656782,-1.2134031,"('distant', 'open')",-1.3209469,-0.9885752,-1.5944867,-1.5326836,-1.493704,-1.2448873,-0.2488167
31,-1.5584894,-1.4630075,"('evil', 'good')",-1.6274858,-1.5427845,-1.8989475,-1.992734,-1.6949743,-1.6661752,-0.0287991
84,1.4902126,1.4525678,"('inferior', 'superior')",1.0849088,1.0803896,0.82535034,0.95583534,1.1334906,1.162931,-0.0294404
27,-1.4825875,-1.5892061,"('hardhearted', 'softhearted')",-0.61026835,-0.5486147,0.37985414,0.27525362,-0.5710006,-0.6208557,0.0498551
36,-1.3900259,-1.243361,"('hostile', 'amicable')",-2.4169436,-2.483472,-0.8513116,-1.0171565,-1.5527603,-1.5813298,0.0285695
8,-1.1901805,-1.120775,"('unaffectionate', 'affectionate')",-0.81357145,-0.87310433,-0.28353634,-0.27187437,-0.7624295,-0.7552512,-0.0071783
5,-1.1588691,-0.85449916,"('distant', 'outgoing')",-0.6086869,-0.25953174,-1.3631371,-1.1625913,-1.0435644,-0.7588741,-0.2846903
30,1.0809283,1.0011623,"('intolerant', 'tolerant')",1.6280398,1.531229,1.4221046,1.3384148,1.3770243,1.2902687,0.0867556
2,1.0587027,1.1710855,"('unlikable', 'likable')",0.64267904,0.7430235,0.76772,0.9151531,0.8230339,0.9430873,-0.1200534
80,1.030678,0.69374347,"('dominated', 'dominating')",0.4971441,0.36900485,-0.06891572,-0.11501951,0.4863021,0.3159096,0.1703925
42,1.0057275,0.8129151,"('unreliable', 'reliable')",0.8295348,0.62348664,-2.3701375,-2.2483165,-0.1782917,-0.2706383,0.0923466
81,0.99685013,0.91924435,"('submissive', 'aggressive')",1.3920255,1.6159027,0.20532629,0.4163953,0.8647339,0.9838475,-0.1191136
79,-0.9849011,-0.8374121,"('wavering', 'unwavering')",-1.1363856,-1.2533363,-0.95145625,-0.9987931,-1.0242476,-1.0298471,0.0055995
35,-0.9498806,-0.7003739,"('corrupt', 'incorrupt')",-1.5478852,-1.3198562,-1.431741,-1.311078,-1.3098356,-1.110436,-0.1993996
78,-0.9457674,-1.0586867,"('nonresilient', 'resilient')",0.06882729,-0.29890776,-0.05803018,-0.10561595,-0.3116568,-0.4877368,0.17608
76,0.9296,0.78338695,"('anxious', 'daring')",0.3420091,0.13834964,0.5520496,0.42703164,0.6078862,0.4495894,0.1582968
86,-0.9168586,-0.96338487,"('uninfluential', 'influential')",-0.15549406,-0.19835198,-0.21795097,-0.27356023,-0.4301012,-0.4784323,0.0483311
67,0.9084574,0.90147954,"('doubtful', 'determined')",1.0375698,1.2162277,-0.1467099,-0.21876396,0.5997724,0.6329811,-0.0332087
9,-0.90334225,-0.8987147,"('unaffectionate', 'caring')",0.3611138,0.3032755,0.63188225,0.6058334,0.0298846,0.0034647,0.0264199
41,-0.90115553,-1.0651649,"('unforgiving', 'forgiving')",-0.28396988,-0.46597973,0.27189407,0.22207674,-0.3044104,-0.4363559,0.1319455
18,-0.87487423,-0.80218816,"('disagreeable', 'welcoming')",-0.9571321,-0.95386916,-0.73151994,-0.7289106,-0.8545087,-0.8283226,-0.0261861
62,0.85449183,0.7006687,"('incompetent', 'brilliant')",0.35933053,0.22823077,0.8405768,0.9157182,0.6847998,0.6148725,0.0699273
0,-0.82759225,-0.95089746,"('unsociable', 'sociable')",0.18999602,0.17415741,0.3221319,0.29805636,-0.1051548,-0.1595612,0.0544064
26,-0.80375683,-0.6894302,"('hardhearted', 'benevolent')",0.38617057,0.23370753,1.1987942,1.4172844,0.2604027,0.3205206,-0.0601179
25,-0.7966882,-0.61817694,"('egoistic', 'altruistic')",0.5525825,0.38244876,0.6701808,0.7141262,0.142025,0.159466,-0.017441
87,0.7658649,0.75577706,"('unsuccessful', 'successful')",0.5662495,0.53907573,0.96712434,1.0022895,0.7664129,0.7657141,0.0006988
38,-0.7640614,-0.8372896,"('untruthful', 'truthful')",0.09861228,-0.081344664,0.052978616,0.06524679,-0.2041568,-0.2844625,0.0803057
56,0.7180651,0.6694314,"('impractical', 'practical')",1.6098874,1.4176791,0.3039801,0.4117621,0.8773108,0.8329575,0.0443533
57,-0.6769469,-0.8310386,"('unimaginative', 'imaginative')",0.07237163,-0.017066855,-2.5592773,-2.358234,-1.0546176,-1.0687798,0.0141622
61,0.64344007,0.7751671,"('illogical', 'logical')",0.5656385,0.6859904,0.61825645,0.60709983,0.6091117,0.6894191,-0.0803074
46,0.63716626,0.5027378,"('uncompetitive', 'competitive')",0.6666209,0.60314655,-0.08464292,0.05930531,0.4063814,0.3883965,0.0179849
73,0.6120415,0.71349925,"('helpless', 'self-reliant')",0.36577654,0.5093311,-3.7246687,-3.4649131,-0.9156169,-0.7473609,-0.168256
72,-0.6038209,-0.44849005,"('unambitious', 'ambitious')",0.31676793,0.37680072,-1.0467505,-0.7488497,-0.4446012,-0.273513,-0.1710882
60,0.5955297,0.5805162,"('inefficient', 'efficient')",1.5347548,1.4376739,0.7279864,1.005753,0.9527569,1.0079811,-0.0552242
64,0.59159225,0.7784949,"('shy', 'confident')",0.70403665,0.91138554,-5.7348495,-5.1470323,-1.4797401,-1.152384,-0.3273561
4,-0.5762137,-0.6590516,"('disliked', 'liked')",-0.34887853,-0.42622444,-6.179919,-5.898517,-2.368337,-2.3279311,-0.0404059
85,-0.5725291,-0.33555025,"('insignificant', 'prestigious')",0.27266666,0.16839756,-0.5259643,-0.64052373,-0.2752756,-0.2692255,-0.0060501
19,-0.57029384,-0.60746187,"('inhospitable', 'hospitable')",-1.6376349,-1.438276,-0.8608229,-1.0320714,-1.0229172,-1.0259364,0.0030192
52,-0.54034364,-0.5653992,"('irrational', 'rational')",-0.7890061,-0.7379186,-0.6441834,-0.7822248,-0.6578444,-0.6951809,0.0373365
59,0.49297112,0.7356485,"('foolish', 'wise')",0.85812044,0.9780935,-0.51725173,-0.3761283,0.2779466,0.4458712,-0.1679246
15,0.48208654,0.61189914,"('boring', 'funny')",-0.41866848,-0.34460253,-0.026238795,0.091384426,0.0123931,0.1195603,-0.1071672
3,0.48203424,0.35437503,"('repellent', 'pleasant')",0.8719779,0.92175245,1.1822866,0.90793455,0.8454329,0.7280207,0.1174122
11,0.4490593,0.012701042,"('unhelpful', 'helpful')",0.7342061,0.6831317,2.7340524,2.6272879,1.3057726,1.1077069,0.1980657
53,-0.44293654,-0.511289,"('uncreative', 'creative')",0.418993,0.08190161,0.5553399,0.48989305,0.1771321,0.0201686,0.1569635
70,0.41547328,0.27419043,"('lethargic', 'energetic')",0.7507577,0.7886073,0.91102207,0.8912393,0.6924176,0.6513457,0.0410719
71,0.39540973,0.5420655,"('diffident', 'self-confident')",1.8403416,1.798707,0.33394438,0.3589605,0.8565652,0.8999111,-0.0433459
54,-0.38747594,-0.43863174,"('incapable', 'capable')",-0.36908826,-0.47629985,0.2700972,0.22786972,-0.1621557,-0.2290206,0.0668649
7,0.37427184,0.29700276,"('insensitive', 'sensitive')",1.0615636,1.0271826,0.6991488,0.74811554,0.7116614,0.690767,0.0208944
83,0.34330508,0.39986196,"('powerless', 'powerful')",0.44620544,0.38228327,-0.77699345,-0.8586732,0.0041723,-0.0255093,0.0296816
21,0.33812898,0.15462601,"('immoral', 'moral')",1.2816302,1.2317071,0.29274616,0.21395871,0.6375018,0.5334306,0.1040712
37,-0.3370718,-0.5245639,"('fake', 'genuine')",-0.2503593,-0.3030622,-0.12266861,-0.20586689,-0.2366999,-0.3444977,0.1077978
40,-0.3367012,-0.32506537,"('stingy', 'generous')",-0.23908421,-0.28285223,-2.2774026,-2.2533941,-0.9510627,-0.9537706,0.0027079
43,0.33341935,0.23607762,"('irresponsible', 'responsible')",0.0022084415,-0.11463432,0.57260716,0.7338392,0.302745,0.2850942,0.0176508
14,0.3320702,0.19878393,"('antisocial', 'social')",1.2126751,1.3081983,0.66390836,0.5984604,0.7362179,0.7018143,0.0344036
22,0.32022867,0.27601865,"('untrustworthy', 'trustworthy')",-0.3056557,-0.17397802,-0.6915355,-0.57082224,-0.2256542,-0.1562605,-0.0693937
44,0.31713507,0.2789869,"('prejudiced', 'unprejudiced')",-0.741692,-0.622502,-1.2252024,-1.1793516,-0.5499198,-0.5076222,-0.0422976
48,-0.30067182,-0.29090863,"('unintelligent', 'intelligent')",0.419437,0.27007803,0.8005253,0.8467678,0.3064302,0.2753124,0.0311178
24,0.29898232,0.3782028,"('dishonest', 'honest')",0.014723703,0.09874964,0.5933935,0.74226326,0.3023665,0.4064052,-0.1040387
58,-0.29626158,-0.39270866,"('undiscriminating', 'discriminating')",0.31610957,0.19409916,0.1120744,0.016882766,0.0439741,-0.0605756,0.1045497
55,0.29470223,0.19187771,"('incompetent', 'clever')",-0.29512262,-0.31213835,0.8979776,0.97015053,0.2991857,0.2832966,0.0158891
29,0.28810793,0.40274215,"('unfair', 'fair')",-0.14612299,0.059350863,-0.61297244,-0.73095405,-0.1569958,-0.0896204,-0.0673754
50,0.28382975,0.33220345,"('clumsy', 'skillful')",0.042328343,-0.094654314,-0.0717767,-0.036493342,0.0847938,0.0670186,0.0177752
17,-0.28094926,-0.28787088,"('nasty', 'nice')",-0.41272768,-0.25117016,-0.39751658,-0.4311466,-0.3637312,-0.3233959,-0.0403353
77,-0.26861712,-0.46655798,"('unmotivated', 'motivated')",1.3767862,1.3441979,-0.81517947,-0.71357083,0.0976632,0.0546897,0.0429735
82,0.2604955,0.30347094,"('poor', 'rich')",0.1942243,0.058597315,6.5388775,6.223156,2.3311992,2.1950747,0.1361245
69,0.25648317,0.46774176,"('lazy', 'industrious')",0.8835997,1.0235738,-1.2297194,-0.9935586,-0.0298789,0.165919,-0.1957979
88,0.25207433,0.20629159,"('low', 'eminent')",-0.006115498,-0.059781775,0.23668931,0.09005594,0.1608827,0.0788553,0.0820274
10,-0.25086957,-0.54319817,"('unsympathetic', 'sympathetic')",-0.23170362,-0.4000457,0.20287198,0.062084243,-0.0932337,-0.2937199,0.2004862
65,0.24650095,0.28048944,"('insecure', 'secure')",0.3090468,0.1955831,0.39369994,0.6584797,0.3164159,0.3781841,-0.0617682
20,-0.22031322,-0.22176984,"('rough', 'thoughtful')",-0.043151103,-0.179033,0.71288854,0.68366146,0.1498081,0.0942862,0.0555219
63,0.20654479,-0.010844123,"('unperceptive', 'insightful')",1.3107032,1.1290253,1.1438711,1.0693638,0.8870397,0.7291817,0.157858
51,-0.2015966,-0.32118273,"('uneducated', 'educated')",-0.53513837,-0.47012606,0.97365135,0.7134751,0.0789721,-0.0259446,0.1049167
68,-0.17541516,-0.12821832,"('dependent', 'independent')",-0.7138925,-0.63637537,-0.70162225,-0.744501,-0.53031,-0.5030316,-0.0272784
32,0.14173684,0.03225477,"('unkind', 'kind')",0.3430711,0.17098945,1.1985707,1.1655666,0.5611262,0.4562703,0.1048559
23,-0.13246684,-0.3440355,"('insincere', 'sincere')",0.9191309,0.6136695,6.0471416,5.6523037,2.2779352,1.9739793,0.3039559
34,-0.13097446,-0.11838502,"('mean', 'honorable')",0.37464955,0.17545697,5.841644,5.5123267,2.0284397,1.8564663,0.1719734
74,0.114120856,-0.011045735,"('undedicated', 'dedicated')",0.49723586,0.51885927,-0.23292328,-0.2873542,0.1261445,0.0734864,0.0526581
12,0.11390833,0.07193029,"('unsupportive', 'supportive')",0.3185658,0.4056238,-1.9337932,-1.7233658,-0.5004397,-0.4152706,-0.0851691
75,-0.105260275,0.1279172,"('meek', 'impulsive')",-0.22399563,0.035600893,-0.8080662,-0.6482671,-0.3791074,-0.161583,-0.2175244
49,-0.09741689,-0.022070825,"('unable', 'able')",-0.2612534,-0.25073618,-0.18886653,-0.11904392,-0.1825123,-0.130617,-0.0518953
28,-0.08874236,-0.26725167,"('disloyal', 'loyal')",0.107141085,-0.14936917,1.2554064,1.0675335,0.4246017,0.2169709,0.2076308
66,0.076669306,0.16254981,"('inactive', 'active')",-0.85831493,-0.7359143,0.3158963,0.20817012,-0.1552498,-0.1217315,-0.0335183
13,0.06656185,-0.088140845,"('impolite', 'polite')",0.30862352,0.29462224,-0.03304635,-0.108626455,0.1140463,0.0326183,0.081428
45,-0.05681036,-0.23225418,"('incompetent', 'competent')",-0.15090911,-0.363024,0.34061754,0.3619266,0.0442994,-0.0777839,0.1220833
33,-0.042876028,0.18808255,"('wrong', 'right')",0.8312088,0.9869815,-1.3447859,-1.1375194,-0.1854844,0.0125149,-0.1979993
47,0.008984259,0.19982885,"('stupid', 'smart')",0.47867405,0.6570813,5.338354,5.2674932,1.9420042,2.0414678,-0.0994636
16,0.0063644648,-0.0434319,"('unpopular', 'popular')",-0.09561583,-0.27370209,0.40989816,0.17682555,0.1068823,-0.0467695,0.1536518
