,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
21,3.597501,3.4593296,"('immoral', 'moral')",2.3097792,2.6476834,0.19997251,0.18491103,-0.7859593,-0.8503809,1.3303233,1.3603858,-0.0300625
55,3.4287758,3.461088,"('incompetent', 'clever')",4.3042474,4.544151,-0.43764034,-0.40987104,0.17743672,0.026882939,1.868205,1.9055626,-0.0373576
81,3.4069521,3.6796815,"('submissive', 'aggressive')",3.639451,3.9162679,0.85599095,0.78715646,0.3227443,0.019895181,2.0562844,2.1007502,-0.0444658
60,3.0829093,3.4576514,"('inefficient', 'efficient')",4.5767303,5.1212726,1.2559799,1.3825855,0.82737476,0.98944354,2.4357483,2.7377384,-0.3019901
31,-2.5816596,-2.918699,"('evil', 'good')",-3.859571,-4.409605,-0.9973066,-0.93890804,-1.8577783,-1.7816404,-2.324079,-2.512213,0.188134
24,2.573,2.5046682,"('dishonest', 'honest')",1.4437106,1.6195757,0.2582512,0.37776434,0.7229245,0.88955617,1.2494714,1.3478911,-0.0984197
62,2.5618703,2.789763,"('incompetent', 'brilliant')",3.1992612,3.4774446,0.41484076,0.7726321,0.39769635,0.4751327,1.6434171,1.8787432,-0.2353261
36,-2.5386457,-2.971886,"('hostile', 'amicable')",-3.9016104,-4.8398685,0.39035136,0.19962986,-0.57569206,-0.5100442,-1.6563993,-2.0305421,0.3741428
14,2.4905868,2.543638,"('antisocial', 'social')",1.5178477,1.9821091,0.6153784,0.78115034,-0.5296255,-0.36411765,1.0235468,1.235695,-0.2121482
46,2.4652941,2.6050544,"('uncompetitive', 'competitive')",3.4892972,3.7236624,0.25070155,0.2822839,0.6106156,0.22510064,1.7039771,1.7090253,-0.0050482
13,2.3296487,2.5614686,"('impolite', 'polite')",2.6634562,3.1462421,1.3303144,1.4953539,0.4782382,0.6050035,1.7004144,1.9520171,-0.2516027
80,2.304166,2.3419356,"('dominated', 'dominating')",3.8336093,3.307594,-0.023736516,0.050581954,-0.61482775,-0.95383734,1.3748028,1.1865685,0.1882343
10,2.2808716,2.385035,"('unsympathetic', 'sympathetic')",3.9381127,4.5383077,-0.6447569,-0.7368574,0.7997855,0.59129757,1.5935034,1.6944457,-0.1009423
61,2.0761993,1.9896271,"('illogical', 'logical')",1.013591,0.53591037,-0.5408021,-0.6787486,0.08391835,-0.008286112,0.6582267,0.4596257,0.198601
35,-2.0247233,-2.1308594,"('corrupt', 'incorrupt')",-3.6219528,-3.9214697,-0.8287112,-0.72093415,-0.98041135,-0.7462506,-1.8639497,-1.8798784,0.0159287
70,2.007359,2.3255928,"('lethargic', 'energetic')",2.977753,3.3193114,0.64592445,0.59465337,1.4281855,1.2305317,1.7648056,1.8675222,-0.1027166
86,1.9825498,1.8097047,"('uninfluential', 'influential')",1.69169,1.4255626,0.07730445,-0.11212747,0.31783834,-0.14466459,1.0173455,0.7446188,0.2727267
4,-1.8740666,-2.1720989,"('disliked', 'liked')",-3.0184531,-3.1626425,-0.3655282,-0.30027,-4.963946,-5.5280414,-2.5554986,-2.7907634,0.2352648
85,-1.8689858,-2.710127,"('insignificant', 'prestigious')",-4.9862137,-5.794893,-0.20339826,-0.5634683,-0.23748982,-0.25429434,-1.8240218,-2.3306956,0.5066738
76,1.8420949,2.0137937,"('anxious', 'daring')",2.9131687,3.3030143,0.97632235,1.058518,1.1640232,0.95870495,1.7239022,1.8335077,-0.1096055
65,1.8121301,1.9338397,"('insecure', 'secure')",2.5228667,3.3043852,0.5256697,0.5280612,0.054547057,0.009519108,1.2288033,1.4439514,-0.2151481
56,1.7637073,1.856291,"('impractical', 'practical')",3.0435328,3.9136918,1.4378557,1.3938279,0.64460325,0.45622352,1.7224247,1.9050086,-0.1825839
69,-1.7163626,-1.940154,"('lazy', 'industrious')",-2.7267113,-3.7730298,1.4947026,1.2918911,-0.5737584,-0.56510705,-0.8805324,-1.2465999,0.3660675
43,1.6992526,1.7075087,"('irresponsible', 'responsible')",3.2143714,3.311919,0.32303193,0.13279162,1.0796788,0.9037869,1.5790837,1.5140016,0.0650821
6,-1.6701345,-2.2419825,"('distant', 'open')",-2.598705,-3.481246,-0.41072527,-0.5506394,-0.011380311,0.011281565,-1.1727363,-1.5656465,0.3929102
75,-1.6606272,-1.5235801,"('meek', 'impulsive')",-1.6560568,-1.9771768,-0.27392232,-0.15991074,-0.5310078,-0.490481,-1.0304035,-1.0377871,0.0073836
64,1.6311103,1.2955325,"('shy', 'confident')",0.29735845,0.34122735,0.40411758,0.33217865,-4.752839,-5.2975354,-0.6050632,-0.8321493,0.2270861
0,1.5740854,1.57724,"('unsociable', 'sociable')",2.4758635,2.7586243,0.49941432,0.3278097,-0.2248626,-0.31903446,1.0811251,1.0861598,-0.0050347
5,-1.5715175,-2.1059582,"('distant', 'outgoing')",-2.342204,-3.3673751,-0.28340086,-0.44956598,-0.65397716,-0.6100928,-1.212775,-1.633248,0.420473
37,1.5664668,1.5788739,"('fake', 'genuine')",0.517184,0.95673597,-0.5638278,-0.45480862,0.5774961,0.6249344,0.5243298,0.6764339,-0.1521041
51,1.521895,1.3647835,"('uneducated', 'educated')",1.5396743,1.3870493,0.2074022,0.11896843,0.7826555,0.5209049,1.0129068,0.8479266,0.1649802
7,1.4247159,1.3415545,"('insensitive', 'sensitive')",1.8777295,2.2949374,-0.062289163,-0.06215287,1.052681,1.0711663,1.0732093,1.1613762,-0.0881669
79,-1.4008261,-1.6627169,"('wavering', 'unwavering')",-1.5540473,-2.2725675,-0.59343225,-0.8037904,-0.18091552,-0.20096678,-0.9323053,-1.2350104,0.3027051
1,-1.379799,-1.7968365,"('unfriendly', 'friendly')",-1.5016423,-1.7758862,0.42349726,0.3263836,1.1279292,1.3388575,-0.3325037,-0.4768704,0.1443667
39,1.3754746,1.2717351,"('exploitative', 'cooperative')",2.2140079,1.677363,1.0984882,1.1608583,-0.0086882105,0.16203085,1.1698207,1.0679967,0.101824
2,1.3684064,1.0944494,"('unlikable', 'likable')",0.85055935,0.3159247,0.8619965,0.8422547,0.45824325,0.40480703,0.8848014,0.664359,0.2204424
67,1.347721,1.3428569,"('doubtful', 'determined')",0.26956335,0.5591044,0.72619635,0.7313959,-0.024916325,-0.022732705,0.579641,0.6526561,-0.0730151
48,1.3381791,1.3098009,"('unintelligent', 'intelligent')",0.88064355,1.4053252,0.17453474,0.28538436,0.26544794,0.43356612,0.6647013,0.8585191,-0.1938178
30,1.3294342,1.4753525,"('intolerant', 'tolerant')",2.44432,2.9582586,0.88950926,1.0150572,1.4083751,1.5795594,1.5179096,1.7570568,-0.2391472
45,1.3089266,1.5955635,"('incompetent', 'competent')",2.0598085,2.1871293,-0.26249534,-0.11628492,-0.12365603,-0.09473576,0.7456459,0.8929181,-0.1472722
52,-1.2866664,-1.912832,"('irrational', 'rational')",-2.7300355,-3.4393046,-1.2184963,-1.1624942,-0.61845237,-0.59584373,-1.4634126,-1.7776186,0.314206
32,1.2825735,1.1278532,"('unkind', 'kind')",1.2727659,1.2890943,-0.12929882,-0.14755566,1.147593,1.2380369,0.8934084,0.8768572,0.0165512
47,1.2797575,1.3748097,"('stupid', 'smart')",0.36689234,0.71680486,-0.06987831,0.05827388,3.9602168,4.444815,1.3842471,1.6486759,-0.2644288
26,-1.245711,-1.4006239,"('hardhearted', 'benevolent')",-0.31980062,-0.56636107,2.0726094,1.983403,1.2400507,1.327157,0.4367871,0.3358938,0.1008933
12,1.2225813,0.9593993,"('unsupportive', 'supportive')",0.80355805,0.74109435,-0.11971445,-0.297045,-1.0237209,-1.4026418,0.220676,0.0002017,0.2204743
42,1.2122974,0.8225033,"('unreliable', 'reliable')",1.0127693,0.85771185,0.19679092,-0.01949263,-1.8344014,-2.317738,0.1468641,-0.1642539,0.311118
17,-1.1818832,-1.1579602,"('nasty', 'nice')",-0.14790007,-0.31090665,-1.588218,-1.295269,-1.2197405,-1.0510113,-1.0344354,-0.9537868,-0.0806486
83,1.1687005,1.1120855,"('powerless', 'powerful')",0.1738853,-0.3627983,0.09890211,0.12778294,-0.29205656,-0.49103302,0.2873578,0.0965093,0.1908485
23,1.1428778,1.255404,"('insincere', 'sincere')",2.2648928,2.8546116,0.11476487,0.20068838,4.850766,5.3583193,2.0933254,2.4172559,-0.3239305
63,1.076212,0.9570929,"('unperceptive', 'insightful')",0.9764403,1.0852369,0.69928116,0.5888969,1.5766718,1.3548676,1.0821514,0.9965235,0.0856279
27,-1.0660577,-1.2535919,"('hardhearted', 'softhearted')",0.25438118,0.11111438,-0.41673887,-0.5705663,0.85504514,0.9095434,-0.0933426,-0.2008751,0.1075325
16,-1.0085018,-1.2091647,"('unpopular', 'popular')",-2.1263773,-2.6696749,-0.23770459,-0.17968504,0.30853742,0.33209205,-0.7660115,-0.9316081,0.1655966
58,0.99332035,0.6771773,"('undiscriminating', 'discriminating')",0.45711344,0.38512713,0.1451873,0.01960507,0.49132574,0.25185943,0.5217367,0.3334422,0.1882945
44,-0.9875873,-0.83932257,"('prejudiced', 'unprejudiced')",-1.3893235,-1.4757571,-0.19982171,-0.17556514,-1.5369707,-1.467234,-1.0284258,-0.9894698,-0.038956
49,-0.9750722,-0.9780323,"('unable', 'able')",-0.31734186,-0.18719496,-0.23513071,-0.2644165,-0.7508846,-0.5662499,-0.5696073,-0.4989734,-0.0706339
11,0.96930826,0.9773784,"('unhelpful', 'helpful')",1.9280276,1.8211572,-0.013399623,-0.026494056,2.4690554,2.4471917,1.338248,1.3048084,0.0334396
50,-0.9461229,-0.9938173,"('clumsy', 'skillful')",-1.8592813,-2.2223153,-0.53520393,-0.48797858,0.11810709,0.15430251,-0.8056253,-0.8874521,0.0818268
22,0.90994936,0.9706038,"('untrustworthy', 'trustworthy')",1.6064144,1.8910923,0.041428566,0.13465868,-1.1034887,-1.0143042,0.3635759,0.4955127,-0.1319368
28,0.9043497,1.1121404,"('disloyal', 'loyal')",0.8278766,1.132787,-0.36772326,-0.12030558,0.9979199,1.1467578,0.5906057,0.8178449,-0.2272392
19,-0.86509645,-0.91960746,"('inhospitable', 'hospitable')",-1.2796786,-1.522533,-1.091624,-1.2333359,-0.4677929,-0.34601507,-0.926048,-1.0053729,0.0793249
74,0.8415277,0.915976,"('undedicated', 'dedicated')",0.6938921,0.95389354,0.2529543,0.14233857,0.7356183,0.35889673,0.6309981,0.5927762,0.0382219
84,0.80277914,0.5890717,"('inferior', 'superior')",0.12380439,0.35990396,1.0789669,0.962685,1.0422562,0.99236476,0.7619517,0.7260064,0.0359453
57,0.7862066,0.68983996,"('unimaginative', 'imaginative')",2.0001354,1.905007,-0.6268103,-0.7327082,-1.1476899,-1.6713926,0.2529605,0.0476865,0.205274
87,0.7535788,0.5220952,"('unsuccessful', 'successful')",0.3808592,-0.24956906,1.5977728,1.4177159,1.0172228,0.63249445,0.9373584,0.5806841,0.3566743
25,-0.70735455,-1.106842,"('egoistic', 'altruistic')",-0.7206156,-1.2901399,-0.1899508,-0.22984467,0.81934595,1.0076029,-0.1996438,-0.4048059,0.2051621
8,-0.70641726,-1.07278,"('unaffectionate', 'affectionate')",-1.2402644,-1.489747,-0.58059496,-0.65963227,-0.37899524,-0.18413718,-0.726568,-0.8515741,0.1250061
77,0.6625104,0.38065055,"('unmotivated', 'motivated')",1.2162557,1.060989,-0.121569425,-0.08885785,-0.7055703,-0.65733576,0.2629066,0.1738615,0.0890451
59,-0.63839513,-1.1672469,"('foolish', 'wise')",-2.4532747,-3.271337,0.2031049,0.02507174,-0.09153241,-0.1847344,-0.7450243,-1.1495616,0.4045373
88,0.528328,0.27972028,"('low', 'eminent')",-0.85223424,-0.67518735,0.6220352,0.58006936,0.6011127,0.5971327,0.2248104,0.1954337,0.0293767
82,0.52517265,0.82917285,"('poor', 'rich')",0.19799784,0.4987936,-0.61501795,-0.4614957,5.1848555,5.765593,1.323252,1.658016,-0.334764
72,0.4534561,0.52989495,"('unambitious', 'ambitious')",1.0741357,1.2838857,-0.5142918,-0.20399071,-0.88455224,-0.7793497,0.0321869,0.2076101,-0.1754232
40,0.45150638,0.18294181,"('stingy', 'generous')",0.45981678,0.21626723,-0.106821455,-0.010185299,-0.85451066,-1.1285393,-0.0125022,-0.1848789,0.1723767
18,-0.4446832,-0.8862391,"('disagreeable', 'welcoming')",-0.4100786,-0.66453695,0.9651838,1.0012156,-0.39476824,-0.35304743,-0.0710866,-0.225652,0.1545654
68,0.4194951,0.30018884,"('dependent', 'independent')",0.9001726,0.6498557,-0.1070281,-0.2827714,-0.60688037,-0.72559303,0.1514398,-0.01458,0.1660198
54,-0.4068646,-0.71585906,"('incapable', 'capable')",0.45311183,-0.16868114,0.12149437,0.021078529,0.55020154,0.74864304,0.1794858,-0.0287047,0.2081905
78,-0.3849471,-0.64185536,"('nonresilient', 'resilient')",0.91421527,0.19061504,0.1889163,0.049535584,0.741962,0.65080595,0.3650366,0.0622753,0.3027613
53,0.30580208,-0.1424989,"('uncreative', 'creative')",0.18102483,-0.3689377,-0.5842499,-0.62934077,1.4334555,1.4275396,0.3340081,0.0716906,0.2623175
20,0.29434887,0.4508079,"('rough', 'thoughtful')",0.9413202,1.1421629,0.10845438,0.26102903,0.95930046,1.1212102,0.575856,0.7438025,-0.1679465
29,-0.29304802,-0.63731974,"('unfair', 'fair')",-0.26012868,-0.7214857,-1.0451925,-1.1136215,-0.83726066,-0.86027217,-0.6089075,-0.8331748,0.2242673
73,-0.28802022,-0.21364135,"('helpless', 'self-reliant')",0.2947444,0.28406954,0.23327516,0.34022444,-2.800655,-2.9739208,-0.6401639,-0.640817,0.0006531
71,0.27329475,0.115470864,"('diffident', 'self-confident')",-1.0564572,-1.3126891,0.72813904,0.7443823,0.33520967,0.38321513,0.0700466,-0.0174052,0.0874518
34,0.23266998,0.14409909,"('mean', 'honorable')",-0.2609895,-0.54116046,0.6795133,0.5355518,5.4563684,5.8285556,1.5268905,1.4917614,0.0351291
3,-0.20683831,0.054205365,"('repellent', 'pleasant')",1.3224303,1.4450507,-0.6502847,-0.7378305,0.22154555,0.13902085,0.1717132,0.2251116,-0.0533984
41,0.10982449,-0.08130606,"('unforgiving', 'forgiving')",0.8753962,1.005102,-0.04062161,0.10656852,0.014183901,0.14541456,0.2396957,0.2939448,-0.0542491
9,0.10085478,-0.22857608,"('unaffectionate', 'caring')",0.05008167,-0.30158237,0.026534453,-0.08488856,0.5779023,0.7040149,0.1888433,0.022242,0.1666013
66,-0.07794742,-0.6785891,"('inactive', 'active')",0.17219824,-1.2629871,1.3822116,0.8716532,1.279961,0.89941573,0.6891059,-0.0426268,0.7317327
38,0.036249913,0.23683415,"('untruthful', 'truthful')",0.3749609,0.4189328,-0.6900971,-0.488945,0.07982136,0.26129204,-0.0497662,0.1070285,-0.1567947
15,-0.033407602,-0.16734517,"('boring', 'funny')",-0.8309073,-0.6419637,0.47673303,0.6156875,0.19179067,0.29681128,-0.0489478,0.0257975,-0.0747453
33,0.017640803,-0.22767621,"('wrong', 'right')",-0.5485383,-1.0368835,0.61416125,0.6030556,-0.88113797,-0.8740518,-0.1994686,-0.383889,0.1844204
