,bemis_male,bemis_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
72,-0.3690642,-0.26842755,"('unambitious', 'ambitious')",-0.32203895,-0.3891517,-0.8371717,-0.7525695,-0.5094249,-0.4700496,-0.0393753
31,-0.36767992,-0.3054725,"('evil', 'good')",-0.73754776,-0.9004376,-0.9442612,-1.1460432,-0.683163,-0.7839844,0.1008214
66,-0.35804933,-0.42585674,"('inactive', 'active')",-0.190669,-0.27987272,1.3931416,1.3698646,0.2814744,0.2213784,0.060096
11,-0.3265662,-0.4343633,"('unhelpful', 'helpful')",0.46574983,0.46471727,1.9856323,2.068397,0.708272,0.6995837,0.0086883
24,0.32087716,0.14626752,"('dishonest', 'honest')",-0.07865706,-0.07126715,1.0368836,1.0634322,0.4263679,0.3794775,0.0468904
80,0.28827685,0.153109,"('dominated', 'dominating')",0.9434834,0.9069655,-1.2750475,-1.1842651,-0.0144291,-0.0413969,0.0269678
76,0.27856198,0.19154465,"('anxious', 'daring')",1.138844,1.1476564,-0.5644902,-0.35049552,0.2843053,0.3295685,-0.0452632
67,0.26002765,0.37710834,"('doubtful', 'determined')",0.25515828,0.27042395,-0.16912323,-0.119170204,0.1153542,0.1761207,-0.0607665
22,0.25653052,0.018952249,"('untrustworthy', 'trustworthy')",0.8006084,0.7187763,-1.3909165,-1.3666826,-0.1112592,-0.2096514,0.0983922
33,0.2513762,0.34605327,"('wrong', 'right')",-0.8645754,-0.9515342,-0.23825932,-0.33388904,-0.2838195,-0.3131233,0.0293038
79,0.24753979,0.27733916,"('wavering', 'unwavering')",-1.7452235,-1.8232733,0.330861,0.30833066,-0.3889409,-0.4125345,0.0235936
34,-0.24139158,-0.25111854,"('mean', 'honorable')",0.91437286,1.0212339,6.1680155,6.159872,2.2803322,2.3099958,-0.0296636
43,0.21506934,0.05109305,"('irresponsible', 'responsible')",1.1528575,1.0654513,0.7066354,0.7555244,0.6915208,0.6240229,0.0674979
85,-0.19935279,0.046651095,"('insignificant', 'prestigious')",-2.1832461,-2.2102115,0.69609994,0.56696105,-0.5621663,-0.5321998,-0.0299665
41,0.1768564,-0.057715803,"('unforgiving', 'forgiving')",0.079560615,-0.09303516,-0.055795275,-0.050469413,0.0668739,-0.0670735,0.1339474
15,-0.1717466,-0.23904699,"('boring', 'funny')",0.47843453,0.4298527,0.5468514,0.47034726,0.2845131,0.2203843,0.0641288
47,0.1333326,0.08529749,"('stupid', 'smart')",1.0393782,0.96457005,5.693859,5.6294637,2.2888567,2.2264438,0.0624129
40,-0.13065857,-0.29732376,"('stingy', 'generous')",-0.271875,-0.2994129,-1.8754131,-1.783496,-0.7593156,-0.7934109,0.0340953
13,0.12316262,0.15930744,"('impolite', 'polite')",-0.019490879,0.0051996745,-0.56673086,-0.6233034,-0.154353,-0.1529321,-0.0014209
3,-0.11886693,-0.2401422,"('repellent', 'pleasant')",0.9585068,0.9469569,-0.026351515,-0.0026668124,0.2710961,0.2347159,0.0363802
75,-0.10866689,-0.23103386,"('meek', 'impulsive')",-0.680051,-0.77668756,-0.3122,-0.29238278,-0.3669726,-0.433368,0.0663954
58,-0.10642603,-0.3154506,"('undiscriminating', 'discriminating')",1.3249078,1.2249737,0.11018856,0.054485526,0.4428901,0.3213362,0.1215539
59,0.08558431,0.20891602,"('foolish', 'wise')",-0.5512204,-0.6218127,0.8210924,0.77104664,0.1184854,0.1193833,-0.0008979
50,0.084997624,0.24911143,"('clumsy', 'skillful')",-1.1844337,-1.132337,0.50851846,0.6081817,-0.1969725,-0.0916813,-0.1052912
70,-0.0838893,-0.33183637,"('lethargic', 'energetic')",0.81901634,0.76978517,0.96482784,1.0730678,0.5666516,0.5036722,0.0629794
35,-0.08103499,-0.077477835,"('corrupt', 'incorrupt')",-1.4413394,-1.4970708,0.20771709,0.03852021,-0.4382191,-0.5120095,0.0737904
64,0.07906059,0.019131837,"('shy', 'confident')",0.20415631,0.14148533,-6.8687425,-6.6741204,-2.1951752,-2.1711677,-0.0240075
38,0.07782121,-0.22042526,"('untruthful', 'truthful')",-0.92303014,-1.1485429,0.1619619,0.08658843,-0.227749,-0.4274599,0.1997109
82,0.063194975,0.033137884,"('poor', 'rich')",1.2306176,1.2069292,6.844279,6.676788,2.712697,2.6389516,0.0737454
21,-0.05851666,-0.05264397,"('immoral', 'moral')",0.4448244,0.51085526,-1.2890661,-1.1701528,-0.3009195,-0.2373138,-0.0636057
49,-0.04993245,-0.054855514,"('unable', 'able')",-0.26341417,-0.292439,-0.44094637,-0.4075005,-0.251431,-0.2515984,0.0001674
71,0.037015647,0.08237971,"('diffident', 'self-confident')",-0.314704,-0.39631507,0.48241723,0.45383507,0.068243,0.0466332,0.0216098
55,0.035449915,-0.0707259,"('incompetent', 'clever')",1.622454,1.7475442,-0.28279656,-0.14861898,0.4583691,0.5093998,-0.0510307
54,-0.024412917,-0.03616263,"('incapable', 'capable')",-0.7822976,-0.7161075,1.3056432,1.2524879,0.1663109,0.1667393,-0.0004284
68,-0.022291813,0.039288163,"('dependent', 'independent')",-0.9843569,-0.83105093,-0.9026973,-0.8636032,-0.6364487,-0.5517886,-0.0846601
81,0.018551929,-0.20647453,"('submissive', 'aggressive')",0.7301455,0.71633434,-1.043383,-0.907952,-0.0982285,-0.1326974,0.0344689
27,-0.014648413,0.18145096,"('hardhearted', 'softhearted')",-0.24801883,-0.10116663,1.5404768,1.5668403,0.4259365,0.5490415,-0.123105
17,-0.009290695,-0.086624034,"('nasty', 'nice')",-0.11346084,-0.2660641,-1.2159994,-1.3124398,-0.4462503,-0.5550427,0.1087924
74,-0.004932165,-0.09702473,"('undedicated', 'dedicated')",0.8627665,0.8810245,0.112189524,0.2638446,0.3233413,0.3492815,-0.0259402
20,-0.004488796,-0.100930825,"('rough', 'thoughtful')",1.1693531,1.2075311,0.60568327,0.6610598,0.5901825,0.58922,0.0009625
65,0.0041673016,-0.16372447,"('insecure', 'secure')",0.922363,0.94460773,-0.6614616,-0.552722,0.0883562,0.0760538,0.0123024
