,bemis_male,bemis_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
53,-1.8558222,-1.8405026,"('uncreative', 'creative')",0.016454434,-0.0063341516,1.3171656,1.3191813,-0.1740674,-0.1758852,0.0018178
86,-1.3607162,-1.4283092,"('uninfluential', 'influential')",-0.055202786,0.0006321408,0.32437193,0.393276,-0.363849,-0.3448004,-0.0190486
73,1.2398083,1.2542868,"('helpless', 'self-reliant')",0.5824027,0.5289625,-3.581442,-3.5096748,-0.5864104,-0.5754752,-0.0109352
77,-1.153553,-1.1599169,"('unmotivated', 'motivated')",-0.16910218,-0.18378238,-0.8494119,-0.7879301,-0.7240224,-0.7105431,-0.0134793
44,1.1437534,1.1514448,"('prejudiced', 'unprejudiced')",-0.7548517,-0.67670864,-1.3255801,-1.2531679,-0.3122261,-0.2594772,-0.0527489
57,-1.1353108,-1.509638,"('unimaginative', 'imaginative')",0.30577135,0.11426632,-2.795482,-2.6910045,-1.2083405,-1.3621254,0.1537849
52,-1.0257894,-0.86416197,"('irrational', 'rational')",-1.8804785,-1.9031091,0.41979682,0.38097277,-0.8288237,-0.7954327,-0.033391
0,-1.014975,-1.1734459,"('unsociable', 'sociable')",0.5785544,0.46736738,-0.83059174,-0.82236624,-0.4223375,-0.5094816,0.0871441
6,-1.0094533,-0.8748688,"('distant', 'open')",-1.8488007,-1.8189019,0.5953592,0.46795183,-0.7542982,-0.7419396,-0.0123586
14,0.9887605,0.7906244,"('antisocial', 'social')",1.8102963,1.6511308,-0.8155092,-0.8715815,0.6611825,0.5233912,0.1377913
8,-0.9759923,-0.78541934,"('unaffectionate', 'affectionate')",-1.7994326,-1.7788208,1.1517706,1.135995,-0.5412181,-0.4760816,-0.0651365
88,-0.93841106,-0.7325837,"('low', 'eminent')",-1.0543542,-1.0735383,0.39421782,0.48525023,-0.5328491,-0.4402906,-0.0925585
1,-0.91134083,-1.0662613,"('unfriendly', 'friendly')",-0.5807978,-0.71819574,1.8723457,1.7466258,0.1267357,-0.0126104,0.1393461
28,-0.8465957,-1.1453379,"('disloyal', 'loyal')",-0.5793086,-0.72822905,1.4000014,1.2640102,-0.0086343,-0.2031856,0.1945513
48,-0.79442817,-0.83620167,"('unintelligent', 'intelligent')",-0.19167234,-0.06459731,0.35913488,0.4433315,-0.2089885,-0.1524892,-0.0564993
30,0.7748793,0.77790934,"('intolerant', 'tolerant')",1.3037617,1.2386461,0.94953924,1.0076395,1.0093934,1.0080651,0.0013283
9,-0.76957566,-0.7159967,"('unaffectionate', 'caring')",-1.0363033,-1.1716529,1.9063519,1.8504443,0.033491,-0.0124017,0.0458927
2,0.6873809,0.7160732,"('unlikable', 'likable')",1.1506983,1.1693982,0.67696494,0.69034016,0.8383481,0.8586038,-0.0202557
87,0.6828825,0.64857537,"('unsuccessful', 'successful')",1.3238181,1.1592301,0.9084387,0.92965776,0.9717131,0.9124877,0.0592254
18,-0.6600588,-0.45045692,"('disagreeable', 'welcoming')",-1.5773326,-1.4956787,-0.49275434,-0.52648383,-0.9100486,-0.8242064,-0.0858422
78,-0.6345391,-0.58913153,"('nonresilient', 'resilient')",0.1554056,0.1874277,0.1819971,0.23600306,-0.0990455,-0.0552336,-0.0438119
37,0.62985253,0.6253446,"('fake', 'genuine')",-0.42040724,-0.25445187,0.39275357,0.56704587,0.2007329,0.3126462,-0.1119133
39,0.62269783,0.6190932,"('exploitative', 'cooperative')",1.4332486,1.5548947,-0.10060802,-0.051130004,0.6517795,0.7076193,-0.0558398
45,0.6201091,0.21665661,"('incompetent', 'competent')",1.0134511,0.67460173,-0.17347315,-0.26765436,0.4866957,0.207868,0.2788277
16,-0.6092711,-0.58283347,"('unpopular', 'popular')",-0.89984685,-1.0897079,1.0731709,0.9352342,-0.1453157,-0.2457691,0.1004534
25,-0.591897,-0.43796995,"('egoistic', 'altruistic')",-0.7250513,-0.77187425,1.375817,1.3689258,0.0196229,0.0530272,-0.0334043
56,0.5814277,0.36341375,"('impractical', 'practical')",1.6149726,1.4910539,0.018014094,0.081892386,0.7381381,0.6454533,0.0926848
46,-0.5510894,-0.7146146,"('uncompetitive', 'competitive')",0.68163973,0.66532737,-1.0082804,-0.85793775,-0.2925767,-0.3024083,0.0098316
42,0.5463772,0.48575324,"('unreliable', 'reliable')",0.35461044,0.3488591,-2.9792721,-2.66159,-0.6927615,-0.6089926,-0.0837689
19,-0.5402206,-0.20634392,"('inhospitable', 'hospitable')",-1.0472153,-0.9601911,-0.1128186,-0.12413686,-0.5667515,-0.4302239,-0.1365276
84,-0.5342425,-0.4009838,"('inferior', 'superior')",0.5943793,0.7071146,0.6207555,0.6384361,0.2269641,0.3148556,-0.0878915
61,-0.52736056,-0.60374904,"('illogical', 'logical')",-0.05245264,-0.16146836,-0.048807807,-0.17356455,-0.2095403,-0.3129273,0.103387
4,0.5201203,0.2959356,"('disliked', 'liked')",-0.98443145,-1.3220416,-6.8017693,-6.806029,-2.4220268,-2.6107116,0.1886848
32,-0.5082198,-0.4790723,"('unkind', 'kind')",0.63673574,0.63645524,1.2352445,1.2895561,0.4545868,0.482313,-0.0277262
10,-0.5057224,-0.67189854,"('unsympathetic', 'sympathetic')",0.4257119,0.37775514,-0.27796566,-0.07255731,-0.1193254,-0.1222336,0.0029082
83,-0.476736,-0.38686356,"('powerless', 'powerful')",-1.1523709,-1.1287855,-0.93126184,-0.84865636,-0.8534563,-0.7881018,-0.0653545
26,0.4674236,0.5171919,"('hardhearted', 'benevolent')",2.1660001,2.0163672,1.6367347,1.5523859,1.4233863,1.3619817,0.0614046
62,0.45527914,0.28794432,"('incompetent', 'brilliant')",0.9881459,0.78980833,0.20271215,0.25917795,0.5487124,0.4456435,0.1030689
29,-0.44644067,-0.55511314,"('unfair', 'fair')",-0.13014066,-0.14783496,-0.618847,-0.715955,-0.3984761,-0.4729677,0.0744916
5,-0.44008672,-0.33587316,"('distant', 'outgoing')",-1.4190838,-1.4611462,-0.1492679,-0.3356835,-0.6694794,-0.7109009,0.0414215
63,-0.43238947,-0.5934588,"('unperceptive', 'insightful')",0.40127555,0.32840005,0.83417165,0.92253906,0.2676859,0.2191601,0.0485258
69,0.42678618,0.47572213,"('lazy', 'industrious')",0.06932162,-0.027544975,-0.2939472,-0.34460306,0.0673869,0.0345247,0.0328622
7,-0.3998003,-0.64443034,"('insensitive', 'sensitive')",-0.052054793,-0.13238585,0.7584131,0.79997617,0.102186,0.00772,0.094466
23,-0.37736598,-0.61355335,"('insincere', 'sincere')",0.08846076,0.009732023,6.062024,5.9000897,1.924373,1.7654228,0.1589502
36,-0.37458244,-0.27435577,"('hostile', 'amicable')",-1.6000166,-1.6860256,0.6098594,0.40946877,-0.4549132,-0.5169709,0.0620577
12,-0.372837,-0.37496746,"('unsupportive', 'supportive')",-0.4362267,-0.5449431,-2.007898,-1.8574119,-0.9389873,-0.9257741,-0.0132132
51,-0.37174895,-0.2088016,"('uneducated', 'educated')",0.33073068,0.5693986,0.43258458,0.6095184,0.1305221,0.3233718,-0.1928497
60,0.3716724,0.2061477,"('inefficient', 'efficient')",1.3435724,1.36136,-0.027810197,0.09945488,0.5624782,0.5556542,0.006824
