,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
7,-0.5304087,-0.39990574,"('insensitive', 'sensitive')",0.574594,0.76503325,0.0220927,0.1825638,-0.1604711
29,-0.5020416,-0.46482527,"('unfair', 'fair')",-0.124908924,-0.23872177,-0.3134753,-0.3517735,0.0382982
30,0.46250695,0.4678478,"('intolerant', 'tolerant')",1.235903,1.3039405,0.849205,0.8858942,-0.0366892
34,-0.44287816,-0.48022884,"('mean', 'honorable')",6.072997,6.1815715,2.8150594,2.8506713,-0.0356119
37,0.41132772,0.37987027,"('fake', 'genuine')",0.37538585,0.3984692,0.3933568,0.3891698,0.004187
12,-0.3833443,-0.38145897,"('unsupportive', 'supportive')",-1.6235119,-1.7349964,-1.0034281,-1.0582277,0.0547996
83,-0.38192797,-0.3702762,"('powerless', 'powerful')",-1.2491087,-1.1287222,-0.8155183,-0.7494992,-0.0660191
57,-0.379881,-0.8796412,"('unimaginative', 'imaginative')",-2.2629154,-2.7513785,-1.3213981,-1.8155098,0.4941117
58,-0.34688258,-0.58146256,"('undiscriminating', 'discriminating')",0.2133871,0.2720909,-0.0667477,-0.1546858,0.0879381
15,0.32952037,0.2408667,"('boring', 'funny')",0.47889897,0.5056094,0.4042097,0.3732381,0.0309716
74,-0.3065425,-0.43365285,"('undedicated', 'dedicated')",-0.05073322,-0.16418351,-0.1786378,-0.2989182,0.1202804
40,0.30111393,0.31818074,"('stingy', 'generous')",-1.2968355,-1.3917335,-0.4978608,-0.5367764,0.0389156
43,-0.2954665,-0.4765292,"('irresponsible', 'responsible')",0.44760478,0.4011188,0.0760691,-0.0377052,0.1137743
70,-0.26593348,-0.464596,"('lethargic', 'energetic')",0.5697321,0.42683056,0.1518993,-0.0188827,0.170782
4,-0.26578987,-0.20590936,"('disliked', 'liked')",-6.122597,-6.3373175,-3.1941936,-3.2716134,0.0774198
59,-0.26460445,-0.03712837,"('foolish', 'wise')",0.38081136,0.5035956,0.0581035,0.2332336,-0.1751301
46,-0.25957686,-0.56743914,"('uncompetitive', 'competitive')",-0.48299685,-0.63552856,-0.3712869,-0.6014838,0.2301969
65,0.2532541,0.2430394,"('insecure', 'secure')",-0.4783603,-0.36554375,-0.1125531,-0.0612522,-0.0513009
22,-0.25188583,-0.44212854,"('untrustworthy', 'trustworthy')",-0.5183426,-0.636496,-0.3851142,-0.5393122,0.154198
49,-0.19658723,0.21020645,"('unable', 'able')",-0.022498578,0.28377694,-0.1095429,0.2469917,-0.3565346
20,-0.15776074,-0.11263539,"('rough', 'thoughtful')",1.1283729,0.99744606,0.4853061,0.4424053,0.0429008
50,0.14310098,0.3746641,"('clumsy', 'skillful')",0.4512856,0.5544979,0.2971933,0.464581,-0.1673877
26,-0.13490179,-0.30516687,"('hardhearted', 'benevolent')",1.8012894,1.3963947,0.8331938,0.5456139,0.2875799
75,-0.12621291,-0.24742037,"('meek', 'impulsive')",-0.32589376,-0.5791278,-0.2260533,-0.4132741,0.1872208
18,-0.1260433,0.09553605,"('disagreeable', 'welcoming')",-0.0358074,0.018941082,-0.0809254,0.0572386,-0.138164
17,0.12151142,0.004444954,"('nasty', 'nice')",-0.4827589,-0.5288009,-0.1806237,-0.262178,0.0815543
32,-0.12016835,-0.051829904,"('unkind', 'kind')",0.9137344,0.8928046,0.396783,0.4204873,-0.0237043
42,0.1122609,0.023876417,"('unreliable', 'reliable')",-3.3439112,-3.3137496,-1.6158252,-1.6449366,0.0291114
41,-0.11104709,0.09015532,"('unforgiving', 'forgiving')",0.13610846,0.17780986,0.0125307,0.1339826,-0.1214519
68,-0.10295323,0.075079314,"('dependent', 'independent')",-0.14138463,0.059082977,-0.1221689,0.0670811,-0.18925
84,0.09875141,0.052353,"('inferior', 'superior')",1.0636953,1.2070018,0.5812234,0.6296774,-0.048454
33,0.095166214,-0.15641826,"('wrong', 'right')",-0.5708164,-0.49082667,-0.2378251,-0.3236225,0.0857974
0,-0.08003361,-0.5565131,"('unsociable', 'sociable')",-0.3126935,-0.5414675,-0.1963636,-0.5489902,0.3526266
13,0.057281893,-0.23178945,"('impolite', 'polite')",-0.61263365,-0.512389,-0.2776759,-0.3720892,0.0944133
47,0.04958219,-0.11831714,"('stupid', 'smart')",5.1764812,5.311032,2.6130316,2.5963573,0.0166743
45,-0.04857744,-0.3125469,"('incompetent', 'competent')",-0.47823393,-0.45083675,-0.2634057,-0.3816918,0.1182861
48,0.043023713,0.2229366,"('unintelligent', 'intelligent')",0.75845444,0.82282525,0.4007391,0.5228809,-0.1221418
51,-0.021820096,-0.14622189,"('uneducated', 'educated')",0.7409241,0.6799841,0.359552,0.2668811,0.0926709
76,0.01784861,0.020347891,"('anxious', 'daring')",-0.1701547,-0.088498324,-0.076153,-0.0340752,-0.0420778
87,-0.010178366,-0.31558266,"('unsuccessful', 'successful')",0.6678311,0.61858916,0.3288264,0.1515033,0.1773231
21,-0.006500285,-0.18049546,"('immoral', 'moral')",-0.6979358,-0.6534072,-0.3522181,-0.4169513,0.0647332
