,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
30,-1.3203816,-1.210762,"('intolerant', 'tolerant')",-0.2106595,-0.05248459,0.6273844,0.6512426,0.8074364,0.86987585,-0.0240551,0.064468,-0.0885231
48,-1.3147242,-1.5986614,"('unintelligent', 'intelligent')",-0.64369434,-0.7412278,-1.0531582,-1.2982401,0.33111775,0.15298544,-0.6701148,-0.871286,0.2011712
23,-1.2012212,-1.3029792,"('insincere', 'sincere')",-0.5701094,-0.5763447,-0.76761854,-1.00939,5.9222217,5.9928837,0.8458182,0.7760425,0.0697757
77,-1.1956029,-1.3199623,"('unmotivated', 'motivated')",-0.6433042,-0.61183155,-0.3547036,-0.6224003,-0.6849508,-0.681994,-0.7196404,-0.809047,0.0894066
53,-1.1795985,-1.1617216,"('uncreative', 'creative')",-0.37700087,-0.48091537,0.34901372,0.12372887,1.2775998,1.1930888,0.0175035,-0.0814548,0.0989583
88,-1.1773654,-0.95439476,"('low', 'eminent')",-1.154887,-1.0262305,-0.6943785,-0.43145403,0.5120645,0.47225878,-0.6286416,-0.4849551,-0.1436865
81,-1.1700181,-1.0520307,"('submissive', 'aggressive')",-1.5425355,-1.2764821,-0.83481234,-0.77269596,-1.0675225,-1.2173724,-1.153722,-1.0796453,-0.0740767
22,-1.1519897,-1.1772782,"('untrustworthy', 'trustworthy')",-0.7292332,-0.6791905,0.12421269,0.15674533,-1.7379096,-1.5902591,-0.8737299,-0.8224956,-0.0512343
72,-1.0456423,-0.94940424,"('unambitious', 'ambitious')",-1.0961365,-1.0011351,-1.1206713,-1.1524972,-1.0508813,-1.0764158,-1.0783328,-1.044863,-0.0334698
11,-1.0430077,-1.179289,"('unhelpful', 'helpful')",-0.7819549,-0.84150136,-0.2198731,-0.53254825,2.315239,2.1487906,0.0676008,-0.101137,0.1687378
64,-1.0405122,-1.0190755,"('shy', 'confident')",-1.0319,-0.8900267,-0.11366703,0.049802262,-6.75183,-6.858859,-2.2344773,-2.1795397,-0.0549376
70,-1.0242144,-1.0387349,"('lethargic', 'energetic')",-0.8452548,-0.81666315,-0.3857585,-0.38436502,0.6365985,0.59564024,-0.4046572,-0.4110307,0.0063735
1,-0.98714334,-0.95215607,"('unfriendly', 'friendly')",1.0821747,1.0123787,-0.22965112,-0.22291714,1.8337419,1.8702453,0.4247805,0.4268877,-0.0021072
0,-0.94832635,-1.0237241,"('unsociable', 'sociable')",-0.0825667,-0.14060102,0.3043411,0.14497736,-0.5890596,-0.5895284,-0.3289029,-0.4022191,0.0733162
21,-0.94548416,-1.0940049,"('immoral', 'moral')",-0.76189923,-0.7765472,-0.5311821,-0.5697518,-1.3149292,-1.4612545,-0.8883737,-0.9753896,0.0870159
14,-0.9389259,-0.6638467,"('antisocial', 'social')",-0.16917638,0.1911161,0.73263824,0.9550221,-1.1983845,-1.0591555,-0.3934622,-0.144216,-0.2492462
7,-0.9286258,-0.9045917,"('insensitive', 'sensitive')",-0.89367723,-0.80628884,-1.1086704,-1.1286358,0.61167556,0.45836622,-0.5798245,-0.5952875,0.015463
24,-0.9139252,-0.8654316,"('dishonest', 'honest')",0.32741863,0.22925526,-0.7020074,-0.6416577,0.95399207,0.8157649,-0.0836305,-0.1155173,0.0318868
82,-0.8585325,-0.6371317,"('poor', 'rich')",-1.5449367,-1.4612246,0.7957619,0.9001892,6.63196,6.8995395,1.2560632,1.425343,-0.1692798
6,0.8445752,1.0217006,"('distant', 'open')",1.6544307,1.6047311,-0.58340734,-0.5656613,0.44353232,0.47333342,0.5897827,0.633526,-0.0437433
5,0.8280858,1.071684,"('distant', 'outgoing')",1.7204826,1.7489343,-0.39379624,-0.35256177,-0.51381993,-0.40848714,0.410238,0.5148923,-0.1046543
8,0.8174036,0.8610669,"('unaffectionate', 'affectionate')",0.99926734,0.8839619,-1.0252388,-1.038688,0.88020957,0.9172642,0.4179104,0.4059013,0.0120091
58,-0.8091547,-0.8488834,"('undiscriminating', 'discriminating')",0.25030324,0.2574566,0.9755918,0.7333687,-0.24848029,-0.36264238,0.042065,-0.0551751,0.0972401
78,-0.7409716,-0.7600641,"('nonresilient', 'resilient')",-0.5917565,-0.61032367,-0.19176361,-0.31662515,0.624336,0.7120778,-0.2250389,-0.2437338,0.0186949
60,-0.7327634,-0.77908355,"('inefficient', 'efficient')",-0.8203605,-0.7789553,-0.045496214,-0.36621234,0.04334402,-0.086842164,-0.388819,-0.5027733,0.1139543
19,0.7300721,0.79539514,"('inhospitable', 'hospitable')",1.470176,1.4581056,0.021856438,-0.035987895,0.033251755,0.03339366,0.5638391,0.5627266,0.0011125
33,0.68490845,0.6489045,"('wrong', 'right')",1.0034701,0.9402991,-0.47020447,-0.29076472,-0.48260272,-0.46666682,0.1838928,0.207943,-0.0240502
87,0.68091977,0.55297244,"('unsuccessful', 'successful')",1.1287208,1.0241592,0.9254482,0.9440772,0.8648709,0.7052011,0.89999,0.8066025,0.0933875
15,0.6630274,0.7336417,"('boring', 'funny')",1.773873,1.8072969,1.2098504,1.1357272,0.29230157,0.3154148,0.9847631,0.9980202,-0.0132571
2,0.6453353,0.71575737,"('unlikable', 'likable')",1.2503892,1.3149676,1.3642906,1.5234822,0.5213616,0.655563,0.9453442,1.0524426,-0.1070984
63,-0.59608394,-0.7619803,"('unperceptive', 'insightful')",-0.28341734,-0.29701772,-0.37424392,-0.46716884,1.0986363,0.9916568,-0.0387772,-0.1336275,0.0948503
47,-0.5682764,-0.49366087,"('stupid', 'smart')",-0.066480316,0.040192492,0.6594244,0.6025889,5.0811644,5.323904,1.276458,1.3682561,-0.0917981
40,-0.55247265,-0.5218959,"('stingy', 'generous')",0.22037715,0.17656505,-0.6621194,-0.44042212,-1.8923267,-1.8782707,-0.7216354,-0.6660059,-0.0556295
36,0.53645355,0.6184718,"('hostile', 'amicable')",1.0167266,0.99879855,-0.27387595,-0.25051638,0.44227248,0.6460899,0.4303942,0.503211,-0.0728168
71,0.5085913,0.5730903,"('diffident', 'self-confident')",1.6936758,1.6759294,-0.3588551,-0.44863778,0.24463537,0.23737635,0.5220119,0.5094396,0.0125723
73,0.5056474,0.53482056,"('helpless', 'self-reliant')",1.1574026,1.0948819,0.81429446,0.8675259,-3.4771588,-3.7339675,-0.2499536,-0.3091848,0.0592312
79,0.48221922,0.43914837,"('wavering', 'unwavering')",-0.114925176,-0.25585386,-1.230193,-1.2209219,0.4081406,0.35690007,-0.1136896,-0.1701818,0.0564922
66,0.47379765,0.5723914,"('inactive', 'active')",-0.024442956,-0.13355938,0.29141185,0.20181905,1.3157926,1.2689309,0.5141398,0.4773955,0.0367443
20,-0.470861,-0.48045644,"('rough', 'thoughtful')",0.48344576,0.5319276,0.5318905,0.42880812,0.31349283,0.42760396,0.214492,0.2269708,-0.0124788
62,-0.46260956,-0.5638508,"('incompetent', 'brilliant')",-0.2545541,-0.20763822,-0.26000634,-0.33830237,0.13989583,-0.030237459,-0.2093185,-0.2850072,0.0756887
51,-0.44902307,-0.45856985,"('uneducated', 'educated')",-0.55265456,-0.47425002,0.3183712,0.22339039,0.5429929,0.53072876,-0.0350784,-0.0446752,0.0095968
28,-0.44819057,-0.44593316,"('disloyal', 'loyal')",0.13136603,0.013493579,-0.79250574,-0.7908114,1.3194966,1.2452497,0.0525416,0.0054997,0.0470419
85,0.43548027,0.38735124,"('insignificant', 'prestigious')",1.0848534,0.9144581,-0.42725572,-0.07117139,0.6638106,0.82755286,0.4392221,0.5145477,-0.0753256
61,-0.4179787,-0.4982072,"('illogical', 'logical')",1.1249896,1.1130041,-0.40670764,-0.59036875,-0.035594806,-0.18540187,0.0661771,-0.0402434,0.1064205
56,-0.4082961,-0.4267597,"('impractical', 'practical')",0.18799892,0.24957559,0.7325064,0.5504776,-0.1420408,-0.3232945,0.0925421,0.0124998,0.0800423
76,-0.40658516,-0.33980885,"('anxious', 'daring')",-0.6112516,-0.59606934,0.22765407,0.17919756,-0.4848804,-0.5011471,-0.3187658,-0.3144569,-0.0043089
39,0.39957872,0.23065975,"('exploitative', 'cooperative')",1.5973958,1.5032585,1.5263785,1.1953006,-0.077430025,-0.068778634,0.8614808,0.7151101,0.1463707
83,-0.39326614,-0.5648272,"('powerless', 'powerful')",0.17090014,0.090403825,-1.3561842,-1.354007,-1.1991442,-1.2164799,-0.6944236,-0.7612276,0.066804
25,0.38568574,0.39121538,"('egoistic', 'altruistic')",0.96569556,0.8836134,0.34898162,0.42620164,1.318813,1.3746989,0.754794,0.7689323,-0.0141383
12,-0.33232972,-0.32451585,"('unsupportive', 'supportive')",0.8229544,0.7269546,-1.2847606,-1.2195565,-2.065447,-2.1489604,-0.7148957,-0.7415195,0.0266238
50,0.33123654,0.29283768,"('clumsy', 'skillful')",-0.27105913,-0.3915383,-0.18408565,-0.24767876,0.6493602,0.54469776,0.131363,0.0495796,0.0817834
18,-0.33058217,-0.19244054,"('disagreeable', 'welcoming')",0.00016243383,-0.0079652015,-1.0302446,-0.7103498,-0.6751003,-0.5186426,-0.5089412,-0.3573495,-0.1515917
42,-0.3303061,-0.21634604,"('unreliable', 'reliable')",0.3947908,0.25227714,0.19450563,0.35820773,-2.9799297,-3.1291497,-0.6802348,-0.6837527,0.0035179
17,0.32359463,0.35519668,"('nasty', 'nice')",0.064100176,0.043470964,0.02983937,0.04970662,-1.2880654,-1.2056501,-0.2176328,-0.189319,-0.0283138
9,0.2824737,0.18551555,"('unaffectionate', 'caring')",1.3342327,1.1058935,-0.91022474,-1.0390812,1.7812966,1.7110056,0.6219445,0.4908333,0.1311112
59,-0.28161293,-0.40970287,"('foolish', 'wise')",1.5289053,1.333253,0.07586247,0.06636539,0.6651828,0.6938241,0.4970844,0.4209349,0.0761495
49,-0.27917486,-0.27199802,"('unable', 'able')",-0.2478117,-0.29535058,-0.9163374,-0.92910075,-0.6556685,-0.7326553,-0.5247481,-0.5572761,0.032528
44,0.27454388,0.2425744,"('prejudiced', 'unprejudiced')",-0.44418836,-0.6040869,-0.26996168,-0.22772884,-1.4331799,-1.5103079,-0.4681965,-0.5248873,0.0566908
38,0.2680163,0.14116842,"('untruthful', 'truthful')",0.107626185,0.006985938,-0.97078437,-1.0318798,0.26403898,0.22942835,-0.0827757,-0.1635743,0.0807986
29,-0.24782616,-0.37898883,"('unfair', 'fair')",-0.022013543,-0.06212173,-0.20012304,-0.28222185,-1.0314082,-0.99519724,-0.3753427,-0.4296324,0.0542897
26,-0.24738792,-0.010447111,"('hardhearted', 'benevolent')",2.0833402,2.026097,1.61093,1.7651411,1.066317,1.3046241,1.1282998,1.2713538,-0.143054
27,-0.23177676,-0.2774259,"('hardhearted', 'softhearted')",0.4314484,0.39246613,-0.048271477,-0.26261917,1.3696542,1.1867583,0.3802636,0.2597948,0.1204688
75,0.19988939,0.4227895,"('meek', 'impulsive')",-0.9948503,-0.81962186,-0.78291655,-0.54993546,-0.5694531,-0.37879175,-0.5368326,-0.3313899,-0.2054427
16,-0.18040538,-0.241183,"('unpopular', 'popular')",-0.27062696,-0.46950826,-0.32393625,-0.19615047,1.1604917,1.2169999,0.0963808,0.0775395,0.0188413
52,0.17240062,0.090560466,"('irrational', 'rational')",1.4131744,1.2985686,-0.6856884,-0.7578332,0.35012868,0.20109576,0.3125038,0.2080979,0.1044059
74,-0.15512449,-0.24248591,"('undedicated', 'dedicated')",1.2099408,1.2403767,0.21270064,0.16748065,0.24295977,0.28664935,0.3776191,0.3630052,0.0146139
4,0.15159543,0.1575893,"('disliked', 'liked')",0.2571146,0.16253057,-0.08909938,0.2921009,-6.5449157,-6.658045,-1.5563263,-1.511456,-0.0448703
34,-0.14029747,-0.22486943,"('mean', 'honorable')",-0.18726373,-0.34420133,0.42438224,0.1012615,6.06893,6.136291,1.5414377,1.4171205,0.1243172
31,0.1359513,0.1891372,"('evil', 'good')",0.9863011,1.035957,0.063588805,0.1534331,-1.2987789,-1.2245905,-0.0282344,0.0384842,-0.0667186
32,0.12309506,0.21511213,"('unkind', 'kind')",-0.3469044,-0.34114033,0.31151888,0.18769021,1.1203922,1.0702705,0.3020254,0.2829831,0.0190423
54,0.08582008,0.16526157,"('incapable', 'capable')",1.1923869,1.1430664,-0.6730445,-0.72780186,1.1381474,1.1075948,0.4358274,0.4220302,0.0137972
80,-0.050760314,-0.30179393,"('dominated', 'dominating')",-0.9765214,-1.0440049,-0.25671515,-0.2938277,-1.3757164,-1.4998009,-0.6649283,-0.7848569,0.1199286
84,0.050576538,-0.012898812,"('inferior', 'superior')",0.50172293,0.32243657,0.73388857,0.7447685,0.45050284,0.5003619,0.4341727,0.388667,0.0455057
13,0.039522402,0.12085009,"('impolite', 'polite')",-0.59432894,-0.5284877,-0.05032679,-0.08817694,-0.0667399,-0.13223705,-0.1679683,-0.1570129,-0.0109554
41,0.03550511,0.18506137,"('unforgiving', 'forgiving')",0.22977036,0.49540854,-0.35321465,-0.013934543,-0.44373095,-0.2357162,-0.1329175,0.1077048,-0.2406223
37,-0.02616094,-0.17725617,"('fake', 'genuine')",-0.27066836,-0.4309584,-0.48908684,-0.84755087,0.41860658,0.10096656,-0.0918274,-0.3386997,0.2468723
67,-0.011185911,0.14250518,"('doubtful', 'determined')",0.22911683,0.47315678,0.49564523,0.67584705,-0.30250907,-0.39357486,0.1027668,0.2244835,-0.1217167
