,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
57,-2.0339425,-1.9239142,"('unimaginative', 'imaginative')",-0.99394065,-0.9783065,-0.90540195,-1.017406,-2.9591293,-3.1282823,-1.7231035,-1.7619772,0.0388737
10,-1.9481858,-1.9541366,"('unsympathetic', 'sympathetic')",-1.8340153,-1.9170241,-1.5675249,-1.6866034,-0.027477592,-0.13058184,-1.3443009,-1.4220865,0.0777856
69,1.8720691,1.9782194,"('lazy', 'industrious')",1.42376,1.3177322,1.0721226,1.1300792,-0.55694616,-0.57314605,0.9527514,0.9632211,-0.0104697
3,-1.841969,-1.8898723,"('repellent', 'pleasant')",-1.2972813,-1.2807842,0.3913477,0.2122169,0.21798587,0.20603463,-0.6324792,-0.6881013,0.0556221
86,-1.6656274,-1.5837507,"('uninfluential', 'influential')",-0.43179414,-0.43292102,-1.0174499,-1.0913241,0.08006812,-0.016933851,-0.7587008,-0.7812324,0.0225316
45,-1.6061488,-1.608813,"('incompetent', 'competent')",-0.31322265,-0.26708296,-0.61659616,-0.6449401,-0.61001426,-0.7529002,-0.7864954,-0.8184341,0.0319387
68,-1.422677,-1.4804454,"('dependent', 'independent')",-0.8437441,-0.8575816,-1.4663815,-1.5299591,-0.738531,-0.8523026,-1.1178334,-1.1800722,0.0622388
65,-1.4110034,-1.367839,"('insecure', 'secure')",-1.2160798,-1.1355706,-0.17495547,-0.28758022,-0.82797164,-0.79827815,-0.9075026,-0.897317,-0.0101856
55,-1.3789711,-1.3579316,"('incompetent', 'clever')",-0.8217399,-0.8372903,-0.03651107,-0.24661858,-0.46177697,-0.61179876,-0.6747498,-0.7634098,0.08866
46,-1.3673875,-1.4402467,"('uncompetitive', 'competitive')",-1.1446306,-1.1826036,-1.0518355,-0.97176343,-0.9864646,-1.0036403,-1.1375796,-1.1495636,0.011984
35,1.3436768,1.4417771,"('corrupt', 'incorrupt')",0.8392439,0.7002914,-0.14829099,0.061287396,0.19794583,0.27472052,0.5581439,0.6195191,-0.0613752
43,-1.3333776,-1.2560953,"('irresponsible', 'responsible')",-0.13154876,-0.17192617,0.05695815,-0.09641909,0.62003005,0.6300096,-0.1969845,-0.2236077,0.0266232
