,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,male-female
43,-0.53596526,-0.36981273,"('irresponsible', 'responsible')",-0.08374334,0.07830508,0.7351201,0.7558014,0.0384705,0.1547646,-0.1162941
2,0.5302205,0.6251287,"('unlikable', 'likable')",0.4533726,0.5023972,0.88434744,0.8556364,0.6226468,0.6610541,-0.0384073
35,-0.51347446,-0.6822521,"('corrupt', 'incorrupt')",-0.33590156,-0.46322346,-0.9360841,-1.0063314,-0.5951534,-0.717269,0.1221156
75,-0.5096594,-0.64936185,"('meek', 'impulsive')",0.18206051,0.17264202,-0.56183386,-0.4452152,-0.2964776,-0.3073117,0.0108341
3,-0.5083556,-0.51073956,"('repellent', 'pleasant')",-0.50448895,-0.4577613,0.6145448,0.6258799,-0.1327666,-0.114207,-0.0185596
70,-0.5014562,-0.3996076,"('lethargic', 'energetic')",-0.47977558,-0.3788289,0.60428894,0.6300057,-0.1256476,-0.0494769,-0.0761707
32,0.47237873,0.61031187,"('unkind', 'kind')",-0.041466884,-0.020104662,1.3503203,1.3006971,0.593744,0.6303014,-0.0365574
53,-0.4701788,-0.52468425,"('uncreative', 'creative')",0.49544755,0.40619957,0.5727646,0.5749759,0.1993444,0.1521637,0.0471807
25,0.45962209,0.47621477,"('egoistic', 'altruistic')",0.9230133,0.66086364,0.9144254,0.8214643,0.7656869,0.6528476,0.1128393
58,0.45505014,0.4604955,"('undiscriminating', 'discriminating')",0.27932376,0.22427134,-0.1561114,-0.19652137,0.1927542,0.1627485,0.0300057
52,-0.44674408,-0.72671425,"('irrational', 'rational')",0.46893668,0.2755526,-0.21199028,-0.337517,-0.0632659,-0.2628929,0.199627
38,0.44384298,0.43884727,"('untruthful', 'truthful')",0.06787646,0.059557457,0.08383143,0.041808277,0.198517,0.180071,0.018446
17,-0.43808943,-0.51243865,"('nasty', 'nice')",0.06801122,-0.12850244,-0.30602804,-0.32213572,-0.2253687,-0.3210256,0.0956569
45,-0.4154321,-0.52682215,"('incompetent', 'competent')",-0.82265615,-0.8131324,-0.39211738,-0.5217325,-0.5434019,-0.6205624,0.0771605
19,0.36541986,0.40379745,"('inhospitable', 'hospitable')",-0.08501614,-0.19058436,-0.46667716,-0.5062903,-0.0620911,-0.0976924,0.0356013
66,0.36507636,0.30870774,"('inactive', 'active')",-0.07889351,-0.10951273,0.44349667,0.41507062,0.2432265,0.2047552,0.0384713
55,-0.34563318,-0.15358736,"('incompetent', 'clever')",-1.0471374,-0.8813869,0.13829163,0.114585325,-0.4181596,-0.3067963,-0.1113633
29,-0.3391813,-0.45425752,"('unfair', 'fair')",-0.27250773,-0.2456826,-0.4937325,-0.5781248,-0.3684738,-0.4260217,0.0575479
28,0.33456653,0.2993983,"('disloyal', 'loyal')",-0.2650146,-0.31153968,1.0751294,0.94786435,0.3815604,0.3119076,0.0696528
31,-0.3267471,-0.69166887,"('evil', 'good')",0.11752273,-0.104425475,-1.1035372,-1.1782174,-0.4375872,-0.6581039,0.2205167
84,0.32482865,0.25985557,"('inferior', 'superior')",-0.064827904,-0.057316877,0.3444642,0.1733693,0.2014883,0.1253027,0.0761856
86,-0.32396984,-0.35039216,"('uninfluential', 'influential')",0.56656814,0.5064719,-0.43838322,-0.44631904,-0.0652616,-0.0967464,0.0314848
71,0.31045702,0.4738223,"('diffident', 'self-confident')",1.5165248,1.5263983,0.25000685,0.29110605,0.6923296,0.7637755,-0.0714459
5,-0.2967057,-0.3325689,"('distant', 'outgoing')",0.60104847,0.5110173,-0.8777019,-0.95021904,-0.1911197,-0.2572569,0.0661372
88,-0.27050674,-0.33666244,"('low', 'eminent')",-0.49529925,-0.4556114,-0.47996733,-0.40901855,-0.4152578,-0.4004308,-0.014827
20,0.27007276,0.42329156,"('rough', 'thoughtful')",-0.5139177,-0.3482756,0.3250224,0.35448676,0.0270592,0.1431676,-0.1161084
78,-0.26524097,-0.37542015,"('nonresilient', 'resilient')",-0.21894935,-0.40003318,-0.46473202,-0.6229545,-0.3163074,-0.4661359,0.1498285
62,0.25772393,0.5642985,"('incompetent', 'brilliant')",-0.12381858,0.028195634,-0.110511996,-0.06664455,0.0077978,0.1752832,-0.1674854
61,-0.23158024,-0.20474404,"('illogical', 'logical')",-0.09889673,-0.079398885,-0.18249725,-0.33463526,-0.1709914,-0.2062594,0.035268
59,-0.22894706,-0.451398,"('foolish', 'wise')",0.11085129,0.07987327,0.20508905,0.1607055,0.0289978,-0.0702731,0.0992709
34,0.21452785,0.27614516,"('mean', 'honorable')",0.801885,0.7861269,5.118068,5.0420947,2.044827,2.0347889,0.0100381
10,0.1949409,0.3097009,"('unsympathetic', 'sympathetic')",-0.9125708,-0.840408,0.059143074,-0.005723566,-0.2194956,-0.1788102,-0.0406854
18,0.18563491,0.17318416,"('disagreeable', 'welcoming')",0.33036375,0.2519528,-0.6935027,-0.69530964,-0.059168,-0.0900576,0.0308896
15,-0.17776226,-0.094162196,"('boring', 'funny')",0.093380794,0.1151861,0.34180573,0.33394292,0.0858081,0.1183223,-0.0325142
48,-0.17211533,-0.01758585,"('unintelligent', 'intelligent')",-0.3290905,-0.23723581,-0.49016353,-0.48217762,-0.3304565,-0.2456664,-0.0847901
51,-0.15506521,0.00029916316,"('uneducated', 'educated')",0.16009516,0.24666102,0.6140079,0.683098,0.206346,0.3100194,-0.1036734
60,0.10301504,0.2966634,"('inefficient', 'efficient')",0.11236998,0.20598748,0.15525718,0.07604379,0.1235474,0.1928982,-0.0693508
6,-0.102132194,-0.1935091,"('distant', 'open')",0.37442756,0.21147972,-0.39077634,-0.49464098,-0.0394937,-0.1588901,0.1193964
8,-0.0987818,-0.124822855,"('unaffectionate', 'affectionate')",0.15474805,0.11833657,0.28047496,0.18965766,0.1121471,0.0610571,0.05109
83,-0.095868096,0.26451507,"('powerless', 'powerful')",0.19137362,0.46011916,-1.2914358,-1.0781016,-0.3986435,-0.1178225,-0.280821
46,0.09465174,0.2546181,"('uncompetitive', 'competitive')",0.21807551,0.26093027,-0.9976864,-0.9116418,-0.2283197,-0.1320311,-0.0962886
11,0.08290942,0.20945062,"('unhelpful', 'helpful')",0.12644598,0.1938153,2.3137877,2.3674362,0.8410477,0.9235674,-0.0825197
76,0.076887704,0.3063744,"('anxious', 'daring')",-1.027587,-0.8984089,0.19900009,0.30234733,-0.2505664,-0.0965624,-0.154004
50,0.07366724,-0.07399481,"('clumsy', 'skillful')",-0.8094589,-0.88385004,-0.14291771,-0.22307181,-0.2929031,-0.3936389,0.1007358
41,-0.058083992,0.015347157,"('unforgiving', 'forgiving')",0.29246578,0.3157203,0.36866733,0.3670882,0.2010164,0.2327185,-0.0317021
30,0.049086902,0.31614333,"('intolerant', 'tolerant')",0.1546982,0.29911897,0.49932048,0.5156318,0.2343685,0.3769647,-0.1425962
21,-0.047569726,0.23881294,"('immoral', 'moral')",-0.30250528,-0.11462031,-0.8614591,-0.8298806,-0.4038447,-0.2352293,-0.1686154
54,0.024963647,0.106411144,"('incapable', 'capable')",-0.43942803,-0.43416274,0.80538595,0.74218553,0.1303072,0.1381447,-0.0078375
1,-0.01533974,-0.15966012,"('unfriendly', 'friendly')",1.2845938,1.099172,1.2775961,1.1798505,0.8489501,0.7064541,0.142496
68,0.006437242,-0.071161404,"('dependent', 'independent')",-0.9060662,-0.88958216,-1.5196531,-1.5800786,-0.8064273,-0.8469407,0.0405134
77,0.0043178666,0.064834386,"('unmotivated', 'motivated')",0.105707355,-0.033565704,-1.2921197,-1.3645579,-0.3940315,-0.4444297,0.0503982
