,emc_male,emc_female,tuple,corp_male,corp_female,ma_male,ma_female,average_male,average_female,male-female
8,-1.8120329,-2.2063904,"('unaffectionate', 'affectionate')",-0.71500134,-1.2438401,1.460183,0.78740716,-0.3556171,-0.8876078,0.5319907
1,-1.659642,-2.209408,"('unfriendly', 'friendly')",-0.3016192,-0.6881807,2.4091394,1.9141959,0.1492927,-0.3277976,0.4770903
6,-1.4918116,-1.8144734,"('distant', 'open')",-1.717826,-2.3022633,0.21876991,-0.28759676,-0.9969559,-1.468111,0.4711551
31,-1.3798677,-1.6744198,"('evil', 'good')",-0.6786518,-1.1579604,-1.0076944,-1.5844479,-1.0220712,-1.4722761,0.4502049
62,1.266533,1.6249804,"('incompetent', 'brilliant')",1.4441972,2.067278,0.8513566,1.3781058,1.1873622,1.6901213,-0.5027591
60,1.2104805,1.614694,"('inefficient', 'efficient')",0.5728906,1.4290814,0.20857295,0.9629079,0.6639813,1.3355611,-0.6715798
36,-1.1766933,-1.447385,"('hostile', 'amicable')",-1.193001,-1.6591194,0.08000471,-0.3969165,-0.7632298,-1.1678069,0.4045771
39,1.1606116,1.2458797,"('exploitative', 'cooperative')",1.0166593,1.1962253,-0.24684946,-0.11184533,0.6434738,0.7767532,-0.1332794
19,-1.1346636,-1.08157,"('inhospitable', 'hospitable')",-0.90861326,-1.0986694,-0.37724763,-0.70235944,-0.8068415,-0.9608663,0.1540248
80,1.12331,1.1694808,"('dominated', 'dominating')",0.4618927,0.7999716,-0.49401262,-0.32745847,0.36373,0.5473313,-0.1836013
9,-1.1101586,-1.541795,"('unaffectionate', 'caring')",-0.069862366,-0.50433123,2.1751482,1.7325984,0.3317091,-0.1045093,0.4362184
66,-1.0556645,-1.1467309,"('inactive', 'active')",-0.6578536,-0.90949595,0.16781527,-0.10620187,-0.5152343,-0.7208095,0.2055752
54,-1.0385273,-0.9586938,"('incapable', 'capable')",-0.6621751,-0.42543665,1.4126054,1.4755772,-0.0960323,0.0304823,-0.1265146
82,-1.0253768,-0.7360998,"('poor', 'rich')",0.6747697,0.93364877,6.9488735,7.073984,2.1994222,2.4238443,-0.2244221
56,1.020876,1.3272693,"('impractical', 'practical')",0.4353627,1.1136061,-0.24616252,0.23149812,0.4033587,0.8907913,-0.4874326
79,-1.0180035,-1.0523392,"('wavering', 'unwavering')",-2.1541262,-2.1460433,-0.16523783,-0.45659983,-1.1124558,-1.2183274,0.1058716
5,-1.0137806,-1.1793609,"('distant', 'outgoing')",-0.9386323,-1.3008364,-0.037580453,-0.46022782,-0.6633311,-0.9801417,0.3168106
18,-0.98925525,-0.7861481,"('disagreeable', 'welcoming')",-0.24991408,-0.15050715,-0.18697773,-0.03187061,-0.4753824,-0.3228419,-0.1525405
53,-0.94147325,-1.1593251,"('uncreative', 'creative')",-0.4290444,-0.6807017,1.1103274,0.9009643,-0.0867301,-0.3130208,0.2262907
61,0.9270159,0.8295089,"('illogical', 'logical')",0.7351754,0.7725141,0.6768859,0.8642577,0.7796924,0.8220936,-0.0424012
35,-0.8957659,-1.0167816,"('corrupt', 'incorrupt')",-1.3404104,-1.6670481,-0.48136795,-1.039661,-0.905848,-1.2411636,0.3353156
73,0.89102525,0.8276042,"('helpless', 'self-reliant')",0.943581,0.6532466,-3.9487286,-4.1553154,-0.7047075,-0.8914882,0.1867807
86,-0.86574167,-1.06019,"('uninfluential', 'influential')",-0.14253995,-0.21810865,0.23899513,0.33006567,-0.2564288,-0.3160776,0.0596488
81,0.8197585,1.1742243,"('submissive', 'aggressive')",0.4780048,1.0690498,-0.55881,0.16774786,0.2463178,0.8036741,-0.5573563
0,-0.76998013,-0.74024755,"('unsociable', 'sociable')",0.35205433,0.59502417,-0.4645678,-0.006149076,-0.2941645,-0.0504575,-0.243707
26,-0.7685336,-0.9564912,"('hardhearted', 'benevolent')",1.5509522,1.4771845,1.3223469,1.3403535,0.7015885,0.6203489,0.0812396
38,-0.7127101,-0.77100915,"('untruthful', 'truthful')",-0.43339393,-0.22507629,0.6953065,0.8471991,-0.1502658,-0.0496288,-0.100637
28,-0.7021628,-0.898657,"('disloyal', 'loyal')",-0.39205292,-0.3811747,1.3269559,1.4806964,0.0775801,0.0669549,0.0106252
10,-0.6728469,-0.61354387,"('unsympathetic', 'sympathetic')",-0.9619011,-0.6864583,-0.06657255,0.26477993,-0.5671068,-0.3450741,-0.2220327
25,-0.6701398,-0.9700876,"('egoistic', 'altruistic')",0.0879336,-0.18769531,0.9978363,0.67269456,0.1385434,-0.1616961,0.3002395
27,-0.6553348,-0.71987873,"('hardhearted', 'softhearted')",-0.09634284,-0.2688208,1.1685455,0.95259315,0.138956,-0.0120355,0.1509915
67,0.6473724,0.8309633,"('doubtful', 'determined')",0.22113326,0.5089781,-0.7171015,-0.53992647,0.0504681,0.2666717,-0.2162036
84,0.6118255,0.5274418,"('inferior', 'superior')",0.7709221,0.6639919,0.27737057,0.09371571,0.5533727,0.4283831,0.1249896
87,0.60992026,0.7495667,"('unsuccessful', 'successful')",1.7200456,1.9716495,0.3596375,0.57517445,0.8965344,1.0987968,-0.2022624
52,-0.580555,-0.97857344,"('irrational', 'rational')",-0.6279583,-1.2381649,0.33877867,-0.16545112,-0.2899115,-0.7940631,0.5041516
17,-0.5804716,-0.39824095,"('nasty', 'nice')",-0.5854404,-0.31097895,-1.057243,-1.0330764,-0.7410517,-0.5807654,-0.1602863
37,-0.54325426,-0.5506601,"('fake', 'genuine')",-0.61853814,-0.5697905,0.10967174,-0.13349089,-0.3507069,-0.4179805,0.0672736
85,-0.5404917,-0.86070776,"('insignificant', 'prestigious')",-0.55905926,-0.86161816,0.04727643,-0.43745443,-0.3507582,-0.7199268,0.3691686
21,0.5225271,0.661448,"('immoral', 'moral')",0.25907567,0.5702675,-0.770739,-0.35060096,0.0036212,0.2937048,-0.2900836
30,0.4957951,0.75199515,"('intolerant', 'tolerant')",1.3676893,1.9394871,0.88916385,1.4523188,0.9175495,1.3812671,-0.4637176
14,0.49209154,0.9478188,"('antisocial', 'social')",0.9763936,1.8047771,-0.9606598,-0.18231727,0.1692751,0.8567595,-0.6874844
23,-0.4776583,-0.37516215,"('insincere', 'sincere')",0.013027525,0.3229355,7.0367875,7.098338,2.190719,2.3487039,-0.1579849
3,0.46527433,0.56998354,"('repellent', 'pleasant')",0.35527673,0.48050958,0.73929703,0.8177607,0.5199494,0.6227513,-0.1028019
41,-0.44914123,-0.42243415,"('unforgiving', 'forgiving')",0.9250378,1.140877,0.06127172,0.59346503,0.1790561,0.4373026,-0.2582465
77,0.44825307,0.43048418,"('unmotivated', 'motivated')",-0.41344258,-0.3033145,-0.95398074,-0.854801,-0.3063901,-0.2425438,-0.0638463
76,0.44724217,0.8237068,"('anxious', 'daring')",-0.42048404,0.29209518,-0.29675418,0.16915214,-0.0899987,0.4283181,-0.5183168
69,0.44375718,0.36261126,"('lazy', 'industrious')",0.7041312,0.53995395,-1.1463203,-1.5068568,0.0005227,-0.2014305,0.2019532
64,0.43936348,0.7308803,"('shy', 'confident')",0.20730549,0.59335595,-6.983221,-6.3816915,-2.112184,-1.6858184,-0.4263656
33,0.4308094,0.20919591,"('wrong', 'right')",0.256201,-0.031010356,0.26072487,0.106967814,0.3159118,0.0950511,0.2208607
20,0.43053123,0.385358,"('rough', 'thoughtful')",0.5115561,0.63074124,0.35655734,0.28818172,0.4328816,0.4347603,-0.0018787
16,-0.39391667,-0.38755402,"('unpopular', 'popular')",-0.24793732,-0.23853971,0.5753109,0.5517134,-0.022181,-0.0247934,0.0026124
11,0.38331908,0.4678741,"('unhelpful', 'helpful')",0.5396306,0.9284396,1.6768554,2.0309827,0.8666017,1.1424321,-0.2758304
63,0.37012035,0.44566286,"('unperceptive', 'insightful')",0.89921427,1.0960528,1.3575053,1.6010782,0.8756133,1.0475979,-0.1719846
4,0.3465561,0.34270784,"('disliked', 'liked')",0.4250756,0.46650276,-7.0913205,-6.946911,-2.1065629,-2.0459,-0.0606629
22,-0.33584,-0.026023403,"('untrustworthy', 'trustworthy')",0.2976164,0.6287957,-0.8607929,-0.32077888,-0.2996722,0.0939978,-0.39367
2,0.32606745,0.49140358,"('unlikable', 'likable')",1.3771062,1.6680994,0.6021286,0.859311,0.768434,1.0062714,-0.2378374
32,-0.28927407,-0.11175374,"('unkind', 'kind')",0.69135296,1.0252305,1.3603642,1.5384735,0.587481,0.8173168,-0.2298358
44,0.24349296,0.42305923,"('prejudiced', 'unprejudiced')",-0.6855665,-0.3528985,-1.566689,-1.4561797,-0.6695875,-0.4620063,-0.2075812
51,0.22592375,0.350411,"('uneducated', 'educated')",1.1458455,1.2341541,0.7410461,0.94654495,0.7042718,0.8437033,-0.1394315
57,-0.22500679,-0.25073248,"('unimaginative', 'imaginative')",-0.6599431,-0.32459208,-3.532441,-3.157137,-1.4724636,-1.2441538,-0.2283098
24,-0.19419882,-0.21733153,"('dishonest', 'honest')",0.23824418,0.20373103,1.3652629,1.3820375,0.4697694,0.4561457,0.0136237
74,-0.1737962,-0.025213894,"('undedicated', 'dedicated')",0.15234688,0.32682404,-0.26931554,0.03167022,-0.0969216,0.1110935,-0.2080151
12,0.17123206,0.18630977,"('unsupportive', 'supportive')",-0.068953164,-0.01244932,-1.3255193,-1.2316618,-0.4077468,-0.3526005,-0.0551463
43,0.1707198,0.36169097,"('irresponsible', 'responsible')",0.28502986,0.6108809,0.8029223,1.1379449,0.4195573,0.7035056,-0.2839483
40,0.1692711,-0.051916026,"('stingy', 'generous')",0.5217967,0.04259225,-1.6162679,-1.8634958,-0.3084,-0.6242732,0.3158732
45,-0.1676078,0.21823156,"('incompetent', 'competent')",0.26611152,0.85121423,-0.0060260696,0.51725787,0.0308259,0.5289013,-0.4980754
13,0.15938815,0.32056746,"('impolite', 'polite')",-0.17930791,0.21312994,0.4916576,0.8672632,0.157246,0.4669869,-0.3097409
7,0.13522078,0.40838826,"('insensitive', 'sensitive')",-0.40060174,0.15043455,0.68634546,1.0178884,0.1403215,0.5255704,-0.3852489
68,0.12197848,0.21606399,"('dependent', 'independent')",-0.5218438,-0.47260424,-0.69594955,-0.6254849,-0.3652716,-0.2940084,-0.0712632
49,0.120363794,0.25257725,"('unable', 'able')",-0.0026981793,0.26639003,-0.06883433,-0.057134226,0.0162771,0.1539444,-0.1376673
71,0.11599277,-0.0012110285,"('diffident', 'self-confident')",-0.005964767,0.091353945,0.64834654,0.657542,0.2527915,0.2492283,0.0035632
58,-0.09526208,-0.27989358,"('undiscriminating', 'discriminating')",0.22639932,0.411745,-0.47885337,-0.41536614,-0.1159054,-0.0945049,-0.0214005
46,0.08850693,0.25291577,"('uncompetitive', 'competitive')",0.06212625,0.5122823,-0.7957971,-0.3414832,-0.2150546,0.1412383,-0.3562929
34,-0.0830526,-0.02900545,"('mean', 'honorable')",0.8753651,0.86007464,5.4332294,5.328976,2.0751807,2.0533484,0.0218323
29,0.078625046,0.026484255,"('unfair', 'fair')",-0.21982837,-0.32799634,-0.9191036,-1.0013791,-0.3534356,-0.4342971,0.0808615
88,-0.075824656,0.077629015,"('low', 'eminent')",-0.6279752,0.14644273,-0.10626945,0.11658986,-0.2700231,0.1135539,-0.383577
59,-0.07245855,-0.15450965,"('foolish', 'wise')",-0.38040513,-0.6903557,0.7159792,0.4796479,0.0877052,-0.1217392,0.2094444
75,0.06997934,0.06768076,"('meek', 'impulsive')",-0.6043373,-0.57382596,-0.7556652,-0.97836936,-0.4300077,-0.4948382,0.0648305
15,-0.06849269,-0.15477678,"('boring', 'funny')",-0.33616737,-0.16177152,-0.1889094,-0.070149854,-0.1978565,-0.1288994,-0.0689571
42,0.05458018,0.526743,"('unreliable', 'reliable')",0.3763618,0.8365068,-2.9867206,-2.827743,-0.8519262,-0.4881644,-0.3637618
47,0.054241695,0.2553168,"('stupid', 'smart')",0.2550493,0.44212112,6.119135,6.257075,2.1428086,2.3181709,-0.1753623
70,0.045999825,0.5038868,"('lethargic', 'energetic')",0.13690808,0.85610616,0.33160603,0.9356037,0.1715047,0.7651989,-0.5936942
65,0.043512985,0.34868467,"('insecure', 'secure')",-0.16607976,0.34467006,-0.4110938,0.17129657,-0.1778869,0.2882171,-0.466104
78,0.041382432,-0.31233883,"('nonresilient', 'resilient')",-0.3210749,-0.45883042,0.3929187,0.13260289,0.0377421,-0.2128555,0.2505976
50,0.038119674,0.2158469,"('clumsy', 'skillful')",-0.55944824,-0.57854,0.6334438,0.4164217,0.0373717,0.0179095,0.0194622
72,0.03713916,0.03646952,"('unambitious', 'ambitious')",-0.4792634,-0.33050516,0.3970086,0.49155945,-0.0150385,0.0658413,-0.0808798
48,-0.03711482,-0.19824626,"('unintelligent', 'intelligent')",0.5342818,0.4806982,0.52005386,0.6593322,0.3390736,0.313928,0.0251456
83,-0.032669522,-0.18439709,"('powerless', 'powerful')",-0.33680606,-0.282516,-0.9797434,-0.9440047,-0.4497397,-0.4703059,0.0205662
55,-0.007327808,0.24123359,"('incompetent', 'clever')",0.58490884,1.0210402,0.08209153,0.67525476,0.2198909,0.6458429,-0.425952
