,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,male-female
26,0.2725748,0.06366785,"('hardhearted', 'benevolent')",1.5281876,1.5436339,0.9003812,0.8036509,0.0967303
37,0.26376414,0.06856549,"('fake', 'genuine')",0.8084058,0.55325365,0.536085,0.3109096,0.2251754
83,-0.24506003,-0.28935084,"('powerless', 'powerful')",-0.7851104,-0.97698617,-0.5150852,-0.6331685,0.1180833
56,0.23023425,0.73010105,"('impractical', 'practical')",0.14329189,0.33242518,0.1867631,0.5312631,-0.3445
62,-0.22861378,0.22794446,"('incompetent', 'brilliant')",0.49196061,0.70856655,0.1316734,0.4682555,-0.3365821
48,-0.2211416,-0.4050739,"('unintelligent', 'intelligent')",0.9783186,0.76228607,0.3785885,0.1786061,0.1999824
40,-0.21408415,-0.5137318,"('stingy', 'generous')",-1.3314115,-1.7290137,-0.7727478,-1.1213727,0.3486249
33,-0.21385697,-0.3830532,"('wrong', 'right')",-0.76488405,-0.75397605,-0.4893705,-0.5685146,0.0791441
58,-0.21051513,-0.43415913,"('undiscriminating', 'discriminating')",0.30148092,0.061954666,0.0454829,-0.1861022,0.2315851
82,-0.20827791,0.3002368,"('poor', 'rich')",6.3740163,6.7442226,3.0828693,3.5222297,-0.4393604
14,-0.184463,0.06623889,"('antisocial', 'social')",-0.7619839,-0.7576703,-0.4732234,-0.3457157,-0.1275077
49,-0.16318639,0.017994842,"('unable', 'able')",-0.061937854,0.15414399,-0.1125621,0.0860694,-0.1986315
15,-0.13266,0.15730529,"('boring', 'funny')",0.30204198,0.4374943,0.084691,0.2973998,-0.2127088
80,0.12835969,0.18388563,"('dominated', 'dominating')",-1.1897067,-1.26694,-0.5306735,-0.5415272,0.0108537
60,0.12554587,0.35107404,"('inefficient', 'efficient')",0.35634294,0.46161872,0.2409444,0.4063464,-0.165402
21,-0.123051964,0.090720154,"('immoral', 'moral')",-0.53084785,-0.59778035,-0.3269499,-0.2535301,-0.0734198
17,-0.11658859,-0.09355811,"('nasty', 'nice')",-0.38336083,-0.3486537,-0.2499747,-0.2211059,-0.0288688
65,-0.11149824,0.027696922,"('insecure', 'secure')",-0.49051684,-0.6332004,-0.3010075,-0.3027517,0.0017442
70,-0.1050349,0.20277573,"('lethargic', 'energetic')",0.8684708,0.9164911,0.381718,0.5596334,-0.1779154
64,-0.0814154,-0.10090936,"('shy', 'confident')",-6.7319317,-6.9163976,-3.4066734,-3.5086534,0.10198
68,0.08039938,-0.12319462,"('dependent', 'independent')",-0.24167849,-0.39815596,-0.0806396,-0.2606753,0.1800357
87,0.07601365,0.28091705,"('unsuccessful', 'successful')",0.4765248,0.67801356,0.2762692,0.4794653,-0.2031961
39,-0.057693332,0.20069037,"('exploitative', 'cooperative')",-0.20047827,-0.17275524,-0.1290858,0.0139676,-0.1430534
30,0.043567635,0.52184576,"('intolerant', 'tolerant')",1.4163141,1.6870114,0.7299409,1.1044285,-0.3744876
88,-0.042030346,0.62699443,"('low', 'eminent')",0.34428743,0.7689172,0.1511285,0.6979558,-0.5468273
74,-0.032578148,-0.061735637,"('undedicated', 'dedicated')",0.0997767,0.050726537,0.0335993,-0.0055046,0.0391039
47,0.030902445,-0.037292484,"('stupid', 'smart')",5.7256737,5.6455574,2.878288,2.8041325,0.0741555
75,0.027625013,0.20492423,"('meek', 'impulsive')",-0.48502833,-0.33234003,-0.2287017,-0.0637079,-0.1649938
