,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
40,1.1410067,1.1396247,"('stingy', 'generous')",0.91180366,0.94423985,0.1534366,0.06424514,-0.105059475,-0.11644796,-1.5571856,-1.5417138,0.1088004,0.0979896,0.0108108
25,1.1204704,1.2172015,"('egoistic', 'altruistic')",0.59670633,0.68836105,0.58014995,0.51091677,1.3786312,1.3137156,1.4808843,1.5101737,1.0313684,1.0480738,-0.0167054
44,-1.1199299,-1.0281931,"('prejudiced', 'unprejudiced')",-0.5374747,-0.5685436,-1.1218567,-0.96054435,-0.37023917,-0.3018138,-2.040961,-1.8986322,-1.0380923,-0.9515454,-0.0865469
39,1.1186463,1.2681259,"('exploitative', 'cooperative')",1.0114522,1.0581862,0.07044166,0.24560833,0.54765034,0.675798,-0.26345122,-0.08204457,0.4969479,0.6331347,-0.1361868
49,-1.0444702,-0.9055366,"('unable', 'able')",-0.7644472,-0.63940805,0.013954803,0.09426291,-1.0695707,-0.9678349,-0.36489546,-0.3004451,-0.6458858,-0.5437923,-0.1020935
75,1.0200864,1.0112617,"('meek', 'impulsive')",1.0594598,1.0949908,0.37552235,0.41818172,1.7117531,1.729615,-0.07828988,-0.053457007,0.8177063,0.8401185,-0.0224122
48,-0.9878691,-0.89495623,"('unintelligent', 'intelligent')",-1.7560234,-1.6834962,-0.2953099,-0.46154368,-2.7224846,-2.7981043,0.39530465,0.3172811,-1.0732764,-1.1041638,0.0308874
21,-0.9676557,-0.79254776,"('immoral', 'moral')",-0.8931667,-0.8678107,0.24029694,0.24996534,-2.3059487,-2.291154,-1.0857736,-1.2283539,-1.0024495,-0.9859802,-0.0164693
42,0.93541783,1.1506227,"('unreliable', 'reliable')",1.6573102,1.7698373,1.4481474,1.645254,-0.016099416,0.15036745,-2.8907325,-2.6988325,0.2268087,0.4034497,-0.176641
14,-0.93334323,-0.87525296,"('antisocial', 'social')",-0.8364982,-0.88245976,1.0739285,1.0524906,-0.5839437,-0.5617234,-1.065983,-1.2301618,-0.4691679,-0.4994215,0.0302536
59,0.91734695,0.9362146,"('foolish', 'wise')",0.44391054,0.5179787,0.7239605,0.7566605,-0.0037551299,-0.0439482,0.6491042,0.9097214,0.5461134,0.6153254,-0.069212
68,-0.8991482,-0.9816116,"('dependent', 'independent')",0.19196185,0.08497018,-0.8182851,-0.86200607,-1.3065007,-1.3508817,-0.41690278,-0.4532131,-0.649775,-0.7125484,0.0627734
72,0.8934936,0.86863506,"('unambitious', 'ambitious')",-0.09188675,-0.16827296,-0.746476,-0.80885404,-0.63123804,-0.68740696,-0.72924846,-0.75398356,-0.2610711,-0.3099765,0.0489054
13,-0.86144215,-0.71555394,"('impolite', 'polite')",-1.2352444,-1.1709542,-0.32735974,-0.29241943,-0.96879333,-0.94971025,-0.4765302,-0.54433703,-0.773874,-0.734595,-0.039279
82,-0.8590152,-0.67660993,"('poor', 'rich')",-2.174689,-1.999168,-0.066489235,-0.022251748,-1.0589718,-1.103248,6.371233,6.304788,0.4424135,0.5007021,-0.0582886
65,-0.8570883,-0.6765082,"('insecure', 'secure')",-1.271339,-1.3301512,0.23182425,0.21895063,-1.7284108,-1.6695726,-0.8293375,-0.9054681,-0.8908703,-0.8725499,-0.0183204
60,-0.8129414,-0.6712205,"('inefficient', 'efficient')",-1.5091195,-1.4802059,-0.13538903,-0.11304931,-2.2282722,-2.1977205,-0.346236,-0.40609044,-1.0063917,-0.9736573,-0.0327344
28,-0.80863094,-0.8069139,"('disloyal', 'loyal')",-1.3739146,-1.3530686,-0.53182256,-0.62080884,-1.8196483,-1.8729612,0.78495526,0.8511838,-0.7498123,-0.7605137,0.0107014
77,0.79998475,0.8664024,"('unmotivated', 'motivated')",-0.5557562,-0.5778541,0.38677177,0.3859263,0.26915297,0.27064335,-0.90577173,-0.97957414,-0.0011237,-0.0068912,0.0057675
8,0.7927583,0.81891966,"('unaffectionate', 'affectionate')",1.1970456,1.3223166,0.057434294,0.11789802,-0.17813957,-0.220342,1.2169695,1.5304836,0.6172136,0.7138552,-0.0966416
27,-0.69033384,-0.69190854,"('hardhearted', 'softhearted')",-0.2971148,-0.3198435,-0.21728046,-0.29849863,-0.3850654,-0.41101107,1.7463893,1.8200619,0.031319,0.01976,0.011559
56,-0.67229134,-0.5828713,"('impractical', 'practical')",-0.8766614,-0.8016045,-0.5577261,-0.43240488,-1.6059479,-1.500461,-0.5966305,-0.58921134,-0.8618515,-0.7813107,-0.0805408
16,0.66834927,0.70416445,"('unpopular', 'popular')",-0.06687021,0.028967485,0.7049048,0.59510213,0.6409793,0.6437465,1.163241,1.0670989,0.6221209,0.6078159,0.014305
57,-0.6402893,-0.5967194,"('unimaginative', 'imaginative')",-1.5880446,-1.4088686,-0.26138416,-0.19789064,-1.4947562,-1.3669375,-3.191629,-3.097927,-1.4352207,-1.3336687,-0.101552
30,-0.579493,-0.533916,"('intolerant', 'tolerant')",-1.4681823,-1.4310884,-0.3938565,-0.38022327,-1.7208184,-1.7078094,0.41202056,0.463356,-0.7500659,-0.7179362,-0.0321297
31,0.5601572,0.44992772,"('evil', 'good')",0.36412838,0.3554413,-0.49535424,-0.69906753,1.1347089,1.1291034,-0.8046902,-0.75139046,0.15179,0.0968029,0.0549871
37,-0.54238576,-0.49709153,"('fake', 'genuine')",-0.31462476,-0.27451265,-0.3123205,-0.2544144,-0.94891524,-0.89843005,0.2757037,0.38800395,-0.3685085,-0.307289,-0.0612195
74,0.5240974,0.64112926,"('undedicated', 'dedicated')",0.61231816,0.8297421,0.77569425,0.91010815,-0.3359213,-0.23708922,0.3526743,0.5721396,0.3857726,0.543206,-0.1574334
76,-0.50272477,-0.4490885,"('anxious', 'daring')",-0.573165,-0.53987235,1.6305212,1.7571205,-0.5208022,-0.35973075,-0.1997739,-0.26070744,-0.0331889,0.0295443,-0.0627332
11,-0.49969888,-0.40528947,"('unhelpful', 'helpful')",-1.2062471,-1.1393886,-0.6186424,-0.549667,-1.1990334,-1.177905,2.074421,2.1968625,-0.2898401,-0.2150775,-0.0747626
86,-0.46793938,-0.45819858,"('uninfluential', 'influential')",-0.44395822,-0.35987344,0.16490619,0.13639721,-1.5011564,-1.4863344,0.48168656,0.3473459,-0.3532923,-0.3641327,0.0108404
34,0.44999722,0.5805177,"('mean', 'honorable')",0.5411729,0.6446881,0.3719638,0.39430308,0.4613471,0.5002642,6.565732,6.557416,1.6780426,1.7354378,-0.0573952
80,-0.40556452,-0.35224503,"('dominated', 'dominating')",-0.26761037,-0.29875,0.5306945,0.56102407,-0.14837682,-0.08114323,-1.0485464,-1.1370972,-0.2678807,-0.2616423,-0.0062384
50,0.39425045,0.5142415,"('clumsy', 'skillful')",1.0742416,1.0908203,2.0377386,1.9920814,0.89894444,0.9445528,0.8498168,0.96875167,1.0509984,1.1020895,-0.0510911
35,0.38090402,0.3189662,"('corrupt', 'incorrupt')",0.346152,0.3122896,-0.47207397,-0.53184474,1.4801979,1.5114582,0.008839563,0.2286778,0.3488039,0.3679094,-0.0191055
23,-0.3141783,-0.14094867,"('insincere', 'sincere')",-1.0845057,-0.97209007,-0.5217609,-0.4327688,-2.4409652,-2.4180834,6.028832,6.0969567,0.3334844,0.4266131,-0.0931287
24,-0.2855212,-0.07348624,"('dishonest', 'honest')",-0.58769375,-0.40665942,-0.76350063,-0.6854839,-2.494286,-2.4246356,0.81712896,0.89098096,-0.6627745,-0.5398569,-0.1229176
88,0.2821373,0.39085,"('low', 'eminent')",-0.88826936,-0.68430686,-0.07567297,-0.10041421,-1.5123098,-1.4731683,0.3189899,0.40132135,-0.375025,-0.2931436,-0.0818814
67,0.26281044,0.24547027,"('doubtful', 'determined')",-0.023636043,-0.15388638,0.06625479,0.05839251,-0.1560572,-0.22969702,-0.6892543,-0.7276678,-0.1079765,-0.1614777,0.0535012
46,-0.2540327,-0.15579876,"('uncompetitive', 'competitive')",-0.10291593,-0.03673915,0.853109,0.8895016,-0.6787346,-0.64994794,-0.6016849,-0.6983026,-0.1568518,-0.1302574,-0.0265944
43,0.2346814,0.4325492,"('irresponsible', 'responsible')",0.029075645,0.13166666,-0.38693023,-0.19066635,-1.4306867,-1.3985634,0.41813853,0.5587756,-0.2271443,-0.0932476,-0.1338967
47,-0.22655338,-0.10235524,"('stupid', 'smart')",-0.7772437,-0.6789539,0.29110044,0.3489384,-0.8580416,-0.81137973,5.584795,5.584318,0.8028113,0.8681135,-0.0653022
51,-0.21612135,-0.2660507,"('uneducated', 'educated')",-0.24812338,-0.23686595,1.3979768,1.4414543,-0.5466382,-0.5029569,1.0372996,0.9491919,0.2848787,0.2769545,0.0079242
62,-0.21511012,-0.01166532,"('incompetent', 'brilliant')",-0.45262423,-0.37802303,-0.11053702,-0.028638262,-1.7528973,-1.6505982,0.21039593,0.2914502,-0.4641545,-0.3554949,-0.1086596
4,-0.21222477,-0.23493524,"('disliked', 'liked')",0.67435163,0.7345424,-0.24331763,-0.26472154,-0.25136858,-0.18526483,-6.8667264,-6.8463025,-1.3798572,-1.3593364,-0.0205208
32,-0.20667374,-0.040981617,"('unkind', 'kind')",-0.19405183,-0.062875725,0.054863945,0.061636798,-1.3331301,-1.3219137,0.9670415,1.0562197,-0.1423901,-0.0615829,-0.0808072
15,-0.18389212,-0.212455,"('boring', 'funny')",0.2323903,0.310328,0.13440862,0.097786024,-0.69861287,-0.60568666,0.1433298,0.15757233,-0.0744753,-0.0504911,-0.0239842
7,-0.15625331,-0.07818115,"('insensitive', 'sensitive')",-0.89599764,-0.819898,0.31399697,0.2647411,-1.4377999,-1.4461797,0.878386,0.9094749,-0.2595336,-0.2340086,-0.025525
38,0.099995084,0.14629352,"('untruthful', 'truthful')",0.095343396,0.15105118,-0.73568183,-0.6611157,-0.43038997,-0.46542555,0.35760397,0.53725946,-0.1226259,-0.0583874,-0.0642385
64,-0.08838897,-0.15451446,"('shy', 'confident')",-0.039332226,-0.19932257,-0.17092974,-0.137077,0.28936255,0.34030184,-7.131037,-7.202834,-1.4280651,-1.4706893,0.0426242
63,0.08191227,0.24528971,"('unperceptive', 'insightful')",0.8978596,1.0187312,1.688273,1.7484246,-0.71769035,-0.7243482,1.7924801,1.7721232,0.7485669,0.8120441,-0.0634772
18,0.076557286,0.11579119,"('disagreeable', 'welcoming')",0.63741595,0.7530469,0.47763819,0.5806942,-0.9761443,-0.9425684,-0.5749276,-0.4092461,-0.0718921,0.0195436,-0.0914357
19,0.06811619,0.10151251,"('inhospitable', 'hospitable')",0.58335024,0.61080194,-0.62107134,-0.530163,-0.25284132,-0.1888742,-0.20442355,0.041273694,-0.085374,0.0069102,-0.0922842
41,0.056222387,0.10881668,"('unforgiving', 'forgiving')",0.3175981,0.45879385,-0.11814736,-0.122499764,-0.75903517,-0.72581345,-0.26573056,-0.24815898,-0.1538185,-0.1057723,-0.0480462
17,0.040137842,-0.030827895,"('nasty', 'nice')",-1.1860433,-1.2203144,-0.37317944,-0.3982122,-0.364274,-0.3142698,-1.0064378,-0.9741474,-0.5779593,-0.5875543,0.009595
