,t_male,t_female,tuple,rowe_male,rowe_female,price_male,price_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
21,2.5541863,2.0702264,"('immoral', 'moral')",3.5659852,2.8623183,1.6000161,1.8389482,0.469241,0.09250334,-0.77914214,-0.97487044,1.4820572,1.1778252,0.304232
35,-1.8003247,-1.6274042,"('corrupt', 'incorrupt')",-4.4223704,-3.4938307,-1.3773013,-1.678396,-2.1250277,-1.8231002,-0.39052132,-0.33505008,-2.0231091,-1.7915562,-0.2315529
81,1.7233684,1.3999081,"('submissive', 'aggressive')",3.8533556,2.3081467,0.5738303,0.84143436,1.3130207,0.9893111,-0.969758,-1.1863544,1.2987634,0.8704891,0.4282743
80,1.659854,1.5525005,"('dominated', 'dominating')",2.8322515,2.4354382,0.116930544,-0.096029714,1.1434563,1.1281725,-1.0353068,-1.1471195,0.9434371,0.7745924,0.1688447
51,1.6529261,1.6826578,"('uneducated', 'educated')",2.0600142,1.661142,0.7842863,0.6111115,0.45946017,-0.09588534,0.69675994,0.41734168,1.1306894,0.8552735,0.2754159
14,1.5866739,1.6645426,"('antisocial', 'social')",2.2202008,2.3123653,1.7389138,2.3281374,1.2328725,1.2716918,-0.33706647,-0.44754216,1.2883189,1.4258389,-0.13752
13,1.5247942,1.4060606,"('impolite', 'polite')",3.560064,3.026832,1.3574051,1.5789418,0.48811913,0.5202832,-0.32983923,-0.36366534,1.3201087,1.2336905,0.0864182
31,-1.4954422,-1.1215256,"('evil', 'good')",-3.8351028,-3.1406932,-1.2343081,-1.4857447,-1.7218947,-1.5487118,-1.1129787,-1.1237861,-1.8799454,-1.6840923,-0.1958531
55,1.4426541,0.93391836,"('incompetent', 'clever')",3.4961774,3.190412,1.0639235,1.4616048,0.85950226,0.6240555,-0.231228,-0.39640346,1.3262058,1.1627175,0.1634883
46,1.4316764,1.7700491,"('uncompetitive', 'competitive')",2.3336215,2.3378825,1.2282597,1.6335474,1.459149,1.580546,-0.5762264,-0.37795696,1.175296,1.3888136,-0.2135176
87,1.4145173,1.7878039,"('unsuccessful', 'successful')",0.72836065,0.78470576,0.61486584,0.4128579,1.4787904,1.5542296,0.73208094,1.0452474,0.993723,1.116969,-0.123246
36,-1.3670224,-1.2563449,"('hostile', 'amicable')",-3.356724,-2.6071062,-0.65921193,-0.9356818,-1.4870342,-1.2158164,0.05340149,0.028320178,-1.3633183,-1.1973258,-0.1659925
6,-1.3321099,-1.5237873,"('distant', 'open')",-2.8725572,-2.8904047,-1.6515483,-1.9449925,-1.9125955,-1.8892803,0.13290465,0.12249397,-1.5271813,-1.6251942,0.0980129
69,-1.2598943,-0.8849543,"('lazy', 'industrious')",-3.0948584,-2.6563199,0.038567573,-0.2810715,0.091537476,0.29274827,-0.55414206,-0.39361152,-0.9557579,-0.7846417,-0.1711162
60,1.2322149,0.6510481,"('inefficient', 'efficient')",4.124996,2.6874702,1.0017732,1.2479625,1.5602493,1.2032312,-0.075094864,-0.32163668,1.5688278,1.0936152,0.4752126
49,-1.2319849,-1.0914929,"('unable', 'able')",-0.458608,-0.56770855,-0.46374893,-0.28737253,-1.0411448,-0.9868043,-0.63905066,-0.5342536,-0.7669075,-0.6935264,-0.0733811
62,1.2242838,0.96055514,"('incompetent', 'brilliant')",1.7489754,1.2679079,0.8760745,1.021818,0.62115455,0.5217215,-0.09815106,-0.06913151,0.8744675,0.7405741,0.1338934
4,-1.1947857,-0.541087,"('disliked', 'liked')",-3.0537562,-2.4374547,-0.5225472,-0.72665435,-0.7352662,-0.46674174,-6.62707,-6.2996693,-2.426685,-2.0943214,-0.3323636
22,1.1658823,1.0865538,"('untrustworthy', 'trustworthy')",0.9761896,0.66492534,0.32906485,0.7842234,0.6994078,0.8398643,-0.9926044,-0.9353173,0.4355881,0.4880499,-0.0524618
63,1.1224662,1.066543,"('unperceptive', 'insightful')",1.289437,0.690387,1.1335057,1.3579038,1.8303288,1.7239368,1.1511242,1.2684892,1.3053724,1.221452,0.0839204
5,-1.107018,-1.0902872,"('distant', 'outgoing')",-3.4925513,-3.2432141,-1.5697366,-2.009067,-1.7242944,-1.7114427,-0.42272723,-0.35606676,-1.6632656,-1.6820156,0.01875
8,-1.0462682,-1.2205983,"('unaffectionate', 'affectionate')",-2.2876081,-1.3731129,0.11244279,-0.120665535,0.32658496,0.3999992,0.8896702,0.98755205,-0.4010357,-0.2653651,-0.1356706
2,1.0207078,0.8996782,"('unlikable', 'likable')",-0.42530006,0.25927138,1.2311969,1.336785,1.2407042,1.3223782,0.27797815,0.25049925,0.6690574,0.8137224,-0.144665
65,0.9863503,0.58291066,"('insecure', 'secure')",2.7158377,2.0839674,0.3762331,0.5903301,0.8114967,0.757212,-0.50968415,-0.568352,0.8760468,0.6892137,0.1868331
61,0.94125336,0.8054527,"('illogical', 'logical')",0.27060637,0.49417648,0.57607824,0.7133841,-0.31647238,-0.28677517,0.031532787,0.05875772,0.3005996,0.3569992,-0.0563996
64,0.9168387,0.8408767,"('shy', 'confident')",0.89145845,0.5702669,0.2773556,0.43089956,0.43777582,0.5439906,-6.4998417,-6.3893757,-0.7952826,-0.8006683,0.0053857
44,-0.9160423,-0.68166155,"('prejudiced', 'unprejudiced')",-1.1908668,-1.4064332,-1.332689,-1.3868533,-0.82445055,-0.6427788,-1.5542494,-1.5870211,-1.1636597,-1.1409496,-0.0227101
70,0.9017224,1.2094995,"('lethargic', 'energetic')",3.379189,2.8671963,0.7115854,1.0545907,1.1142318,1.118841,0.9939807,0.95704234,1.4201419,1.441434,-0.0212921
26,-0.88738585,-0.9520017,"('hardhearted', 'benevolent')",-0.77014047,-0.8592782,0.47414204,0.7401584,1.2604132,1.471436,1.7048763,1.9748826,0.3563811,0.4750394,-0.1186583
73,0.8866803,0.985196,"('helpless', 'self-reliant')",-0.99089706,-0.4941192,1.1980771,1.1670427,0.012502179,0.108154885,-3.2318647,-3.0695596,-0.4251004,-0.260657,-0.1644434
1,-0.8734505,-1.1751096,"('unfriendly', 'friendly')",-2.9170184,-2.5335908,-0.35759005,-0.21238649,-0.021923011,-0.0037667798,1.6114229,1.8156354,-0.5117118,-0.4218436,-0.0898682
86,0.8395805,0.27946648,"('uninfluential', 'influential')",1.6358055,0.8571974,-0.23186854,-0.10792498,0.07000241,-0.24340217,-0.063103855,-0.35018778,0.4500832,0.0870298,0.3630534
7,0.8344575,0.3759173,"('insensitive', 'sensitive')",2.664812,2.405192,2.1168628,2.3211188,0.8784319,0.75250095,1.2300661,1.323589,1.5449261,1.4356636,0.1092625
11,0.83355385,0.7570355,"('unhelpful', 'helpful')",0.8279377,0.43778747,-0.24592817,-0.35300118,0.37342995,0.26715127,2.0375698,2.0829117,0.7653126,0.638377,0.1269356
85,-0.82444006,-0.74665475,"('insignificant', 'prestigious')",-3.1743114,-2.676452,-0.9104284,-1.3787836,-0.42226875,-0.1465175,0.32995975,0.71847844,-1.0002977,-0.8459858,-0.1543119
74,0.7626972,0.76379883,"('undedicated', 'dedicated')",0.07917538,0.35779962,0.62715876,0.7325759,1.3682493,1.32456,0.32520524,0.29339144,0.6324972,0.6944252,-0.061928
88,-0.7614692,-1.1173674,"('low', 'eminent')",0.056215763,-0.4951,-1.3247077,-1.4662809,-0.8307372,-1.0083002,0.07679944,-0.0096475035,-0.5567798,-0.8193392,0.2625594
42,0.75760293,0.5922499,"('unreliable', 'reliable')",1.135667,1.039097,0.46572083,0.5381738,1.0436672,0.9675392,-2.7980943,-2.7790334,0.1209127,0.0716053,0.0493074
43,0.7555882,0.3486759,"('irresponsible', 'responsible')",1.8253539,1.3503647,1.1644597,1.506347,0.95628464,0.82146657,0.67008454,0.5349544,1.0743542,0.9123617,0.1619925
39,0.7410523,0.5301138,"('exploitative', 'cooperative')",1.031629,0.29403746,1.2692542,1.1234556,1.6345131,1.7463629,0.34214294,0.27146488,1.0037184,0.7930869,0.2106315
12,0.701095,0.59644103,"('unsupportive', 'supportive')",0.11588618,0.2545571,1.5393003,1.3685651,1.3256035,1.1812482,-1.4306602,-1.3233911,0.450245,0.415484,0.034761
66,-0.6813964,-0.6789134,"('inactive', 'active')",-0.9344276,-0.2096889,-0.7903676,-0.80535495,0.62328964,0.7944107,0.9837143,1.063955,-0.1598375,0.0328817,-0.1927192
16,-0.67362934,-0.34574386,"('unpopular', 'popular')",-0.83216864,-0.6468717,-1.8727704,-1.7632366,-0.68152636,-0.5874737,0.0022534207,0.13618973,-0.8115683,-0.6414272,-0.1701411
25,-0.6606501,-1.0863186,"('egoistic', 'altruistic')",-1.2670815,-1.1902404,0.5311041,0.4138859,0.024462149,-0.08967609,1.5998358,1.5734565,0.0455341,-0.0757785,0.1213126
37,0.65979075,0.48899978,"('fake', 'genuine')",1.0732057,0.78474474,0.77356255,0.6616997,0.5865442,0.5541099,0.5654002,0.5358729,0.7317007,0.6050854,0.1266153
79,-0.6597262,-0.62304056,"('wavering', 'unwavering')",-1.828703,-1.5366105,-0.34912646,-0.76784104,-1.7602328,-1.8080415,-0.20885867,-0.20914778,-0.9613295,-0.9889363,0.0276068
56,0.6088119,0.47052073,"('impractical', 'practical')",1.9751807,1.5760053,1.507058,1.9008042,0.84505767,0.6104737,-0.20206065,-0.39441627,0.9468095,0.8326775,0.114132
75,-0.5932962,-0.14994353,"('meek', 'impulsive')",-1.7407689,-1.5067123,-1.2854785,-1.3715936,-1.3805807,-1.1524605,-0.6211323,-0.5084011,-1.1242513,-0.9378222,-0.1864291
3,0.580491,0.7421832,"('repellent', 'pleasant')",1.9036214,1.3413987,-0.034691,0.16942947,0.47456813,0.3296502,0.27403563,0.24073371,0.639605,0.5646791,0.0749259
