,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
8,-2.478526,-2.4990518,"('unaffectionate', 'affectionate')",0.9540664,1.0482289,-1.5477335,-1.4232694,-0.057072695,-0.3087572,-0.7823164,-0.7957124,0.013396
36,-2.3842206,-2.725783,"('hostile', 'amicable')",1.2878133,1.4221941,-1.5499507,-1.4065626,-0.4199084,-0.64210653,-0.7665666,-0.8380646,0.071498
56,2.2248156,2.3063245,"('impractical', 'practical')",0.70900655,0.6778363,1.1649605,1.0907853,0.11967705,0.17694217,1.0546149,1.0629722,-0.0083573
46,2.0596185,2.4537802,"('uncompetitive', 'competitive')",-1.737764,-1.4671677,1.2560363,1.4157737,-0.39304894,0.08314778,0.2962105,0.6213835,-0.325173
31,-2.0031526,-2.2229948,"('evil', 'good')",1.1817958,1.2532793,-1.6912415,-1.6130275,-1.516506,-1.6578401,-1.0072761,-1.0601457,0.0528696
85,-1.7279342,-2.0357783,"('insignificant', 'prestigious')",1.8278946,1.8292668,-1.4144455,-1.3767053,-0.5571407,-0.7963438,-0.4679065,-0.5948901,0.1269836
42,1.6740764,1.878171,"('unreliable', 'reliable')",0.7967302,0.89855564,1.0564736,1.2470976,-2.6917672,-2.225104,0.2088783,0.44968,-0.2408017
81,1.6239765,1.777084,"('submissive', 'aggressive')",-1.82058,-1.9766771,0.5840702,0.398687,-0.061839953,-0.05857107,0.0814067,0.0351307,0.046276
75,-1.5941561,-1.8738711,"('meek', 'impulsive')",-0.11775525,-0.24047688,-0.44373304,-0.5027629,-0.45741662,-0.79159206,-0.6532652,-0.8521757,0.1989105
80,1.5001682,1.7489257,"('dominated', 'dominating')",-1.0883511,-1.0057023,1.984142,2.1613488,-0.8532847,-0.36392066,0.3856685,0.6351629,-0.2494944
23,1.4748054,1.6696181,"('insincere', 'sincere')",-0.39942554,-0.20669407,0.37277502,0.4851207,6.392159,6.2042284,1.9600785,2.0380683,-0.0779898
12,1.4093045,1.6889998,"('unsupportive', 'supportive')",0.68883395,0.8691634,0.2607626,0.28402618,-1.8458118,-1.5258482,0.1282723,0.3290853,-0.200813
1,-1.3763554,-1.4299942,"('unfriendly', 'friendly')",0.98079807,1.1232628,-1.0392034,-0.8936825,1.1725605,1.0028174,-0.0655501,-0.0493991,-0.016151
67,1.3596743,1.2734914,"('doubtful', 'determined')",0.48290113,0.19899319,0.9838067,0.8442414,-0.4951443,-0.62705475,0.5828094,0.4224178,0.1603916
65,1.3585082,1.5500863,"('insecure', 'secure')",-1.8597488,-1.7511692,-0.49784938,-0.42731336,0.17529668,0.60820895,-0.2059483,-0.0050468,-0.2009015
10,1.3287714,1.7412974,"('unsympathetic', 'sympathetic')",-1.8066624,-1.5840749,0.047736723,0.17151108,0.6234966,0.96718216,0.0483356,0.3239789,-0.2756433
35,-1.3213716,-1.6101178,"('corrupt', 'incorrupt')",1.3071033,1.1360132,-0.62474114,-0.65229225,-0.43618795,-0.7782953,-0.2687993,-0.476173,0.2073737
11,1.3199352,1.5707577,"('unhelpful', 'helpful')",-1.1044474,-1.1494853,0.9874911,0.96439624,2.3085067,2.3269248,0.8778714,0.9281484,-0.050277
70,1.2662463,1.5999724,"('lethargic', 'energetic')",-1.0641736,-0.9034802,0.22107716,0.3182869,1.1685771,1.5833963,0.3979318,0.6495439,-0.2516121
52,-1.2636255,-1.5522454,"('irrational', 'rational')",1.1542947,1.0104084,-0.92627513,-0.85581726,-0.86333346,-1.1219105,-0.4747348,-0.6298912,0.1551564
74,1.2139821,1.5684187,"('undedicated', 'dedicated')",-0.5338185,-0.41188094,-0.4305395,-0.28163576,0.03139734,0.41890988,0.0702554,0.323453,-0.2531976
60,1.1871191,1.4069339,"('inefficient', 'efficient')",-1.1846939,-1.1268302,1.4966334,1.3878849,0.5444259,0.61546737,0.5108711,0.570864,-0.0599929
21,1.044132,1.4190266,"('immoral', 'moral')",-1.1819447,-0.92236555,1.286061,1.4919105,-0.44269848,-0.11619012,0.1763875,0.4680954,-0.2917079
77,1.0306991,1.2526866,"('unmotivated', 'motivated')",-0.59584475,-0.31462947,0.950318,1.0749131,-0.87757796,-0.7093699,0.1268986,0.3259001,-0.1990015
51,0.9944584,1.1006972,"('uneducated', 'educated')",-0.64864105,-0.71121085,0.6781417,0.61920726,1.0149918,1.0889287,0.5097377,0.5244056,-0.0146679
0,0.9605419,1.200132,"('unsociable', 'sociable')",-0.7954103,-0.7104554,1.1073693,1.0497607,-0.18246154,-0.0020041652,0.2725099,0.3843583,-0.1118484
48,0.93716806,1.1095433,"('unintelligent', 'intelligent')",-0.07139945,0.0064202324,-0.028638892,-0.07029329,0.76064366,0.7104426,0.3994433,0.4390282,-0.0395849
4,-0.8911677,-1.0169766,"('disliked', 'liked')",1.0436684,0.9729592,-0.31500116,-0.37039685,-6.616586,-6.6013355,-1.6947716,-1.7539375,0.0591659
32,0.8690802,1.096369,"('unkind', 'kind')",0.28269938,0.45648524,-0.046820875,-0.11388917,1.4486765,1.5151114,0.6384088,0.7385191,-0.1001103
82,-0.8475347,-0.8634868,"('poor', 'rich')",-0.8003745,-0.8563308,-0.014185168,-0.071308866,6.88524,6.5484123,1.3057864,1.1893215,0.1164649
39,0.84684944,0.9620651,"('exploitative', 'cooperative')",0.764524,0.73074025,-0.038092367,-0.01534652,-0.101298034,0.10395128,0.3679957,0.4453525,-0.0773568
26,-0.8263967,-0.6086955,"('hardhearted', 'benevolent')",2.2444508,2.3766856,0.04741812,0.16352142,1.0492258,1.2980789,0.6286745,0.8073976,-0.1787231
25,-0.80588,-0.97220814,"('egoistic', 'altruistic')",2.038318,2.1515079,1.1593487,1.3005068,1.3600615,1.1709749,0.9379621,0.9126953,0.0252668
49,-0.7579998,-0.7897739,"('unable', 'able')",-1.6912237,-1.8375039,-0.3619249,-0.39303172,0.17005597,-0.05628716,-0.6602731,-0.7691491,0.108876
37,-0.7505499,-0.45816043,"('fake', 'genuine')",-0.7052419,-0.56724167,-0.9816095,-0.9225631,0.23990728,0.28654236,-0.5493735,-0.4153557,-0.1340178
62,0.73446614,0.9849193,"('incompetent', 'brilliant')",-0.6699694,-0.7456877,1.3191123,1.2907522,0.4376006,0.30702397,0.4553024,0.4592519,-0.0039495
13,0.7256848,0.82393056,"('impolite', 'polite')",-1.1620191,-1.1414666,1.4168434,1.4614264,0.30062342,0.3717581,0.3202831,0.3789121,-0.058629
27,-0.71323806,-0.40989974,"('hardhearted', 'softhearted')",0.57738817,0.95596147,0.31374627,0.57143766,1.3963537,1.5222476,0.3935625,0.6599367,-0.2663742
28,0.7074518,1.0551416,"('disloyal', 'loyal')",0.2272326,0.4512269,-0.2615111,-0.10185682,1.2100636,1.2943152,0.4708092,0.6747067,-0.2038975
54,-0.7063465,-0.7125107,"('incapable', 'capable')",-0.1688855,-0.17125076,-1.3631291,-1.2956598,1.1843172,0.8115951,-0.263511,-0.3419565,0.0784455
15,-0.6927438,-0.70717394,"('boring', 'funny')",0.82967716,0.6813665,-1.3076426,-1.3117003,0.27656782,0.16697055,-0.2235353,-0.2926343,0.069099
59,-0.68573624,-0.67159706,"('foolish', 'wise')",0.58930844,0.41310805,-1.615275,-1.5615039,-0.1434782,-0.25585854,-0.4637952,-0.5189629,0.0551677
9,-0.66576624,-0.43119192,"('unaffectionate', 'caring')",1.0294845,1.275852,-0.4247877,-0.25707078,0.8567147,0.80018586,0.1989113,0.3469438,-0.1480325
29,-0.6647028,-0.78347546,"('unfair', 'fair')",0.49948654,0.44254056,-1.0729556,-1.1439306,-0.76126,-0.6097874,-0.499858,-0.5236632,0.0238052
57,0.65387285,1.037822,"('unimaginative', 'imaginative')",-1.4842057,-1.3129107,-0.8846244,-0.7373295,-2.84476,-2.5094047,-1.1399293,-0.8804557,-0.2594736
