,cincinnati_male,cincinnati_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
30,1.2845302,1.2675718,"('intolerant', 'tolerant')",0.2908232,0.27039224,0.16103095,0.31076765,0.5787948,0.6162439,-0.0374491
56,1.2078494,1.2739586,"('impractical', 'practical')",-0.02366814,0.22034402,-0.38152272,-0.19821002,0.2675528,0.4320309,-0.1644781
31,-1.179248,-1.0306426,"('evil', 'good')",0.04346444,0.07770411,-2.4766061,-2.2944684,-1.2041299,-1.082469,-0.1216609
27,1.1709965,0.9555295,"('hardhearted', 'softhearted')",-0.2967559,-0.15161374,0.4244251,0.4378384,0.4328886,0.4139181,0.0189705
55,1.1449746,1.0113109,"('incompetent', 'clever')",-1.1901807,-1.2968266,1.3083181,1.2666078,0.4210374,0.3270307,0.0940067
4,-1.1378621,-1.2364348,"('disliked', 'liked')",0.22110423,0.24956907,-7.67983,-7.7506495,-2.8655294,-2.9125051,0.0469757
17,-1.0890377,-1.2440542,"('nasty', 'nice')",-0.21823731,-0.07499668,-0.63731366,-0.48544335,-0.6481962,-0.6014981,-0.0466981
11,1.0747044,1.0521603,"('unhelpful', 'helpful')",-0.11393233,0.1717493,2.200794,2.315217,1.0538553,1.1797089,-0.1258536
8,-1.0557449,-1.1595116,"('unaffectionate', 'affectionate')",0.47455132,0.43241814,-0.45783758,-0.36549997,-0.3463437,-0.3641978,0.0178541
86,1.0498626,0.857845,"('uninfluential', 'influential')",-0.3732091,-0.44064224,0.21907872,0.29732683,0.2985774,0.2381765,0.0604009
75,-1.0455055,-0.77063715,"('meek', 'impulsive')",0.24227536,0.3739302,-0.8694167,-0.79392636,-0.557549,-0.3968778,-0.1606712
72,1.013126,1.0035022,"('unambitious', 'ambitious')",-0.016653284,0.071315676,-0.39124924,-0.20164679,0.2017412,0.291057,-0.0893158
21,1.0002652,0.87973475,"('immoral', 'moral')",0.646494,0.6422691,0.6402763,0.7329445,0.7623452,0.7516495,0.0106957
52,-0.994519,-1.1820385,"('irrational', 'rational')",0.87680423,0.64014065,-1.0246993,-1.017658,-0.3808047,-0.519852,0.1390473
50,-0.9474287,-0.9798981,"('clumsy', 'skillful')",0.58622307,0.52093726,-0.0670234,-0.113582335,-0.142743,-0.1908477,0.0481047
41,0.92642844,0.65584916,"('unforgiving', 'forgiving')",0.67290795,0.6020167,-0.65614223,-0.7641977,0.3143981,0.1645561,0.149842
22,0.8857256,0.9626122,"('untrustworthy', 'trustworthy')",-0.46016732,-0.39504117,-0.0018521026,0.09521405,0.1412354,0.2209284,-0.079693
49,-0.8805206,-1.0283961,"('unable', 'able')",-1.4592456,-1.3735316,-0.55787385,-0.41132945,-0.9658799,-0.9377524,-0.0281275
65,0.86667323,0.70548755,"('insecure', 'secure')",-0.8095549,-0.9226021,0.97832286,1.0523958,0.3451471,0.2784271,0.06672
9,0.81855196,0.58643055,"('unaffectionate', 'caring')",1.5216329,1.523292,0.4444968,0.48543948,0.9282273,0.8650541,0.0631732
69,-0.79263556,-0.8215941,"('lazy', 'industrious')",1.2857711,1.3113799,-2.1541414,-2.2240984,-0.5536686,-0.5781042,0.0244356
79,-0.7723096,-0.773238,"('wavering', 'unwavering')",0.3116991,0.31536648,-0.5511864,-0.47209278,-0.3372657,-0.3099881,-0.0272776
0,0.7478228,0.4495811,"('unsociable', 'sociable')",-0.373812,-0.50855774,0.18783134,0.25039726,0.1872807,0.0638069,0.1234738
62,0.7366068,0.848734,"('incompetent', 'brilliant')",0.01321803,0.3307368,0.60825974,0.84633684,0.4526949,0.6752692,-0.2225743
85,-0.7162611,-0.79155284,"('insignificant', 'prestigious')",2.0438511,1.7392745,-1.5990691,-1.7151017,-0.090493,-0.2557934,0.1653004
44,-0.7077978,-0.57555693,"('prejudiced', 'unprejudiced')",-0.44125536,-0.21960175,-1.4476966,-1.4086739,-0.8655833,-0.7346109,-0.1309724
67,0.66905916,0.6794223,"('doubtful', 'determined')",0.005649265,0.116278715,-0.72862905,-0.5667512,-0.0179735,0.0763166,-0.0942901
13,0.6689093,0.6543092,"('impolite', 'polite')",-0.34912825,-0.18981913,-0.28083876,-0.18006496,0.0129808,0.0948084,-0.0818276
78,-0.6650577,-0.7366555,"('nonresilient', 'resilient')",0.7365313,0.7680891,0.49837452,0.39955992,0.1899494,0.1436645,0.0462849
80,0.65851563,0.7656757,"('dominated', 'dominating')",-0.60143787,-0.5108335,1.0847807,1.0386584,0.3806195,0.4311669,-0.0505474
46,0.65552974,0.587926,"('uncompetitive', 'competitive')",0.24250287,0.20591715,0.3007838,0.21717522,0.3996055,0.3370061,0.0625994
37,0.6439123,0.77577114,"('fake', 'genuine')",-0.53084654,-0.47240326,-0.2775414,-0.17445444,-0.0548252,0.0429711,-0.0977963
47,0.61178094,0.65440345,"('stupid', 'smart')",0.71308875,0.744136,4.707925,4.8687263,2.0109315,2.0890886,-0.0781571
81,0.59992486,0.4097299,"('submissive', 'aggressive')",0.2531828,0.27207035,0.1647107,0.30829975,0.3392728,0.3300333,0.0092395
42,0.5942001,0.47923556,"('unreliable', 'reliable')",0.7615964,0.74818134,-1.9425234,-1.828559,-0.1955756,-0.2003807,0.0048051
1,0.56830776,0.51888466,"('unfriendly', 'friendly')",1.4356637,1.4077754,0.135156,0.28511554,0.7130425,0.7372585,-0.024216
2,0.55574864,0.49424386,"('unlikable', 'likable')",2.374374,2.4342446,0.23549533,0.39083934,1.055206,1.1064426,-0.0512366
45,0.54532117,0.51739484,"('incompetent', 'competent')",-0.9746846,-0.78465605,0.031227842,0.09097806,-0.1327119,-0.0587611,-0.0739508
76,0.5262638,0.53784263,"('anxious', 'daring')",-0.41180238,-0.4773844,0.6529305,0.6953992,0.2557973,0.2519525,0.0038448
68,0.5255374,0.42266124,"('dependent', 'independent')",-2.0601096,-2.1738956,-0.8934733,-0.8782597,-0.8093485,-0.876498,0.0671495
20,0.522502,0.566761,"('rough', 'thoughtful')",-0.017949607,0.010499489,0.21759745,0.16431925,0.2407166,0.2471933,-0.0064767
38,0.47651485,0.50898546,"('untruthful', 'truthful')",0.80918944,0.91697514,-0.46384138,-0.41825426,0.2739543,0.3359021,-0.0619478
77,-0.4336703,-0.4844584,"('unmotivated', 'motivated')",1.0371616,1.0687499,-0.40846863,-0.32548854,0.0650076,0.0862677,-0.0212601
61,-0.42560622,-0.7247079,"('illogical', 'logical')",1.0988971,0.9979775,0.76540494,0.76833165,0.4795653,0.3472004,0.1323649
58,0.37607718,0.29372913,"('undiscriminating', 'discriminating')",1.5784973,1.423195,0.28163153,0.27279288,0.745402,0.663239,0.082163
84,-0.370686,-0.5343915,"('inferior', 'superior')",0.3347668,0.25491163,0.57838887,0.4577665,0.1808232,0.0594289,0.1213943
28,0.3231917,0.0349134,"('disloyal', 'loyal')",-0.11184581,-0.2604254,1.3587112,1.2547913,0.5233524,0.3430931,0.1802593
19,-0.31205553,-0.27245227,"('inhospitable', 'hospitable')",0.0010687336,0.101444274,-1.1259392,-0.9706561,-0.4789753,-0.3805547,-0.0984206
34,-0.309896,-0.22612034,"('mean', 'honorable')",0.42591637,0.4828934,5.3106427,5.4343815,1.8088876,1.8970515,-0.0881639
18,0.29313505,0.17949085,"('disagreeable', 'welcoming')",-0.22505641,-0.28188688,-0.9595957,-0.96677655,-0.2971723,-0.3563909,0.0592186
5,-0.283944,-0.327297,"('distant', 'outgoing')",0.99063134,1.2097777,-1.811193,-1.6196222,-0.3681686,-0.2457138,-0.1224548
57,0.28056192,0.117059946,"('unimaginative', 'imaginative')",-0.17145994,-0.16360067,-2.7455285,-2.7230833,-0.8788088,-0.923208,0.0443992
48,-0.27133465,-0.39610347,"('unintelligent', 'intelligent')",-0.9572901,-1.0231371,0.64630437,0.61411196,-0.1941068,-0.2683762,0.0742694
59,-0.25781775,-0.28329995,"('foolish', 'wise')",1.324354,1.2779639,-1.2732838,-1.2562488,-0.0689158,-0.087195,0.0182792
64,-0.25244147,-0.39188865,"('shy', 'confident')",0.24818182,0.27297762,-5.3470926,-5.3083487,-1.7837841,-1.8090865,0.0253024
83,0.2241695,-0.08180911,"('powerless', 'powerful')",1.2046839,1.1869103,-0.29253316,-0.20806003,0.3787734,0.2990137,0.0797597
33,-0.22040084,-0.26182622,"('wrong', 'right')",1.6586651,1.5882924,-1.2745064,-1.2165565,0.0545859,0.0366365,0.0179494
73,0.20540118,0.1653612,"('helpless', 'self-reliant')",1.4160712,1.3697604,-3.487916,-3.3114684,-0.6221479,-0.5921156,-0.0300323
54,-0.19157116,-0.08524511,"('incapable', 'capable')",1.092375,1.1313624,-0.028196454,0.19000074,0.2908691,0.4120394,-0.1211703
88,0.18914141,0.17081812,"('low', 'eminent')",-0.8512033,-0.8974526,-0.49873945,-0.4768511,-0.3869338,-0.4011619,0.0142281
3,0.1803966,0.109883614,"('repellent', 'pleasant')",-0.46556512,-0.4884481,1.4576811,1.4033339,0.3908375,0.3415898,0.0492477
53,0.12967671,-0.02491574,"('uncreative', 'creative')",0.8719903,0.76348996,-0.2966735,-0.20431158,0.2349978,0.1780876,0.0569102
15,-0.105578765,-0.056067135,"('boring', 'funny')",0.17350632,0.2733862,-0.76284695,-0.6464664,-0.2316398,-0.1430491,-0.0885907
29,0.10303285,0.10626757,"('unfair', 'fair')",0.18056735,0.17830685,-0.16238971,-0.16640481,0.0404035,0.0393899,0.0010136
66,0.09571662,-0.042521518,"('inactive', 'active')",1.4896585,1.4448438,0.7988315,0.66309863,0.7947355,0.6884736,0.1062619
6,0.08036339,0.0033230484,"('distant', 'open')",0.45657253,0.59791946,-1.8492322,-1.67819,-0.4374321,-0.3589825,-0.0784496
82,0.04893694,0.20216155,"('poor', 'rich')",-0.71608365,-0.69779605,6.1158805,6.2302876,1.8162446,1.911551,-0.0953064
87,0.03353131,-0.04570415,"('unsuccessful', 'successful')",1.0172889,1.065861,1.0930955,1.2125039,0.7146386,0.7442203,-0.0295817
25,-0.017455246,-0.03182656,"('egoistic', 'altruistic')",0.52872366,0.4211292,0.7585701,0.7314737,0.4232795,0.3735921,0.0496874
