,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
31,-3.0792763,-3.1842446,"('evil', 'good')",-0.044456933,-0.07561806,-1.5829351,-1.7212677,-1.0884998,-1.045104,-1.448792,-1.5065587,0.0577667
60,3.0527663,3.079211,"('inefficient', 'efficient')",-0.5840123,-0.36929664,1.5275474,1.6982279,0.30100927,0.4222092,1.0743277,1.2075878,-0.1332601
39,2.909985,2.8929243,"('exploitative', 'cooperative')",0.88104737,0.9246327,1.5697414,1.6099664,0.25249097,0.23988065,1.4033161,1.416851,-0.0135349
70,2.87281,2.8991287,"('lethargic', 'energetic')",0.18590397,0.16848476,1.6179086,1.6306957,1.1259803,1.1994677,1.4506507,1.4744442,-0.0237935
6,-2.7615926,-2.9079285,"('distant', 'open')",0.3746313,0.37856352,-1.4967142,-1.5780956,0.20591912,0.44339776,-0.9194391,-0.9160157,-0.0034234
43,2.7160385,2.543711,"('irresponsible', 'responsible')",0.7447339,0.80905116,1.6191704,1.6435882,0.990689,1.1289688,1.5176579,1.5313298,-0.0136719
21,2.637657,2.6540644,"('immoral', 'moral')",0.31407773,0.32259572,0.99858576,1.0079722,-0.70610124,-0.7738167,0.8110548,0.802704,0.0083508
36,-2.6127076,-2.7624702,"('hostile', 'amicable')",0.6284387,0.3973398,-1.4580785,-1.6334596,-0.020047003,-0.20314014,-0.8655986,-1.0504326,0.184834
62,2.465141,2.6106818,"('incompetent', 'brilliant')",0.20348339,0.48473915,0.99553347,1.2564255,0.31187132,0.5352669,0.9940073,1.2217783,-0.227771
65,2.4339652,2.5457373,"('insecure', 'secure')",-0.599071,-0.6151818,1.2332846,1.2254643,0.20939167,0.111956656,0.8193926,0.8169941,0.0023985
12,2.4152105,2.389724,"('unsupportive', 'supportive')",1.4804955,1.4384861,1.8214182,1.7899469,-1.5795535,-1.5449145,1.0343926,1.0183105,0.0160821
46,2.408038,2.3773923,"('uncompetitive', 'competitive')",0.49437046,0.3765542,2.3871233,2.3031657,-0.47398603,-0.64925206,1.2038864,1.1019651,0.1019213
10,2.3647828,2.1963062,"('unsympathetic', 'sympathetic')",-1.1249285,-1.2334074,0.7315236,0.599244,0.20142338,0.23782547,0.5432003,0.4499921,0.0932082
30,2.3442948,2.390008,"('intolerant', 'tolerant')",-0.05586666,-0.010358827,0.23883978,0.27523455,0.85549414,0.97407705,0.8456905,0.9072402,-0.0615497
13,2.2656176,2.2689674,"('impolite', 'polite')",-0.28718343,-0.2423976,0.31802005,0.44426614,-0.2617423,-0.19969893,0.508678,0.5677842,-0.0591062
56,2.230393,2.321849,"('impractical', 'practical')",0.1541374,0.3383949,1.0039036,1.1814218,0.065286264,0.19625631,0.86343,1.0094805,-0.1460505
5,-2.0942376,-2.167556,"('distant', 'outgoing')",1.1072752,1.165761,-0.9921509,-0.9846306,-0.4628884,-0.21104185,-0.6105004,-0.5493669,-0.0611335
55,2.0722153,2.0978935,"('incompetent', 'clever')",-1.0553871,-0.9960574,0.85169274,0.8328505,0.263358,0.20038894,0.5329697,0.5337689,-0.0007992
35,-2.0609767,-2.1040156,"('corrupt', 'incorrupt')",-0.177172,-0.20798552,-1.7501513,-1.7490053,-0.6051222,-0.5866603,-1.1483555,-1.1619167,0.0135612
7,2.0328581,1.8918678,"('insensitive', 'sensitive')",0.51379544,0.5016326,1.1124312,1.0831895,1.280735,1.3304586,1.234955,1.2017871,0.0331679
85,-2.0104628,-2.20898,"('insignificant', 'prestigious')",1.9554473,1.7770348,-0.45604137,-0.6615528,0.0019360278,-0.0027982518,-0.1272802,-0.2740741,0.1467939
80,2.0040674,2.1098027,"('dominated', 'dominating')",-0.24302338,-0.16862004,1.9864959,2.0224872,-0.9610866,-1.1276612,0.6966134,0.7090021,-0.0123887
23,1.960844,1.895268,"('insincere', 'sincere')",0.14165305,0.18863231,0.9361299,0.853685,6.1100826,6.3216453,2.2871776,2.3148077,-0.0276301
52,-1.9533212,-2.0593848,"('irrational', 'rational')",0.39924234,0.26676726,-1.4596189,-1.6217802,-0.32275558,-0.5126109,-0.8341133,-0.9817522,0.1476389
4,-1.9203496,-1.8932086,"('disliked', 'liked')",0.2739491,0.32346058,-0.5296028,-0.41592366,-6.9980497,-7.1019793,-2.2935133,-2.2719128,-0.0216005
1,-1.7951603,-2.11507,"('unfriendly', 'friendly')",1.4485689,1.2726756,0.14294314,-0.007154336,1.5645761,1.631834,0.340232,0.1955713,0.1446607
42,1.7649539,1.7441245,"('unreliable', 'reliable')",1.2152497,1.1903701,2.0075688,2.0716016,-2.4429,-2.4673169,0.6362181,0.6346948,0.0015233
8,-1.7549682,-2.0264044,"('unaffectionate', 'affectionate')",0.5509655,0.39583778,-0.01944156,-0.16729257,0.5741427,0.7780624,-0.1623254,-0.2549492,0.0926238
51,1.7227453,1.7329615,"('uneducated', 'educated')",-0.5194617,-0.4778612,0.432965,0.41981375,0.3945439,0.3674392,0.5076981,0.5105883,-0.0028902
75,-1.7113832,-1.5251563,"('meek', 'impulsive')",0.0477239,0.09509905,-0.8713151,-0.705569,-0.75505865,-0.7044744,-0.8225083,-0.7100252,-0.1124831
11,1.6614361,1.6343997,"('unhelpful', 'helpful')",-0.27461636,-0.2421437,0.17654829,0.2222173,1.7136452,1.9064162,0.8192533,0.8802223,-0.060969
14,1.6286122,1.7318604,"('antisocial', 'social')",1.030387,1.1858798,1.566898,1.75042,-0.39785168,-0.3983054,0.9570114,1.0674638,-0.1104524
32,1.601087,1.466904,"('unkind', 'kind')",-0.11545696,-0.14452334,1.0892642,0.9865521,1.1373745,1.2170926,0.9280672,0.8815063,0.0465609
76,1.545083,1.7411609,"('anxious', 'daring')",-0.48631394,-0.45667678,1.091496,1.1997169,0.119601294,0.33469996,0.5674666,0.7047252,-0.1372586
