,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
58,0.49588767,0.16486046,"('undiscriminating', 'discriminating')",0.66339517,0.38930294,0.5796414,0.2770817,0.3025597
48,0.48524097,0.3285163,"('unintelligent', 'intelligent')",-0.12726766,-0.19624235,0.1789867,0.066137,0.1128497
38,0.484244,0.51247287,"('untruthful', 'truthful')",0.1762132,0.45858136,0.3302286,0.4855271,-0.1552985
7,0.4800637,0.35071516,"('insensitive', 'sensitive')",0.6016378,0.1358601,0.5408508,0.2432876,0.2975632
18,-0.4657048,-0.2058484,"('disagreeable', 'welcoming')",-1.0996606,-1.0200129,-0.7826827,-0.6129307,-0.169752
5,-0.46285522,0.12197522,"('distant', 'outgoing')",-1.306006,-0.8941339,-0.8844306,-0.3860793,-0.4983513
37,-0.46106273,-0.5211975,"('fake', 'genuine')",0.102797635,0.0342321,-0.1791326,-0.2434827,0.0643501
66,-0.4567028,-0.45225447,"('inactive', 'active')",0.5146271,0.4849238,0.0289622,0.0163347,0.0126275
77,0.44702512,0.28654233,"('unmotivated', 'motivated')",-0.81672657,-0.8643037,-0.1848507,-0.2888807,0.10403
21,0.44692793,0.43152344,"('immoral', 'moral')",-0.7892655,-1.0460483,-0.1711688,-0.3072624,0.1360936
50,-0.43413854,-0.38736227,"('clumsy', 'skillful')",-0.08861314,-0.06069751,-0.2613758,-0.2240299,-0.0373459
85,0.43194184,0.8467791,"('insignificant', 'prestigious')",-0.754907,-0.4160012,-0.1614826,0.215389,-0.3768716
67,0.4254585,0.34176248,"('doubtful', 'determined')",-0.13731533,-0.21955714,0.1440716,0.0611027,0.0829689
80,0.42325777,0.0056579113,"('dominated', 'dominating')",-0.33699995,-0.7174339,0.0431289,-0.355888,0.3990169
24,0.41339532,0.69854474,"('dishonest', 'honest')",1.0306805,0.96790165,0.7220379,0.8332232,-0.1111853
31,-0.40498075,-0.18457152,"('evil', 'good')",-1.4718932,-1.3312169,-0.938437,-0.7578942,-0.1805428
2,0.39623117,0.66592705,"('unlikable', 'likable')",0.6762671,1.00501,0.5362492,0.8354685,-0.2992193
35,-0.37910408,-0.03121878,"('corrupt', 'incorrupt')",-1.1799395,-0.83746946,-0.7795218,-0.4343441,-0.3451777
8,0.36208454,0.6771222,"('unaffectionate', 'affectionate')",0.0009220168,0.3114144,0.1815033,0.4942683,-0.312765
78,0.357316,0.035111107,"('nonresilient', 'resilient')",0.13638489,-0.004506938,0.2468504,0.0153021,0.2315483
45,-0.3378241,-0.5586223,"('incompetent', 'competent')",-0.018440329,-0.25065362,-0.1781322,-0.404638,0.2265058
40,-0.33170453,-0.32404202,"('stingy', 'generous')",-2.3374763,-2.4214077,-1.3345904,-1.3727249,0.0381345
73,0.31993723,0.5208838,"('helpless', 'self-reliant')",-3.8610256,-3.5635774,-1.7705442,-1.5213468,-0.2491974
30,0.31865418,0.4240923,"('intolerant', 'tolerant')",0.22911896,0.3431744,0.2738866,0.3836333,-0.1097467
55,0.29017735,0.056416266,"('incompetent', 'clever')",0.48887137,0.17127281,0.3895243,0.1138445,0.2756798
76,-0.28135204,-0.10288644,"('anxious', 'daring')",0.20510134,0.14894798,-0.0381254,0.0230308,-0.0611562
27,-0.27411923,-0.5250568,"('hardhearted', 'softhearted')",0.77291894,0.4985135,0.2493999,-0.0132716,0.2626715
14,0.24766049,0.22756173,"('antisocial', 'social')",-0.26362732,-0.4205728,-0.0079834,-0.0965055,0.0885221
43,-0.22485113,-0.26853746,"('irresponsible', 'responsible')",0.8953614,0.7966445,0.3352551,0.2640535,0.0712016
52,-0.22315705,0.119695514,"('irrational', 'rational')",-0.8220766,-0.513372,-0.5226169,-0.1968382,-0.3257787
88,-0.20469293,0.038043983,"('low', 'eminent')",-0.37136018,-0.1776035,-0.2880266,-0.0697798,-0.2182468
59,-0.19939786,-0.0061856173,"('foolish', 'wise')",-0.45525077,-0.17837465,-0.3273243,-0.0922801,-0.2350442
46,-0.19164121,-0.48048246,"('uncompetitive', 'competitive')",-0.29553428,-0.64642537,-0.2435877,-0.5634539,0.3198662
32,0.18862578,0.26721245,"('unkind', 'kind')",1.0144384,1.0824189,0.6015321,0.6748157,-0.0732836
11,0.17950937,-0.0077503864,"('unhelpful', 'helpful')",2.327332,2.4027379,1.2534207,1.1974938,0.0559269
10,0.17231826,-0.07917641,"('unsympathetic', 'sympathetic')",0.3547699,-0.11328686,0.2635441,-0.0962316,0.3597757
34,-0.1545173,-0.22143522,"('mean', 'honorable')",5.0756426,4.8927865,2.4605627,2.3356757,0.124887
15,0.1475796,0.3744017,"('boring', 'funny')",0.18014327,0.40462497,0.1638614,0.3895133,-0.2256519
81,-0.13145588,-0.26179343,"('submissive', 'aggressive')",-0.5509387,-0.82446575,-0.3411973,-0.5431296,0.2019323
64,-0.120107576,-0.2803939,"('shy', 'confident')",-5.706935,-5.6641545,-2.9135213,-2.9722743,0.058753
0,-0.117233336,-0.2099638,"('unsociable', 'sociable')",-0.17413105,-0.32894087,-0.1456822,-0.2694523,0.1237701
70,-0.10458515,-0.46433523,"('lethargic', 'energetic')",0.68738294,0.28993356,0.2913989,-0.0872008,0.3785997
19,0.09894258,0.396196,"('inhospitable', 'hospitable')",-0.36934885,-0.117002115,-0.1352031,0.1395969,-0.2748
13,-0.083124876,-0.31299388,"('impolite', 'polite')",-0.030484766,-0.30739665,-0.0568048,-0.3101953,0.2533905
4,-0.078211755,0.030497666,"('disliked', 'liked')",-6.7673984,-6.3249393,-3.4228051,-3.1472208,-0.2755843
49,-0.071724355,0.044942446,"('unable', 'able')",-0.86231494,-0.7926919,-0.4670196,-0.3738747,-0.0931449
41,0.057984736,0.028087586,"('unforgiving', 'forgiving')",0.34891844,0.37176085,0.2034516,0.1999242,0.0035274
22,-0.027589642,-0.2373395,"('untrustworthy', 'trustworthy')",-0.7317839,-0.9611156,-0.3796868,-0.5992275,0.2195407
65,0.013020096,-0.057879932,"('insecure', 'secure')",0.24862202,-0.04687109,0.130821,-0.0523755,0.1831965
