,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
71,1.8443264,1.9612491,"('diffident', 'self-confident')",0.29597318,0.42853194,1.0701498,1.1948905,-0.1247407
26,1.7177968,1.7095207,"('hardhearted', 'benevolent')",1.361669,1.5514122,1.5397329,1.6304665,-0.0907336
44,-1.6524628,-1.5203569,"('prejudiced', 'unprejudiced')",-1.6400816,-1.4285233,-1.6462722,-1.4744401,-0.1718321
39,1.6064461,1.7441034,"('exploitative', 'cooperative')",0.6213752,0.66445583,1.1139107,1.2042797,-0.090369
33,1.5779941,1.6987647,"('wrong', 'right')",-0.5016505,-0.3936196,0.5381718,0.6525725,-0.1144007
74,1.374002,1.4209924,"('undedicated', 'dedicated')",0.38624898,0.46334195,0.8801255,0.9421672,-0.0620417
54,1.162285,1.1463592,"('incapable', 'capable')",0.69636494,0.8590516,0.929325,1.0027053,-0.0733803
62,1.1213553,1.0488498,"('incompetent', 'brilliant')",0.27326438,0.32819238,0.6973099,0.6885211,0.0087888
12,1.1107012,1.0825648,"('unsupportive', 'supportive')",-1.6382794,-1.583142,-0.2637891,-0.2502886,-0.0135005
61,1.1018989,1.2220622,"('illogical', 'logical')",0.17696705,0.020170763,0.639433,0.6211165,0.0183165
25,1.0863881,1.4097276,"('egoistic', 'altruistic')",0.8632691,1.170562,0.9748286,1.2901448,-0.3153162
9,1.0862256,1.2555671,"('unaffectionate', 'caring')",0.8797522,1.048445,0.982989,1.152006,-0.169017
84,1.0189688,1.0191728,"('inferior', 'superior')",0.5280175,0.37569156,0.7734932,0.6974322,0.076061
63,1.0151187,0.69153684,"('unperceptive', 'insightful')",0.461612,0.26316088,0.7383654,0.4773489,0.2610165
56,0.9794713,0.98521626,"('impractical', 'practical')",-0.03206428,0.055477276,0.4737035,0.5203468,-0.0466433
17,-0.9728416,-0.8496717,"('nasty', 'nice')",-0.3589211,-0.3507015,-0.6658814,-0.6001866,-0.0656948
23,0.9582507,1.0036594,"('insincere', 'sincere')",6.107032,5.8981705,3.5326412,3.4509149,0.0817263
68,-0.93699956,-1.117347,"('dependent', 'independent')",-1.4469644,-1.7863884,-1.191982,-1.4518677,0.2598857
72,0.9067781,0.943023,"('unambitious', 'ambitious')",-0.40634996,-0.3504491,0.2502141,0.296287,-0.0460729
1,0.88737464,1.1097021,"('unfriendly', 'friendly')",1.1280782,1.4450748,1.0077264,1.2773885,-0.2696621
75,-0.8803098,-0.90889645,"('meek', 'impulsive')",-0.46852425,-0.37022623,-0.674417,-0.6395614,-0.0348556
86,0.8604788,0.65607005,"('uninfluential', 'influential')",-0.24729781,-0.53930384,0.3065905,0.0583831,0.2482074
83,0.82265246,0.7967867,"('powerless', 'powerful')",-1.1401306,-1.0278318,-0.1587391,-0.1155225,-0.0432166
51,0.80968666,0.43918446,"('uneducated', 'educated')",1.1372156,0.7900796,0.9734511,0.614632,0.3588191
53,0.78326964,0.9192676,"('uncreative', 'creative')",0.7310467,0.8918421,0.7571582,0.9055549,-0.1483967
3,-0.7418951,-0.92838645,"('repellent', 'pleasant')",0.7604903,0.45919082,0.0092976,-0.2345978,0.2438954
16,-0.73943704,-0.54660016,"('unpopular', 'popular')",0.20702532,0.23799106,-0.2662058,-0.1543045,-0.1119013
47,0.7287295,0.7652092,"('stupid', 'smart')",4.900762,4.8205447,2.8147459,2.792877,0.0218689
42,-0.72724843,-0.76066774,"('unreliable', 'reliable')",-2.7635355,-2.864113,-1.745392,-1.8123904,0.0669984
69,0.6988478,0.82997257,"('lazy', 'industrious')",-0.85965645,-0.6020347,-0.0804043,0.1139689,-0.1943732
79,-0.6702888,-0.45531076,"('wavering', 'unwavering')",-0.5900863,-0.3434555,-0.6301875,-0.3993831,-0.2308044
87,0.6372476,0.69207424,"('unsuccessful', 'successful')",0.46746472,0.46042055,0.5523562,0.5762474,-0.0238912
82,-0.63364565,-0.48990095,"('poor', 'rich')",5.6836367,5.521396,2.5249956,2.5157475,0.0092481
29,-0.6253337,-0.6799849,"('unfair', 'fair')",-0.97974396,-1.1265709,-0.8025389,-0.9032779,0.100739
28,0.61250645,0.74840844,"('disloyal', 'loyal')",0.9355029,1.0587285,0.7740047,0.9035684,-0.1295637
6,-0.5907838,-0.05603021,"('distant', 'open')",-0.98734605,-0.67013454,-0.7890649,-0.3630824,-0.4259825
36,-0.5803324,-0.2309657,"('hostile', 'amicable')",-0.7579452,-0.2712597,-0.6691388,-0.2511127,-0.4180261
60,0.5793549,0.45358217,"('inefficient', 'efficient')",0.25880575,0.09936629,0.4190803,0.2764742,0.1426061
57,-0.5016424,-0.7824531,"('unimaginative', 'imaginative')",-2.9921346,-2.9779446,-1.7468885,-1.8801988,0.1333103
20,0.49917108,0.33423612,"('rough', 'thoughtful')",0.68975455,0.5762371,0.5944628,0.4552366,0.1392262
