,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
1,-2.3942232,-2.2345796,"('unfriendly', 'friendly')",-1.0401621,-0.6710997,0.49213228,0.50987965,1.6103606,1.4507966,-0.3329731,-0.2362508,-0.0967223
9,-2.2882352,-2.0714297,"('unaffectionate', 'caring')",0.0707566,0.34845293,0.6637413,0.6093828,1.3868784,1.2115362,-0.0417147,0.0244855,-0.0662002
53,-2.188952,-2.1142473,"('uncreative', 'creative')",-0.18388397,0.13719201,0.7318323,0.57606214,1.3236027,1.1043764,-0.0793502,-0.0741542,-0.005196
8,-2.0806684,-1.9301989,"('unaffectionate', 'affectionate')",0.28942,0.49718884,0.7914526,0.863,1.2150594,1.2820693,0.0538159,0.1780148,-0.1241989
48,-2.0383718,-1.7084107,"('unintelligent', 'intelligent')",-0.13571379,0.28650674,-0.48447588,-0.39972085,-1.2586677,-1.4007578,-0.9793073,-0.8055956,-0.1737117
44,2.0285473,1.5565951,"('prejudiced', 'unprejudiced')",-1.7303294,-2.0262122,-1.3488333,-1.4194757,-1.4016491,-1.4309484,-0.6130661,-0.8300103,0.2169442
28,-1.9926679,-1.6679212,"('disloyal', 'loyal')",-0.35502315,-0.11363174,-0.08267447,-0.15754303,0.38135576,0.21219704,-0.5122524,-0.4317247,-0.0805277
57,-1.9689219,-1.5831959,"('unimaginative', 'imaginative')",-0.12291803,0.26916885,-0.0783761,-0.13675314,-2.6886609,-2.7567663,-1.2147193,-1.0518866,-0.1628327
86,-1.8706427,-1.1673851,"('uninfluential', 'influential')",1.0648001,1.6052238,0.10336867,0.16556756,-0.89443403,-0.9119803,-0.399227,-0.0771435,-0.3220835
23,-1.8089684,-1.857125,"('insincere', 'sincere')",0.3387096,0.24520174,-0.13805112,-0.5878749,5.0046043,4.152534,0.8490736,0.488184,0.3608896
77,-1.7423517,-1.6372211,"('unmotivated', 'motivated')",-0.10989947,-0.15113917,-0.12938157,-0.32048938,-0.34750393,-0.5433773,-0.5822842,-0.6630567,0.0807725
32,-1.6316409,-1.4962335,"('unkind', 'kind')",-0.69100213,-0.39871818,0.14682424,-0.0030712783,0.254584,-0.09069502,-0.4803087,-0.4971795,0.0168708
73,1.5666263,1.1989212,"('helpless', 'self-reliant')",1.0338714,0.7718244,-0.31446016,-0.44983602,-3.2615056,-3.2203035,-0.243867,-0.4248485,0.1809815
0,-1.5621427,-1.3506079,"('unsociable', 'sociable')",0.51045704,0.6557797,0.6856935,0.47750923,-0.16700244,-0.412259,-0.1332487,-0.1573945,0.0241458
10,-1.544863,-1.0863214,"('unsympathetic', 'sympathetic')",-0.18408439,0.38319677,0.003759712,-0.17507163,0.15494843,-0.119956896,-0.3925598,-0.2495383,-0.1430215
60,-1.2735051,-1.0978903,"('inefficient', 'efficient')",1.0863243,1.1694357,-0.0075771287,-0.25400147,-0.62693805,-1.0832915,-0.205424,-0.3164369,0.1110129
41,-1.259154,-0.90075344,"('unforgiving', 'forgiving')",-0.72693455,-0.09375106,-0.24887843,-0.20896192,-0.20979989,-0.35041967,-0.6111917,-0.3884715,-0.2227202
7,-1.1592703,-0.9512629,"('insensitive', 'sensitive')",1.2836479,1.5742897,0.09250414,-0.121226996,-0.0050813165,-0.20797278,0.0529501,0.0734568,-0.0205067
40,-1.1504091,-0.8401772,"('stingy', 'generous')",-0.21619475,0.3486247,-0.60236394,-0.35456616,-2.457931,-2.2169147,-1.1067247,-0.7657583,-0.3409664
18,-1.0649929,-1.0458363,"('disagreeable', 'welcoming')",-0.7528289,-0.63960016,0.43874472,0.4880354,-1.0602974,-1.0791296,-0.6098436,-0.5691327,-0.0407109
25,-1.0472295,-1.085807,"('egoistic', 'altruistic')",-0.36720064,-0.3391884,0.47102085,0.5530797,1.2946047,1.4119176,0.0877988,0.1350005,-0.0472017
46,-1.0262783,-0.90677816,"('uncompetitive', 'competitive')",0.2684904,0.57081145,0.49839112,0.21046272,-0.1108986,-0.3544655,-0.0925738,-0.1199924,0.0274186
72,-1.0072061,-0.8157785,"('unambitious', 'ambitious')",0.4729813,0.55553377,-0.46340325,-0.46012083,-1.057989,-1.2741202,-0.5139042,-0.4986214,-0.0152828
62,-0.990869,-0.8631759,"('incompetent', 'brilliant')",0.7310964,0.7128688,-0.18330821,-0.54540414,-0.64614266,-1.1066483,-0.2723059,-0.4505899,0.178284
69,0.9875935,0.9080643,"('lazy', 'industrious')",0.5271206,0.23412041,0.49091315,0.6313607,-0.2087784,0.24800918,0.4492122,0.5053887,-0.0561765
63,-0.97395873,-0.83901274,"('unperceptive', 'insightful')",0.37303236,0.4389713,1.2970986,0.9581478,0.2997208,0.026197653,0.2489733,0.146076,0.1028973
67,0.9692773,1.0436114,"('doubtful', 'determined')",0.5594974,0.2628634,0.57711107,0.5391419,-0.4966182,-0.5489036,0.4023169,0.3241783,0.0781386
26,-0.9550537,-0.533069,"('hardhearted', 'benevolent')",0.44355226,0.74785787,2.7123377,3.0176954,1.765677,1.7743107,0.9916283,1.2516987,-0.2600704
88,-0.9516962,-0.7950562,"('low', 'eminent')",-0.5457975,-0.4732615,-0.041222997,-0.19910139,-0.90421367,-1.1794102,-0.6107326,-0.6617073,0.0509747
55,-0.9426631,-0.5576175,"('incompetent', 'clever')",1.5263498,2.050737,0.3300073,0.22342475,-0.84576327,-0.9385933,0.0169827,0.1944877,-0.177505
61,-0.938915,-0.9225554,"('illogical', 'logical')",-0.12620278,-0.042783007,0.6797712,0.45101118,-0.027944207,-0.2222062,-0.1033227,-0.1841334,0.0808107
64,0.89117706,0.9740115,"('shy', 'confident')",0.4507933,0.49411267,0.034858048,-0.05501098,-6.1590586,-5.9546576,-1.1955576,-1.1353861,-0.0601715
82,-0.883074,-0.7839829,"('poor', 'rich')",-0.55677533,-0.3283073,-0.556265,-0.63416433,4.8243384,4.2622404,0.707056,0.6289465,0.0781095
11,-0.8144618,-0.8853296,"('unhelpful', 'helpful')",0.4662794,0.35021046,-0.6186964,-0.90413266,1.8879768,1.3759344,0.2302745,-0.0158294,0.2461039
12,-0.8124507,-0.6281409,"('unsupportive', 'supportive')",1.0690548,1.2040561,1.0620047,0.9010699,-1.9001231,-1.9349165,-0.1453786,-0.1144828,-0.0308958
16,-0.7924276,-0.96372294,"('unpopular', 'popular')",-2.0745714,-2.2101135,-0.01320767,0.028625377,0.53180957,0.4111032,-0.5870993,-0.6835269,0.0964276
42,0.7620467,0.5063929,"('unreliable', 'reliable')",0.23336607,0.026828341,0.6166936,0.28418157,-3.3882904,-3.4125276,-0.444046,-0.6487812,0.2047352
35,0.7620417,0.4429229,"('corrupt', 'incorrupt')",-1.2710664,-1.5201466,-0.36136624,-0.29599404,0.062108163,0.21941489,-0.2020707,-0.2884507,0.08638
43,-0.7576372,-0.642063,"('irresponsible', 'responsible')",0.9636042,1.1037843,0.20483306,-0.21886122,0.24242422,-0.14443955,0.1633061,0.0246051,0.138701
45,-0.757008,-0.29490116,"('incompetent', 'competent')",0.51811534,1.0135982,0.38849014,0.31332856,-0.5133358,-0.75820386,-0.0909346,0.0684554,-0.15939
87,0.7476747,0.6718189,"('unsuccessful', 'successful')",0.3147582,-0.018425576,2.396471,2.2197552,0.79664546,0.7187312,1.0638874,0.8979699,0.1659175
38,-0.6999482,-0.7777721,"('untruthful', 'truthful')",-0.94083256,-0.8646798,-0.63138014,-0.85976875,0.3541537,0.081671834,-0.4795018,-0.6051372,0.1256354
85,-0.69202787,-0.62884635,"('insignificant', 'prestigious')",-1.3681445,-1.2292762,1.1138126,1.2806104,0.71010065,1.0097615,-0.0590648,0.1080623,-0.1671271
