,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
78,-0.69008076,-0.45159987,"('nonresilient', 'resilient')",-0.09312004,0.035694852,0.63578594,0.90017676,0.8600295,0.9458007,0.1781537,0.3575181,-0.1793644
20,-0.6431076,-0.616455,"('rough', 'thoughtful')",0.25612655,0.4328871,0.53198284,0.58224106,-0.25649762,-0.32636487,-0.027874,0.0180771,-0.0459511
24,-0.63572776,-0.40944892,"('dishonest', 'honest')",-0.19094521,0.21149953,-0.1211402,-0.3168778,0.15144114,-0.1597647,-0.199093,-0.168648,-0.030445
52,-0.6251382,-0.71974915,"('irrational', 'rational')",-1.0275106,-1.0720972,0.3261345,0.28222176,0.13135538,0.17453352,-0.2987898,-0.3337727,0.0349829
6,-0.58689195,-0.5456329,"('distant', 'open')",-0.83501774,-0.7912718,0.27331913,0.27558935,0.43778104,0.49180984,-0.1777024,-0.1423764,-0.035326
74,-0.5596291,-0.38289168,"('undedicated', 'dedicated')",0.6146289,0.9071596,1.0070506,0.81354314,0.13304551,0.009262359,0.298774,0.3367683,-0.0379943
68,0.5581009,0.5517711,"('dependent', 'independent')",-0.57343113,-0.6725054,-0.8923644,-0.86894935,-1.5531261,-1.4492509,-0.6152052,-0.6097336,-0.0054716
80,0.47212535,0.5567362,"('dominated', 'dominating')",1.0558592,1.0585651,-0.06847541,-0.0675344,-1.3141718,-1.250865,0.0363344,0.0742255,-0.0378911
83,-0.4585441,-0.4252075,"('powerless', 'powerful')",-0.120957956,-0.29824978,0.30695766,0.14573659,-1.2844908,-1.3940952,-0.3892588,-0.492954,0.1036952
49,-0.40947148,-0.44775224,"('unable', 'able')",-0.9075025,-0.9522461,-0.09696205,-0.3310692,-0.4683088,-0.7032891,-0.4705612,-0.6085892,0.138028
17,-0.39354247,-0.26625335,"('nasty', 'nice')",-0.6511647,-0.6887224,0.15468392,0.29250073,-0.41188115,-0.2406914,-0.3254761,-0.2257916,-0.0996845
79,0.3489654,0.3144118,"('wavering', 'unwavering')",-1.2705634,-1.5232807,0.15917017,0.14305523,0.20624512,0.16192928,-0.1390457,-0.2259711,0.0869254
75,0.34862766,0.3477271,"('meek', 'impulsive')",-0.93044126,-1.0233344,-0.58134246,-0.47738144,0.15081707,0.2542804,-0.2530847,-0.2246771,-0.0284076
84,0.34146813,0.27189496,"('inferior', 'superior')",1.5611496,1.3544024,1.0647886,1.0235177,0.6724001,0.5922574,0.9099516,0.8105181,0.0994335
37,0.32115456,0.18030745,"('fake', 'genuine')",0.19473882,0.06301284,-0.20777076,-0.2811244,0.15566719,0.22224458,0.1159475,0.0461101,0.0698374
58,-0.30520558,-0.2623915,"('undiscriminating', 'discriminating')",-0.4580264,-0.26257044,0.1775461,0.06973556,0.5301887,0.42640382,-0.0138743,-0.0072056,-0.0066687
66,0.3015292,0.18054515,"('inactive', 'active')",-0.8255017,-1.0048699,1.4189353,1.3988298,1.8003596,2.0269473,0.6738306,0.6503631,0.0234675
27,-0.3011806,-0.08394707,"('hardhearted', 'softhearted')",-0.8235568,-0.5460856,-0.4789214,-0.16162032,0.48108548,0.7647338,-0.2806433,-0.0067298,-0.2739135
13,0.28741497,0.14631066,"('impolite', 'polite')",0.41055167,0.28771195,0.03697608,-0.24115273,-0.36574402,-0.6415369,0.0922997,-0.1121668,0.2044665
50,0.2839054,0.14248729,"('clumsy', 'skillful')",-0.14088127,-0.21974757,1.3631744,1.3682473,0.5049694,0.44185123,0.502792,0.4332096,0.0695824
51,-0.25356606,-0.042727314,"('uneducated', 'educated')",0.26534644,0.4353891,0.07356092,0.18139109,-0.7408041,-0.8094606,-0.1638657,-0.0588519,-0.1050138
59,0.24557707,0.21337229,"('foolish', 'wise')",-0.26304322,-0.40661106,1.3066508,1.203636,0.0053500235,-0.04311271,0.3236336,0.2418212,0.0818124
56,-0.22845992,-0.28734902,"('impractical', 'practical')",1.902671,1.6733459,0.1541826,-0.37125376,-0.84076273,-1.3116392,0.2469077,-0.074224,0.3211317
70,-0.21701981,-0.09766443,"('lethargic', 'energetic')",0.22076592,0.34539232,0.23331606,-0.026220404,-0.31839806,-0.5410469,-0.020334,-0.0798849,0.0595509
54,-0.20843555,-0.3968112,"('incapable', 'capable')",-0.44741732,-0.70299244,0.5397902,0.44430652,0.96763307,0.7229351,0.2128926,0.0168595,0.1960331
21,-0.20638621,-0.078926295,"('immoral', 'moral')",-0.1530606,0.018322233,0.24577454,-0.1365817,-1.3423115,-1.688321,-0.3639959,-0.4713767,0.1073808
22,0.18632443,0.15654513,"('untrustworthy', 'trustworthy')",0.33871764,0.5259871,-0.07126531,-0.38528103,-1.3964146,-1.6188546,-0.2356595,-0.3304009,0.0947414
30,0.1840534,0.3124077,"('intolerant', 'tolerant')",1.3119857,1.6382297,0.20842946,-0.042770244,-0.108519815,-0.4902495,0.3989872,0.3544044,0.0445828
47,-0.17902192,-0.25354454,"('stupid', 'smart')",0.5450756,0.48796502,0.769534,0.5181454,4.3417244,3.9427614,1.369328,1.1738318,0.1954962
76,-0.13841309,-0.45200318,"('anxious', 'daring')",0.60088193,0.49158144,1.0720778,0.65815115,-0.25966612,-0.5942866,0.3187201,0.0258607,0.2928594
34,-0.13558176,-0.25625497,"('mean', 'honorable')",-0.58109796,-0.86018705,0.29944044,0.10566305,5.7102914,5.318532,1.323263,1.0769383,0.2463247
33,-0.12697814,-0.13303673,"('wrong', 'right')",0.39265695,0.27694786,0.6562313,0.72321296,-0.5731408,-0.45679936,0.0871923,0.1025812,-0.0153889
39,0.10813993,0.021645917,"('exploitative', 'cooperative')",0.70030874,0.58915335,0.21535003,0.1044744,0.14018352,0.064003006,0.2909956,0.1948192,0.0961764
4,0.083294325,0.02089196,"('disliked', 'liked')",-1.5979606,-1.5202851,-0.24356526,-0.24860391,-6.4837584,-6.165928,-2.0604975,-1.9784813,-0.0820162
19,0.07670759,0.099809885,"('inhospitable', 'hospitable')",-0.30513543,-0.2610507,-0.8502488,-0.827832,0.27132306,0.2823822,-0.2018384,-0.1766727,-0.0251657
3,-0.06228421,0.02604682,"('repellent', 'pleasant')",-1.0190328,-0.9134948,-0.7946567,-0.8242663,0.38889533,0.28469086,-0.3717696,-0.3567559,-0.0150137
2,-0.059486188,-0.17897429,"('unlikable', 'likable')",-0.3429562,-0.29132447,1.0842268,0.9044149,0.5739936,0.5066056,0.3139445,0.2351804,0.0787641
81,0.056142062,0.12314532,"('submissive', 'aggressive')",0.3907956,0.31196997,0.16452187,-0.09100653,-1.489171,-1.8022655,-0.2194279,-0.3645392,0.1451113
15,-0.054999534,-0.034137458,"('boring', 'funny')",0.47877207,0.3402234,0.13993232,0.15817161,-0.038829207,0.094593145,0.1312189,0.1397127,-0.0084938
14,-0.040967353,0.06789182,"('antisocial', 'social')",0.8130322,1.0106882,1.3338107,1.216409,-0.7490442,-0.775092,0.3392078,0.3799743,-0.0407665
31,0.025246112,0.09743193,"('evil', 'good')",-2.0855184,-1.9348694,-0.43673146,-0.151708,-0.52987385,-0.20868805,-0.7567194,-0.5494584,-0.207261
71,0.015333211,0.1232141,"('diffident', 'self-confident')",0.42944404,0.2877282,0.46875557,0.48266643,0.20950675,0.19657324,0.2807599,0.2725455,0.0082144
29,0.014070831,-0.08853557,"('unfair', 'fair')",-0.57072544,-0.5229517,-0.3008528,-0.32910395,-0.980668,-0.83749795,-0.4595439,-0.4445223,-0.0150216
5,-0.0065824226,0.057293277,"('distant', 'outgoing')",-0.70562714,-0.8730827,0.24970692,0.25457615,0.17778571,0.2314738,-0.0711792,-0.0824349,0.0112557
36,-0.0052795857,-0.14726634,"('hostile', 'amicable')",-1.3651168,-1.4049116,-0.27375484,-0.18551971,0.7066379,0.83170974,-0.2343783,-0.226497,-0.0078813
65,-0.0007963255,-0.31815907,"('insecure', 'secure')",1.0235925,0.8536606,0.21627718,-0.05757039,-0.88940847,-1.1159501,0.0874162,-0.1595048,0.246921
