,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
68,-0.3554554,-0.25700754,"('dependent', 'independent')",-0.47878903,-0.29156214,-0.18303911,-0.054971114,-0.3390945,-0.2011803,-0.1379142
83,-0.34962082,-0.156115,"('powerless', 'powerful')",0.57249784,0.9151195,-0.68379086,-0.42221588,-0.1536379,0.1122629,-0.2659008
67,0.32737333,0.41602206,"('doubtful', 'determined')",0.7002804,0.9294934,-0.41175696,-0.26925197,0.2052989,0.3587545,-0.1534556
32,0.31591076,0.5834083,"('unkind', 'kind')",0.74259585,0.651989,0.92366713,0.80048484,0.6607246,0.6786274,-0.0179028
50,-0.29115456,-0.5569908,"('clumsy', 'skillful')",-0.03566299,-0.13453612,0.05974868,0.020002812,-0.089023,-0.2238413,0.1348183
61,0.24891198,0.35173258,"('illogical', 'logical')",0.46727362,0.44232717,0.47411415,0.24107286,0.3967666,0.3450442,0.0517224
69,-0.24089924,-0.6151743,"('lazy', 'industrious')",-0.038981147,0.046530303,-0.53387886,-0.6982838,-0.2712531,-0.4223092,0.1510561
58,-0.23343715,-0.11391708,"('undiscriminating', 'discriminating')",1.1293082,0.95194185,0.35552025,0.22832239,0.4171304,0.355449,0.0616814
72,-0.22507398,-0.11563181,"('unambitious', 'ambitious')",0.047676947,0.19598587,-1.3924332,-1.2104828,-0.5232767,-0.3767096,-0.1465671
15,-0.22245826,-0.041618314,"('boring', 'funny')",-1.3958098,-1.4585552,0.35960782,0.21777187,-0.4195534,-0.4274672,0.0079138
82,-0.22223882,-0.14230739,"('poor', 'rich')",1.2545164,1.302602,5.829106,5.677395,2.2871278,2.2792298,0.007898
66,-0.21945316,-0.50699687,"('inactive', 'active')",1.0211225,1.0102434,1.5492345,1.2051778,0.7836346,0.5694748,0.2141598
10,0.21352716,0.50049675,"('unsympathetic', 'sympathetic')",0.42976278,0.35751796,0.35318637,0.5677464,0.3321588,0.4752537,-0.1430949
12,0.20236935,0.3248623,"('unsupportive', 'supportive')",0.45407054,0.45642915,-1.2880218,-1.1774358,-0.2105273,-0.1320481,-0.0784792
63,0.19972323,0.36048028,"('unperceptive', 'insightful')",1.8416374,1.9307729,1.5554745,1.6759893,1.198945,1.3224141,-0.1234691
29,-0.15056133,-0.034858003,"('unfair', 'fair')",-0.4701436,-0.41114807,-0.5791125,-0.882885,-0.3999391,-0.4429637,0.0430246
74,0.13662246,0.19527167,"('undedicated', 'dedicated')",0.27647257,-0.025327874,0.4868091,0.37039366,0.299968,0.1801125,0.1198555
45,-0.12012629,-0.018594034,"('incompetent', 'competent')",0.7225474,0.5453647,0.0040983707,-0.104276836,0.2021732,0.1408313,0.0613419
33,0.11072925,0.061720017,"('wrong', 'right')",0.065679446,-0.039351545,-0.8512861,-1.0352358,-0.2249591,-0.3376224,0.1126633
47,0.10080736,0.38715425,"('stupid', 'smart')",0.78774333,0.92793095,4.9805393,4.9609604,1.9563634,2.0920153,-0.1356519
17,-0.10076903,0.1419059,"('nasty', 'nice')",-1.1655298,-1.0391065,-0.70781046,-0.5384993,-0.6580365,-0.4785666,-0.1794699
75,0.09989737,0.10311745,"('meek', 'impulsive')",-0.48511305,-0.43594512,-0.30114958,-0.1381422,-0.2287884,-0.15699,-0.0717984
27,-0.087190144,-0.021368885,"('hardhearted', 'softhearted')",0.27516064,0.06905939,1.3299758,0.846764,0.5059821,0.2981515,0.2078306
3,0.08492787,-0.21610372,"('repellent', 'pleasant')",0.73784506,0.7552275,0.3322358,0.47152883,0.3850029,0.3368842,0.0481187
37,0.0824726,0.13027182,"('fake', 'genuine')",0.10655223,0.16165668,0.5039246,0.3907791,0.2309831,0.2275692,0.0034139
0,-0.07345615,0.2760585,"('unsociable', 'sociable')",0.16571969,0.22709681,-0.2366148,-0.14890394,-0.0481171,0.1180838,-0.1662009
23,-0.07183585,-0.005860364,"('insincere', 'sincere')",0.20402476,0.052412156,5.1327643,4.7415557,1.7549844,1.5960358,0.1589486
20,0.07023431,0.2322834,"('rough', 'thoughtful')",0.3246633,0.48296547,0.87771887,0.83870965,0.4242055,0.5179862,-0.0937807
48,0.056011096,0.3956369,"('unintelligent', 'intelligent')",-0.29450125,-0.17686485,0.21666177,0.40404606,-0.0072761,0.207606,-0.2148821
34,-0.05517455,0.055928413,"('mean', 'honorable')",0.20902209,0.45082375,6.003687,5.987757,2.0525115,2.1648364,-0.1123249
41,0.038742267,0.21726961,"('unforgiving', 'forgiving')",-0.011113597,-0.32877952,0.30013976,0.11818357,0.1092561,0.0022246,0.1070315
40,0.03427498,-0.077261135,"('stingy', 'generous')",0.44276196,0.32662812,-1.1041976,-1.0992798,-0.2090536,-0.2833043,0.0742507
7,-0.016750477,-0.09415056,"('insensitive', 'sensitive')",0.8709934,0.78980565,0.8050193,0.58509624,0.5530874,0.4269171,0.1261703
