,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
6,-1.7700335,-1.7560071,"('distant', 'open')",-1.2764077,-1.326474,0.2341219,-0.010031145,-0.9374398,-1.0308374,0.0933976
36,-1.5923346,-1.7822394,"('hostile', 'amicable')",-1.5320703,-1.832568,-0.055864573,-0.439557,-1.0600898,-1.3514549,0.2913651
56,1.5384618,1.9698316,"('impractical', 'practical')",0.8633137,1.057785,0.28542334,0.58577955,0.8957329,1.2044654,-0.3087325
60,1.5208437,1.988238,"('inefficient', 'efficient')",1.5337521,1.8535907,0.4112745,0.9248975,1.1552901,1.5889088,-0.4336187
85,-1.4524987,-1.5931239,"('insignificant', 'prestigious')",-0.34097084,-0.40516853,-0.019871868,-0.38718224,-0.6044471,-0.7951582,0.1907111
8,-1.3747207,-1.2585844,"('unaffectionate', 'affectionate')",-0.84981525,-1.2315732,-0.23986459,-0.6607403,-0.8214668,-1.0502993,0.2288325
31,-1.3729684,-1.3948812,"('evil', 'good')",-1.6776254,-1.9475367,-1.6962261,-2.073018,-1.5822733,-1.8051453,0.222872
42,1.2474427,1.1188977,"('unreliable', 'reliable')",1.663392,1.6347932,-1.7478386,-1.8219846,0.3876654,0.3105687,0.0770967
52,-1.2334119,-1.2366967,"('irrational', 'rational')",-1.4226162,-1.5689505,-0.7514042,-1.0231282,-1.1358109,-1.2762585,0.1404476
19,-1.21797,-0.9964054,"('inhospitable', 'hospitable')",-1.0178219,-1.0576563,-0.18074116,-0.3431719,-0.805511,-0.7990778,-0.0064332
39,1.211271,1.4375457,"('exploitative', 'cooperative')",-0.14826174,-0.22067003,-0.42685696,-0.5322352,0.2120508,0.2282135,-0.0161627
35,-1.1682464,-1.0791378,"('corrupt', 'incorrupt')",-1.8587899,-1.8626331,-0.5527993,-0.7490778,-1.1932785,-1.2302829,0.0370044
28,-1.148278,-0.9613178,"('disloyal', 'loyal')",-0.19982427,-0.3706436,1.1070466,0.81550336,-0.0803519,-0.1721527,0.0918008
81,1.1229259,1.2893827,"('submissive', 'aggressive')",1.6100681,1.8788024,-0.17245357,0.4886532,0.8535135,1.2189461,-0.3654326
70,1.108089,1.0949047,"('lethargic', 'energetic')",1.6071867,1.6709684,1.3432024,1.5460821,1.3528261,1.4373183,-0.0844922
16,-1.1013268,-0.9614546,"('unpopular', 'popular')",-0.8576275,-0.718215,0.3084217,0.30181447,-0.5501775,-0.4592851,-0.0908924
1,-1.0863457,-0.9685928,"('unfriendly', 'friendly')",0.14769308,-0.20894015,1.0617434,0.59895074,0.0410303,-0.1928607,0.233891
26,-1.0200442,-1.1202726,"('hardhearted', 'benevolent')",1.3934387,1.018861,1.27826,0.8784791,0.5505515,0.2590225,0.291529
5,-1.0124215,-0.87892324,"('distant', 'outgoing')",-1.0229241,-0.9637547,-0.43424106,-0.49392152,-0.8231955,-0.7788664,-0.0443291
9,-1.0100335,-0.8764559,"('unaffectionate', 'caring')",0.08927057,-0.22890314,0.54797155,0.30011493,-0.1242638,-0.2684147,0.1441509
53,-1.0075375,-0.78682876,"('uncreative', 'creative')",0.3445384,0.2951975,1.2767107,1.0768219,0.2045706,0.1950636,0.009507
21,0.9872735,1.3043642,"('immoral', 'moral')",0.5526307,0.68033993,-0.46990475,-0.35038042,0.3566665,0.5447746,-0.1881081
44,0.967248,0.8180808,"('prejudiced', 'unprejudiced')",-0.7156934,-0.59668684,-1.4688219,-1.4291612,-0.4057558,-0.4025891,-0.0031667
76,0.9075399,1.0776949,"('anxious', 'daring')",1.2129114,1.4401708,0.70294255,0.8892269,0.9411313,1.1356975,-0.1945662
86,-0.8917722,-0.7738256,"('uninfluential', 'influential')",0.28180924,0.33396822,0.24698694,0.36972108,-0.120992,-0.0233788,-0.0976132
79,-0.87648743,-1.1058228,"('wavering', 'unwavering')",-1.5850238,-1.644326,-0.009015439,-0.199328,-0.8235088,-0.9831589,0.1596501
30,0.859945,1.0814775,"('intolerant', 'tolerant')",1.7948346,1.9205171,1.0417082,1.2716391,1.2321626,1.4245447,-0.1923821
2,0.8042965,0.7286857,"('unlikable', 'likable')",1.6420944,1.6123046,0.7559552,0.8016942,1.0674487,1.0475615,0.0198872
71,-0.79245925,-0.7483276,"('diffident', 'self-confident')",0.9351455,0.78719664,0.5093951,0.24949814,0.2173605,0.0961224,0.1212381
77,0.7873719,0.9286707,"('unmotivated', 'motivated')",1.0749445,1.3307383,-0.7625361,-0.47925678,0.3665934,0.5933841,-0.2267907
59,-0.7675212,-0.82105553,"('foolish', 'wise')",-0.42735797,-0.64933836,0.027634267,-0.2569748,-0.3890816,-0.5757896,0.186708
62,0.7529043,1.190872,"('incompetent', 'brilliant')",0.87999815,1.2096564,1.5869737e-06,0.45712602,0.5443013,0.9525515,-0.4082502
25,-0.7433873,-0.75605625,"('egoistic', 'altruistic')",0.1405353,0.0109890625,1.2281278,1.113347,0.2084253,0.12276,0.0856653
43,0.6956805,0.8739557,"('irresponsible', 'responsible')",0.44728646,0.31145316,0.7782346,0.66781735,0.6404005,0.6177421,0.0226584
80,0.6789386,0.6344894,"('dominated', 'dominating')",0.8569945,1.0440993,-0.7754629,-0.6014725,0.2534901,0.3590388,-0.1055487
18,-0.6660699,-0.5799664,"('disagreeable', 'welcoming')",-0.39086196,-0.49817556,-0.36590347,-0.5276623,-0.4742785,-0.5352681,0.0609896
46,0.6642397,0.8008052,"('uncompetitive', 'competitive')",1.68846,1.8255104,0.5923262,0.89057916,0.9816753,1.1722983,-0.190623
49,-0.6527513,-0.28178623,"('unable', 'able')",-0.86971337,-0.7352485,-0.44098863,-0.216122,-0.6544845,-0.4110523,-0.2434322
51,-0.6459949,-0.58878386,"('uneducated', 'educated')",0.7361634,0.94508487,0.6089366,0.77964956,0.233035,0.3786502,-0.1456152
73,0.6097576,0.64613134,"('helpless', 'self-reliant')",-0.14640027,-0.15503863,-3.3691032,-3.1417332,-0.968582,-0.8835468,-0.0850352
87,0.59113663,0.6002399,"('unsuccessful', 'successful')",0.99878436,1.2039357,0.8512873,0.9417766,0.8137361,0.9153174,-0.1015813
65,0.58746815,0.5477686,"('insecure', 'secure')",0.8532979,0.79057395,0.17376393,0.21250398,0.5381767,0.5169489,0.0212278
22,0.5741169,0.6172551,"('untrustworthy', 'trustworthy')",0.13340893,0.042766675,-0.9770683,-0.98984987,-0.0898475,-0.1099427,0.0200952
24,0.5321938,0.6846721,"('dishonest', 'honest')",-0.2633522,-0.40761504,0.49609038,0.48303145,0.2549773,0.2533629,0.0016144
64,0.4918855,0.3006205,"('shy', 'confident')",1.2349309,1.3164598,-5.3827987,-4.9439225,-1.2186608,-1.1089474,-0.1097134
54,-0.48063803,-0.47056606,"('incapable', 'capable')",0.21635559,0.09980081,0.6063992,0.5574997,0.1140389,0.0622448,0.0517941
13,0.47976825,0.8069021,"('impolite', 'polite')",0.35303006,0.5337844,0.34233734,0.5423003,0.3917119,0.6276623,-0.2359504
78,-0.46131754,-0.34617722,"('nonresilient', 'resilient')",0.53193283,0.61202425,0.58294743,0.67887527,0.2178542,0.3149074,-0.0970532
55,0.45519075,0.77637064,"('incompetent', 'clever')",0.6927544,0.65585464,0.20496985,0.3642863,0.4509717,0.5988372,-0.1478655
4,-0.44947198,-0.4167877,"('disliked', 'liked')",-0.28817904,-0.28694242,-5.3697104,-5.004547,-2.0357871,-1.9027591,-0.133028
11,0.44941843,0.81450284,"('unhelpful', 'helpful')",-0.1976351,-0.14795238,2.0633142,2.2372384,0.7716992,0.9679296,-0.1962304
84,0.4326251,0.46440297,"('inferior', 'superior')",0.44103825,0.47066104,0.98769957,0.8949275,0.6204543,0.6099972,0.0104571
88,-0.4274717,-0.51625305,"('low', 'eminent')",0.1295486,0.17695309,0.12807533,0.21016015,-0.0566159,-0.0430466,-0.0135693
14,0.42106906,0.4622223,"('antisocial', 'social')",1.8515826,2.0803967,-0.56654894,-0.26598984,0.5687009,0.7588764,-0.1901755
38,-0.40134382,-0.16196442,"('untruthful', 'truthful')",-0.70610994,-0.59588933,-0.059043497,0.09260493,-0.3888324,-0.2217496,-0.1670828
57,-0.37302116,-0.32669178,"('unimaginative', 'imaginative')",0.08699426,-0.076865025,-1.680992,-1.4525208,-0.6556729,-0.6186926,-0.0369803
