,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,male-female
62,-0.59644926,-0.29546708,"('incompetent', 'brilliant')",-1.0872389,-0.7363563,0.4843041,0.6297271,-0.3997947,-0.1340321,-0.2657626
8,0.5835972,0.5528492,"('unaffectionate', 'affectionate')",0.47665137,0.46805638,0.4248762,0.48643756,0.4950416,0.5024477,-0.0074061
70,-0.5821744,-0.14770985,"('lethargic', 'energetic')",-0.76532507,-0.31393635,0.3702312,0.6744927,-0.3257561,0.0709488,-0.3967049
18,0.5810295,0.6339339,"('disagreeable', 'welcoming')",0.39867613,0.29696095,-0.72024065,-0.67326134,0.0864883,0.0858778,0.0006105
69,0.5809931,0.20791167,"('lazy', 'industrious')",1.552442,1.2920684,-1.164636,-1.4465654,0.322933,0.0178049,0.3051281
21,-0.57810277,-0.7084705,"('immoral', 'moral')",-0.19428921,-0.22037101,0.042427853,0.0448478,-0.2433214,-0.2946646,0.0513432
6,0.5778297,0.4980121,"('distant', 'open')",0.712103,0.60099816,-0.57619035,-0.69526404,0.2379141,0.1345821,0.103332
60,-0.57438135,-0.25230506,"('inefficient', 'efficient')",-1.1801736,-0.7483981,0.26530993,0.44822156,-0.496415,-0.1841606,-0.3122544
42,0.56882477,0.89376014,"('unreliable', 'reliable')",0.11908353,0.35317305,-2.5938535,-2.3983655,-0.6353151,-0.3838108,-0.2515043
71,0.5610815,0.78290814,"('diffident', 'self-confident')",0.8020438,0.95864004,0.42941248,0.57063675,0.5975126,0.7707283,-0.1732157
84,0.53707486,0.65953267,"('inferior', 'superior')",-0.119379014,-0.09967682,0.30071753,0.40895775,0.2394711,0.3229378,-0.0834667
51,-0.5228068,-0.3233417,"('uneducated', 'educated')",-0.7465374,-0.574563,0.04905746,0.13802892,-0.4067622,-0.2532919,-0.1534703
81,-0.5155281,-0.52055657,"('submissive', 'aggressive')",-1.167502,-1.2497047,-0.7170862,-0.692067,-0.8000388,-0.8207761,0.0207373
11,-0.50212675,-0.21219559,"('unhelpful', 'helpful')",-1.1552684,-0.95455885,1.5289798,1.7299227,-0.0428051,0.1877227,-0.2305278
52,0.46532765,0.029296719,"('irrational', 'rational')",0.85846186,0.42542332,-0.09951304,-0.39637625,0.4080921,0.0194479,0.3886442
34,-0.46169987,-0.37950104,"('mean', 'honorable')",0.087839685,0.24221915,5.470932,5.5482225,1.6990239,1.8036469,-0.104623
46,-0.46095824,-0.14262125,"('uncompetitive', 'competitive')",-0.36552167,0.02345679,-0.640015,-0.52403545,-0.4888316,-0.2144,-0.2744316
38,-0.45152104,-0.35004488,"('untruthful', 'truthful')",-0.95623195,-0.90133274,-0.4942842,-0.5383273,-0.6340124,-0.5965683,-0.0374441
57,-0.4472038,-0.035809338,"('unimaginative', 'imaginative')",-1.5187988,-1.1675358,-3.142812,-2.8644853,-1.7029382,-1.3559434,-0.3469948
50,0.42926243,0.5099137,"('clumsy', 'skillful')",-0.312975,-0.3595482,-0.04451474,-0.018573053,0.0239242,0.0439308,-0.0200066
48,0.41916788,0.570259,"('unintelligent', 'intelligent')",-0.102624655,0.009986125,0.60455745,0.71783954,0.3070336,0.4326949,-0.1256613
4,-0.39174807,-0.16873746,"('disliked', 'liked')",-0.41374007,-0.26680744,-8.005474,-8.107001,-2.9369876,-2.8475154,-0.0894722
61,0.38826758,0.3084843,"('illogical', 'logical')",-0.5725341,-0.55597264,0.72570425,0.72939646,0.1804792,0.160636,0.0198432
17,-0.38796106,-0.34273493,"('nasty', 'nice')",0.49531803,0.55390847,-0.6326077,-0.73488677,-0.1750836,-0.1745711,-0.0005125
0,-0.37848544,-0.12208563,"('unsociable', 'sociable')",-0.9993303,-0.7755898,0.17466976,0.2940232,-0.4010487,-0.2012174,-0.1998313
23,-0.37690222,-0.23095085,"('insincere', 'sincere')",-1.0361059,-1.0320438,6.205687,6.2318454,1.5975596,1.6562835,-0.0587239
73,0.3768197,0.42678347,"('helpless', 'self-reliant')",-0.44752166,-0.38805422,-3.6403806,-3.6127715,-1.2370275,-1.1913474,-0.0456801
56,-0.3597462,-0.121436685,"('impractical', 'practical')",-0.507972,-0.38475263,-0.025509708,0.076202184,-0.2977426,-0.1433291,-0.1544135
1,0.3569462,0.46159133,"('unfriendly', 'friendly')",0.43661648,0.47978345,0.9555235,0.9493756,0.5830287,0.6302501,-0.0472214
65,0.35377187,0.23413233,"('insecure', 'secure')",-0.73221207,-0.78240335,0.34720755,0.5648485,-0.0104109,0.0055258,-0.0159367
27,0.33103698,0.41017362,"('hardhearted', 'softhearted')",0.2758089,0.3306859,1.0754668,1.1172941,0.5607709,0.6193845,-0.0586136
63,-0.3251975,0.10772432,"('unperceptive', 'insightful')",-0.4968049,-0.22965632,0.2978835,0.49999666,-0.1747063,0.1260216,-0.3007279
86,-0.31617767,-0.017938994,"('uninfluential', 'influential')",-0.8417959,-0.589285,-0.15708873,-0.080456525,-0.4383541,-0.2292268,-0.2091273
88,0.30644837,0.23087257,"('low', 'eminent')",-0.5048259,-0.6375308,-0.62718624,-0.6260467,-0.2751879,-0.344235,0.0690471
67,0.30062792,0.43264845,"('doubtful', 'determined')",0.5512329,0.7402176,-0.59946966,-0.59048176,0.0841304,0.1941281,-0.1099977
66,0.2936901,-0.008026525,"('inactive', 'active')",0.3535704,0.12063554,0.55974746,0.4520871,0.402336,0.188232,0.214104
29,-0.29173824,-0.23294897,"('unfair', 'fair')",-0.087106764,0.054420672,-0.25769046,-0.18978551,-0.2121785,-0.1227713,-0.0894072
72,-0.26494822,-0.100737214,"('unambitious', 'ambitious')",-0.6688427,-0.5173929,-0.03049485,0.087763555,-0.3214286,-0.1767888,-0.1446398
36,0.2603277,-0.016284928,"('hostile', 'amicable')",0.8019279,0.52380943,-0.3046497,-0.58680767,0.2525353,-0.0264277,0.278963
30,-0.25249997,0.066844374,"('intolerant', 'tolerant')",-1.034909,-0.7622969,0.49119824,0.54421365,-0.2654036,-0.050413,-0.2149906
16,-0.25191396,-0.30190933,"('unpopular', 'popular')",0.40145338,0.41355157,0.32786468,0.19716999,0.1591347,0.1029374,0.0561973
55,-0.23867749,0.004581969,"('incompetent', 'clever')",-1.7037818,-1.3628328,0.6108394,0.69662493,-0.4438733,-0.220542,-0.2233313
47,-0.21028753,-0.10180594,"('stupid', 'smart')",-0.5475,-0.47620785,5.410152,5.428128,1.5507881,1.6167046,-0.0659165
53,0.19505459,0.3303565,"('uncreative', 'creative')",-0.990538,-0.89282525,0.48083925,0.55946517,-0.1048814,-0.0010012,-0.1038802
41,-0.1918927,0.0028228946,"('unforgiving', 'forgiving')",-0.25661707,-0.16688453,-0.08727008,-0.27331403,-0.1785933,-0.1457919,-0.0328014
82,0.16288695,0.2211512,"('poor', 'rich')",-0.6211466,-0.68398225,6.711679,6.6232533,2.0844731,2.0534741,0.030999
87,-0.15863404,-0.22720775,"('unsuccessful', 'successful')",-0.7768246,-0.7808549,0.60204333,0.5338506,-0.1111384,-0.1580707,0.0469323
15,-0.091701865,-0.13955697,"('boring', 'funny')",0.18907155,0.21790844,-0.43499875,-0.35868695,-0.112543,-0.0934452,-0.0190978
80,-0.07459717,0.16557795,"('dominated', 'dominating')",-0.4854142,-0.20531654,-0.46404502,-0.3873009,-0.3413521,-0.1423465,-0.1990056
64,0.07193605,0.2095101,"('shy', 'confident')",-0.82304037,-0.7185583,-6.2178035,-6.214442,-2.3229693,-2.2411633,-0.081806
31,-0.05199872,-0.019944638,"('evil', 'good')",0.09981169,-0.06864256,-1.2704685,-1.4200193,-0.4075518,-0.5028688,0.095317
14,-0.051643856,0.20530884,"('antisocial', 'social')",-0.34791842,-0.057414,0.1902603,0.2825365,-0.0697673,0.1434771,-0.2132444
75,0.04054951,0.02875178,"('meek', 'impulsive')",0.3196638,0.3612492,-1.0285147,-1.0660928,-0.2227672,-0.2253639,0.0025967
44,-0.024042055,-0.18701808,"('prejudiced', 'unprejudiced')",-0.17898741,-0.2692204,-1.2615781,-1.3323853,-0.4882025,-0.5962079,0.1080054
43,0.017326906,0.21710485,"('irresponsible', 'responsible')",-1.3581465,-1.1350385,0.5957407,0.7796452,-0.2483596,-0.0460961,-0.2022635
5,0.008968413,0.019444585,"('distant', 'outgoing')",0.12475562,0.036483392,-1.1053067,-1.1627296,-0.3238609,-0.3689339,0.045073
24,0.004251614,0.237976,"('dishonest', 'honest')",-0.8295682,-0.52898467,0.35906273,0.36423057,-0.155418,0.0244073,-0.1798253
83,-0.0027258098,0.13129658,"('powerless', 'powerful')",0.20305997,0.40689045,-0.6718051,-0.5404904,-0.157157,-0.0007678,-0.1563892
