,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,male-female
74,1.1443254,1.1738057,"('undedicated', 'dedicated')",0.43001598,0.56797117,-0.20944247,-0.16530901,0.87062615,0.8836815,0.5588812,0.6150374,-0.0561562
5,1.1384732,0.7567881,"('distant', 'outgoing')",-0.17246033,-0.16470167,-0.93414897,-1.2769256,-0.24692968,-0.7181546,-0.0537665,-0.3507484,0.2969819
18,-1.0766761,-0.93195,"('disagreeable', 'welcoming')",-1.0542676,-0.9253334,-0.7646048,-0.6662075,-0.40608567,-0.44653112,-0.8254086,-0.7425055,-0.0829031
13,-1.0586369,-0.6351757,"('impolite', 'polite')",0.14466205,0.2938196,0.05311343,0.31062132,0.44153658,0.77935857,-0.1048312,0.1871559,-0.2919871
33,1.051766,0.8912109,"('wrong', 'right')",-0.023188083,0.035455957,0.44865972,0.3755674,-0.25715047,-0.4973782,0.3050218,0.201214,0.1038078
58,1.0469438,0.86571693,"('undiscriminating', 'discriminating')",0.26710942,0.12051022,-1.384903,-1.3460655,-0.3658558,-0.6053906,-0.1091764,-0.2413072,0.1321308
84,1.0350499,0.78280044,"('inferior', 'superior')",1.2026777,1.1492965,0.21052282,0.20107003,0.45228407,0.20274636,0.7251337,0.5839784,0.1411553
81,-0.9544528,-0.7283648,"('submissive', 'aggressive')",-0.43569756,-0.33084732,0.5732904,0.83891517,0.1510481,0.5093444,-0.1664529,0.0722618,-0.2387147
67,0.9099579,1.0363032,"('doubtful', 'determined')",1.1205922,1.1895839,1.2896845,1.2547202,-0.027691122,-0.18817255,0.8231359,0.8231087,2.72e-05
28,-0.90299046,-0.8950737,"('disloyal', 'loyal')",-0.3657382,-0.23732093,-0.66600084,-0.44061002,1.265317,1.4265198,-0.1673532,-0.0366212,-0.130732
54,0.84588784,0.7780803,"('incapable', 'capable')",0.6523807,0.7262963,-0.223231,-0.23455228,1.1951606,1.103493,0.6175495,0.5933293,0.0242202
17,-0.79996324,-0.80507034,"('nasty', 'nice')",-0.47557735,-0.5289192,-0.033908702,0.020227363,-0.6763868,-0.46007818,-0.496459,-0.4434601,-0.0529989
40,-0.7976141,-0.9627975,"('stingy', 'generous')",-0.67067134,-0.74817646,-0.028191943,0.05740083,-1.9223047,-2.1015494,-0.8546956,-0.9387807,0.0840851
34,-0.77077407,-0.64224267,"('mean', 'honorable')",-0.17772794,-0.23346016,-0.010737443,-0.030533444,4.963194,5.034556,1.0009886,1.0320799,-0.0310913
27,-0.744054,-0.95785105,"('hardhearted', 'softhearted')",-0.7596133,-0.8104575,-0.6061633,-0.7291159,0.5538818,0.47362378,-0.3889872,-0.5059502,0.116963
70,-0.7407858,-0.7214924,"('lethargic', 'energetic')",-0.6077311,-0.5427235,-0.26532593,-0.122843154,1.3152158,1.6251644,-0.0746568,0.0595263,-0.1341831
26,0.70417154,0.7794997,"('hardhearted', 'benevolent')",-0.16577165,-0.0094304215,-0.02907287,0.033613116,1.0963482,0.6644153,0.4014188,0.3670244,0.0343944
7,-0.70101553,-0.6734431,"('insensitive', 'sensitive')",-0.43842453,-0.43852362,-0.4982889,-0.43883926,0.3142245,0.40153262,-0.3308761,-0.2873183,-0.0435578
21,-0.65984493,-0.086261526,"('immoral', 'moral')",0.22227146,0.37562755,-0.01960186,0.48347735,-0.25163835,0.2727341,-0.1772034,0.2613944,-0.4385978
41,-0.65644467,-0.53433216,"('unforgiving', 'forgiving')",0.43186155,0.5739137,-0.74477136,-0.48675764,0.57656574,0.4399243,-0.0981972,-0.0018129,-0.0963843
22,-0.6189499,-0.671086,"('untrustworthy', 'trustworthy')",-0.37132636,-0.2690771,0.17889115,0.29206124,-0.54560375,-0.28353015,-0.3392472,-0.232908,-0.1063392
64,-0.61292255,-0.8118555,"('shy', 'confident')",-0.43354538,-0.40707797,0.8046389,0.67968106,-4.894964,-4.943315,-1.2841983,-1.3706418,0.0864435
6,0.60132146,0.30086333,"('distant', 'open')",-0.48902234,-0.4856019,-1.1612604,-1.498742,0.16242644,-0.3258158,-0.2216337,-0.5023241,0.2806904
14,-0.5599942,-0.32011655,"('antisocial', 'social')",0.23467422,0.43094864,0.5683061,0.81405365,0.174458,0.24027908,0.104361,0.2912912,-0.1869302
57,-0.55421966,-0.94646,"('unimaginative', 'imaginative')",-0.92670494,-0.95953876,-1.2944436,-1.145762,-2.4836988,-2.5477362,-1.3147668,-1.3998742,0.0851074
87,0.5532417,0.6204497,"('unsuccessful', 'successful')",0.6972294,0.67748517,0.8544417,0.84607655,0.50326943,0.6171403,0.6520455,0.6902879,-0.0382424
53,0.53812486,0.55051965,"('uncreative', 'creative')",-0.9311884,-0.83086663,-1.6908072,-1.4878885,0.7852436,0.771847,-0.3246568,-0.2490971,-0.0755597
36,-0.53052145,-0.6415747,"('hostile', 'amicable')",-0.86537707,-0.84720135,-0.5587583,-0.6031059,-0.014701344,-0.30881837,-0.4923396,-0.600175,0.1078354
0,-0.5304774,-0.31965086,"('unsociable', 'sociable')",1.0090104,1.0420748,-1.014933,-0.9052508,0.8655314,1.0269624,0.0822829,0.2110339,-0.128751
10,-0.52880085,-0.5160691,"('unsympathetic', 'sympathetic')",-0.41350397,-0.42970315,-1.5191556,-1.2339364,0.4653785,0.8267428,-0.4990205,-0.3382415,-0.160779
9,0.52221,0.3736577,"('unaffectionate', 'caring')",-0.4805324,-0.35174406,-2.1950982,-2.1634002,1.3948327,1.1437718,-0.1896469,-0.2494287,0.0597818
59,0.5199191,0.45378685,"('foolish', 'wise')",0.08066303,0.20656626,0.52593356,0.4243895,0.19103874,-0.15456446,0.3293886,0.2325446,0.096844
42,0.5083645,0.46940863,"('unreliable', 'reliable')",0.4571578,0.49097112,0.7938224,0.89727724,-2.5350008,-2.559679,-0.193914,-0.1755055,-0.0184085
16,-0.47985917,-0.24983577,"('unpopular', 'popular')",-0.5782208,-0.5765948,-0.691749,-0.52789193,0.30811778,0.43751454,-0.3604278,-0.229202,-0.1312258
37,0.47050303,0.15217304,"('fake', 'genuine')",-0.4703446,-0.5932133,-0.33502418,-0.4757458,-0.09870612,-0.26659805,-0.108393,-0.295846,0.187453
38,0.4613159,0.52690655,"('untruthful', 'truthful')",0.25636095,0.26871002,-0.81863374,-0.7551145,0.5058711,0.46176594,0.1012286,0.125567,-0.0243384
55,-0.45607424,-0.3420298,"('incompetent', 'clever')",0.09651639,0.22418883,-0.44588554,-0.06871487,0.48114747,1.0264579,-0.081074,0.2099755,-0.2910495
48,-0.4530148,-0.4168019,"('unintelligent', 'intelligent')",-0.24869409,-0.17049973,-1.2086142,-0.86851496,-0.3032355,-0.03469987,-0.5533897,-0.3726291,-0.1807606
78,-0.44142798,-0.49411875,"('nonresilient', 'resilient')",0.2505066,0.07705857,-1.0447959,-0.85879546,0.29666755,0.50335455,-0.2347624,-0.1931253,-0.0416371
88,0.43039042,0.48848575,"('low', 'eminent')",-0.586516,-0.36190295,-0.32827523,-0.1759675,0.078739226,0.12099494,-0.1014154,0.0179026,-0.119318
86,-0.41494036,-0.6068332,"('uninfluential', 'influential')",-0.6310552,-0.66294664,-2.5635087,-2.4089713,-0.4386469,-0.26619476,-1.0120378,-0.9862365,-0.0258013
1,0.40506098,0.23339984,"('unfriendly', 'friendly')",-0.4932521,-0.37329897,-1.7600936,-1.657418,1.7225684,1.2775571,-0.0314291,-0.12994,0.0985109
80,0.40461653,0.4464417,"('dominated', 'dominating')",0.48008955,0.31261784,1.0351032,1.0740986,-0.6102098,-0.22591925,0.3273999,0.4018097,-0.0744098
11,-0.39644313,-0.25575787,"('unhelpful', 'helpful')",0.5138483,0.6099748,-0.40133944,-0.05703618,2.5092506,2.7720594,0.5563291,0.76731,-0.2109809
32,0.3757563,0.52117884,"('unkind', 'kind')",0.35299778,0.49353865,-0.23998219,-0.01481583,0.81833315,1.01773,0.3267763,0.5044079,-0.1776316
15,0.35212654,0.36581817,"('boring', 'funny')",0.42326033,0.5497788,0.18892623,0.29024857,-0.4389058,-0.557067,0.1313518,0.1621947,-0.0308429
68,-0.34024945,-0.3440147,"('dependent', 'independent')",-0.7148883,-0.687675,-0.3714673,-0.37696254,-1.1946518,-1.1607661,-0.6553142,-0.6423546,-0.0129596
76,-0.33823276,-0.1282119,"('anxious', 'daring')",-0.45739177,-0.37416703,0.5909909,0.8200683,0.2343821,0.59931004,0.0074371,0.2292498,-0.2218127
79,0.32620338,0.0046513025,"('wavering', 'unwavering')",-0.34992957,-0.39642376,-0.69824934,-0.72068423,-0.42882234,-0.538955,-0.2876995,-0.4128529,0.1251534
49,0.31021714,0.4300702,"('unable', 'able')",0.4320076,0.50306046,-0.21741746,-0.06180095,-0.61487365,-0.30547163,-0.0225166,0.1414645,-0.1639811
24,-0.28825012,-0.38061777,"('dishonest', 'honest')",-0.901466,-0.7835074,-0.4833683,-0.45177016,0.756948,0.69343925,-0.2290341,-0.230614,0.0015799
2,-0.26410747,0.103324614,"('unlikable', 'likable')",-0.22026634,-0.0090137515,1.0379109,1.1260972,0.96376425,0.89052,0.3793253,0.527732,-0.1484067
23,-0.25231695,-0.010198893,"('insincere', 'sincere')",0.690458,0.8152808,-0.87300587,-0.63446593,6.4981246,6.7880955,1.5158149,1.7396779,-0.223863
46,-0.24881192,-0.19359837,"('uncompetitive', 'competitive')",0.7416227,0.644843,-1.1239556,-0.88952535,0.14454238,0.6617899,-0.1216506,0.0558773,-0.1775279
25,-0.24406442,-0.12023756,"('egoistic', 'altruistic')",-0.46233052,-0.3337809,-0.54452145,-0.45285633,1.1603501,1.1885376,-0.0226416,0.0704157,-0.0930573
63,0.24086796,0.27494287,"('unperceptive', 'insightful')",0.26564634,0.36994547,-0.5840365,-0.41423598,0.9116773,0.9728486,0.2085388,0.3008752,-0.0923364
72,0.20273224,0.11451668,"('unambitious', 'ambitious')",-0.64261264,-0.60501623,-0.5376352,-0.44283056,-0.2503636,-0.12561016,-0.3069698,-0.2647351,-0.0422347
62,-0.1871985,-0.044419333,"('incompetent', 'brilliant')",-0.45843476,-0.28757942,0.11300582,0.36226988,0.46427616,0.783959,-0.0170878,0.2035575,-0.2206453
47,0.18580994,0.30194938,"('stupid', 'smart')",0.6711022,0.7150026,0.5511796,0.5111097,5.6936893,5.7325377,1.7754452,1.8151499,-0.0397047
50,-0.18191507,-0.15656984,"('clumsy', 'skillful')",0.2313726,0.20450571,0.6837795,0.74936897,-0.038021892,-0.012462974,0.1738038,0.1962105,-0.0224067
44,-0.16997647,-0.24190256,"('prejudiced', 'unprejudiced')",-0.17506914,-0.2441346,1.567037,1.3988827,-0.8355958,-0.8097346,0.0965989,0.0257778,0.0708211
60,-0.16831884,0.09678622,"('inefficient', 'efficient')",1.0523032,1.09081,0.05262016,0.41092944,0.99476355,1.4752609,0.482842,0.7684466,-0.2856046
19,-0.15993246,-0.22604382,"('inhospitable', 'hospitable')",-0.87504876,-0.8654821,-1.7608563,-1.7943883,-0.9470556,-1.0811731,-0.9357232,-0.9917718,0.0560486
4,-0.1470279,-0.46462458,"('disliked', 'liked')",-0.75791085,-0.8358644,-0.6084025,-0.62345505,-6.7832346,-7.221867,-2.0741439,-2.2864528,0.2123089
43,0.13868856,0.17008707,"('irresponsible', 'responsible')",0.053079862,0.14697215,-0.41599882,-0.31191143,1.0273015,1.0684999,0.2007678,0.2684119,-0.0676441
75,0.13397709,-0.011592083,"('meek', 'impulsive')",-0.17570716,-0.19812202,0.369114,0.35488108,-1.163804,-1.1982468,-0.209105,-0.26327,0.054165
31,-0.07044177,-0.25813773,"('evil', 'good')",-1.2458143,-1.2355177,-1.0611372,-1.196812,-1.5848013,-1.9231242,-0.9905486,-1.1533979,0.1628493
29,0.07029427,-0.037318654,"('unfair', 'fair')",-0.10241556,-0.19873333,-0.12443097,-0.11173402,-0.76617026,-0.8215081,-0.2306806,-0.2923235,0.0616429
35,0.06757567,-0.16316067,"('corrupt', 'incorrupt')",-1.0995802,-1.127583,0.36029783,0.107586525,-0.5825596,-0.765642,-0.3135666,-0.4871998,0.1736332
30,0.05983492,0.33884898,"('intolerant', 'tolerant')",-0.13218391,0.025453538,0.09761958,0.2440926,1.1800536,1.3685491,0.301331,0.4942361,-0.1929051
61,0.050862566,0.065709636,"('illogical', 'logical')",-0.3429727,-0.23015608,-0.47005436,-0.37340692,0.38887882,0.49785396,-0.0933214,-0.0099998,-0.0833216
66,0.049268134,-0.39223084,"('inactive', 'active')",-0.86266744,-1.010937,0.43772933,0.12863782,0.9787402,0.68355733,0.1507676,-0.1477432,0.2985108
52,0.040415667,0.16560212,"('irrational', 'rational')",0.13710953,0.14739466,-0.89830625,-0.8744939,-0.005783735,-0.38331285,-0.1816412,-0.2362025,0.0545613
12,0.032818027,-0.12521046,"('unsupportive', 'supportive')",0.08096158,0.14062585,-0.59660053,-0.55966765,-1.1459235,-1.2245183,-0.4071861,-0.4421926,0.0350065
20,0.030605864,0.119048715,"('rough', 'thoughtful')",0.004861247,0.014669001,0.54322714,0.7089938,0.89518917,0.9423141,0.3684708,0.4462564,-0.0777856
8,0.0050112195,-0.127573,"('unaffectionate', 'affectionate')",-0.97337794,-0.8240035,-2.5346339,-2.6058614,0.152725,-0.19394663,-0.8375689,-0.9378461,0.1002772
