,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,male-female
73,2.455364,2.5091157,"('helpless', 'self-reliant')",0.2798262,0.4214649,0.5563104,0.5914404,-3.8841038,-3.8421907,-0.1481508,-0.0800424,-0.0681084
85,1.942418,1.6786349,"('insignificant', 'prestigious')",-0.3591075,-0.28973076,-0.30976164,-0.19286928,-0.56540513,-0.50716645,0.1770359,0.1722171,0.0048188
3,-1.6751856,-1.6794834,"('repellent', 'pleasant')",-0.7156728,-0.90740377,0.21726969,0.06776157,0.9531498,0.6663448,-0.3051097,-0.4631951,0.1580854
45,-1.4835067,-1.4780635,"('incompetent', 'competent')",-0.44384027,-0.50301784,-0.38225868,-0.29114744,0.26271442,0.22862984,-0.5117228,-0.5108997,-0.0008231
82,-1.4419372,-1.1517634,"('poor', 'rich')",-0.7831599,-0.6583915,-0.80102634,-0.6689948,5.8089924,5.888555,0.6957172,0.8523513,-0.1566341
51,-1.3772306,-1.248362,"('uneducated', 'educated')",-0.37716076,-0.5666232,-0.65075344,-0.5647429,0.31192175,0.22237271,-0.5233058,-0.5393388,0.016033
56,1.3062252,1.4312794,"('impractical', 'practical')",1.5486339,1.617508,0.31322876,0.5302245,0.34324113,0.4469848,0.8778323,1.0064993,-0.128667
71,1.2341799,1.2000227,"('diffident', 'self-confident')",1.3126382,1.3662862,-1.1185782,-0.98600537,0.8879421,0.9914947,0.5790455,0.6429496,-0.0639041
65,-1.2262479,-1.5433495,"('insecure', 'secure')",0.57515633,0.2958356,0.6359275,0.38227013,1.1995671,1.1000731,0.2961007,0.0587073,0.2373934
69,1.1942918,1.0844359,"('lazy', 'industrious')",0.73553777,0.81333613,1.2709845,1.1441914,-1.2276807,-1.2560637,0.4932834,0.446475,0.0468084
39,1.1927618,1.1494546,"('exploitative', 'cooperative')",1.3416255,1.389775,1.399016,1.1345087,1.2905953,1.2397082,1.3059995,1.2283616,0.0776379
5,1.1812543,1.1688383,"('distant', 'outgoing')",-0.03959087,0.18969257,-0.9728213,-0.8495442,-0.45446113,-0.22888318,-0.0714047,0.0700259,-0.1414306
74,1.1303197,1.2794721,"('undedicated', 'dedicated')",0.51347834,0.43875962,-0.2133713,-0.03294622,0.795879,0.65510106,0.5565765,0.5850966,-0.0285201
81,-1.1261914,-0.91242,"('submissive', 'aggressive')",-0.5921076,-0.4421432,0.67324865,0.75643414,0.16167966,0.20746699,-0.2208427,-0.0976655,-0.1231772
77,-1.1243496,-1.4668798,"('unmotivated', 'motivated')",-0.23770793,-0.37247658,-0.22595659,-0.26551992,0.011493364,0.008636164,-0.3941302,-0.52406,0.1299298
58,1.1195045,1.2503368,"('undiscriminating', 'discriminating')",0.42597425,0.3239367,-1.4525998,-1.2915945,-0.56690115,-0.6214882,-0.1185056,-0.0847023,-0.0338033
18,-1.1186842,-1.273779,"('disagreeable', 'welcoming')",-1.0433972,-1.0279886,-0.7576185,-0.68644553,-0.48871535,-0.62808704,-0.8521038,-0.904075,0.0519712
83,1.0735745,1.086482,"('powerless', 'powerful')",0.80972207,0.7011699,0.2650882,0.27669993,-0.4372683,-0.36824942,0.4277791,0.4240257,0.0037534
84,1.0711021,0.70841587,"('inferior', 'superior')",1.2792246,1.2109102,0.1703656,0.106342606,0.101842366,0.04650958,0.6556337,0.5180445,0.1375892
13,-1.0228653,-1.0190959,"('impolite', 'polite')",0.18407266,0.25310493,0.28125727,0.21532533,0.7509042,0.74219656,0.0483422,0.0478827,0.0004595
33,1.0148399,0.7280772,"('wrong', 'right')",-0.042127173,-0.034504697,0.43780154,0.28301886,-0.40678406,-0.45851436,0.2509325,0.1295193,0.1214132
27,-0.8444326,-1.0953189,"('hardhearted', 'softhearted')",-0.68505436,-0.7260114,-0.5345575,-0.6533944,0.6376416,0.41090366,-0.3566007,-0.5159553,0.1593546
28,-0.83414406,-1.0672696,"('disloyal', 'loyal')",-0.15138726,-0.19139089,-0.57987094,-0.5240088,1.3810592,1.3652064,-0.0460858,-0.1043657,0.0582799
40,-0.791612,-0.94559264,"('stingy', 'generous')",-0.6256194,-0.5844124,-0.042351052,0.065367416,-2.1792705,-2.3371656,-0.9097133,-0.9504508,0.0407375
67,0.78742427,0.70522624,"('doubtful', 'determined')",1.0333233,1.0909967,1.2863137,1.2960875,-0.15243497,-0.19544858,0.7386566,0.7242154,0.0144412
7,-0.77901655,-0.7452653,"('insensitive', 'sensitive')",-0.37567228,-0.31109765,-0.35609972,-0.3946222,0.46595362,0.36536258,-0.2612087,-0.2714056,0.0101969
70,-0.77487975,-0.43002984,"('lethargic', 'energetic')",-0.6033859,-0.59474516,-0.20181283,-0.032973655,1.5320667,1.5462573,-0.0120029,0.1221271,-0.13413
17,-0.76866424,-0.7896342,"('nasty', 'nice')",-0.5420703,-0.41096234,0.043885358,0.010236591,-0.6024412,-0.7413048,-0.4673226,-0.4829162,0.0155936
34,-0.7597598,-0.61447614,"('mean', 'honorable')",-0.13712743,-0.04010398,0.07102827,0.16188753,5.0418005,5.0758286,1.0539854,1.145784,-0.0917986
26,0.7578959,0.70406246,"('hardhearted', 'benevolent')",0.031759195,0.036611963,-0.09759244,0.05107765,0.8753936,0.7736797,0.3918641,0.391358,0.0005061
54,0.72976255,0.77505165,"('incapable', 'capable')",0.589098,0.6395706,-0.29745892,-0.29027787,1.1278846,1.2263585,0.5373216,0.5876758,-0.0503542
14,-0.6646843,-0.5439906,"('antisocial', 'social')",0.32028267,0.16413665,0.67985964,0.6979263,0.21616206,0.121223,0.137905,0.1098238,0.0280812
6,0.6569427,0.6724937,"('distant', 'open')",-0.34580335,-0.12342693,-1.268874,-1.0715997,-0.071820825,0.08585672,-0.2573889,-0.1091691,-0.1482198
64,-0.629775,-1.0540417,"('shy', 'confident')",-0.45130265,-0.60604197,0.92438334,0.63704604,-4.9485745,-5.0347958,-1.2763172,-1.5144584,0.2381412
48,-0.6188617,-0.62555414,"('unintelligent', 'intelligent')",-0.19108827,-0.19319119,-1.1657298,-1.0771208,-0.06341322,-0.0241003,-0.5097732,-0.4799916,-0.0297816
21,-0.6185064,-0.8107788,"('immoral', 'moral')",0.34242335,0.12322064,0.10509543,0.17461076,0.122598514,-0.01689089,-0.0120973,-0.1324596,0.1203623
59,0.60123914,0.41354504,"('foolish', 'wise')",0.13727719,0.2426546,0.4683256,0.41330844,0.05096654,0.018100271,0.3144521,0.2719021,0.04255
57,-0.57370734,-0.5139852,"('unimaginative', 'imaginative')",-0.8262352,-0.8995648,-1.2700964,-1.0187991,-2.612969,-2.5871768,-1.3207519,-1.2548815,-0.0658704
53,0.5659599,0.7015864,"('uncreative', 'creative')",-0.75234604,-0.80110824,-1.5931993,-1.4864032,0.84710854,0.7218356,-0.2331192,-0.2160224,-0.0170968
9,0.5466225,0.3379973,"('unaffectionate', 'caring')",-0.34136155,-0.18717249,-2.1438885,-2.066433,1.4003476,1.3817213,-0.13457,-0.1334717,-0.0010983
1,0.5460209,0.18502702,"('unfriendly', 'friendly')",-0.19441465,-0.15524265,-1.6916145,-1.6187025,1.4215618,1.3252573,0.0203884,-0.0659152,0.0863036
0,-0.5386879,-0.8435895,"('unsociable', 'sociable')",1.1141378,0.91103005,-0.92796475,-0.9810179,0.9055895,0.84144235,0.1382687,-0.0180337,0.1563024
87,0.5082454,0.5588422,"('unsuccessful', 'successful')",0.656029,0.67447376,0.88433975,0.8196539,0.6040571,0.5046971,0.6631678,0.6394168,0.023751
55,-0.5065405,-0.43041697,"('incompetent', 'clever')",0.11434117,-0.015720822,-0.29586592,-0.3630046,0.871245,0.6916066,0.0457949,-0.0293839,0.0751788
41,-0.5006281,-0.7316212,"('unforgiving', 'forgiving')",0.5940969,0.5403913,-0.76088566,-0.49541172,0.46084636,0.36756966,-0.0516426,-0.079768,0.0281254
10,-0.49894345,-0.6971465,"('unsympathetic', 'sympathetic')",-0.26418152,-0.49463692,-1.288107,-1.2971545,0.77957046,0.7231966,-0.3179154,-0.4414353,0.1235199
42,0.48802048,0.59174716,"('unreliable', 'reliable')",0.40083933,0.49117947,0.81750023,1.1116434,-2.4169044,-2.3290966,-0.1776361,-0.0336316,-0.1440045
16,-0.46358532,-0.3152017,"('unpopular', 'popular')",-0.69373107,-0.47826526,-0.7825765,-0.6741624,0.3753296,0.3978513,-0.3911408,-0.2674445,-0.1236963
76,-0.4566777,-0.23118499,"('anxious', 'daring')",-0.5035362,-0.48216966,0.6424146,0.78800464,0.38231826,0.5236414,0.0161297,0.1495728,-0.1334431
22,-0.4418447,-0.5628182,"('untrustworthy', 'trustworthy')",-0.26172754,-0.5388486,0.32868704,0.33350724,-0.27311134,-0.3918964,-0.1619991,-0.290014,0.1280149
36,-0.4278832,-0.66225696,"('hostile', 'amicable')",-0.8088251,-0.79623866,-0.81190085,-0.74331695,-0.39396873,-0.48626012,-0.6106445,-0.6720182,0.0613737
38,0.414722,0.482087,"('untruthful', 'truthful')",0.32876348,0.41187608,-0.81842506,-0.6087173,0.42431042,0.6614211,0.0873427,0.2366667,-0.149324
25,-0.40672487,-0.602328,"('egoistic', 'altruistic')",-0.5401248,-0.521092,-0.542917,-0.5583637,1.0469218,0.94977665,-0.1107112,-0.1830018,0.0722906
44,-0.38547528,-0.23596835,"('prejudiced', 'unprejudiced')",-0.31567818,-0.11475559,1.421345,1.3458384,-0.88987696,-0.709176,-0.0424214,0.0714846,-0.113906
37,0.37019256,0.25518548,"('fake', 'genuine')",-0.4582566,-0.45779634,-0.29393113,-0.3667145,-0.020068169,-0.14136058,-0.1005158,-0.1776715,0.0771557
79,0.36691403,0.29374415,"('wavering', 'unwavering')",-0.30171958,-0.15331669,-0.798341,-0.56989145,-0.6138539,-0.383496,-0.3367501,-0.20324,-0.1335101
78,-0.3646775,-0.4745618,"('nonresilient', 'resilient')",0.36838126,0.20812191,-0.98417324,-0.78313696,0.39607593,0.43509808,-0.1460984,-0.1536197,0.0075213
68,-0.35408676,-0.53564477,"('dependent', 'independent')",-0.6254243,-0.7936001,-0.32351452,-0.48328128,-1.1343906,-1.2397666,-0.609354,-0.7630732,0.1537192
80,0.33930233,0.50964475,"('dominated', 'dominating')",0.40903565,0.1573989,1.1122321,1.0494323,-0.37850654,-0.39778382,0.3705159,0.3296731,0.0408428
15,0.33785895,0.29458866,"('boring', 'funny')",0.34856552,0.45344263,0.11095899,0.2632752,-0.6203566,-0.41855615,0.0442567,0.1481876,-0.1039309
24,-0.32073104,-0.37626806,"('dishonest', 'honest')",-0.8085249,-0.7382861,-0.27957243,-0.33226585,0.8472736,0.86230505,-0.1403887,-0.1461287,0.00574
11,-0.31311867,-0.113284886,"('unhelpful', 'helpful')",0.58581316,0.6660028,-0.15915845,-0.082050405,2.7130096,2.8164954,0.7066364,0.8217908,-0.1151544
88,0.30704838,0.20031253,"('low', 'eminent')",-0.6658863,-0.64678204,-0.41856045,-0.46926284,-0.0998623,-0.06313429,-0.2193152,-0.2447167,0.0254015
86,-0.30069995,-0.45694605,"('uninfluential', 'influential')",-0.47647315,-0.76304746,-2.3848066,-2.4212189,-0.13095969,-0.3148385,-0.8232349,-0.9890127,0.1657778
49,0.29216358,0.48837668,"('unable', 'able')",0.478297,0.5244351,-0.14742659,-0.011731411,-0.35316402,-0.1957522,0.0674675,0.201332,-0.1338645
23,-0.28755674,-0.41456875,"('insincere', 'sincere')",0.7842008,0.7288578,-0.7382255,-0.72557735,6.67582,6.6530194,1.6085596,1.5604328,0.0481268
32,0.2771314,0.24597985,"('unkind', 'kind')",0.46287605,0.537333,-0.11189731,-0.043903008,1.1264514,1.1705046,0.4386404,0.4774786,-0.0388382
2,-0.2674728,-0.32068002,"('unlikable', 'likable')",-0.23319933,-0.2783043,1.0888633,1.1957958,0.8804099,0.9699297,0.3671502,0.3916853,-0.0245351
63,0.24151172,0.3120102,"('unperceptive', 'insightful')",0.2950009,0.24929574,-0.572509,-0.3502214,1.0114701,1.1434634,0.2438684,0.338637,-0.0947686
