,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,male-female
61,0.23454079,-0.011728121,"('illogical', 'logical')",-0.1976012,-0.3067557,-0.22770399,-0.41997424,0.55684745,0.41741687,0.0915208,-0.0802603,0.1717811
50,-0.22440554,-0.29286724,"('clumsy', 'skillful')",0.22025064,0.15598446,0.75734854,0.6607168,0.08287601,0.042938396,0.2090174,0.1416931,0.0673243
19,-0.20809093,-0.10911777,"('inhospitable', 'hospitable')",-0.91187805,-0.7584859,-1.8000602,-1.6167452,-1.0592221,-0.91128725,-0.9948128,-0.848909,-0.1459038
52,0.2034572,-0.28486016,"('irrational', 'rational')",0.20886081,0.17496568,-0.9961115,-0.98637694,-0.33964267,-0.48640212,-0.230859,-0.3956684,0.1648094
60,-0.18432356,-0.17996593,"('inefficient', 'efficient')",1.1303515,0.9890749,0.4201264,0.26847562,1.3535107,1.3770494,0.6799163,0.6136585,0.0662578
62,-0.16203527,0.2195161,"('incompetent', 'brilliant')",-0.45247933,-0.3450906,0.3431446,0.5261375,0.7868716,0.9834069,0.1288754,0.3459925,-0.2171171
72,0.14900532,0.11617464,"('unambitious', 'ambitious')",-0.6639199,-0.5947364,-0.40445977,-0.42679557,-0.07427489,0.034963183,-0.2484123,-0.2175985,-0.0308138
66,-0.13656059,-0.09176846,"('inactive', 'active')",-0.8718022,-0.78911245,0.23407505,0.2363156,0.8917756,0.6994777,0.029372,0.0137281,0.0156439
46,-0.1345798,-0.108464696,"('uncompetitive', 'competitive')",0.8852297,0.6124432,-0.96008945,-1.0366479,0.48764277,0.40050605,0.0695508,-0.0330408,0.1025916
4,-0.13204287,-0.16391324,"('disliked', 'liked')",-0.8207595,-0.73619044,-0.72918665,-0.4893817,-7.3651943,-7.286296,-2.2617958,-2.1689453,-0.0928505
47,0.101680644,0.20103057,"('stupid', 'smart')",0.6602885,0.6938105,0.62637603,0.6083883,5.7439666,5.739327,1.783078,1.8106391,-0.0275611
29,0.07963664,-0.030027315,"('unfair', 'fair')",0.071103185,-0.043535206,-0.051370095,-0.07741434,-0.6248696,-0.80925405,-0.131375,-0.2400577,0.1086827
31,0.074652545,-0.21838604,"('evil', 'good')",-1.131203,-1.0942793,-1.1734489,-1.1071997,-1.725966,-1.821105,-0.9889914,-1.0602425,0.0712511
75,0.06404645,0.4631637,"('meek', 'impulsive')",-0.2974825,-0.19991225,0.19138718,0.46752226,-1.2374089,-1.0272086,-0.3198645,-0.0741087,-0.2457558
43,0.058127645,0.16386205,"('irresponsible', 'responsible')",0.2263794,0.14152555,-0.3210339,-0.17434874,1.2079492,1.3616475,0.2928556,0.3731716,-0.080316
35,0.052883588,0.05556903,"('corrupt', 'incorrupt')",-1.0962747,-0.9309776,0.21568769,0.28070226,-0.7695876,-0.78918475,-0.3993227,-0.3459728,-0.0533499
30,-0.03201932,0.24614377,"('intolerant', 'tolerant')",-0.13099262,-0.03407956,0.1775651,0.37171242,1.123919,1.2351333,0.284618,0.4547275,-0.1701095
8,0.009017214,-0.06771076,"('unaffectionate', 'affectionate')",-0.9356084,-0.7638398,-2.5419073,-2.521368,0.024376156,0.089438364,-0.8610306,-0.81587,-0.0451606
20,0.0076100724,0.078661434,"('rough', 'thoughtful')",-0.012888692,0.022474764,0.5656261,0.58807963,0.90762633,0.79073983,0.3669934,0.3699889,-0.0029955
12,0.0036029816,0.015756994,"('unsupportive', 'supportive')",0.17357354,0.22044492,-0.5719846,-0.43738547,-1.2116399,-1.1834292,-0.401612,-0.3461532,-0.0554588
