,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
55,0.83068794,0.85998356,"('incompetent', 'clever')",0.35077393,0.4151276,0.5907309,0.6375556,-0.0468247
43,0.8233406,0.7009851,"('irresponsible', 'responsible')",0.6123926,0.59273607,0.7178666,0.6468606,0.071006
8,-0.818127,-0.9844712,"('unaffectionate', 'affectionate')",0.5829057,0.38360026,-0.1176106,-0.3004355,0.1828249
18,-0.793686,-0.7116665,"('disagreeable', 'welcoming')",-0.37699732,-0.36271644,-0.5853416,-0.5371915,-0.0481501
33,0.7668054,0.57500577,"('wrong', 'right')",-0.778864,-0.95265603,-0.0060293,-0.1888251,0.1827958
35,-0.7437595,-0.74599904,"('corrupt', 'incorrupt')",-0.5598978,-0.53953046,-0.6518286,-0.6427647,-0.0090639
11,0.72270995,0.81691587,"('unhelpful', 'helpful')",1.6707429,1.7909819,1.1967264,1.3039489,-0.1072225
73,0.68642694,0.6132261,"('helpless', 'self-reliant')",-2.3628962,-2.6292043,-0.8382347,-1.007989,0.1697543
87,0.67964405,0.40930504,"('unsuccessful', 'successful')",1.1767528,0.9316822,0.9281985,0.6704936,0.2577049
86,-0.67329293,-0.83454835,"('uninfluential', 'influential')",0.19747864,0.010128297,-0.2379071,-0.41221,0.1743029
80,0.67060447,0.6017281,"('dominated', 'dominating')",-1.1413012,-1.2504805,-0.2353483,-0.3243762,0.0890279
85,-0.6653273,-0.7979205,"('insignificant', 'prestigious')",0.7847817,0.6015223,0.0597272,-0.0981991,0.1579263
71,-0.65157545,-0.8923922,"('diffident', 'self-confident')",0.45490867,0.24955654,-0.0983334,-0.3214178,0.2230844
7,0.6437287,0.5175733,"('insensitive', 'sensitive')",0.67207247,0.5708005,0.6579006,0.5441869,0.1137137
9,-0.61839473,-0.7891006,"('unaffectionate', 'caring')",0.9297466,0.75598407,0.1556759,-0.0165583,0.1722342
74,0.60990053,0.40630063,"('undedicated', 'dedicated')",0.39081478,0.25480115,0.5003576,0.3305509,0.1698067
72,-0.6017614,-0.61439264,"('unambitious', 'ambitious')",-1.0402783,-1.0905167,-0.8210199,-0.8524547,0.0314348
84,0.5846112,0.4319293,"('inferior', 'superior')",1.1586471,1.174422,0.8716291,0.8031757,0.0684534
37,0.5754509,0.28424495,"('fake', 'genuine')",0.30911103,0.09815218,0.4422809,0.1911986,0.2510823
66,-0.558359,-0.9390144,"('inactive', 'active')",0.74482185,0.4861713,0.0932314,-0.2264215,0.3196529
67,0.55546486,0.6086514,"('doubtful', 'determined')",-0.70372355,-0.4865067,-0.0741293,0.0610723,-0.1352016
83,-0.5409099,-0.43469113,"('powerless', 'powerful')",-0.78346556,-0.6378051,-0.6621877,-0.5362481,-0.1259396
15,-0.5196002,-0.3568908,"('boring', 'funny')",0.23362458,0.2705423,-0.1429878,-0.0431743,-0.0998135
2,0.519012,0.59261453,"('unlikable', 'likable')",0.5065488,0.5584905,0.5127804,0.5755525,-0.0627721
57,-0.5132381,-0.53110474,"('unimaginative', 'imaginative')",-1.7289196,-2.0095425,-1.1210788,-1.2703236,0.1492448
76,0.49163157,0.47223556,"('anxious', 'daring')",0.2528293,0.30421293,0.3722304,0.3882242,-0.0159938
52,-0.48042038,-0.55014414,"('irrational', 'rational')",0.074306004,-0.020510804,-0.2030572,-0.2853275,0.0822703
58,0.4566546,0.15489805,"('undiscriminating', 'discriminating')",0.40957206,0.19296628,0.4331133,0.1739322,0.2591811
25,-0.45277053,-0.5787792,"('egoistic', 'altruistic')",1.3128039,1.3704517,0.4300167,0.3958362,0.0341805
13,0.44792363,0.65007895,"('impolite', 'polite')",-0.45436192,-0.27863854,-0.0032191,0.1857202,-0.1889393
75,-0.44368422,-0.4115319,"('meek', 'impulsive')",-0.64596254,-0.6680825,-0.5448234,-0.5398072,-0.0050162
16,-0.41397756,-0.4595127,"('unpopular', 'popular')",0.40080476,0.35019895,-0.0065864,-0.0546569,0.0480705
68,-0.4134677,-0.47023058,"('dependent', 'independent')",-0.2017295,-0.45836115,-0.3075986,-0.4642959,0.1566973
27,-0.40753564,-0.6243853,"('hardhearted', 'softhearted')",1.5140209,1.162991,0.5532426,0.2693029,0.2839397
40,-0.38772964,-0.57508224,"('stingy', 'generous')",-0.9770563,-1.3969233,-0.682393,-0.9860028,0.3036098
23,0.38608116,0.36883456,"('insincere', 'sincere')",4.8700366,5.0614753,2.6280589,2.7151549,-0.087096
49,-0.3814269,-0.21381786,"('unable', 'able')",-0.09180146,-0.09646722,-0.2366142,-0.1551425,-0.0814717
29,-0.371805,-0.57195777,"('unfair', 'fair')",-0.5832828,-0.69941103,-0.4775439,-0.6356844,0.1581405
46,0.36788476,0.15316516,"('uncompetitive', 'competitive')",-0.10674806,-0.14631228,0.1305684,0.0034264,0.127142
12,0.35530168,0.121673554,"('unsupportive', 'supportive')",-1.1231828,-1.4622971,-0.3839405,-0.6703117,0.2863712
42,0.34545273,0.38049638,"('unreliable', 'reliable')",-2.5433772,-2.8213415,-1.0989622,-1.2204225,0.1214603
26,-0.3446239,-0.2204574,"('hardhearted', 'benevolent')",1.7839496,1.9074664,0.7196628,0.8435045,-0.1238417
28,-0.31343555,-0.18494664,"('disloyal', 'loyal')",0.7454531,0.8906143,0.2160088,0.3528338,-0.136825
10,0.3044925,0.2542534,"('unsympathetic', 'sympathetic')",0.0691634,-0.014618479,0.186828,0.1198175,0.0670105
22,0.29820532,0.2968126,"('untrustworthy', 'trustworthy')",-0.77912426,-0.7339878,-0.2404595,-0.2185876,-0.0218719
47,0.29151368,0.37959874,"('stupid', 'smart')",4.424882,4.735167,2.3581977,2.5573828,-0.1991851
44,-0.2745488,-0.27947,"('prejudiced', 'unprejudiced')",-1.3981167,-1.4519918,-0.8363327,-0.8657309,0.0293982
82,-0.2725421,-0.10775958,"('poor', 'rich')",4.976519,5.282982,2.3519886,2.5876112,-0.2356226
65,0.24321318,0.48932064,"('insecure', 'secure')",-0.20843053,-0.08854021,0.0173913,0.2003902,-0.1829989
38,-0.23650041,-0.24496073,"('untruthful', 'truthful')",-0.3190077,-0.31769398,-0.2777541,-0.2813274,0.0035733
63,0.1865766,0.09130377,"('unperceptive', 'insightful')",1.3775105,1.2031854,0.7820436,0.6472446,0.134799
54,-0.18638206,-0.2971934,"('incapable', 'capable')",0.91363496,0.844338,0.3636265,0.2735723,0.0900542
64,-0.18485141,-0.13200937,"('shy', 'confident')",-5.7300344,-5.838977,-2.9574428,-2.9854932,0.0280504
20,0.182704,0.1476143,"('rough', 'thoughtful')",1.3726394,1.2641891,0.7776717,0.7059017,0.07177
59,0.17096098,0.22908366,"('foolish', 'wise')",0.23098102,0.16797803,0.200971,0.1985309,0.0024401
51,-0.15055744,-0.07082314,"('uneducated', 'educated')",0.7450204,0.7578861,0.2972315,0.3435315,-0.0463
41,0.14100964,0.2975679,"('unforgiving', 'forgiving')",0.11531186,0.122418165,0.1281607,0.209993,-0.0818323
32,-0.13603638,0.102310576,"('unkind', 'kind')",0.8432371,0.9418124,0.3536004,0.5220615,-0.1684611
24,-0.13535342,-0.053833697,"('dishonest', 'honest')",0.26136738,0.4085782,0.063007,0.1773722,-0.1143652
3,0.12313941,0.17226915,"('repellent', 'pleasant')",0.1199897,0.28859437,0.1215646,0.2304318,-0.1088672
78,-0.10176851,-0.46750093,"('nonresilient', 'resilient')",0.74777454,0.38816756,0.323003,-0.0396667,0.3626697
61,-0.09576465,0.06619089,"('illogical', 'logical')",0.28501377,0.39176276,0.0946246,0.2289768,-0.1343522
17,-0.09147842,0.20836657,"('nasty', 'nice')",-0.5237469,-0.35368672,-0.3076127,-0.0726601,-0.2349526
45,0.086317204,0.13747226,"('incompetent', 'competent')",-0.10030742,-0.10077879,-0.0069951,0.0183467,-0.0253418
50,0.066661626,0.0005051838,"('clumsy', 'skillful')",0.31999475,0.08948882,0.1933282,0.044997,0.1483312
0,0.05113716,0.056935955,"('unsociable', 'sociable')",-0.026811995,0.07912824,0.0121626,0.0680321,-0.0558695
34,-0.017715272,-0.049558364,"('mean', 'honorable')",5.502972,5.6485176,2.7426283,2.7994797,-0.0568514
77,0.016817756,-0.13066795,"('unmotivated', 'motivated')",-0.8075727,-0.80770826,-0.3953775,-0.4691881,0.0738106
69,0.014632776,-0.22881205,"('lazy', 'industrious')",-0.37430832,-0.6331893,-0.1798378,-0.4310007,0.2511629
48,0.0046499483,0.050666742,"('unintelligent', 'intelligent')",1.1072975,0.9840075,0.5559738,0.5173371,0.0386367
