,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
67,1.9837592,1.9404873,"('doubtful', 'determined')",0.9118665,0.64825314,0.9147391,0.8207241,-0.46899933,-0.37217098,0.8353413,0.7593234,0.0760179
4,-1.6330292,-1.4451975,"('disliked', 'liked')",-2.1586485,-1.8650529,0.012540013,-0.07120276,-5.1710916,-5.6557655,-2.2375574,-2.2593045,0.0217471
39,1.503002,1.8289875,"('exploitative', 'cooperative')",0.7331007,0.7658613,0.34400937,0.518633,0.2124034,0.30255952,0.6981289,0.8540103,-0.1558814
49,-1.4753973,-1.336635,"('unable', 'able')",0.050882228,0.1602305,-0.82824165,-0.66209507,-0.6895699,-0.51813227,-0.7355817,-0.5891579,-0.1464238
75,-1.3642541,-1.4728719,"('meek', 'impulsive')",-2.452098,-2.369999,0.60705435,0.477428,-0.9372009,-1.1465691,-1.0366247,-1.128003,0.0913783
71,1.3609575,1.4971788,"('diffident', 'self-confident')",0.23132241,0.3764454,-0.26285312,-0.09826074,0.7076656,0.7212886,0.5092731,0.624163,-0.1148899
84,1.2576973,1.2175229,"('inferior', 'superior')",0.45678556,0.4818083,0.6443819,0.52884483,0.92479926,0.83786666,0.820916,0.7665107,0.0544053
56,1.256015,1.1141193,"('impractical', 'practical')",3.4598176,3.1419637,-0.3933949,-0.27584556,-0.15317152,0.0586624,1.0423166,1.009725,0.0325916
16,-1.211206,-1.2910118,"('unpopular', 'popular')",-1.6617403,-1.4431293,0.41311955,0.3400107,0.3398103,0.22333954,-0.5300041,-0.5426977,0.0126936
74,1.0549563,0.6651306,"('undedicated', 'dedicated')",1.0493536,0.8034857,-0.08032203,-0.18407041,0.5492367,0.35953045,0.6433062,0.4110191,0.2322871
82,-0.9544053,-1.0446746,"('poor', 'rich')",0.022829853,-0.09157826,0.32502377,0.29710516,5.1400046,5.3322725,1.1333632,1.1232812,0.010082
33,0.9500941,0.7839773,"('wrong', 'right')",-0.07769342,-0.1906898,0.83808035,0.64483577,0.54559886,0.4521226,0.56402,0.4225615,0.1414585
34,-0.92150486,-0.7208761,"('mean', 'honorable')",-0.52265286,-0.4920557,-0.42494324,-0.35901392,4.2177887,4.437851,0.5871719,0.7164763,-0.1293044
87,0.9211025,0.7682372,"('unsuccessful', 'successful')",1.4827543,1.3464341,1.3590641,1.1949438,1.508227,1.4209938,1.3177869,1.1826522,0.1351347
68,-0.9051497,-0.9344405,"('dependent', 'independent')",0.117497176,0.041193277,-0.77732766,-0.91981035,-1.138829,-1.1192598,-0.6759523,-0.7330794,0.0571271
59,0.8385768,1.1382031,"('foolish', 'wise')",-1.9497447,-1.6916139,0.76912457,0.90751404,0.6178818,0.42920655,0.0689596,0.1958275,-0.1268679
73,0.8287436,0.6751609,"('helpless', 'self-reliant')",-0.96454984,-0.79051214,0.18552303,0.0979642,-2.616799,-2.7481964,-0.6417706,-0.6913959,0.0496253
31,-0.812207,-0.8857101,"('evil', 'good')",-2.7753122,-2.5261788,-0.08131769,-0.07525126,0.31399822,-0.036889702,-0.8387097,-0.8810076,0.0422979
62,-0.8072697,-1.0143971,"('incompetent', 'brilliant')",1.4353002,1.1366638,-1.0714502,-0.9788323,-0.4203817,-0.22769874,-0.2159503,-0.2710661,0.0551158
18,-0.7381919,-0.8155,"('disagreeable', 'welcoming')",-1.5648865,-1.5012852,-0.6689152,-0.5379323,-0.8454846,-0.9405377,-0.9543695,-0.9488139,-0.0055556
36,-0.72265977,-0.49746177,"('hostile', 'amicable')",-3.416355,-3.1039085,0.4875654,0.40930617,1.6771345,1.4682379,-0.4935787,-0.4309566,-0.0626221
12,0.71989703,0.5320418,"('unsupportive', 'supportive')",1.3067076,1.2225001,-1.7613692,-1.6638287,-1.5890881,-1.6944336,-0.3309632,-0.4009301,0.0699669
54,-0.6972955,-0.71029276,"('incapable', 'capable')",-0.6105877,-0.4508339,-0.07808697,0.0065088337,0.88624847,0.9979082,-0.1249304,-0.0391774,-0.085753
83,-0.64473724,-0.7899287,"('powerless', 'powerful')",1.2342246,1.3507726,-0.9339951,-0.87588704,-0.79981416,-0.57095623,-0.2860805,-0.2214998,-0.0645807
66,-0.6264647,-0.7160753,"('inactive', 'active')",-0.11076563,-0.13609387,2.0425844,1.9051197,1.5858036,1.446681,0.7227894,0.6249079,0.0978815
45,-0.6129089,-0.9222211,"('incompetent', 'competent')",1.814005,1.5007209,-0.44091144,-0.54530895,0.5420107,0.4566181,0.3255488,0.1224522,0.2030966
19,-0.61151034,-0.6517777,"('inhospitable', 'hospitable')",-1.8164238,-1.7576966,-0.554475,-0.45301864,-0.25575548,-0.40112406,-0.8095412,-0.8159043,0.0063631
11,0.59519905,0.36866403,"('unhelpful', 'helpful')",1.4309144,1.0829809,-1.4294319,-1.2199428,0.6647392,0.73251045,0.3153552,0.2410531,0.0743021
81,-0.5933116,-1.026178,"('submissive', 'aggressive')",1.6958519,1.3870242,-0.65802443,-0.57862294,-1.741751,-1.5157015,-0.3243088,-0.4333696,0.1090608
65,0.590379,0.58297694,"('insecure', 'secure')",2.382741,2.1128762,-0.79906654,-0.8214689,-0.3958176,-0.2494736,0.4445589,0.4062277,0.0383312
46,0.5811252,0.02161014,"('uncompetitive', 'competitive')",3.5624313,3.2679682,-1.3688073,-1.4757904,-1.1241568,-1.0610157,0.4126481,0.1881931,0.224455
51,-0.57968605,-0.92039305,"('uneducated', 'educated')",0.70875466,0.5760933,-0.8671286,-0.8804663,-0.50907457,-0.45532727,-0.3117836,-0.4200233,0.1082397
47,0.55708915,0.53693485,"('stupid', 'smart')",0.8024775,0.8009194,-0.24751179,-0.12563622,4.8941617,5.1403904,1.5015541,1.5881522,-0.0865981
1,0.5213846,0.13897732,"('unfriendly', 'friendly')",-0.800994,-0.8919485,-1.2631878,-1.0515721,2.3865097,2.182601,0.2109281,0.0945144,0.1164137
72,-0.49828106,-0.68181396,"('unambitious', 'ambitious')",0.2509966,0.13705283,-1.0981265,-1.0615572,0.44250265,0.5234492,-0.2257271,-0.2707173,0.0449902
57,-0.49388826,-1.1606516,"('unimaginative', 'imaginative')",0.41289,0.04489802,-0.5760873,-0.70746493,-1.9013481,-2.1192105,-0.6396084,-0.9856073,0.3459989
43,0.4908028,0.35176483,"('irresponsible', 'responsible')",2.614035,2.5148232,-1.3555514,-1.1722078,0.7276289,0.8321356,0.6192288,0.631629,-0.0124002
15,-0.4795575,-0.6134949,"('boring', 'funny')",-0.63547516,-0.54510427,0.74928665,0.794019,-0.07148506,-0.19461165,-0.1093078,-0.139798,0.0304902
7,0.479497,0.16608828,"('insensitive', 'sensitive')",1.7253494,1.4979311,-0.48203453,-0.42715445,0.32875857,0.20174852,0.5128926,0.3596534,0.1532392
60,0.4791762,0.21462479,"('inefficient', 'efficient')",3.5963848,3.1474977,-1.4347878,-1.2827982,-1.0730705,-0.6750089,0.3919257,0.3510788,0.0408469
69,0.46396077,0.8268531,"('lazy', 'industrious')",-0.8350952,-0.64859784,2.138894,1.8982732,0.42089036,0.18905975,0.5471625,0.5663971,-0.0192346
53,0.43607163,0.058699135,"('uncreative', 'creative')",-0.4130528,-0.6135438,-0.62026316,-0.6359186,1.1663469,1.0146933,0.1422756,-0.0440175,0.1862931
32,0.4265897,0.34500903,"('unkind', 'kind')",0.6743493,0.57635945,-0.62973624,-0.40111825,0.31054887,0.41494378,0.1954379,0.2337985,-0.0383606
35,-0.4232356,-0.06011552,"('corrupt', 'incorrupt')",-4.028638,-3.681347,1.2674003,1.1254381,0.40630618,0.11283053,-0.6945417,-0.6257985,-0.0687432
23,0.42292255,0.2785915,"('insincere', 'sincere')",1.304841,0.96237946,-1.4309413,-1.1623266,4.394121,4.751182,1.1727359,1.2074566,-0.0347207
2,0.3849787,0.34917617,"('unlikable', 'likable')",0.3954947,0.41284415,0.48097456,0.59413993,0.29538977,0.34116948,0.3892094,0.4243324,-0.035123
6,-0.37097293,-0.09957383,"('distant', 'open')",-2.5845184,-2.3395433,0.1221543,0.19321445,0.9970168,0.8324083,-0.4590801,-0.3533736,-0.1057065
61,0.33337313,0.08843878,"('illogical', 'logical')",1.074567,0.6418298,-0.27527133,-0.25242633,0.70827705,0.71812904,0.4602365,0.2989928,0.1612437
38,-0.3279774,-0.19507979,"('untruthful', 'truthful')",-0.23538332,-0.35505682,-1.2530665,-1.0653292,0.030355517,0.038317785,-0.4465179,-0.394287,-0.0522309
86,-0.31560475,-1.0539464,"('uninfluential', 'influential')",1.2276211,0.791034,-1.7385658,-1.7852743,-0.15483825,-0.23966604,-0.2453469,-0.5719632,0.3266163
24,0.31452498,-0.118735425,"('dishonest', 'honest')",-0.66441554,-0.858686,-0.97137207,-0.7860875,0.31080484,0.34302086,-0.2526144,-0.355122,0.1025076
55,0.31012115,-0.18737458,"('incompetent', 'clever')",2.612417,2.2179954,-1.3487661,-1.4119835,-0.60190725,-0.5374265,0.2429662,0.0203027,0.2226635
63,0.2988569,0.32030028,"('unperceptive', 'insightful')",1.2717602,1.2105283,-0.7495531,-0.60999423,0.7623129,0.7771748,0.3958443,0.4245023,-0.028658
