,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
78,-0.28891066,-0.3547315,"('nonresilient', 'resilient')",2.1004145,2.1203365,-0.33851582,-0.42590195,0.8248832,0.77411914,0.5744678,0.5284556,0.0460122
44,-0.27868956,0.10010013,"('prejudiced', 'unprejudiced')",-1.2601693,-1.1453319,0.24329847,0.14959322,-1.4947315,-1.4076494,-0.6975729,-0.575822,-0.1217509
64,0.2783239,0.008872725,"('shy', 'confident')",1.0842284,0.9810664,-0.45463446,-0.52660185,-5.7079105,-5.7959924,-1.1999981,-1.3331637,0.1331656
20,-0.26080194,-0.5931711,"('rough', 'thoughtful')",0.42639413,0.5361872,-0.3043272,-0.41366398,1.2110409,1.1472974,0.2680765,0.1691624,0.0989141
8,-0.23696066,-0.1436999,"('unaffectionate', 'affectionate')",-1.2784723,-1.003561,-1.2742388,-0.98061734,1.3229208,1.2154678,-0.3666878,-0.2281026,-0.1385852
50,-0.21846335,-0.07176935,"('clumsy', 'skillful')",-0.57771885,-0.52011836,0.63857794,0.5392585,0.08336221,-0.026217379,-0.0185605,-0.0197117,0.0011512
88,-0.20785826,-0.56616,"('low', 'eminent')",-0.81522596,-0.96424663,-1.1664767,-1.1540995,-0.09985399,-0.12061236,-0.5723537,-0.7012796,0.1289259
5,-0.20720756,-0.08307614,"('distant', 'outgoing')",-2.2140684,-2.0939004,-0.022943836,0.00045917183,0.7310601,0.56700003,-0.4282899,-0.4023794,-0.0259105
58,-0.20314038,-0.6536764,"('undiscriminating', 'discriminating')",1.489698,1.379889,-0.4891706,-0.5696742,0.7050227,0.60702986,0.3756024,0.1908921,0.1847103
27,-0.20216534,-0.2688087,"('hardhearted', 'softhearted')",-0.6991475,-0.8494419,-0.25600696,-0.25070807,0.8668097,0.811913,-0.0726275,-0.1392614,0.0666339
28,-0.19944511,-0.49786657,"('disloyal', 'loyal')",-0.0650757,-0.23232178,-1.1014694,-1.0740832,1.0544881,1.0088879,-0.0778755,-0.1988459,0.1209704
25,0.19730714,0.49922872,"('egoistic', 'altruistic')",-1.0308896,-0.9288665,0.17066479,0.23488346,1.7591093,1.6570193,0.2740479,0.3655662,-0.0915183
52,-0.19030054,-0.10120401,"('irrational', 'rational')",-2.2762325,-2.130824,-0.8258263,-0.65956825,0.61940867,0.5103906,-0.6682377,-0.5953014,-0.0729363
22,-0.16879001,-0.66312915,"('untrustworthy', 'trustworthy')",0.28839225,0.069612175,-1.1756506,-1.1681397,-1.3891759,-1.5077115,-0.6113061,-0.817342,0.2060359
41,-0.16709359,-0.4463449,"('unforgiving', 'forgiving')",-0.28922427,-0.32758588,-0.9318612,-0.67269903,0.25739893,0.25779194,-0.282695,-0.2972094,0.0145144
13,0.1633845,-0.10771544,"('impolite', 'polite')",1.6977612,1.3145839,-0.5255654,-0.44684252,-1.1149774,-0.8276304,0.0551507,-0.0169011,0.0720518
42,-0.15432772,-0.31385878,"('unreliable', 'reliable')",0.47043902,0.4143024,0.20134403,0.2940789,-2.620424,-2.6774685,-0.5257422,-0.5707365,0.0449943
29,0.15189001,0.14954919,"('unfair', 'fair')",0.0017379299,-0.055550512,-0.82038456,-0.84598804,-0.36513644,-0.5203324,-0.2579733,-0.3180804,0.0601071
77,0.15047707,-0.13146974,"('unmotivated', 'motivated')",1.0722014,0.8986297,-1.011044,-1.1193664,-1.3288236,-1.3038423,-0.2792973,-0.4140122,0.1347149
76,0.1454836,0.3602599,"('anxious', 'daring')",1.016299,1.0599407,-0.058339413,0.03927227,-0.93968374,-0.6820982,0.0409399,0.1943437,-0.1534038
17,-0.14437598,-0.04015425,"('nasty', 'nice')",-2.0608253,-1.8967675,-0.9170233,-0.73739016,-1.0501783,-0.9863863,-1.0431008,-0.9151745,-0.1279263
85,0.14389122,0.33637816,"('insignificant', 'prestigious')",-3.677628,-3.3020499,-0.43759757,-0.37417608,0.9552639,0.702627,-0.7540176,-0.6593052,-0.0947124
30,-0.12087791,-0.590832,"('intolerant', 'tolerant')",1.7143621,1.5306488,-1.1583002,-0.8334571,-0.23088881,-0.043572355,0.0510738,0.0156968,0.035377
79,-0.11120038,0.1552556,"('wavering', 'unwavering')",-2.436548,-2.359829,0.5498304,0.41583872,0.21370704,0.011617567,-0.4460527,-0.4442793,-0.0017734
80,-0.097294874,-0.19615006,"('dominated', 'dominating')",2.5301454,2.0985248,-0.028695237,-0.09910956,-0.39272097,-0.3143701,0.5028586,0.3722238,0.1306348
0,0.08993781,-0.35535097,"('unsociable', 'sociable')",1.3186152,1.0102884,-1.717411,-1.7458874,-0.8716778,-0.7968679,-0.2951339,-0.4719545,0.1768206
3,-0.06738572,-0.09100424,"('repellent', 'pleasant')",0.10580715,-0.11473102,-0.358959,-0.475266,-0.28247216,-0.20071073,-0.1507524,-0.220428,0.0696756
10,0.05722063,-0.8220179,"('unsympathetic', 'sympathetic')",1.8780159,1.3921376,-2.087795,-2.0834424,-0.9685054,-0.8355532,-0.280266,-0.587219,0.306953
40,-0.052550346,-0.36528757,"('stingy', 'generous')",-0.82867235,-0.80082667,-0.66348875,-0.73729897,-1.6915176,-1.9830325,-0.8090572,-0.9716114,0.1625542
9,0.048176542,0.035635307,"('unaffectionate', 'caring')",-0.3086505,-0.21257393,-1.7192655,-1.4798139,1.6083397,1.6096646,-0.0928499,-0.011772,-0.0810779
14,-0.045639407,-0.16586098,"('antisocial', 'social')",2.2687683,2.0855699,-0.49826315,-0.40874168,-0.2058694,-0.11954551,0.3797491,0.3478554,0.0318937
70,0.018345915,-0.30614537,"('lethargic', 'energetic')",1.3640367,1.0850047,-0.640457,-0.7001392,-0.45711473,-0.45367265,0.0712027,-0.0937381,0.1649408
48,-0.017962221,-0.47545826,"('unintelligent', 'intelligent')",0.08928794,0.0948136,-1.8902942,-1.7429787,-0.57780194,-0.41741526,-0.5991926,-0.6352596,0.036067
37,0.014303474,0.099019185,"('fake', 'genuine')",1.1266222,1.1244694,0.087859556,0.097055495,0.61962235,0.55654436,0.4621019,0.4692721,-0.0071702
21,-0.011696225,-0.49524236,"('immoral', 'moral')",1.3200715,1.0304046,-1.2929558,-1.3767041,-1.8031547,-1.7791439,-0.4469338,-0.6551715,0.2082377
26,0.010861615,-0.17176281,"('hardhearted', 'benevolent')",0.8060936,0.8804421,0.8066241,0.7952542,2.5748465,2.3389125,1.0496064,0.9607115,0.0888949
