,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,male-female
67,0.7601989,0.6399971,"('doubtful', 'determined')",0.27190194,0.14415604,-0.09537626,-0.23295033,0.3122415,0.1837343,0.1285072
44,0.7302339,0.48954886,"('prejudiced', 'unprejudiced')",0.03944676,0.053989325,-0.793612,-0.9721447,-0.0079771,-0.1428688,0.1348917
1,-0.72223294,-0.5819964,"('unfriendly', 'friendly')",0.24974623,0.35337424,1.5219891,1.7484399,0.3498341,0.5066059,-0.1567718
55,-0.7194019,-0.52808154,"('incompetent', 'clever')",-0.30572137,-0.18791933,0.13523792,0.0006676279,-0.2966284,-0.2384444,-0.058184
64,0.70752025,0.74280614,"('shy', 'confident')",-0.40657616,-0.42478088,-5.9193783,-6.10685,-1.8728113,-1.9296083,0.056797
41,-0.7063026,-0.6637119,"('unforgiving', 'forgiving')",0.5434571,0.48654857,0.061540373,-0.027345296,-0.0337684,-0.0681695,0.0344011
2,0.6871484,0.54308456,"('unlikable', 'likable')",1.3267112,1.2049494,1.0403446,1.0409153,1.018068,0.9296498,0.0884182
50,0.662405,0.10571549,"('clumsy', 'skillful')",-0.27935466,-0.66162586,-0.3062442,-0.31755856,0.0256021,-0.2911563,0.3167584
18,0.6566963,0.7280159,"('disagreeable', 'welcoming')",0.22439484,0.2782054,-0.74446076,-0.5895882,0.0455435,0.1388777,-0.0933342
66,0.64841807,0.81930053,"('inactive', 'active')",-0.4153406,-0.48416343,0.22102155,0.52802783,0.1513663,0.2877216,-0.1363553
8,-0.63864934,-0.8481817,"('unaffectionate', 'affectionate')",0.26897782,0.17857593,0.2709931,0.5573648,-0.0328928,-0.0374137,0.0045209
14,-0.6228109,-0.20928115,"('antisocial', 'social')",-0.07175453,0.17385179,-0.30788216,-0.24828768,-0.3341492,-0.0945723,-0.2395769
82,-0.61243296,-0.6651384,"('poor', 'rich')",-0.20511559,-0.16730028,6.049463,6.280427,1.7439715,1.8159962,-0.0720247
77,-0.582078,-0.70741826,"('unmotivated', 'motivated')",-0.036642335,-0.13287506,-0.9996601,-1.1284763,-0.5394601,-0.6562565,0.1167964
72,0.5596443,0.73670554,"('unambitious', 'ambitious')",0.36682576,0.5136038,-0.16409042,-0.13939165,0.2541265,0.3703059,-0.1161794
79,0.5523909,0.4597333,"('wavering', 'unwavering')",-0.69378513,-0.736091,-0.70209616,-0.46285248,-0.2811635,-0.2464034,-0.0347601
12,0.54728186,0.5181018,"('unsupportive', 'supportive')",0.032315154,0.0054081604,-2.0717945,-2.0618103,-0.4973992,-0.5127668,0.0153676
86,-0.54555064,-0.48707646,"('uninfluential', 'influential')",-0.5603566,-0.5402807,-0.6712804,-0.655629,-0.5923959,-0.5609953,-0.0314006
33,0.5216634,0.46928775,"('wrong', 'right')",0.52333933,0.51118076,-0.42012173,-0.41146028,0.2082937,0.1896694,0.0186243
17,-0.51706815,-0.504663,"('nasty', 'nice')",0.24564892,0.2639785,-0.25136837,-0.109687895,-0.1742625,-0.1167908,-0.0574717
53,-0.51634246,-0.58109534,"('uncreative', 'creative')",-0.53127205,-0.6519592,0.49604836,0.5872429,-0.1838554,-0.2152705,0.0314151
74,0.5132489,0.5584068,"('undedicated', 'dedicated')",0.21073392,0.16744566,-0.20892838,-0.31620806,0.1716848,0.1365481,0.0351367
49,-0.4991449,-0.5919247,"('unable', 'able')",-0.11892829,-0.20071104,-0.64033127,-0.60509014,-0.4194682,-0.4659086,0.0464404
38,0.4910911,0.17376378,"('untruthful', 'truthful')",0.3524553,0.25952488,0.23129874,0.07485666,0.3582817,0.1693818,0.1888999
40,0.46999198,0.85097843,"('stingy', 'generous')",0.4211065,0.65137887,-2.592505,-2.3958874,-0.5671355,-0.2978434,-0.2692921
13,-0.46837288,-0.41244942,"('impolite', 'polite')",0.32010072,0.4252542,-0.024709232,-0.09258236,-0.0576605,-0.0265925,-0.031068
4,-0.45856103,-0.4627772,"('disliked', 'liked')",0.15896067,0.11243215,-7.1075573,-7.2222543,-2.4690526,-2.5241998,0.0551472
81,0.45389274,0.62310123,"('submissive', 'aggressive')",0.6074099,0.5506493,-0.49828568,-0.72693914,0.1876723,0.1489371,0.0387352
30,-0.4418431,-0.22746766,"('intolerant', 'tolerant')",0.4339366,0.49774742,0.7575178,0.64181066,0.2498704,0.3040301,-0.0541597
6,-0.435547,-0.39550328,"('distant', 'open')",-0.27879816,-0.29065803,-0.34864098,0.14682686,-0.3543287,-0.1797781,-0.1745506
70,0.42795834,0.4217981,"('lethargic', 'energetic')",-0.25048906,-0.29072696,0.30811632,0.20834044,0.1618619,0.1131372,0.0487247
15,-0.39741477,-0.33166552,"('boring', 'funny')",0.38493416,0.38893202,0.24984138,0.3264078,0.0791203,0.1278914,-0.0487711
83,0.38843477,0.32137224,"('powerless', 'powerful')",0.6963579,0.6614355,-1.0033436,-1.1481912,0.0271497,-0.0551278,0.0822775
75,0.38339904,0.5793222,"('meek', 'impulsive')",-0.10067476,-0.101572834,-0.4595639,-0.37117675,-0.0589465,0.0355242,-0.0944707
51,0.38098603,0.5372947,"('uneducated', 'educated')",-0.15714687,-0.08161479,0.34119442,0.29508865,0.1883445,0.2502562,-0.0619117
69,0.37804982,0.32749596,"('lazy', 'industrious')",0.6505603,0.55706424,-0.65391505,-0.3343632,0.1248984,0.183399,-0.0585006
11,0.37666208,0.07460695,"('unhelpful', 'helpful')",-0.165988,-0.32837752,2.1321938,1.8025153,0.780956,0.5162482,0.2647078
71,0.37278643,0.31139153,"('diffident', 'self-confident')",0.6036558,0.64689696,0.32066196,0.46735066,0.432368,0.4752131,-0.0428451
78,-0.36953244,-0.46826643,"('nonresilient', 'resilient')",-0.24165991,-0.33025718,-0.3678717,-0.41105238,-0.3263547,-0.403192,0.0768373
80,0.3526937,0.52194214,"('dominated', 'dominating')",-0.13605687,-0.07914228,-0.7595463,-0.9647794,-0.1809698,-0.1739932,-0.0069766
88,0.3447416,0.3467894,"('low', 'eminent')",0.029116014,0.10191296,-0.42889208,-0.47164273,-0.0183448,-0.0076468,-0.010698
24,0.3279886,0.4054152,"('dishonest', 'honest')",0.47960806,0.55141866,0.6999083,0.7463354,0.5025016,0.5677231,-0.0652215
19,0.3064883,0.12984705,"('inhospitable', 'hospitable')",-0.37932295,-0.4058418,-0.4436156,-0.20513535,-0.1721501,-0.1603767,-0.0117734
23,-0.29201752,-0.41153592,"('insincere', 'sincere')",-0.12491444,-0.18823984,5.920997,5.8958597,1.8346883,1.7653613,0.069327
20,0.28967726,0.40353286,"('rough', 'thoughtful')",-0.0039611245,0.096176915,0.5559378,0.56234294,0.2805513,0.3540176,-0.0734663
37,-0.28940496,-0.60706604,"('fake', 'genuine')",-0.28104666,-0.44031882,-0.18409592,-0.18054362,-0.2515158,-0.4093095,0.1577937
65,-0.27901107,-0.16503,"('insecure', 'secure')",-0.56375396,-0.4772554,0.21903586,0.10733144,-0.2079097,-0.178318,-0.0295917
60,0.25893354,0.3311012,"('inefficient', 'efficient')",0.94181305,1.04472,0.4872126,0.19354078,0.5626531,0.5231207,0.0395324
34,-0.25598988,-0.3531246,"('mean', 'honorable')",0.0013760999,-0.11700527,5.220304,5.2438784,1.65523,1.5912495,0.0639805
9,0.25505456,0.069271654,"('unaffectionate', 'caring')",0.51670945,0.48982644,0.8296584,0.97740865,0.5338075,0.5121689,0.0216386
43,0.25171354,0.23522064,"('irresponsible', 'responsible')",-0.052899364,-0.04725336,0.58176106,0.47195658,0.2601918,0.2199746,0.0402172
63,0.22289075,0.18348284,"('unperceptive', 'insightful')",0.28653857,0.18982157,0.1295826,0.10047085,0.213004,0.1579251,0.0550789
54,0.21495862,0.121077694,"('incapable', 'capable')",-0.13647611,-0.13860431,0.7455593,0.8683043,0.2746806,0.2835926,-0.008912
85,0.21222894,0.08784297,"('insignificant', 'prestigious')",-0.12382531,-0.23515898,-0.68659204,-0.51057166,-0.1993961,-0.2192959,0.0198998
84,0.20496042,0.18855594,"('inferior', 'superior')",-0.10764821,-0.14353447,0.1632773,0.27924734,0.0868632,0.1080896,-0.0212264
28,-0.19084932,-0.46808562,"('disloyal', 'loyal')",-0.50312966,-0.765879,0.57459617,0.50863016,-0.0397943,-0.2417781,0.2019838
59,-0.1818101,-0.32402307,"('foolish', 'wise')",-1.0190995,-1.1232036,-0.03538546,0.23275882,-0.4120984,-0.4048227,-0.0072757
26,0.16719303,0.16413248,"('hardhearted', 'benevolent')",1.1509361,1.1658217,1.1985404,1.1806381,0.8388899,0.8368641,0.0020258
48,0.12963,0.25819764,"('unintelligent', 'intelligent')",0.15018071,0.17414588,-0.21886446,-0.15066859,0.0203154,0.0938916,-0.0735762
5,-0.12653737,-0.03820832,"('distant', 'outgoing')",-0.019095376,0.0031188056,-0.45879528,-0.029199213,-0.201476,-0.0214296,-0.1800464
25,0.12284804,0.023032563,"('egoistic', 'altruistic')",1.2023183,1.0983313,1.4162227,1.4397585,0.9137963,0.8537075,0.0600888
35,-0.122344054,-0.2604021,"('corrupt', 'incorrupt')",-0.43367493,-0.4753588,-1.0025429,-0.68146634,-0.5195206,-0.4724091,-0.0471115
10,-0.118714646,-0.03823611,"('unsympathetic', 'sympathetic')",-0.5799885,-0.49470454,-0.48775998,-0.48540586,-0.3954877,-0.3394488,-0.0560389
7,-0.09693961,-0.062649816,"('insensitive', 'sensitive')",-0.12136992,-0.046954006,-0.07326115,-0.034994483,-0.0971902,-0.0481994,-0.0489908
46,-0.06259434,-0.19210167,"('uncompetitive', 'competitive')",0.36725152,0.21160688,-1.1219461,-1.4526132,-0.2724296,-0.4777027,0.2052731
87,-0.044652052,0.06387286,"('unsuccessful', 'successful')",0.2796546,0.28022152,0.11936863,0.21176526,0.1181237,0.1852866,-0.0671629
27,0.04316263,-0.016156266,"('hardhearted', 'softhearted')",-0.05421347,0.017822936,0.699634,0.87302,0.2295277,0.2915622,-0.0620345
61,0.032842197,0.050446384,"('illogical', 'logical')",-0.45146534,-0.51076305,-0.055437103,-0.07975987,-0.1580201,-0.1800255,0.0220054
21,-0.03238678,-0.019826598,"('immoral', 'moral')",-0.047912724,-0.10085772,-0.7331172,-0.8260604,-0.2711389,-0.3155816,0.0444427
68,0.031023193,0.21587858,"('dependent', 'independent')",-1.4543625,-1.3986311,-1.6298754,-1.4499384,-1.0177383,-0.8775636,-0.1401747
62,0.030426849,0.14676978,"('incompetent', 'brilliant')",0.6679331,0.7552007,0.3512999,0.20628177,0.3498866,0.3694174,-0.0195308
52,0.030354071,0.05947265,"('irrational', 'rational')",-0.47928903,-0.578892,-0.28854,-0.100305006,-0.245825,-0.2065748,-0.0392502
32,0.021174446,-0.24258403,"('unkind', 'kind')",-0.2271963,-0.26098236,0.6977026,0.70162183,0.1638936,0.0660185,0.0978751
58,0.009636061,0.15317576,"('undiscriminating', 'discriminating')",-0.051757798,0.034200564,-0.16229011,-0.16553566,-0.0681373,0.0072802,-0.0754175
