,sempra_male,sempra_female,tuple,energy_male,energy_female,average_male,average_female,male-female
86,-2.5768316,-1.92179,"('uninfluential', 'influential')",-0.13417202,-0.009915244,-1.3555018,-0.9658526,-0.3896492
0,-1.8681631,-1.5955672,"('unsociable', 'sociable')",-0.68638736,-0.5133959,-1.2772752,-1.0544815,-0.2227937
10,-1.622512,-1.5696564,"('unsympathetic', 'sympathetic')",-0.5884944,-0.351694,-1.1055032,-0.9606752,-0.144828
28,-1.5514784,-1.1494247,"('disloyal', 'loyal')",0.71676564,1.0399166,-0.4173564,-0.054754,-0.3626024
46,-1.4905088,-0.98058724,"('uncompetitive', 'competitive')",-1.4306248,-0.9931785,-1.4605668,-0.9868829,-0.4736839
48,-1.452571,-0.6867521,"('unintelligent', 'intelligent')",0.58036387,0.88196373,-0.4361036,0.0976058,-0.5337094
45,-1.4143598,-0.9479472,"('incompetent', 'competent')",-0.4762538,-0.15205713,-0.9453068,-0.5500022,-0.3953046
55,-1.3549209,-0.43427485,"('incompetent', 'clever')",-0.29787815,0.0022594333,-0.8263995,-0.2160077,-0.6103918
77,-1.3288511,-0.97554517,"('unmotivated', 'motivated')",-1.1782285,-0.97753394,-1.2535398,-0.9765396,-0.2770002
57,-1.1962985,-1.0989548,"('unimaginative', 'imaginative')",-3.1483157,-2.9444237,-2.172307,-2.0216892,-0.1506178
44,1.1643665,0.9695668,"('prejudiced', 'unprejudiced')",-1.0110221,-1.1840345,0.0766722,-0.1072338,0.183906
61,-1.1318891,-0.85411763,"('illogical', 'logical')",0.2806602,0.41940832,-0.4256144,-0.2173547,-0.2082597
63,-1.1115426,-0.37010464,"('unperceptive', 'insightful')",0.04622949,0.571823,-0.5326566,0.1008592,-0.6335158
7,-1.1046149,-0.44747272,"('insensitive', 'sensitive')",0.46482775,0.9121994,-0.3198935,0.2323633,-0.5522568
1,-1.0635862,-1.6735841,"('unfriendly', 'friendly')",1.9146496,1.7938907,0.4255317,0.0601533,0.3653784
23,-1.0619445,-0.6680958,"('insincere', 'sincere')",6.657633,6.8739433,2.7978442,3.1029239,-0.3050797
68,-1.0570939,-0.6142351,"('dependent', 'independent')",-1.2551668,-1.0900469,-1.1561303,-0.852141,-0.3039893
35,1.0244719,0.25938115,"('corrupt', 'incorrupt')",-0.48911044,-0.7360468,0.2676807,-0.2383328,0.5060135
11,-1.0181698,-0.61102355,"('unhelpful', 'helpful')",1.6902963,1.9892975,0.3360633,0.689137,-0.3530737
9,-1.0075125,-1.5060362,"('unaffectionate', 'caring')",1.8641518,1.8680873,0.4283197,0.1810256,0.2472941
8,-0.9985838,-1.5732242,"('unaffectionate', 'affectionate')",1.3428766,1.2324408,0.1721464,-0.1703917,0.3425381
14,-0.9732195,-0.22579262,"('antisocial', 'social')",-0.112045996,0.1182759,-0.5426328,-0.0537584,-0.4888744
12,-0.9701775,-0.90567964,"('unsupportive', 'supportive')",-1.7331778,-1.4570442,-1.3516777,-1.1813619,-0.1703158
13,-0.9537155,-0.5654574,"('impolite', 'polite')",-0.68085134,-0.29618502,-0.8172834,-0.4308212,-0.3864622
51,-0.9534108,-0.91327614,"('uneducated', 'educated')",-0.2905926,-0.0016862974,-0.6220017,-0.4574812,-0.1645205
43,-0.95077145,-0.7274404,"('irresponsible', 'responsible')",0.5872343,0.6589048,-0.1817686,-0.0342678,-0.1475008
53,-0.9460036,-1.2849334,"('uncreative', 'creative')",0.44924715,0.43274674,-0.2483782,-0.4260933,0.1777151
60,-0.8971823,0.3136532,"('inefficient', 'efficient')",0.62700593,1.1699666,-0.1350882,0.7418099,-0.8768981
88,-0.8892474,-0.556672,"('low', 'eminent')",0.24792743,0.20199594,-0.32066,-0.177338,-0.143322
73,0.8554788,1.1648074,"('helpless', 'self-reliant')",-3.2892544,-3.026548,-1.2168878,-0.9308702,-0.2860176
75,0.8281524,0.34670615,"('meek', 'impulsive')",-0.6379625,-0.86184716,0.0950949,-0.2575705,0.3526654
24,-0.78033096,-0.53944665,"('dishonest', 'honest')",0.92008114,1.0108377,0.0698751,0.2356955,-0.1658204
42,0.7624881,0.48036718,"('unreliable', 'reliable')",-3.5327141,-3.2955549,-1.385113,-1.4075938,0.0224808
62,-0.7419749,0.19563803,"('incompetent', 'brilliant')",0.43198836,0.90715224,-0.1549933,0.5513951,-0.7063884
81,-0.73505974,0.019347502,"('submissive', 'aggressive')",-0.29303345,0.0028897375,-0.5140466,0.0111186,-0.5251652
21,-0.72990465,-0.35176852,"('immoral', 'moral')",-0.54107344,-0.30267683,-0.635489,-0.3272227,-0.3082663
2,0.7237184,0.75020975,"('unlikable', 'likable')",0.6195109,0.57376266,0.6716146,0.6619862,0.0096284
76,0.69983613,0.732056,"('anxious', 'daring')",-0.20939785,-0.116840266,0.2452191,0.3076079,-0.0623888
58,-0.6833887,-0.35378006,"('undiscriminating', 'discriminating')",-0.095201954,0.07539836,-0.3892953,-0.1391909,-0.2501044
25,0.67530155,-0.22660926,"('egoistic', 'altruistic')",1.5254635,1.2263033,1.1003826,0.4998471,0.6005355
3,-0.65612227,-0.38409996,"('repellent', 'pleasant')",0.34493148,0.29985785,-0.1555954,-0.0421211,-0.1134743
83,-0.6508361,-0.57916874,"('powerless', 'powerful')",-0.039952688,-0.16422364,-0.3453944,-0.3716962,0.0263018
34,-0.6325098,-0.28981748,"('mean', 'honorable')",5.398235,5.493452,2.3828626,2.6018174,-0.2189548
56,-0.6241319,-0.24466482,"('impractical', 'practical')",-0.036481157,0.010770708,-0.3303065,-0.1169471,-0.2133594
19,-0.59062165,-0.9893232,"('inhospitable', 'hospitable')",-0.30818084,-0.4054829,-0.4494013,-0.6974031,0.2480018
66,-0.58337265,-1.1623178,"('inactive', 'active')",-0.27749705,-0.56354815,-0.4304349,-0.8629329,0.432498
49,-0.53891665,-0.0009560548,"('unable', 'able')",-0.3000401,0.13731897,-0.4194784,0.0681815,-0.4876599
82,-0.52621335,-0.6393786,"('poor', 'rich')",6.4151535,6.302755,2.9444702,2.8316882,0.112782
74,-0.5116591,-0.28873837,"('undedicated', 'dedicated')",-0.45882553,-0.3209544,-0.4852423,-0.3048464,-0.1803959
30,-0.5090074,0.26429793,"('intolerant', 'tolerant')",0.84885365,1.0360893,0.1699231,0.6501936,-0.4802705
78,-0.47159284,-0.930464,"('nonresilient', 'resilient')",-0.07999694,0.15732147,-0.2757949,-0.3865713,0.1107764
54,-0.4676595,-0.861855,"('incapable', 'capable')",1.2177795,1.1878535,0.37506,0.1629992,0.2120608
37,-0.4533914,0.0066468995,"('fake', 'genuine')",0.17139673,0.47326538,-0.1409973,0.2399561,-0.3809534
70,-0.4244579,-0.27240998,"('lethargic', 'energetic')",-0.032415375,0.31115097,-0.2284366,0.0193705,-0.2478071
72,-0.41971436,-0.23637867,"('unambitious', 'ambitious')",0.5019845,0.37657052,0.0411351,0.0700959,-0.0289608
18,-0.39794606,-0.44501787,"('disagreeable', 'welcoming')",-0.662036,-0.5146928,-0.529991,-0.4798553,-0.0501357
64,-0.3779487,0.14381135,"('shy', 'confident')",-6.604496,-6.384,-3.4912224,-3.1200943,-0.3711281
85,0.37050143,-0.61156195,"('insignificant', 'prestigious')",0.6586175,0.3371057,0.5145594,-0.1372281,0.6517875
4,0.3454668,0.10182203,"('disliked', 'liked')",-7.6042023,-7.3428555,-3.6293678,-3.6205168,-0.008851
84,0.34142977,-0.016882775,"('inferior', 'superior')",0.06632111,0.22650164,0.2038754,0.1048094,0.099066
71,-0.33462557,-0.7696473,"('diffident', 'self-confident')",0.8166063,0.8562405,0.2409904,0.0432966,0.1976938
87,-0.33262995,0.1971022,"('unsuccessful', 'successful')",0.030638754,0.29976222,-0.1509956,0.2484322,-0.3994278
69,0.31780186,0.4013406,"('lazy', 'industrious')",-0.7600764,-0.7784228,-0.2211373,-0.1885411,-0.0325962
5,-0.31313536,-1.063636,"('distant', 'outgoing')",0.35639095,0.12780952,0.0216278,-0.4679132,0.489541
15,0.3125808,0.054836724,"('boring', 'funny')",0.08028453,-0.1657036,0.1964327,-0.0554334,0.2518661
65,-0.31096336,0.26583314,"('insecure', 'secure')",-0.4017046,-0.078095526,-0.356334,0.0938688,-0.4502028
6,-0.29135108,-1.3817488,"('distant', 'open')",0.47667593,0.035389148,0.0926624,-0.6731798,0.7658422
80,-0.2748578,0.19693573,"('dominated', 'dominating')",-1.0993743,-0.76321626,-0.687116,-0.2831403,-0.4039757
38,-0.2689062,-0.66379786,"('untruthful', 'truthful')",0.4955223,0.47763786,0.113308,-0.09308,0.206388
59,0.2654988,0.19429438,"('foolish', 'wise')",0.5465291,0.5218952,0.406014,0.3580948,0.0479192
39,-0.25288597,0.6414173,"('exploitative', 'cooperative')",-0.20514551,0.018961865,-0.2290157,0.3301896,-0.5592053
17,-0.24496987,-0.036496677,"('nasty', 'nice')",-0.5732293,-0.54319006,-0.4090996,-0.2898434,-0.1192562
50,0.23960716,0.3745055,"('clumsy', 'skillful')",0.0545792,0.44799834,0.1470932,0.4112519,-0.2641587
29,-0.23920475,-0.75974625,"('unfair', 'fair')",-0.57314247,-0.8010665,-0.4061736,-0.7804064,0.3742328
41,-0.2373191,-0.078246504,"('unforgiving', 'forgiving')",-0.074882396,-0.009365814,-0.1561007,-0.0438062,-0.1122945
47,-0.23687308,-0.2394258,"('stupid', 'smart')",5.9890485,6.0499306,2.8760877,2.9052525,-0.0291648
36,0.2217398,-1.0906141,"('hostile', 'amicable')",-0.104375705,-0.6836697,0.058682,-0.8871419,0.9458239
27,-0.21671747,-0.21392679,"('hardhearted', 'softhearted')",0.99892783,1.0982926,0.3911052,0.4421829,-0.0510777
32,0.19993171,0.009691844,"('unkind', 'kind')",0.8103275,0.93630445,0.5051296,0.4729981,0.0321315
79,0.19907805,-0.7324043,"('wavering', 'unwavering')",0.39939064,0.057945363,0.2992343,-0.3372295,0.6364638
31,0.17256251,-0.79188377,"('evil', 'good')",-1.0580177,-1.3672335,-0.4427276,-1.0795586,0.636831
26,0.17099571,-0.1088467,"('hardhearted', 'benevolent')",1.1962591,1.2410184,0.6836274,0.5660859,0.1175415
33,-0.14780505,-0.15906502,"('wrong', 'right')",0.5130461,0.46730268,0.1826205,0.1541188,0.0285017
20,-0.14357385,-0.30613202,"('rough', 'thoughtful')",0.29856184,0.4491847,0.077494,0.0715263,0.0059677
67,-0.100813806,0.15919484,"('doubtful', 'determined')",-0.4528849,-0.56455064,-0.2768494,-0.2026779,-0.0741715
52,-0.06143719,-0.9102938,"('irrational', 'rational')",0.10542681,-0.1171812,0.0219948,-0.5137375,0.5357323
