,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
66,-1.1036526,-1.2013924,"('inactive', 'active')",-1.2850131,-1.4627974,0.032540582,-0.01902237,0.43536898,0.51680994,-0.480189,-0.5416006,0.0614116
61,-1.0491848,-0.99585915,"('illogical', 'logical')",-0.26598847,-0.17300972,-0.4129984,-0.51587385,0.0027531646,0.064506754,-0.4313546,-0.405059,-0.0262956
10,-0.9710363,-1.0066243,"('unsympathetic', 'sympathetic')",-0.38974926,-0.20828126,0.16338873,0.15528494,-0.24290515,-0.2631796,-0.3600755,-0.3307,-0.0293755
74,-0.96939266,-0.92118984,"('undedicated', 'dedicated')",0.021791339,0.022636477,0.8725146,0.9610373,-0.1979106,-0.13411975,-0.0682493,-0.017909,-0.0503403
39,0.9071424,1.2579876,"('exploitative', 'cooperative')",2.2992957,2.5921607,1.5187973,1.7564417,-0.092706,0.07417831,1.1581323,1.420192,-0.2620597
26,-0.88597095,-0.9153079,"('hardhearted', 'benevolent')",1.3362805,1.3318336,0.4197612,0.58174974,1.0516925,1.2603967,0.4804408,0.5646681,-0.0842273
88,-0.88455755,-0.9526518,"('low', 'eminent')",-1.2658123,-1.1599183,-0.9650493,-0.94870424,0.16962099,0.05930395,-0.7364495,-0.7504926,0.0140431
28,-0.8710052,-0.7629953,"('disloyal', 'loyal')",-0.40719694,-0.35815468,0.39995015,0.38223043,1.036326,0.9719146,0.0395185,0.0582487,-0.0187302
52,-0.85449797,-0.9041347,"('irrational', 'rational')",-1.0791774,-1.2263062,-1.7517436,-1.7226344,-0.11618464,-0.028714228,-0.9504009,-0.9704474,0.0200465
54,-0.85431254,-0.9134001,"('incapable', 'capable')",0.36520305,0.38013515,-0.5904631,-0.57348853,0.8617499,0.97198373,-0.0544557,-0.0336925,-0.0207632
72,-0.8534523,-1.016651,"('unambitious', 'ambitious')",0.40335536,0.44548446,0.26743996,0.13170613,-0.6739155,-0.8600972,-0.2141431,-0.3248894,0.1107463
7,-0.802802,-0.7160517,"('insensitive', 'sensitive')",0.32113722,0.56831264,0.20280688,0.2572195,0.59147274,0.6300013,0.0781537,0.1848704,-0.1067167
58,-0.791895,-0.9381197,"('undiscriminating', 'discriminating')",0.2364403,0.1356355,0.7022559,0.69605225,-0.026358496,-0.018379748,0.0301107,-0.0312029,0.0613136
73,0.7729532,0.6864993,"('helpless', 'self-reliant')",0.8265224,0.756647,-0.48159647,-0.3880316,-3.3810916,-3.320557,-0.5658031,-0.5663606,0.0005575
78,-0.73621076,-0.96339303,"('nonresilient', 'resilient')",-0.23704998,-0.37916252,1.1791795,0.94517267,0.5676084,0.41650018,0.1933818,0.0047793,0.1886025
38,-0.72595197,-1.019595,"('untruthful', 'truthful')",-0.65760183,-0.9028834,-1.129729,-1.2682434,0.2657927,0.18335965,-0.5618725,-0.7518406,0.1899681
30,0.7214185,0.8886429,"('intolerant', 'tolerant')",1.188925,1.411735,1.0473872,1.0892612,1.1844629,1.2057775,1.0355484,1.1488541,-0.1133057
41,-0.70436513,-0.65223855,"('unforgiving', 'forgiving')",0.45861247,0.3968462,0.76813495,0.73337686,0.031833295,0.0075973105,0.1385539,0.1213955,0.0171584
23,-0.7035488,-0.75070405,"('insincere', 'sincere')",0.16620967,0.23889862,0.4964199,0.5606169,5.9626245,5.899473,1.4804263,1.4870712,-0.0066449
84,0.69681484,0.659966,"('inferior', 'superior')",0.72584724,0.6614349,0.46367392,0.34013262,0.8723262,0.8837726,0.6896656,0.6363266,0.053339
81,0.68009734,0.81748384,"('submissive', 'aggressive')",0.44561666,0.72213525,2.186449,2.0963788,-0.41954276,-0.5731103,0.7231551,0.7657219,-0.0425668
59,0.6768362,0.5314214,"('foolish', 'wise')",0.08821219,-0.06847925,-1.7708602,-1.74751,0.37307748,0.46027315,-0.1581836,-0.2060737,0.0478901
80,0.6635233,0.7665645,"('dominated', 'dominating')",0.7057086,0.7535387,1.0554525,1.0071223,-1.355075,-1.4461092,0.2674024,0.2702791,-0.0028767
24,-0.6536614,-0.7174222,"('dishonest', 'honest')",-0.14018753,-0.100354955,-0.06502552,-0.06826004,0.7217071,0.62409323,-0.0342918,-0.065486,0.0311942
45,-0.63837856,-0.5777639,"('incompetent', 'competent')",0.11147639,0.34760112,0.5677381,0.63966036,-0.35039794,-0.3683027,-0.0773905,0.0102987,-0.0876892
77,-0.59428716,-0.53475076,"('unmotivated', 'motivated')",-0.1875895,0.005647431,0.9223905,0.8034846,-0.8769894,-0.95840627,-0.1841189,-0.1710062,-0.0131127
25,-0.5936086,-0.58660597,"('egoistic', 'altruistic')",-0.9144962,-0.93252033,-0.47005054,-0.5360548,1.0697955,1.2101004,-0.22709,-0.2112702,-0.0158198
17,-0.59180695,-0.41027325,"('nasty', 'nice')",-0.5187478,-0.5238537,-0.6521778,-0.5687444,-0.7695882,-0.66121197,-0.6330802,-0.5410209,-0.0920593
3,-0.57578826,-0.42291555,"('repellent', 'pleasant')",-0.8950479,-0.7201057,0.98607236,1.0348227,0.11143889,0.07319358,-0.0933312,-0.0087512,-0.08458
44,0.56539166,0.64031935,"('prejudiced', 'unprejudiced')",-0.23028165,-0.07093294,-0.07670426,-0.043708008,-1.5186137,-1.4123046,-0.315052,-0.2216566,-0.0933954
65,0.5564054,0.54675424,"('insecure', 'secure')",1.3792025,1.6111077,1.0718384,1.0403806,-0.059266936,-0.1175302,0.7370448,0.7701781,-0.0331333
55,0.55619127,0.7259454,"('incompetent', 'clever')",0.7966093,1.2345104,1.6652193,1.6872683,0.07396844,0.0615634,0.7729971,0.9273219,-0.1543248
16,-0.53922343,-0.55074173,"('unpopular', 'popular')",-1.0357944,-1.1569372,-0.4010557,-0.35812894,0.6503932,0.5997059,-0.3314201,-0.3665255,0.0351054
4,-0.5105193,-0.59133446,"('disliked', 'liked')",-1.069221,-1.264032,-0.39914078,-0.40640983,-6.2653027,-6.374507,-2.0610459,-2.1590707,0.0980248
60,0.4650333,0.5459117,"('inefficient', 'efficient')",1.3690546,1.6948987,2.514667,2.4213738,0.5123988,0.43270537,1.2152884,1.2737224,-0.058434
35,-0.42135915,-0.44067365,"('corrupt', 'incorrupt')",-1.3677024,-1.6433733,-2.0784667,-2.0731854,-0.48572558,-0.4458703,-1.0883135,-1.1507757,0.0624622
82,-0.40664938,-0.45063674,"('poor', 'rich')",-0.46017686,-0.36001393,0.35637617,0.41328788,6.4729424,6.3576202,1.4906231,1.4900644,0.0005587
87,-0.40421468,-0.30734658,"('unsuccessful', 'successful')",0.05445203,0.08761689,1.0466863,0.97382826,0.7010666,0.67005646,0.3494976,0.3560387,-0.0065411
34,-0.39964515,-0.36469612,"('mean', 'honorable')",-0.6064404,-0.63752663,0.2543296,0.23629671,6.2828293,6.221083,1.3827683,1.3637893,0.018979
33,0.39817554,0.15661132,"('wrong', 'right')",0.7472036,0.46640623,-0.4432963,-0.60117936,-0.6981127,-0.6749363,0.0009925,-0.1632745,0.164267
43,-0.3885119,-0.45932928,"('irresponsible', 'responsible')",0.8026967,0.94607234,1.0572661,1.1015943,0.61919904,0.629558,0.5226625,0.5544739,-0.0318114
42,0.3745327,0.002795387,"('unreliable', 'reliable')",0.11486559,0.013164819,0.88164485,0.8470172,-2.9257615,-2.9746377,-0.3886796,-0.5279151,0.1392355
49,-0.3724301,-0.08509755,"('unable', 'able')",-0.4236458,-0.20744343,-0.80707526,-0.7537788,0.01409067,0.057196844,-0.3972651,-0.2472807,-0.1499844
21,0.3650188,0.5294705,"('immoral', 'moral')",0.46241572,0.77935266,0.8561385,0.8826528,-0.8382405,-0.87120426,0.2113331,0.3300679,-0.1187348
32,-0.35474116,-0.6439917,"('unkind', 'kind')",0.49259925,0.40794453,1.3183316,1.2085018,1.1466792,0.98351014,0.6507172,0.4889912,0.161726
0,-0.34624636,-0.4041194,"('unsociable', 'sociable')",0.8777722,0.9042928,1.509448,1.3154709,-0.30972105,-0.40519097,0.4328132,0.3526134,0.0801998
70,-0.33097145,-0.37851042,"('lethargic', 'energetic')",-0.32393754,-0.056261603,0.713717,0.8337765,0.71031284,0.7366314,0.1922802,0.283909,-0.0916288
29,-0.3281304,-0.4564922,"('unfair', 'fair')",0.36128458,0.23680475,-0.23335613,-0.3806545,-0.6782445,-0.64129823,-0.2196116,-0.31041,0.0907984
69,-0.3046893,-0.2899009,"('lazy', 'industrious')",-0.54321,-0.7872489,0.2070823,0.19741817,-0.66178143,-0.59127784,-0.3256496,-0.3677524,0.0421028
14,0.299883,0.6415713,"('antisocial', 'social')",2.2362564,2.4619546,2.3578334,2.3498585,-0.8059026,-0.69758326,1.0220176,1.1889503,-0.1669327
12,-0.29658794,-0.47445258,"('unsupportive', 'supportive')",0.43322554,0.32497007,0.7314417,0.650821,-1.5827817,-1.590349,-0.1786756,-0.2722526,0.093577
51,-0.29136312,-0.54492515,"('uneducated', 'educated')",-0.21080871,-0.09386768,0.68666667,0.5710473,0.5327312,0.4183499,0.1793065,0.0876511,0.0916554
63,-0.28463808,-0.3333533,"('unperceptive', 'insightful')",-0.66176707,-0.6252436,1.2054014,1.1913942,1.3084667,1.1784213,0.3918657,0.3528046,0.0390611
40,-0.2828459,-0.3634974,"('stingy', 'generous')",-0.12529975,-0.22780398,0.17293112,0.15094393,-1.625001,-1.6804571,-0.4650539,-0.5302036,0.0651497
13,0.27990645,0.39572597,"('impolite', 'polite')",0.916796,1.0579212,0.4125272,0.40499693,0.2582994,0.12327127,0.4668823,0.4954788,-0.0285965
47,0.263596,0.37373406,"('stupid', 'smart')",1.146006,1.1969199,0.9901305,1.1130077,5.787383,5.825481,2.0467789,2.1272855,-0.0805066
68,0.2371186,0.26215577,"('dependent', 'independent')",-0.27131888,-0.19931702,-0.08168471,-0.13813996,-0.45538652,-0.5791333,-0.1428179,-0.1636086,0.0207907
56,0.2325046,0.29333693,"('impractical', 'practical')",1.6275657,1.7907089,1.6098361,1.548514,0.15298691,0.116242185,0.9057233,0.9372005,-0.0314772
75,-0.22645387,-0.1402675,"('meek', 'impulsive')",-1.3301022,-1.2623696,-1.7128259,-1.6354439,-0.45219618,-0.45545763,-0.9303945,-0.8733847,-0.0570098
15,-0.21182112,-0.2199653,"('boring', 'funny')",0.7855243,0.77174884,-1.1100962,-1.0321451,0.29592395,0.31650263,-0.0601173,-0.0409647,-0.0191526
11,0.19058755,0.082874015,"('unhelpful', 'helpful')",0.5574106,0.64932644,0.2587876,0.27973536,2.3824868,2.3387675,0.8473182,0.8376758,0.0096424
20,-0.15900059,0.047751147,"('rough', 'thoughtful')",-0.17373872,0.09759494,1.284305,1.4942827,1.0953817,1.1678562,0.5117369,0.7018713,-0.1901344
48,-0.15564996,-0.06928553,"('unintelligent', 'intelligent')",0.2670592,0.47269908,0.13767736,0.04810566,0.7641506,0.68456364,0.2533093,0.2840207,-0.0307114
64,-0.15029928,-0.09163137,"('shy', 'confident')",0.19262266,0.3014132,1.351989,1.2379353,-6.251548,-6.319035,-1.2143089,-1.2178295,0.0035206
2,0.15008304,0.04748125,"('unlikable', 'likable')",0.41145018,0.3501584,0.98662895,0.9826962,0.60279715,0.58909386,0.5377399,0.4923574,0.0453825
62,0.14573593,0.34121886,"('incompetent', 'brilliant')",0.51355356,0.8777262,0.9463333,1.0311592,0.6361698,0.5276994,0.5604482,0.6944509,-0.1340027
18,-0.13402092,-0.20780551,"('disagreeable', 'welcoming')",-0.79034436,-0.7488829,-0.8735139,-0.77288425,-0.49223635,-0.4633953,-0.5725289,-0.548242,-0.0242869
22,0.11526385,0.28963578,"('untrustworthy', 'trustworthy')",0.1789908,0.50375843,1.2933531,1.3111501,-0.79912835,-0.79493606,0.1971198,0.327402,-0.1302822
83,0.11040411,0.12603521,"('powerless', 'powerful')",0.575044,0.5055526,0.06374847,0.000546189,-1.0248324,-1.0945898,-0.0689089,-0.115614,0.0467051
76,0.09225559,0.14615476,"('anxious', 'daring')",-0.32428566,-0.09851429,0.92348194,0.96954155,0.39732334,0.38279948,0.2721938,0.3499954,-0.0778016
46,0.08347803,0.24104798,"('uncompetitive', 'competitive')",-0.047156226,0.13043556,2.0573106,2.0661812,-0.3912912,-0.48281917,0.4255853,0.4887114,-0.0631261
37,-0.051209584,0.068161786,"('fake', 'genuine')",-0.756714,-0.7082993,-0.26765746,-0.19089603,0.27773175,0.38741338,-0.1994623,-0.110905,-0.0885573
71,-0.00901912,-0.21355481,"('diffident', 'self-confident')",2.2182882,1.9542338,0.424119,0.27260277,0.37827715,0.43264267,0.7529163,0.6114811,0.1414352
50,-0.008033842,-0.30777305,"('clumsy', 'skillful')",-0.7230574,-0.8813443,-0.46299586,-0.39922684,0.4465105,0.37399042,-0.1868942,-0.3035885,0.1166943
