,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.0258546,-2.113952,"('unfriendly', 'friendly')",-0.041225243,-0.22885162,-0.8701466,-0.93458223,1.511753,1.6395905,-0.3563683,-0.4094488,0.0530805
6,-1.8961505,-2.2065024,"('distant', 'open')",-1.7024298,-2.1350546,-2.403676,-2.4568505,0.15238231,0.20607641,-1.4624685,-1.6480827,0.1856142
31,-1.7750763,-1.7604611,"('evil', 'good')",-1.3309574,-1.4783742,-1.9495963,-1.8856667,-1.3734188,-1.3340747,-1.6072623,-1.6146443,0.007382
53,-1.7145287,-1.7743208,"('uncreative', 'creative')",-1.3624735,-1.3964567,-0.3984531,-0.28798935,1.1014166,1.2056354,-0.5935096,-0.5632828,-0.0302268
86,-1.6051259,-1.6832231,"('uninfluential', 'influential')",-0.8093227,-0.64604574,0.2128028,0.12648599,-0.5121733,-0.5189179,-0.6784548,-0.6804252,0.0019704
5,-1.4241693,-1.6787143,"('distant', 'outgoing')",-1.3031433,-1.6993084,-1.8275772,-1.9599208,-0.21000361,-0.15569733,-1.1912234,-1.3734102,0.1821868
57,-1.4193805,-1.3040462,"('unimaginative', 'imaginative')",-1.5381601,-1.1793177,-0.51008177,-0.35025963,-2.675552,-2.5962884,-1.5357935,-1.3574779,-0.1783156
19,-1.3789482,-1.5354376,"('inhospitable', 'hospitable')",-1.6738877,-1.8616543,-2.2789707,-2.2045407,-0.39315397,-0.35358864,-1.4312402,-1.4888053,0.0575651
9,-1.3223689,-1.570721,"('unaffectionate', 'caring')",-0.47562736,-0.68053013,-0.3074567,-0.38580236,1.2130774,1.2661786,-0.2230939,-0.3427187,0.1196248
85,-1.3073021,-1.4277877,"('insignificant', 'prestigious')",-2.1796393,-2.3751733,-1.7994598,-1.6914203,-0.1711607,0.08103837,-1.3643905,-1.3533356,-0.0110549
36,-1.2952225,-1.5322511,"('hostile', 'amicable')",-1.2668785,-1.639894,-1.906658,-1.9409041,-0.14877415,-0.05432443,-1.1543833,-1.2918435,0.1374602
8,-1.1844356,-1.2656696,"('unaffectionate', 'affectionate')",-1.1821476,-1.342122,-0.69169056,-0.6850381,0.4138759,0.59198433,-0.6610995,-0.6752113,0.0141118
27,-1.1781968,-1.200449,"('hardhearted', 'softhearted')",-1.2717907,-1.2377201,-0.40088207,-0.39175123,1.0306089,1.0796467,-0.4550651,-0.4375684,-0.0174967
79,-1.1462593,-1.2469938,"('wavering', 'unwavering')",-2.27469,-2.5469284,-2.9772925,-2.9898648,-0.29439607,-0.30289948,-1.6731595,-1.7716715,0.098512
67,1.1453636,1.1916873,"('doubtful', 'determined')",0.80646497,0.7895842,1.032036,0.9396359,-0.37518957,-0.3418912,0.6521687,0.6447541,0.0074146
