,campbell_male,campbell_female,tuple,soup_male,soup_female,co_male,co_female,average_male,average_female,male-female
44,-1.106853,-0.89184695,"('prejudiced', 'unprejudiced')",-1.272743,-1.0763907,-1.5042629,-1.3410755,-1.2946196,-1.1031044,-0.1915152
25,1.1020522,0.94644165,"('egoistic', 'altruistic')",1.8648471,1.534526,1.9372444,1.7851754,1.6347146,1.4220476,0.212667
34,-1.0267514,-0.79031247,"('mean', 'honorable')",-0.37018284,-0.18956596,5.316635,5.4455204,1.306567,1.4885473,-0.1819803
82,-1.0041481,-0.73788923,"('poor', 'rich')",-1.1227118,-0.99105453,5.7678947,6.1892247,1.2136783,1.4867603,-0.273082
55,-0.9859453,-0.8499007,"('incompetent', 'clever')",-0.6804672,-0.40543222,-0.51611817,-0.3527711,-0.7275102,-0.5360347,-0.1914755
37,0.94707704,0.9422464,"('fake', 'genuine')",0.356808,0.3727182,0.21049921,0.27937147,0.5047947,0.5314453,-0.0266506
57,-0.9408772,-0.82677865,"('unimaginative', 'imaginative')",-1.5512819,-1.4580213,-4.1384234,-4.1575475,-2.2101943,-2.1474492,-0.0627451
3,-0.9305835,-0.5843907,"('repellent', 'pleasant')",-1.9760097,-1.7776763,0.12107762,0.1530605,-0.9285053,-0.7363355,-0.1921698
81,-0.9282742,-0.9925288,"('submissive', 'aggressive')",-1.5009121,-1.296926,-1.2081618,-1.1110668,-1.2124494,-1.1335073,-0.0789421
74,0.92616045,0.9551292,"('undedicated', 'dedicated')",0.03169346,0.022228144,-0.38214234,-0.45730475,0.1919039,0.1733509,0.018553
63,0.9199723,0.8726624,"('unperceptive', 'insightful')",0.6716745,0.749003,0.16124369,0.065374665,0.5842968,0.5623467,0.0219501
76,-0.87260485,-0.67376363,"('anxious', 'daring')",-0.9136494,-0.6903351,-0.38573998,-0.09458035,-0.7239981,-0.4862264,-0.2377717
61,-0.8555927,-0.92822945,"('illogical', 'logical')",-0.6819884,-0.6812632,-0.06178856,0.011588287,-0.5331233,-0.5326348,-0.0004885
0,-0.8358527,-0.917838,"('unsociable', 'sociable')",0.01299106,0.23139355,-0.3053617,-0.38880295,-0.3760744,-0.3584158,-0.0176586
79,0.83413184,0.6517996,"('wavering', 'unwavering')",0.3652712,0.09938246,-0.02986157,-0.10377289,0.3898472,0.2158031,0.1740441
14,-0.82957935,-0.7216159,"('antisocial', 'social')",-1.1813989,-0.8895756,-1.2138568,-1.1690102,-1.074945,-0.9267339,-0.1482111
18,-0.82944745,-0.9781687,"('disagreeable', 'welcoming')",-0.24107414,-0.20668548,-0.7773962,-0.8655497,-0.6159726,-0.683468,0.0674954
26,0.8269814,0.51247317,"('hardhearted', 'benevolent')",1.1835138,1.2189635,1.5666523,1.4533681,1.1923825,1.0616016,0.1307809
7,-0.8048905,-0.66225284,"('insensitive', 'sensitive')",-1.196465,-0.9262148,-0.29963526,0.082273945,-0.7669969,-0.5020645,-0.2649324
87,-0.7747422,-0.8516994,"('unsuccessful', 'successful')",-0.13008687,0.040933773,0.101238936,0.03234928,-0.2678634,-0.2594721,-0.0083913
30,-0.76910675,-0.57793146,"('intolerant', 'tolerant')",-1.6198205,-1.4470413,-0.21117814,-0.15726602,-0.8667018,-0.7274129,-0.1392889
56,0.7537771,1.1046875,"('impractical', 'practical')",0.07062779,0.45672795,-1.1998246,-1.0353154,-0.1251399,0.1753667,-0.3005066
19,0.7249647,0.59729713,"('inhospitable', 'hospitable')",0.29719284,0.1827126,0.09044215,-0.041774422,0.3708666,0.2460785,0.1247881
39,0.7157114,0.62078387,"('exploitative', 'cooperative')",1.0967379,1.2202207,0.11936645,0.1903403,0.6439385,0.677115,-0.0331765
77,-0.70770615,-0.8100366,"('unmotivated', 'motivated')",-0.75889915,-0.65831566,-1.1956844,-1.2105393,-0.8874299,-0.8929639,0.005534
54,0.6394771,0.6042097,"('incapable', 'capable')",1.2552469,1.3039272,1.0340679,1.2116083,0.9762639,1.0399151,-0.0636512
1,0.62393016,0.45588535,"('unfriendly', 'friendly')",1.5839858,1.3933973,2.5736034,2.5470002,1.5938398,1.4654277,0.1284121
84,0.6155215,0.35332224,"('inferior', 'superior')",0.20375465,0.10031685,0.509318,0.39625502,0.4428647,0.283298,0.1595667
78,-0.61074454,-0.5679561,"('nonresilient', 'resilient')",0.545995,0.535054,0.08484112,0.016413452,0.0066972,-0.0054962,0.0121934
10,-0.6004318,-0.5399772,"('unsympathetic', 'sympathetic')",-1.4210104,-1.1449419,-0.9856517,-0.8795387,-1.0023646,-0.8548193,-0.1475453
70,-0.58639854,-0.28902733,"('lethargic', 'energetic')",-1.7900625,-1.5194923,-0.3577588,-0.06878152,-0.9114066,-0.625767,-0.2856396
60,-0.5803428,-0.27911767,"('inefficient', 'efficient')",-0.538127,-0.115576655,-0.5044553,-0.3559939,-0.5409751,-0.2502294,-0.2907457
62,-0.56560326,-0.22715051,"('incompetent', 'brilliant')",-0.6507351,-0.117234804,-0.7063849,-0.339843,-0.6409078,-0.2280761,-0.4128317
13,-0.5442895,-0.42208984,"('impolite', 'polite')",0.015286859,0.25380245,-0.33187085,-0.34961826,-0.2869578,-0.1726352,-0.1143226
80,-0.529545,-0.4830472,"('dominated', 'dominating')",-0.91008276,-0.6890693,-1.0001107,-0.9300176,-0.8132462,-0.7007114,-0.1125348
52,-0.5281398,-0.9031334,"('irrational', 'rational')",0.197885,-0.17900583,0.11686012,-0.19019103,-0.0711316,-0.4241101,0.3529785
22,-0.52267915,-0.4473851,"('untrustworthy', 'trustworthy')",-0.67341185,-0.3949804,-1.3603284,-1.0628155,-0.8521398,-0.6350604,-0.2170794
68,0.5142268,0.47460872,"('dependent', 'independent')",-1.1133784,-1.1799669,-1.4777844,-1.4382855,-0.692312,-0.7145479,0.0222359
12,0.47762558,0.46907124,"('unsupportive', 'supportive')",0.48192328,0.61218584,-2.0476096,-2.1147323,-0.3626869,-0.3444917,-0.0181952
43,-0.45970684,-0.23554344,"('irresponsible', 'responsible')",-0.8053628,-0.3689009,0.11153667,0.37427214,-0.384511,-0.0767241,-0.3077869
27,0.4460796,0.6022599,"('hardhearted', 'softhearted')",0.37891752,0.5411655,1.2804644,1.339757,0.7018205,0.8277275,-0.125907
23,-0.44158143,-0.39056015,"('insincere', 'sincere')",0.031189984,0.35482845,6.0084114,6.3933654,1.8660067,2.1192112,-0.2532045
86,0.3979221,0.16223124,"('uninfluential', 'influential')",-0.37561107,-0.388471,-0.686955,-0.873915,-0.221548,-0.3667183,0.1451703
42,0.38828614,0.3011156,"('unreliable', 'reliable')",-0.56418437,-0.38420087,-3.288001,-3.1539044,-1.1546331,-1.0789966,-0.0756365
59,0.37970936,0.013586212,"('foolish', 'wise')",0.43442267,0.25443375,0.07863733,-0.071601674,0.2975898,0.0654728,0.232117
72,-0.376605,-0.3659068,"('unambitious', 'ambitious')",-0.8410052,-0.67410284,-0.6020443,-0.39443964,-0.6065515,-0.4781497,-0.1284018
41,-0.37425196,-0.32651645,"('unforgiving', 'forgiving')",0.5867032,0.6783836,-0.082666114,-0.33243862,0.0432617,0.0064762,0.0367855
36,0.36708352,0.11849785,"('hostile', 'amicable')",0.42761573,0.03284289,0.32812113,0.103447035,0.3742735,0.0849293,0.2893442
15,0.36486745,0.2314721,"('boring', 'funny')",0.70851946,0.75274795,0.19658086,0.31713173,0.4233226,0.4337839,-0.0104613
67,0.34151727,0.26345658,"('doubtful', 'determined')",0.13975456,0.2251066,-0.39292717,-0.48175493,0.0294482,0.0022694,0.0271788
2,-0.3411362,-0.41090518,"('unlikable', 'likable')",-0.10500022,0.06445618,0.4437827,0.46948913,-0.0007846,0.0410134,-0.041798
49,-0.32939023,-0.13775429,"('unable', 'able')",-0.22735104,-0.034948904,-1.1606352,-0.7917389,-0.5724588,-0.3214807,-0.2509781
28,-0.30688494,-0.48870054,"('disloyal', 'loyal')",-0.13268031,-0.07890245,0.521701,0.6473538,0.0273786,0.0265836,0.000795
51,-0.2903368,-0.61802804,"('uneducated', 'educated')",-0.98744136,-1.0721968,0.24021332,-0.067958124,-0.345855,-0.586061,0.240206
31,0.2877152,0.26945537,"('evil', 'good')",0.6038806,0.36368087,-0.09931408,-0.25137624,0.2640939,0.1272533,0.1368406
38,0.26985314,0.42879826,"('untruthful', 'truthful')",0.3201968,0.4334169,0.24576673,0.16346626,0.2786056,0.3418938,-0.0632882
64,-0.2555588,-0.6523377,"('shy', 'confident')",-1.5886639,-1.6465786,-7.107412,-7.4745426,-2.9838781,-3.2578195,0.2739414
21,-0.23515587,-0.40516633,"('immoral', 'moral')",-0.6306807,-0.5775976,-1.043871,-1.1627917,-0.6365692,-0.7151852,0.078616
50,-0.21586783,-0.59819216,"('clumsy', 'skillful')",-1.2897462,-1.3850757,-0.17794302,-0.28488222,-0.5611857,-0.75605,0.1948643
4,-0.21408191,-0.29647368,"('disliked', 'liked')",-0.16674596,-0.26271096,-7.5502434,-7.9315367,-2.6436904,-2.8302406,0.1865502
48,0.1843856,0.12580383,"('unintelligent', 'intelligent')",-0.18285327,-0.07329336,-0.050376106,0.07478514,-0.0162813,0.0424319,-0.0587132
45,-0.16449553,0.048318706,"('incompetent', 'competent')",-0.9408855,-0.56348413,-0.89507496,-0.7570939,-0.6668186,-0.4240865,-0.2427321
29,-0.14280193,-0.15884806,"('unfair', 'fair')",-0.25127035,-0.25286406,-0.799257,-0.6967679,-0.3977764,-0.3694933,-0.0282831
8,-0.10394633,-0.2985428,"('unaffectionate', 'affectionate')",0.76394325,0.50285804,0.8560915,0.9391338,0.5053628,0.3811497,0.1242131
83,0.084456116,-0.10132838,"('powerless', 'powerful')",-0.6127554,-0.6076895,-1.7138025,-1.7105517,-0.7473672,-0.8065232,0.059156
53,0.08342868,0.00339631,"('uncreative', 'creative')",-0.12239611,-0.27422467,0.39747992,0.43010828,0.1195042,0.0530933,0.0664109
58,-0.083082125,-0.07005948,"('undiscriminating', 'discriminating')",-0.61159194,-0.53029245,-0.031308107,-0.13734332,-0.2419941,-0.2458984,0.0039043
66,0.076817185,-0.09497826,"('inactive', 'active')",-0.11132435,-0.28908283,0.9060869,0.5028925,0.2905266,0.0396105,0.2509161
75,0.076457,0.22129047,"('meek', 'impulsive')",-0.526154,-0.6358219,-0.5522457,-0.54304576,-0.3339809,-0.3191924,-0.0147885
88,0.03892351,-0.49257633,"('low', 'eminent')",-0.8067287,-1.0109022,-0.45440233,-0.5076917,-0.4074025,-0.67039,0.2629875
32,-0.021144515,-0.20040822,"('unkind', 'kind')",0.23546891,0.3405797,0.6349768,0.88793355,0.2831004,0.3427017,-0.0596013
24,-0.017941259,-0.108844444,"('dishonest', 'honest')",-0.35888556,-0.13248932,0.49523708,0.895478,0.0394701,0.2180481,-0.178578
20,-0.008646648,0.06479286,"('rough', 'thoughtful')",-0.29831123,-0.044075828,0.26761752,0.37785035,-0.0131134,0.1328558,-0.1459692
40,-0.00857982,-0.041431103,"('stingy', 'generous')",-0.4524887,-0.48190406,-2.3396175,-2.5329633,-0.933562,-1.0187662,0.0852042
