,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,male-female
55,0.30744344,0.13938679,"('incompetent', 'clever')",-1.4138314,-1.4963331,-0.8842132,-1.1282703,-0.6635337,-0.8284055,0.1648718
79,-0.27857882,-0.24602696,"('wavering', 'unwavering')",0.92092603,0.8491491,-0.24019268,-0.112659834,0.1340515,0.1634874,-0.0294359
32,-0.2753346,-0.2604444,"('unkind', 'kind')",-0.13829426,-0.19177508,-0.46080157,-0.5098912,-0.2914768,-0.3207036,0.0292268
21,0.2526392,0.22175036,"('immoral', 'moral')",-0.70813525,-0.767192,-0.32518512,-0.30866197,-0.260227,-0.2847012,0.0244742
84,-0.24082573,-0.18842354,"('inferior', 'superior')",-0.1344614,-0.1024549,-0.092568316,-0.07521546,-0.1559518,-0.1220313,-0.0339205
30,-0.22756469,-0.36779922,"('intolerant', 'tolerant')",-1.8070083,-1.8642802,-0.4408781,-0.55561113,-0.8251504,-0.9292302,0.1040798
3,0.22448058,0.20054117,"('repellent', 'pleasant')",-1.30496,-1.3229148,-0.3740988,-0.3961851,-0.4848594,-0.5061862,0.0213268
65,0.2137628,-0.029044762,"('insecure', 'secure')",-1.1493334,-1.2745563,-0.4375853,-0.6188937,-0.4577186,-0.6408315,0.1831129
81,-0.20951527,-0.3152314,"('submissive', 'aggressive')",-1.5450906,-1.6559292,-0.40487632,-0.49701858,-0.7198273,-0.8227264,0.1028991
43,0.20471847,0.3140158,"('irresponsible', 'responsible')",-2.174227,-2.156718,-0.26021543,-0.16883588,-0.7432413,-0.6705127,-0.0727286
9,0.20014878,0.207642,"('unaffectionate', 'caring')",-0.4076411,-0.42511564,-0.016612902,0.01169771,-0.0747017,-0.068592,-0.0061097
13,-0.1950205,-0.18370989,"('impolite', 'polite')",-1.4902661,-1.5728385,0.50975454,0.5114056,-0.391844,-0.4150476,0.0232036
75,0.18851863,0.16269235,"('meek', 'impulsive')",0.58918476,0.5654417,0.2578832,0.29381144,0.3451955,0.3406485,0.004547
46,-0.18217148,-0.20122711,"('uncompetitive', 'competitive')",-1.491704,-1.6143612,-0.47829026,-0.51077425,-0.7173886,-0.7754542,0.0580656
48,-0.1797417,-0.3621144,"('unintelligent', 'intelligent')",-1.8500059,-2.0295753,-1.1702842,-1.389967,-1.0666773,-1.2605522,0.1938749
68,0.17651097,0.07470752,"('dependent', 'independent')",-1.1427846,-1.23137,-0.7474908,-0.8172861,-0.5712548,-0.6579828,0.086728
88,0.16432308,0.14402704,"('low', 'eminent')",-0.03515024,-0.071013965,-0.6216873,-0.63268125,-0.1641715,-0.1865561,0.0223846
72,-0.16032556,-0.15522157,"('unambitious', 'ambitious')",-0.72447926,-0.82935977,-0.052637696,-0.027990766,-0.3124808,-0.3375241,0.0250433
34,-0.15431648,-0.22307351,"('mean', 'honorable')",-0.7717597,-0.82121676,-0.014886044,0.009310536,-0.3136541,-0.3449933,0.0313392
11,-0.15117152,-0.23430775,"('unhelpful', 'helpful')",-2.0927777,-2.2227097,-0.84991413,-0.8468171,-1.0312877,-1.1012781,0.0699904
71,-0.14794327,-0.012510395,"('diffident', 'self-confident')",0.080620036,0.22511646,0.86914337,1.0204366,0.2672734,0.4110142,-0.1437408
77,-0.13859022,-0.1312969,"('unmotivated', 'motivated')",-0.43734714,-0.40924928,0.45064747,0.43771997,-0.0417633,-0.0342754,-0.0074879
58,0.1356087,-0.02035122,"('undiscriminating', 'discriminating')",0.025641337,-0.037161957,0.027148038,0.0018467307,0.0627994,-0.0185555,0.0813549
56,0.12093875,0.09385827,"('impractical', 'practical')",-1.7288609,-1.8283886,0.07323433,-0.029259562,-0.5115626,-0.58793,0.0763674
40,-0.11364481,-0.13285336,"('stingy', 'generous')",-0.9260716,-0.94936585,0.17483985,0.09657384,-0.2882922,-0.3285485,0.0402563
24,-0.10889937,-0.056238383,"('dishonest', 'honest')",-1.0108912,-0.99314547,-0.6475098,-0.6743049,-0.5891001,-0.5745629,-0.0145372
69,0.10815098,0.23778394,"('lazy', 'industrious')",1.3110608,1.5190021,1.3006692,1.4212002,0.906627,1.0593287,-0.1527017
19,-0.10663891,0.0009283945,"('inhospitable', 'hospitable')",0.406262,0.46990573,-0.35273618,-0.15234287,-0.0177044,0.1061638,-0.1238682
50,0.071564846,0.11734019,"('clumsy', 'skillful')",0.70947534,0.7802392,0.29275405,0.38209233,0.3579314,0.4265573,-0.0686259
70,-0.06163455,-0.083685085,"('lethargic', 'energetic')",-1.050269,-1.1091369,-0.4899639,-0.58029306,-0.5339558,-0.5910383,0.0570825
59,-0.054890186,0.10072016,"('foolish', 'wise')",1.0609338,1.1571273,0.14283869,0.30191463,0.3829608,0.5199207,-0.1369599
63,0.05267318,0.103386305,"('unperceptive', 'insightful')",-0.322637,-0.4157939,-0.09568785,-0.0058548115,-0.1218839,-0.1060875,-0.0157964
66,0.052633613,0.11576088,"('inactive', 'active')",1.3539207,1.4462262,0.4736063,0.6250626,0.6267202,0.7290166,-0.1022964
7,-0.04950627,-0.08725861,"('insensitive', 'sensitive')",-1.6569707,-1.6844739,-0.59998107,-0.6382204,-0.7688193,-0.8033176,0.0344983
37,0.032350525,0.10211977,"('fake', 'genuine')",-0.905068,-0.8911513,-0.05828859,-0.12381153,-0.3103353,-0.304281,-0.0060543
51,-0.02623628,-0.12294179,"('uneducated', 'educated')",-0.23058349,-0.27264798,0.026019327,-0.022661641,-0.0769335,-0.1394171,0.0624836
14,-0.0153665915,-0.11456536,"('antisocial', 'social')",-1.2128721,-1.3377224,-0.25273332,-0.31428498,-0.4936574,-0.5888576,0.0952002
5,-0.0121563,0.1619258,"('distant', 'outgoing')",0.83327985,0.94371086,0.29209664,0.5310612,0.3710734,0.5455659,-0.1744925
29,0.010664634,-0.044343166,"('unfair', 'fair')",0.13775973,0.20597674,-0.73574847,-0.77862936,-0.1957747,-0.2056653,0.0098906
27,0.00963724,-0.042040728,"('hardhearted', 'softhearted')",-1.3831514,-1.3181018,-0.07554033,-0.19761029,-0.4830182,-0.5192509,0.0362327
