,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
69,1.7068932,1.7890607,"('lazy', 'industrious')",-0.46798128,-0.66065335,0.6194559,0.5642037,0.0552522
57,-1.4951828,-1.1971245,"('unimaginative', 'imaginative')",-3.6294422,-3.1483073,-2.5623126,-2.1727159,-0.3895967
68,-1.4828706,-1.333593,"('dependent', 'independent')",-1.734131,-1.7078656,-1.6085007,-1.5207293,-0.0877714
70,-1.4697454,-1.4049492,"('lethargic', 'energetic')",-0.06892111,0.33580723,-0.7693332,-0.534571,-0.2347622
71,1.2622179,1.0542625,"('diffident', 'self-confident')",0.5537577,0.41791597,0.9079878,0.7360892,0.1718986
65,-1.2202764,-1.2956729,"('insecure', 'secure')",-0.17195943,-0.13771512,-0.6961179,-0.716694,0.0205761
25,1.1525407,0.8797727,"('egoistic', 'altruistic')",1.1862419,0.81952786,1.1693913,0.8496503,0.319741
77,-1.1364547,-1.5743598,"('unmotivated', 'motivated')",-1.2091247,-1.3683045,-1.1727897,-1.4713321,0.2985424
26,1.1201789,1.2778102,"('hardhearted', 'benevolent')",1.582928,1.616273,1.3515534,1.4470416,-0.0954882
81,-1.113129,-1.0152164,"('submissive', 'aggressive')",-1.0265913,-0.8784216,-1.0698602,-0.9468189,-0.1230413
59,1.093064,1.1267623,"('foolish', 'wise')",0.20872866,0.13681898,0.6508963,0.6317906,0.0191057
3,-1.077153,-1.1153114,"('repellent', 'pleasant')",0.12870444,0.28644332,-0.4742243,-0.414434,-0.0597903
73,1.0581633,0.9858228,"('helpless', 'self-reliant')",-3.3496244,-3.5441735,-1.1457305,-1.2791753,0.1334448
48,-1.0309458,-1.2443801,"('unintelligent', 'intelligent')",0.16211984,0.063167274,-0.434413,-0.5906065,0.1561935
22,-1.0296108,-0.7842734,"('untrustworthy', 'trustworthy')",-1.2171174,-0.82887584,-1.1233641,-0.8065746,-0.3167895
33,1.0176982,0.71427095,"('wrong', 'right')",-0.13287681,-0.38036406,0.4424107,0.1669534,0.2754573
51,-1.0003924,-0.88183975,"('uneducated', 'educated')",-0.036788225,-0.009314779,-0.5185903,-0.4455773,-0.073013
11,-0.99769795,-1.0930305,"('unhelpful', 'helpful')",1.8193519,1.9775169,0.410827,0.4422432,-0.0314162
34,-0.9790368,-0.9997432,"('mean', 'honorable')",5.2237535,5.142992,2.1223583,2.0716243,0.050734
46,-0.9440862,-1.1014448,"('uncompetitive', 'competitive')",-1.0532418,-0.7076521,-0.998664,-0.9045485,-0.0941155
23,-0.87773573,-1.1845201,"('insincere', 'sincere')",5.979755,5.9879823,2.5510097,2.401731,0.1492787
60,-0.8637862,-1.1780633,"('inefficient', 'efficient')",0.17605335,0.11283585,-0.3438664,-0.5326137,0.1887473
61,-0.86129004,-0.8073947,"('illogical', 'logical')",-0.061649173,0.09082402,-0.4614696,-0.3582853,-0.1031843
72,-0.85604894,-0.885231,"('unambitious', 'ambitious')",-0.14107718,-0.18197802,-0.4985631,-0.5336045,0.0350414
21,-0.8343152,-1.0864975,"('immoral', 'moral')",-1.1238909,-1.0532596,-0.979103,-1.0698786,0.0907756
85,0.8245409,0.6425416,"('insignificant', 'prestigious')",-0.4811227,-0.75488806,0.1717091,-0.0561732,0.2278823
62,-0.81098485,-0.80796295,"('incompetent', 'brilliant')",-0.03366918,0.13095915,-0.422327,-0.3385019,-0.0838251
30,-0.80246764,-0.64632535,"('intolerant', 'tolerant')",0.20949161,0.28559506,-0.296488,-0.1803651,-0.1161229
58,-0.8001671,-0.5945236,"('undiscriminating', 'discriminating')",-0.035059128,0.24027619,-0.4176131,-0.1771237,-0.2404894
17,-0.7532583,-0.46385473,"('nasty', 'nice')",-0.5616994,-0.43204916,-0.6574788,-0.4479519,-0.2095269
82,-0.7420567,-0.7079703,"('poor', 'rich')",5.7290945,5.8740377,2.4935188,2.5830338,-0.089515
9,0.7218265,0.4204191,"('unaffectionate', 'caring')",1.4192231,1.3522367,1.0705248,0.8863279,0.1841969
86,-0.71066827,-0.8613381,"('uninfluential', 'influential')",-0.5499835,-0.4254493,-0.6303259,-0.6433937,0.0130678
43,-0.68063056,-0.95321447,"('irresponsible', 'responsible')",0.6733662,0.8908849,-0.0036322,-0.0311648,0.0275326
8,0.67948264,0.48252407,"('unaffectionate', 'affectionate')",1.0797763,1.0722069,0.8796295,0.7773654,0.1022641
88,-0.6304515,-0.67693514,"('low', 'eminent')",-0.67072517,-0.59770054,-0.6505883,-0.6373178,-0.0132705
5,0.6266674,0.53485197,"('distant', 'outgoing')",-0.22057366,-0.15903601,0.2030469,0.187908,0.0151389
50,0.61732614,0.41251478,"('clumsy', 'skillful')",0.06419852,-0.07475106,0.3407623,0.1688819,0.1718804
13,-0.61106676,-0.7749422,"('impolite', 'polite')",-0.34794688,-0.25652325,-0.4795068,-0.5157328,0.036226
64,-0.590883,-0.46113312,"('shy', 'confident')",-6.5915933,-6.6232886,-3.591238,-3.5422108,-0.0490272
87,0.5830095,0.53199553,"('unsuccessful', 'successful')",0.18320785,0.19740076,0.3831087,0.3646981,0.0184106
63,-0.57812023,-0.70904285,"('unperceptive', 'insightful')",0.23723005,0.37640032,-0.1704451,-0.1663213,-0.0041238
40,0.57090366,0.50343037,"('stingy', 'generous')",-2.2356095,-2.260823,-0.8323529,-0.8786963,0.0463434
35,0.5698074,0.9780856,"('corrupt', 'incorrupt')",-0.6303988,-0.6272292,-0.0302957,0.1754282,-0.2057239
10,-0.5558749,-0.7934198,"('unsympathetic', 'sympathetic')",-0.22730273,0.215593,-0.3915888,-0.2889134,-0.1026754
74,0.5476856,0.5207059,"('undedicated', 'dedicated')",-0.10251026,0.120165095,0.2225877,0.3204355,-0.0978478
55,-0.534963,-0.5683495,"('incompetent', 'clever')",-0.0814434,0.08991678,-0.3082032,-0.2392164,-0.0689868
6,0.5262239,0.45967662,"('distant', 'open')",0.108077966,0.22451201,0.3171509,0.3420943,-0.0249434
1,0.5080458,0.24852712,"('unfriendly', 'friendly')",1.8032999,1.657007,1.1556728,0.9527671,0.2029057
19,-0.5064394,-0.5235276,"('inhospitable', 'hospitable')",-0.22811054,-0.19588163,-0.367275,-0.3597046,-0.0075704
38,-0.47264138,-0.5842176,"('untruthful', 'truthful')",0.29259306,0.29714394,-0.0900242,-0.1435368,0.0535126
15,0.46132848,0.44727415,"('boring', 'funny')",0.37822327,0.50069696,0.4197759,0.4739856,-0.0542097
4,0.45915762,0.63112706,"('disliked', 'liked')",-7.4465146,-7.4664865,-3.4936786,-3.4176798,-0.0759988
67,0.45106858,0.48379388,"('doubtful', 'determined')",-0.107565776,-0.013673425,0.1717514,0.2350602,-0.0633088
49,-0.44902468,-0.43903324,"('unable', 'able')",-0.84851575,-0.704114,-0.6487702,-0.5715736,-0.0771966
28,-0.43936655,-0.53042215,"('disloyal', 'loyal')",0.8931023,0.93452233,0.2268679,0.2020501,0.0248178
76,-0.4317144,-0.3899611,"('anxious', 'daring')",-0.15674166,0.116999775,-0.294228,-0.1364807,-0.1577473
27,0.41634238,0.24241094,"('hardhearted', 'softhearted')",1.126183,1.1888909,0.7712627,0.7156509,0.0556118
53,-0.41605186,-0.6343092,"('uncreative', 'creative')",0.30885625,0.4155303,-0.0535978,-0.1093894,0.0557916
